timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
20,"[-1.60387563  0.07459084 -0.73183777  1.24910022 -0.34427971 -1.25227806
 -0.07131636 -0.38429501 -0.35205888 -0.15957075  0.        ]","[[-2.59458052  1.50941531 -0.03834889 -0.14449241]
 [-1.57099472 -0.38152812  0.          0.        ]]",[ 0.41253849 -0.35071238],-0.0064392968985,[ 0.26367468  0.22790536],[-0.97747082 -0.84550118],-0.0064392968985
21,"[-1.61479509  0.10260437 -0.71307604  1.24510067 -0.34427953 -1.25227654
  0.18101084 -0.63289123 -0.39753479 -0.16706654  0.        ]","[[-2.60930534  1.48792433 -0.03834889 -0.14449241]
 [ 0.09296856 -1.76296431  0.          0.        ]]",[ 0.56930811  0.44066076],-0.00533481709603,[-0.02899259  0.58443737],[-0.97747082 -0.84550118],-0.00533481709603
22,"[-1.59651548  0.12525834 -0.74412679  1.24098985 -0.34427935 -1.25227502
  0.52232943 -0.31269701 -0.37688593 -0.19176919  0.        ]","[[-2.58486281  1.47051737 -0.03834889 -0.14449241]
 [ 2.34378287  0.01633384  0.          0.        ]]",[-1.57182262 -0.36873245],-0.00734600086519,[-1.05427587 -0.05117166],[-0.97747082 -0.84550118],-0.00734600086519
23,"[-1.59136901  0.14386256 -0.75256575  1.23702491 -0.34427917 -1.2522735
 -0.08477113 -0.57535615 -0.38100649 -0.2049432   0.        ]","[[-2.57815559  1.45619957 -0.03834889 -0.14449241]
 [-1.65971717 -1.44324779  0.          0.        ]]",[ 0.41651812  0.41987231],-0.00816868912369,[ 0.45700151  0.62219101],[-0.97747082 -0.84550118],-0.00816868912369
24,"[-1.60379351  0.15930334 -0.73195611  1.23332883 -0.34427899 -1.25227198
  0.17011495 -0.27109499 -0.4197939  -0.20381422  0.        ]","[[-2.59448554  1.44429852 -0.03834889 -0.14449241]
 [ 0.02111842  0.24751017  0.          0.        ]]",[-0.33802442  0.27840855],-0.00822556029761,[-0.14292991  0.16638756],[-0.97747082 -0.84550118],-0.00822556029761
25,"[-1.61345301  0.13858569 -0.71539445  1.2382002  -0.3442788  -1.25227046
 -0.0328328  -0.07354987 -0.42369383 -0.18622367  0.        ]","[[-2.60749102  1.46026278 -0.03834889 -0.14449241]
 [-1.31721107  1.3452544   0.          0.        ]]",[ 0.29338949 -0.06674521],-0.00714961220679,[ 0.20081079 -0.07245719],[-0.97747082 -0.84550118],-0.00714961220679
26,"[-1.62392682  0.1073932  -0.6968656   1.24428995 -0.34427862 -1.25226894
  0.147195   -0.1259435  -0.42128199 -0.16247925  0.        ]","[[-2.62192389  1.48424665 -0.03834889 -0.14449241]
 [-0.13002633  1.05410647  0.          0.        ]]",[-0.65044602  0.12017355],-0.00550489530242,[-0.14608425 -0.09188074],[-0.97747082 -0.84550118],-0.00550489530242
27,"[-1.64377665  0.07396003 -0.65995815  1.24916598 -0.34427844 -1.25226742
 -0.24277517 -0.04398464 -0.43864165 -0.1292496   0.        ]","[[-2.65032637  1.50989844 -0.03834889 -0.14449241]
 [-2.70166461  1.50954558  0.          0.        ]]",[ 0.12815621 -0.24336489],-0.00474155298817,[ 0.71570039 -0.10273945],[-0.97747082 -0.84550118],-0.00474155298817
28,"[-1.6752344   0.04756656 -0.59577071  1.2518145  -0.34427826 -1.2522659
 -0.15773347 -0.22279536 -0.49147998 -0.08599257  0.        ]","[[-2.69873298  1.53011983 -0.03834889 -0.14449241]
 [-2.14086241  0.51590773  0.          0.        ]]",[ 0.98045937  0.18629958],-0.00895663252056,[ 0.81258845  0.16123569],[-0.97747082 -0.84550118],-0.00895663252056
29,"[-1.67736536  0.0245637  -0.59112037  1.25326161 -0.34427808 -1.25226438
  0.43707627 -0.09201238 -0.47802689 -0.0728466   0.        ]","[[-2.7021953   1.54772965 -0.03834889 -0.14449241]
 [ 1.78157676  1.24265797  0.          0.        ]]",[-1.2429302  -0.34648771],-0.00778766795783,[-0.61839509 -0.3291254 ],[-0.97747082 -0.84550118],-0.00778766795783
30,"[-1.68006812  0.01038824 -0.58516331  1.25375414 -0.34427789 -1.25226286
 -0.16836871 -0.34320537 -0.47314706 -0.06315407  0.        ]","[[-2.70662237  1.55857775 -0.03834889 -0.14449241]
 [-2.21099324 -0.15320164  0.          0.        ]]",[ 0.57446746  0.45664503],-0.00748905778775,[ 0.85329509  0.27021679],[-0.97747082 -0.84550118],-0.00748905778775
31,"[-1.69253417 -0.00935097 -0.55677829  1.25393457 -0.34427771 -1.25226134
  0.1829786  -0.01734977 -0.48850956 -0.03991701  0.        ]","[[-2.72759575  1.57368152 -0.03834889 -0.14449241]
 [ 0.10594439  1.65755011  0.          0.        ]]",[-0.81999232 -0.09824977],-0.00941648475701,[ 0.07405205 -0.27541012],[-0.97747082 -0.84550118],-0.00941648475701
32,"[ -1.70960441e+00  -4.71456101e-02  -5.15087474e-01   1.25263788e+00
  -3.44277529e-01  -1.25225982e+00  -3.09444945e-01  -9.31679676e-02
  -5.02553419e-01  -1.32539068e-03   0.00000000e+00]","[[-2.75805743  1.60260545 -0.03834889 -0.14449241]
 [-3.14131034  1.23623481  0.          0.        ]]",[ 1.37248031 -0.01552936],-0.0118842529431,[ 1.2416954  -0.01647767],[-0.97747082 -0.84550118],-0.0118842529431
33,"[-1.72141243 -0.0782925  -0.48396814  1.2499438  -0.34427735 -1.2522583
  0.30013546 -0.10875679 -0.50977414  0.02908021  0.        ]","[[-2.78055151  1.62646088 -0.03834889 -0.14449241]
 [ 0.87852562  1.14960882  0.          0.        ]]",[ 0.77365003 -0.03981344],-0.0137034176413,[-0.03606731 -0.25307828],[-0.97747082 -0.84550118],-0.0137034176413
34,"[-1.69531893 -0.10590832 -0.55019146  1.24632298 -0.34427717 -1.25225678
  0.76182005 -0.1413127  -0.4184933   0.01308123  0.        ]","[[-2.73243418  1.64763799 -0.03834889 -0.14449241]
 [ 3.92307445  0.96869832  0.          0.        ]]",[-0.53301827 -0.54085839],-0.00771495192628,[-1.35021961 -0.63244456],[-0.97747082 -0.84550118],-0.00771495192628
35,"[-1.66075859 -0.10290747 -0.62622164  1.24677098 -0.34427698 -1.25225526
  0.43020059 -0.53009961 -0.33851134 -0.01781858  0.        ]","[[-2.67591383  1.64533534 -0.03834889 -0.14449241]
 [ 1.73623632 -1.19175521  0.          0.        ]]",[-0.75755345  0.24916191],-0.00766052810097,[-0.71555877  0.00973108],[-0.97747082 -0.84550118],-0.00766052810097
36,"[-1.6579586  -0.08505009 -0.63191707  1.2491608  -0.3442768  -1.25225374
 -0.02968644 -0.34822742 -0.34584321 -0.03067192  0.        ]","[[-2.67161708  1.63164035 -0.03834889 -0.14449241]
 [-1.29645325 -0.18111019  0.          0.        ]]",[ 0.19526518  0.05146055],-0.00653119124457,[ 0.23280376 -0.02639493],[-0.97747082 -0.84550118],-0.00653119124457
37,"[-1.66946219 -0.08303691 -0.60808305  1.24939845 -0.34427662 -1.25225222
  0.091389   -0.31093703 -0.3738164  -0.0230639   0.        ]","[[-2.68953531  1.63009722 -0.03834889 -0.14449241]
 [-0.49803073  0.02610789  0.          0.        ]]",[ 0.24094665  0.47474739],-0.00536426076705,[ 0.06197736 -0.06975424],[-0.97747082 -0.84550118],-0.00536426076705
38,"[-1.66964641 -0.10829962 -0.60768586  1.24594889 -0.34427644 -1.2522507
  0.23744616  0.02722562 -0.354786   -0.00797153  0.        ]","[[-2.6898323   1.64947335 -0.03834889 -0.14449241]
 [ 0.46513184  1.90524328  0.          0.        ]]",[-0.30770117 -0.08622685],-0.00718840412758,[-0.41278413 -0.63120812],[-0.97747082 -0.84550118],-0.00718840412758
39,"[-1.67153287 -0.15292314 -0.60366378  1.23747484 -0.34427626 -1.25224918
  0.05138822 -0.0409705  -0.32515524  0.02104662  0.        ]","[[-2.69283988  1.68377602 -0.03834889 -0.14449241]
 [-0.76181101  1.52628448  0.          0.        ]]",[ 0.26265236 -1.00783244],-0.0105359200005,[-0.02601257 -0.54209626],[-0.97747082 -0.84550118],-0.0105359200005
40,"[-1.67442749 -0.14057089 -0.59743507  1.2401243  -0.34427607 -1.25224766
  0.21140031 -0.75898987 -0.34121178  0.01541501  0.        ]","[[-2.69748911  1.67426913 -0.03834889 -0.14449241]
 [ 0.29337506 -2.46367521  0.          0.        ]]",[-0.5454358 -0.0608902],-0.00928578996383,[-0.07784556  0.39752036],[-0.97747082 -0.84550118],-0.00928578996383
41,"[-1.68409015 -0.07386582 -0.57609991  1.25040407 -0.34427589 -1.25224614
 -0.11681935 -0.79354003 -0.41589701 -0.01546411  0.        ]","[[-2.71333803  1.62306928 -0.03834889 -0.14449241]
 [-1.87103949 -2.6556701   0.          0.        ]]",[ 0.91296967  1.60139373],-0.00570327799126,[ 0.79706907  0.70843744],[-0.97747082 -0.84550118],-0.00570327799126
42,"[-1.68456805 -0.05707102 -0.57501445  1.25192435 -0.34427571 -1.25224463
  0.4366212  -0.07163169 -0.43039395 -0.02409884  0.        ]","[[-2.71414102  1.61020522 -0.03834889 -0.14449241]
 [ 1.77857293  1.35589534  0.          0.        ]]",[-1.00099195 -0.65176697],-0.00574731743995,[-0.6917634 -0.4859581],[-0.97747082 -0.84550118],-0.00574731743995
43,"[-1.68723621 -0.05832692 -0.56894498  1.25182382 -0.34427553 -1.25224311
 -0.16880602 -0.54076677 -0.43591683 -0.02078929  0.        ]","[[-2.71862685  1.61116695 -0.03834889 -0.14449241]
 [-2.21385797 -1.25103753  0.          0.        ]]",[ 1.61675856 -0.2296765 ],-0.00623867367316,[ 0.87168181  0.426469  ],[-0.97747082 -0.84550118],-0.00623867367316
44,"[-1.68966768 -0.01403131 -0.56334924  1.25387171 -0.34427535 -1.25224159
  0.43801203 -0.70008673 -0.47753561 -0.04080791  0.        ]","[[-2.72275452  1.57726345 -0.03834889 -0.14449241]
 [ 1.78774385 -2.13636318  0.          0.        ]]",[-0.50994139  0.1806739 ],-0.00844055039729,[-0.30363998  0.50002205],[-0.97747082 -0.84550118],-0.00844055039729
45,"[-1.6806192   0.03186539 -0.58383477  1.25286442 -0.34427516 -1.25224007
  0.12659072 -0.56367132 -0.49207776 -0.07276393  0.        ]","[[-2.70760449  1.54214185 -0.03834889 -0.14449241]
 [-0.26589125 -1.3783204   0.          0.        ]]",[-0.04756825  1.40130855],-0.00910550368993,[ 0.35424837  0.52228022],[-0.97747082 -0.84550118],-0.00910550368993
46,"[-1.68492923  0.01561704 -0.57416895  1.25358311 -0.34427498 -1.25223855
  0.09873454  0.15380049 -0.48964083 -0.06034973  0.        ]","[[-2.71476543  1.55457739 -0.03834889 -0.14449241]
 [-0.44958554  2.60858687  0.          0.        ]]",[ 0.58401496 -0.75360686],-0.00905329239156,[ 0.17990433 -0.44257212],[-0.97747082 -0.84550118],-0.00905329239156
47,"[-1.6762508  -0.01275619 -0.59342846  1.2538822  -0.3442748  -1.25223703
  0.45065738 -0.39255233 -0.44535321 -0.0554042   0.        ]","[[-2.70047261  1.57628775 -0.03834889 -0.14449241]
 [ 1.87113266 -0.42743159  0.          0.        ]]",[-0.40140195  0.20360653],-0.00525017998932,[-0.57897079  0.01394522],[-0.97747082 -0.84550118],-0.00525017998932
48,"[-1.66294672 -0.01226978 -0.62163741  1.25388577 -0.34427462 -1.25223551
  0.20412141 -0.24589949 -0.41407507 -0.06800853  0.        ]","[[-2.67936166  1.57591557 -0.03834889 -0.14449241]
 [ 0.24537956  0.3874997   0.          0.        ]]",[-0.94889244 -0.14513318],-0.00232888192055,[-0.14007387 -0.07650381],[-0.97747082 -0.84550118],-0.00232888192055
49,"[-1.68337089 -0.01477062 -0.57766075  1.25385423 -0.34427444 -1.25223399
 -0.36607508 -0.35058368 -0.46117557 -0.04719917  0.        ]","[[-2.71218028  1.57782911 -0.03834889 -0.14449241]
 [-3.51471673 -0.19421836  0.          0.        ]]",[ 1.13945444  1.22010076],-0.00684808707507,[ 1.25723004  0.30486891],[-0.97747082 -0.84550118],-0.00684808707507
