timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
10,[ 0.03632779  0.55405223],"[ 1.02110598 -0.60051611  0.46607026  0.21027041 -0.27296288  1.44875917
  0.19496381  3.12650617 -0.12690983 -1.13084231  0.        ]",[ 0.73384838  1.9529375 ],-0.135124729943,-0.135124729943,"[[  0.28522536   2.82000183  -0.03618683   0.16542367]
 [ -1.51713097  25.01447825   0.           0.        ]]",[-0.01586021 -0.20121849]
11,[ 0.20183402  0.63835919],"[ 1.02144582 -0.66525544  0.46476508 -0.88875191 -0.27296181  1.44874289
  0.43341507  0.40968269 -0.07601536 -1.48244167  0.        ]",[-0.69101906  1.09030645],-0.179184687408,-0.179184687408,"[[ 0.28433467  3.20307712 -0.03618683  0.16542367]
 [ 1.41778671  5.47576126  0.          0.        ]]",[-0.01586021 -0.20121849]
12,[ 0.2527836   0.70577908],"[ 1.02119736 -0.66616689  0.46566708 -0.85195401 -0.27296075  1.4487266
  0.20881201 -0.85776102 -0.08341475 -1.45916568  0.        ]",[ 0.93510785  0.01266939],-0.176176683067,-0.176176683067,"[[ 0.28495257  3.19041936 -0.03618683  0.16542367]
 [-1.34664436 -3.63939496  0.          0.        ]]",[-0.01586021 -0.20121849]
13,[ 0.19804072  0.69243503],"[ 1.01702614 -0.6671173   0.48097536 -0.62116416 -0.27295969  1.44871032
  0.51178318 -0.90291433 -0.10249277 -1.38829892  0.        ]",[ 0.15202693  1.93938272],-0.167100812775,-0.167100812775,"[[ 0.29543399  3.11111892 -0.03618683  0.16542367]
 [ 2.38237612 -3.96416797  0.          0.        ]]",[-0.01586021 -0.20121849]
14,[ 0.14580849  0.67490357],"[ 0.99363888 -0.66265648  0.55791721 -0.45420105 -0.27295862  1.44869404
  0.55686047 -0.62546127 -0.11523278 -1.34358609  0.        ]",[ 1.13862971  0.304246  ],-0.161365540896,-0.161365540896,"[[ 0.34864856  3.05365856 -0.03618683  0.16542367]
 [ 2.93722183 -1.96882547  0.          0.        ]]",[-0.01586021 -0.20121849]
15,[ 0.06651071  0.64556366],"[ 0.94103416 -0.65886011  0.69544372 -0.37202473 -0.27295756  1.44867776
  0.87381831 -0.485706   -0.12619929 -1.32985318  0.        ]",[-0.74953156 -1.13623341],-0.15946274099,-0.15946274099,"[[ 0.44653495  3.02528249 -0.03618683  0.16542367]
 [ 6.8384111  -0.9637623   0.          0.        ]]",[-0.01586021 -0.20121849]
16,[ 0.03933095  0.68436784],"[ 0.87083593 -0.6476609   0.83674462 -0.2026464  -0.27295649  1.44866148
  0.62168889 -1.03364456 -0.1491642  -1.29406884  0.        ]",[ 1.04501467  2.11305139],-0.154649494302,-0.154649494302,"[[ 0.55216803  2.9664693  -0.03618683  0.16542367]
 [ 3.73524072 -4.9044201   0.          0.        ]]",[-0.01586021 -0.20121849]
17,[-0.05731505  0.63445413],"[ 0.78058836 -0.63242975  0.97881771 -0.03906729 -0.27295543  1.4486452
  0.93736974 -0.46954524 -0.17770199 -1.26466766  0.        ]",[ 0.35123912  1.86479644],-0.150586882187,-0.150586882187,"[[ 0.66585708  2.90908432 -0.03618683  0.16542367]
 [ 7.62071058 -0.84760887  0.          0.        ]]",[-0.01586021 -0.20121849]
18,[-0.11138915  0.60235757],"[ 0.62504124 -0.6390221   1.16277959 -0.10423494 -0.27295437  1.44862892
  1.03810686  0.08336534 -0.18350269 -1.31124482  0.        ]",[ 0.55289578  1.19681209],-0.156241128119,-0.156241128119,"[[ 0.83071214  2.9320282  -0.03618683  0.16542367]
 [ 8.86067594  3.12874235  0.          0.        ]]",[-0.01586021 -0.20121849]
19,[-0.13265508  0.58667308],"[ 0.40578165 -0.65808877  1.34253785 -0.3579151  -0.2729533   1.44861265
  1.20171174  0.21554196 -0.13400843 -1.40608061  0.        ]",[-0.32335967  1.72119338],-0.168660443027,-0.168660443027,"[[  1.02813121   3.02040148  -0.03618683   0.16542367]
 [ 10.87445107   4.07931507   0.           0.        ]]",[-0.01586021 -0.20121849]
20,[-0.14891544  0.60793877],"[ 0.15205071 -0.66171013  1.4741713  -0.43185347 -0.27295224  1.44859637
  1.08017801 -0.39261356 -0.11922995 -1.43552239  0.        ]",[ 0.43589295  1.09490385],-0.172544764091,-0.172544764091,"[[ 1.23061262  3.04595043 -0.03618683  0.16542367]
 [ 9.37871967 -0.2943181   0.          0.        ]]",[-0.01586021 -0.20121849]
21,[-0.17156565  0.61176854],"[-0.12135751 -0.65992851  1.54719764 -0.39338802 -0.27295118  1.44858009
  1.20530033 -0.45863454 -0.12064605 -1.45247799  0.        ]",[ 1.13996288  0.41010888],-0.17459682954,-0.17459682954,"[[  1.4336396    3.03266875  -0.03618683   0.16542367]
 [ 10.91885684  -0.76912871   0.           0.        ]]",[-0.01586021 -0.20121849]
22,[-0.18546018  0.61221105],"[-0.4756931  -0.65782348  1.55075427 -0.35329224 -0.27295011  1.44856381
  1.50940442 -0.43090409 -0.11505388 -1.47726955  0.        ]",[-2.05362735  0.02203475],-0.177742089397,-0.177742089397,"[[  1.68957286   3.01880349  -0.03618683   0.16542367]
 [ 14.66199639  -0.56971648   0.           0.        ]]",[-0.01586021 -0.20121849]
23,[-0.1798608   0.62298602],"[-0.81241539 -0.65607798  1.45865668 -0.32323681 -0.27294905  1.44854754
  1.16412928 -0.41723978 -0.10157721 -1.50142296  0.        ]",[-1.11737713  0.44237501],-0.180966743313,-0.180966743313,"[[  1.94017566   3.00839489  -0.03618683   0.16542367]
 [ 10.41244629  -0.47146163   0.           0.        ]]",[-0.01586021 -0.20121849]
24,[-0.16916516  0.62765813],"[-1.01999678 -0.65514923  1.34780174 -0.30820024 -0.27294799  1.44853126
  0.8256959  -0.36866248 -0.08841629 -1.51561167  0.        ]",[ 1.02839185  1.57058979],-0.182979037986,-0.182979037986,"[[ 2.10663173  3.00318235 -0.03618683  0.16542367]
 [ 6.24703948 -0.12212738  0.          0.        ]]",[-0.01586021 -0.20121849]
25,[-0.15672803  0.621351  ],"[-1.20476365 -0.6550228   1.20369501 -0.3062429  -0.27294692  1.44851499
  1.13732129 -0.34962299 -0.07037042 -1.52540175  0.        ]",[ 0.99015804 -1.32269085],-0.184581065475,-0.184581065475,"[[  2.27005661   3.00250392  -0.03618683   0.16542367]
 [ 10.08266519   0.01478506   0.           0.        ]]",[-0.01586021 -0.20121849]
26,[-0.13706361  0.64019972],"[-1.43086511 -0.64684295  0.93826504 -0.19288958 -0.27294586  1.44849871
  1.43958753 -0.90024269 -0.06311017 -1.55751141  0.        ]",[-0.79756063  0.1626135 ],-0.188668480388,-0.188668480388,"[[  2.50903919   2.96306964  -0.03618683   0.16542367]
 [ 13.80318255  -3.94503125   0.           0.        ]]",[-0.01586021 -0.20121849]
27,[-0.10800198  0.64658475],"[-1.59472425 -0.62685664  0.61786783  0.01091452 -0.27294479  1.44848244
  1.1608153  -0.79988124 -0.05893074 -1.61455599  0.        ]",[ 0.16759319 -1.04138223],-0.195724174959,-0.195724174959,"[[  2.750678     2.89141013  -0.03618683   0.16542367]
 [ 10.37213717  -3.22331801   0.           0.        ]]",[-0.01586021 -0.20121849]
28,[-0.05434946  0.68969363],"[-1.67728322 -0.58648996  0.30823756  0.29862516 -0.27294373  1.44846617
  1.19801309 -1.34160627 -0.05431244 -1.69848432  0.        ]",[-0.83086914  0.15413058],-0.206072632329,-0.206072632329,"[[  2.96271579   2.78785505  -0.03618683   0.16542367]
 [ 10.83010352  -7.11921605   0.           0.        ]]",[-0.01586021 -0.20121849]
29,[ 0.00366993  0.71723056],"[-1.69940648 -0.51425383  0.03308656  0.65663335 -0.27294267  1.44844989
  0.91331455 -1.23716564 -0.04796223 -1.80828851  0.        ]",[ 0.13447323  0.16158083],-0.219625070576,-0.219625070576,"[[ 3.14416045  2.6530056  -0.03618683  0.16542367]
 [ 7.32605945 -6.36821371  0.          0.        ]]",[-0.01586021 -0.20121849]
30,[ 0.06134639  0.73836517],"[-1.68317527 -0.43248451 -0.19529213  0.95378112 -0.2729416   1.44843362
  0.94477116 -1.13067682 -0.02898864 -1.90508158  0.        ]",[ 0.05996404  0.43872   ],-0.231866920734,-0.231866920734,"[[ 3.29456715  2.53332439 -0.03618683  0.16542367]
 [ 7.71331251 -5.60246586  0.          0.        ]]",[-0.01586021 -0.20121849]
31,[ 0.13059178  0.75268531],"[-1.63399729 -0.35781653 -0.42526996  1.16958329 -0.27294054  1.44841735
  0.95163634 -0.87371447  0.01551604 -1.97714317  0.        ]",[ 1.90334524  0.79557418],-0.241706156159,-0.241706156159,"[[ 3.44968203  2.43981578 -0.03618683  0.16542367]
 [ 7.79789118 -3.75455787  0.          0.        ]]",[-0.01586021 -0.20121849]
32,[ 0.19086719  0.74125022],"[-1.52791679 -0.32073002 -0.69682195  1.26285625 -0.27293948  1.44840108
  1.26071935 -0.42538312  0.10577476 -1.99338036  0.        ]",[-1.01878631  2.01233887],-0.246249858776,-0.246249858776,"[[  3.64381046   2.39707415  -0.03618683   0.16542367]
 [ 11.60227886  -0.53039278   0.           0.        ]]",[-0.01586021 -0.20121849]
33,[ 0.25986773  0.73345244],"[-1.37977504 -0.34627874 -0.93599121  1.19944573 -0.27293841  1.44838481
  0.92041273  0.12663943  0.20317736 -1.92726952  0.        ]",[-0.50913611  1.6807157 ],-0.241889910305,-0.241889910305,"[[ 3.83383134  2.42629688 -0.03618683  0.16542367]
 [ 7.41379866  3.43947292  0.          0.        ]]",[-0.01586021 -0.20121849]
34,[ 0.27502984  0.69936049],"[-1.25934895 -0.43308253 -1.07635381  0.95181859 -0.27293735  1.44836854
  0.74474178  0.66774804  0.24714381 -1.79453743  0.        ]",[ 1.17511466  0.53500802],-0.228209399949,-0.228209399949,"[[ 3.96041366  2.5341298  -0.03618683  0.16542367]
 [ 5.25166145  7.33085918  0.          0.        ]]",[-0.01586021 -0.20121849]
35,[ 0.25857267  0.65158397],"[-1.10434806 -0.54218622 -1.21400723  0.5328814  -0.27293629  1.44835227
  1.05798545  0.94212639  0.24004266 -1.61095292  0.        ]",[-0.75306186  0.82550671],-0.206562799269,-0.206562799269,"[[ 4.10413034  2.70054501 -0.03618683  0.16542367]
 [ 9.10721349  9.30408262  0.          0.        ]]",[-0.01586021 -0.20121849]
36,[ 0.26109543  0.62287313],"[-0.92465115 -0.63489997 -1.3304145  -0.06316895 -0.27293522  1.448336
  0.80113366  1.37099332  0.14789676 -1.42512817  0.        ]",[ 1.29286381  0.63665506],-0.180456236207,-0.180456236207,"[[  4.25455651   2.91757208  -0.03618683   0.16542367]
 [  5.94589893  12.38835762   0.           0.        ]]",[-0.01586021 -0.20121849]
37,[ 0.29585594  0.64596343],"[-0.72177841 -0.66696422 -1.41914386 -0.61491643 -0.27293416  1.44831973
  1.1132174   0.01618605  0.00845506 -1.31915488  0.        ]",[-0.9410571   0.83236016],-0.16202083402,-0.16202083402,"[[ 4.4120177   3.10895375 -0.03618683  0.16542367]
 [ 9.78718209  2.64530782  0.          0.        ]]",[-0.01586021 -0.20121849]
38,[ 0.36437833  0.69334006],"[-0.51018337 -0.66654311 -1.47161272 -0.58983131 -0.2729331   1.44830346
  0.79473352 -0.62021518  0.01088589 -1.31588421  0.        ]",[ 0.73600017  1.99145043],-0.161720657932,-0.161720657932,"[[ 4.56843109  3.10033247 -0.03618683  0.16542367]
 [ 5.86729078 -1.93135569  0.          0.        ]]",[-0.01586021 -0.20121849]
39,[ 0.37126392  0.69750506],"[-0.30899059 -0.66336045 -1.48736272 -0.4744695  -0.27293203  1.4482872
  1.02204674 -0.59750794  0.03334468 -1.3122128   0.        ]",[ 0.76238401  0.71061127],-0.162141657752,-0.162141657752,"[[ 4.713849    3.06063154 -0.03618683  0.16542367]
 [ 8.66518682 -1.76807943  0.          0.        ]]",[-0.01586021 -0.20121849]
40,[ 0.37321037  0.69837785],"[-0.03068009 -0.65983531 -1.45594424 -0.39250004 -0.27293097  1.44827093
  1.25334419 -0.49926464  0.04055944 -1.29669704  0.        ]",[-0.1395408   2.04715825],-0.16059262161,-0.16059262161,"[[  4.91571747   3.03234823  -0.03618683   0.16542367]
 [ 11.51217241  -1.06158816   0.           0.        ]]",[-0.01586021 -0.20121849]
41,[ 0.38352934  0.70774066],"[ 0.26234089 -0.65749232 -1.35125145 -0.34826431 -0.27292991  1.44825466
  1.18993131 -0.42410031  0.03224446 -1.27723915  0.        ]",[ 0.01119701  1.02136163],-0.157951128696,-0.157951128696,"[[  5.13813125   3.01704999  -0.03618683   0.16542367]
 [ 10.73180442  -0.52106536   0.           0.        ]]",[-0.01586021 -0.20121849]
42,[ 0.37571508  0.71044028],"[ 0.51660312 -0.65626863 -1.18682228 -0.32724268 -0.27292884  1.4482384
  1.17626264 -0.38500482  0.01499657 -1.26179847  0.        ]",[-1.38847446  1.12772028],-0.15543602355,-0.15543602355,"[[  5.35108063   3.00977017  -0.03618683   0.16542367]
 [ 10.56369298  -0.23992693   0.           0.        ]]",[-0.01586021 -0.20121849]
43,[ 0.38477641  0.72507584],"[ 0.69271875 -0.65569134 -1.0160275  -0.31775144 -0.27292778  1.44822213
  0.83758821 -0.36639537 -0.00248999 -1.25332538  0.        ]",[-1.63739935 -0.55639818],-0.153765469291,-0.153765469291,"[[ 5.52053148  3.0064813  -0.03618683  0.16542367]
 [ 6.39528304 -0.10611082  0.          0.        ]]",[-0.01586021 -0.20121849]
44,[ 0.40645748  0.75555307],"[  7.72175839e-01  -6.51031839e-01  -9.16378162e-01  -2.48036871e-01
  -2.72926715e-01   1.44820587e+00   5.05612502e-01  -6.72482346e-01
   7.84595427e-04  -1.23658240e+00   0.00000000e+00]",[-0.17975686  0.26402556],-0.151892123631,-0.151892123631,"[[ 5.60744105  2.98227373 -0.03618683  0.16542367]
 [ 2.30929153 -2.30730603  0.          0.        ]]",[-0.01586021 -0.20121849]
45,[ 0.39850578  0.75472677],"[ 0.80486341 -0.64290555 -0.86977829 -0.14716287 -0.27292565  1.4481896
  0.44407576 -0.52075822  0.01540905 -1.21386604  0.        ]",[ 3.60109507  0.43261278],-0.149764666463,-0.149764666463,"[[ 5.64602784  2.94707474 -0.03618683  0.16542367]
 [ 1.55191141 -1.21622854  0.          0.        ]]",[-0.01586021 -0.20121849]
46,[ 0.35598847  0.72585386],"[ 0.86023195 -0.64112413 -0.78126479 -0.12748131 -0.27292459  1.44817334
  0.76326063 -0.27918755  0.00820394 -1.20628939  0.        ]",[ 0.61252674 -0.2953872 ],-0.148578845788,-0.148578845788,"[[ 5.71648318  2.94018008 -0.03618683  0.16542367]
 [ 5.48053111  0.52096784  0.          0.        ]]",[-0.01586021 -0.20121849]
47,[ 0.32340926  0.71613795],"[ 0.94863124 -0.64074741 -0.60368528 -0.12343479 -0.27292353  1.44815708
  0.95147281 -0.44325536 -0.01265292 -1.20126306  0.        ]",[ 0.53175073  0.6787332 ],-0.147180206517,-0.147180206517,"[[ 5.84933718  2.93876148 -0.03618683  0.16542367]
 [ 7.79714661 -0.65890089  0.          0.        ]]",[-0.01586021 -0.20121849]
48,[ 0.25804335  0.67865139],"[ 1.03117697 -0.64429601 -0.35230458 -0.16317929 -0.27292246  1.44814082
  1.10998657 -0.06772033 -0.04629321 -1.21204006  0.        ]",[ 1.17703805  0.91264853],-0.147300313283,-0.147300313283,"[[ 6.02485619  2.95267912 -0.03618683  0.16542367]
 [ 9.74826003  2.041661    0.          0.        ]]",[-0.01586021 -0.20121849]
49,[ 0.16754854  0.6369006 ],"[ 1.07678117 -0.65680556 -0.00184488 -0.33673921 -0.2729214   1.44812455
  1.41597825 -0.02349325 -0.08810076 -1.26029178  0.        ]",[ 0.22400986 -0.82088294],-0.151917060219,-0.151917060219,"[[  6.25761126   3.01306074  -0.03618683   0.16542367]
 [ 13.51462854   2.35970686   0.           0.        ]]",[-0.01586021 -0.20121849]
