timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
25,[-0.30283564  0.42487088],"[ 1.05889087 -0.60816648 -0.13508551 -0.33080764  1.26716178  1.66419393
  1.05180372 -0.25634819 -1.34388331 -1.50703872  0.        ]",[-0.03425942  1.0869197 ],-0.229892486042,-0.229892486042,"[[-0.1223086   3.00542515  0.14356045  0.19055769]
 [ 8.49639712  0.78879291  0.          0.        ]]",[-0.06756312 -0.16127071]
26,[-0.36456168  0.44417018],"[ 1.06793538 -0.60913543  0.11845452 -0.34761207  1.26715311  1.66417745
  1.02789245 -0.36977003 -1.36408999 -1.53071525  0.        ]",[ 0.09798606  1.99675004],-0.233880045548,-0.233880045548,"[[ 0.04457039  3.01082832  0.14356045  0.19055769]
 [ 8.19252295 -0.0249233   0.          0.        ]]",[-0.06756312 -0.16127071]
27,[-0.42493564  0.46085274],"[ 1.03842046 -0.60877947  0.36897379 -0.341409    1.26714443  1.66416097
  1.04564775 -0.38374192 -1.37973864 -1.5436152   0.        ]",[ 0.55064526 -0.5473621 ],-0.236478275278,-0.236478275278,"[[ 0.21068603  3.00883474  0.14356045  0.19055769]
 [ 8.41829009 -0.12516817  0.          0.        ]]",[-0.06756312 -0.16127071]
28,[-0.50652134  0.49219427],"[ 0.95941957 -0.60405403  0.64236267 -0.26618736  1.26713576  1.66414449
  1.20403404 -0.68549203 -1.39964152 -1.54241916  0.        ]",[ 0.23901562  0.94396315],-0.238205874896,-0.238205874896,"[[  0.39925301   2.98461111   0.14356045   0.19055769]
 [ 10.43169408  -2.2899858    0.           0.        ]]",[-0.06756312 -0.16127071]
29,[-0.60009187  0.49548   ],"[ 0.81304122 -0.60235453  0.92927189 -0.24188932  1.26712709  1.66412801
  1.26223912 -0.15818213 -1.4191131  -1.5645806   0.        ]",[ 0.61115744  1.09256615],-0.241993280222,-0.241993280222,"[[  0.61531123   2.97676738   0.14356045   0.19055769]
 [ 11.17167015   1.49300285   0.           0.        ]]",[-0.06756312 -0.16127071]
30,[-0.64083844  0.5135566 ],"[ 0.58281605 -0.61024596  1.20502324 -0.36789284  1.26711841  1.66411153
  1.43518982 -0.25202951 -1.41036769 -1.63185404  0.        ]",[-0.98741711  1.08084497],-0.247276916567,-0.247276916567,"[[  0.86080461   3.01734468   0.14356045   0.19055769]
 [ 13.37026171   0.8197259    0.           0.        ]]",[-0.06756312 -0.16127071]
31,[-0.61436224  0.55045438],"[ 0.32279653 -0.61065297  1.39765917 -0.37558159  1.26710974  1.66409505
  1.1068016  -0.4002016  -1.40967436 -1.66287781  0.        ]",[-0.3352297  0.4811497],-0.250063551037,-0.250063551037,"[[ 1.08632859  3.01981372  0.14356045  0.19055769]
 [ 9.1960594  -0.24328392  0.          0.        ]]",[-0.06756312 -0.16127071]
32,[-0.60181206  0.56926095],"[ 0.10584847 -0.60955126  1.49759475 -0.35525706  1.26710106  1.66407857
  0.98805867 -0.41203204 -1.41063132 -1.68245358  0.        ]",[-1.0360039   0.03140583],-0.251958393048,-0.251958393048,"[[ 1.25510616  3.01328669  0.14356045  0.19055769]
 [ 7.68673094 -0.32816555  0.          0.        ]]",[-0.06756312 -0.16127071]
33,[-0.57175547  0.5903157 ],"[-0.0459813  -0.60850692  1.54148502 -0.33691424  1.26709239  1.66406209
  0.66461054 -0.39997244 -1.41090597 -1.69558862  0.        ]",[-1.38696187 -0.67230945],-0.253202618221,-0.253202618221,"[[ 1.36758916  3.00739138  0.14356045  0.19055769]
 [ 3.57527184 -0.24165788  0.          0.        ]]",[-0.06756312 -0.16127071]
34,[-0.53113633  0.61861426],"[-0.08862968 -0.6021497   1.55029461 -0.23918295  1.26708371  1.66404561
  0.34755764 -0.77039591 -1.43313226 -1.69059036  0.        ]",[-0.72085972  0.67321318],-0.254711254571,-0.254711254571,"[[ 1.39865846  2.97589503  0.14356045  0.19055769]
 [-0.45490788 -2.89911765  0.          0.        ]]",[-0.06756312 -0.16127071]
35,[-0.52075696  0.61074245],"[-0.0369913  -0.59469126  1.53940608 -0.14453181  1.26707504  1.66402913
  0.12374563 -0.39084293 -1.45683468 -1.67371954  0.        ]",[-0.54664898  1.17814317],-0.255302995748,-0.255302995748,"[[ 1.36101592  2.94523264  0.14356045  0.19055769]
 [-3.2998657  -0.1761969   0.          0.        ]]",[-0.06756312 -0.16127071]
36,[-0.49944317  0.58004344],"[ 0.08073172 -0.60336687  1.5061939  -0.25644785  1.26706637  1.66401266
 -0.04137063  0.16156228 -1.43280297 -1.67238823  0.        ]",[ 0.83479735  0.41730795],-0.25301608491,-0.25301608491,"[[ 1.27396017  2.98147052  0.14356045  0.19055769]
 [-5.39871902  3.78677601  0.          0.        ]]",[-0.06756312 -0.16127071]
37,[-0.5175724   0.58329082],"[ 0.17806355 -0.61115304  1.46942308 -0.38544753  1.26705769  1.66399618
  0.22704536 -0.29580043 -1.40402198 -1.67993556  0.        ]",[-0.98942127  0.85540604],-0.251154720339,-0.251154720339,"[[ 1.2002187   3.02298146  0.14356045  0.19055769]
 [-1.98678824  0.50564599  0.          0.        ]]",[-0.06756312 -0.16127071]
38,[-0.46213517  0.5851084 ],"[ 0.27882564 -0.61091265  1.4217155  -0.38083155  1.26704902  1.6639797
 -0.07804656 -0.41613494 -1.40794655 -1.66828826  0.        ]",[ 1.04456051  0.31235047],-0.250426834227,-0.250426834227,"[[ 1.12157241  3.02150043  0.14356045  0.19055769]
 [-5.86490359 -0.35764187  0.          0.        ]]",[-0.06756312 -0.16127071]
39,[-0.50443196  0.57218212],"[ 0.37313313 -0.60957447  1.36724503 -0.35594394  1.26704035  1.66396323
  0.24256599 -0.41808079 -1.41427776 -1.65346813  0.        ]",[-0.62748263  1.47507915],-0.249629497476,-0.249629497476,"[[ 1.0451641   3.01350902  0.14356045  0.19055769]
 [-1.78950553 -0.37161065  0.          0.        ]]",[-0.06756312 -0.16127071]
40,[-0.46785775  0.56810433],"[ 0.44476785 -0.60864884  1.31876334 -0.33962156  1.26703168  1.66394675
  0.04990541 -0.39064804 -1.41761791 -1.64176297  0.        ]",[-0.48247726  1.90643391],-0.24886004567,-0.24886004567,"[[ 0.98480288  3.00826357  0.14356045  0.19055769]
 [-4.23845658 -0.17481766  0.          0.        ]]",[-0.06756312 -0.16127071]
41,[-0.42094579  0.55651093],"[ 0.56047052 -0.60820964  1.22539027 -0.33211905  1.267023    1.66393028
 -0.09377526 -0.37720743 -1.41781743 -1.62538479  0.        ]",[-1.11737871  0.68823302],-0.247387428628,-0.247387428628,"[[ 0.88170933  3.00585147  0.14356045  0.19055769]
 [-6.06481278 -0.07840362  0.          0.        ]]",[-0.06756312 -0.16127071]
42,[-0.30606866  0.54492241],"[ 0.72077189 -0.60795089  1.05639135 -0.3277762   1.26701433  1.66391381
 -0.39580989 -0.37420988 -1.4139439  -1.60171106  0.        ]",[-0.5186571   1.94873953],-0.244889795131,-0.244889795131,"[[ 0.72189286  3.00445498  0.14356045  0.19055769]
 [-9.90403927 -0.05690743  0.          0.        ]]",[-0.06756312 -0.16127071]
43,[-0.19205786  0.52457482],"[ 0.89477932 -0.60784917  0.78719737 -0.32610285  1.26700566  1.66389733
 -0.54193557 -0.36745258 -1.40302554 -1.57231284  0.        ]",[ 0.30755962 -0.27828217],-0.241238541984,-0.241238541984,"[[  5.05175722e-01   3.00391701e+00   1.43560452e-01   1.90557685e-01]
 [ -1.17614857e+01  -8.43904580e-03   0.00000000e+00   0.00000000e+00]]",[-0.06756312 -0.16127071]
44,[-0.12110972  0.50988305],"[ 1.01314419 -0.60568235  0.47776021 -0.29124225  1.26699699  1.66388086
 -0.42782045 -0.52102529 -1.38768101 -1.53620038  0.        ]",[ 1.07325416 -0.01753472],-0.236582184726,-0.236582184726,"[[  0.28449945   2.99269422   0.14356045   0.19055769]
 [-10.31097274  -1.11016609   0.           0.        ]]",[-0.06756312 -0.16127071]
45,[-0.13477121  0.49045914],"[ 1.05924963 -0.60079287  0.23282114 -0.220983    1.26698832  1.66386439
 -0.10027801 -0.52761977 -1.37018972 -1.49904656  0.        ]",[-0.98908276  1.32199736],-0.23164023381,-0.23164023381,"[[ 0.12005291  2.97001606  0.14356045  0.19055769]
 [-6.14755695 -1.15748682  0.          0.        ]]",[-0.06756312 -0.16127071]
46,[ 0.06565633  0.4959676 ],"[ 1.0681287  -0.60447835 -0.01182489 -0.27302415  1.26697964  1.66384791
 -0.39877287  0.02749136 -1.35159527 -1.50188896  0.        ]",[ 0.75025714  1.95986254],-0.230181952636,-0.230181952636,"[[-0.04096657  2.98682205  0.14356045  0.19055769]
 [-9.94175549  2.82480775  0.          0.        ]]",[-0.06756312 -0.16127071]
47,[ 0.11939442  0.50360465],"[ 1.03917054 -0.61087167 -0.26385695 -0.38041303  1.26697097  1.66383144
 -0.14960449 -0.29904648 -1.3398334  -1.52422785  0.        ]",[ 1.6231272   0.92029926],-0.231136494952,-0.231136494952,"[[-0.20802433  3.02136831  0.14356045  0.19055769]
 [-6.77457589  0.48226833  0.          0.        ]]",[-0.06756312 -0.16127071]
48,[ 0.06949179  0.48523277],"[ 1.00586728 -0.61068135 -0.40287602 -0.37681137  1.2669623   1.66381497
  0.17242906 -0.41134586 -1.32892335 -1.51767566  0.        ]",[-0.76920514  0.25620538],-0.229556435615,-0.229556435615,"[[-0.30244585  3.02021263  0.14356045  0.19055769]
 [-2.68120486 -0.32335764  0.          0.        ]]",[-0.06756312 -0.16127071]
49,[ 0.20012963  0.52151734],"[ 0.96642493 -0.60942207 -0.52269717 -0.35358651  1.26695363  1.6637985
 -0.062992   -0.41534862 -1.31655646 -1.50850481  0.        ]",[ 0.11373882  0.03446688],-0.227607697662,-0.227607697662,"[[-0.386094    3.01275437  0.14356045  0.19055769]
 [-5.67363399 -0.35208185  0.          0.        ]]",[-0.06756312 -0.16127071]
