timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
34,[ 0.71987802 -0.28646535],"[ 0.08802164  0.42964484 -1.28354747  1.56770777  1.14889344 -0.38628694
  0.11918072  0.09917347 -0.3202523  -0.27435342  0.        ]",[ 1.03298586 -1.50763696],-0.0174000833648,-0.0174000833648,"[[-1.16854392  1.49773178  0.13073617 -0.0443627 ]
 [-2.20661319  2.81657221  0.          0.        ]]",[-0.40255624 -0.30626196]
35,[ 0.01863821  0.17807266],"[ 0.08251632  0.40933993 -1.28587955  1.57048379  1.14889147 -0.38628661
  0.52299229 -0.51681926 -0.32751061 -0.26181588  0.        ]",[ 0.52832335  0.48418856],-0.0160595942228,-0.0160595942228,"[[-1.17252402  1.5137684   0.13073617 -0.0443627 ]
 [ 1.7952748  -1.19951907  0.          0.        ]]",[-0.40255624 -0.30626196]
36,[-0.87836099 -0.2506814 ],"[ 0.15979309  0.41506518 -1.25068016  1.56976542  1.14888951 -0.38628629
  0.7303469  -0.21917963 -0.2996233  -0.17419038  0.        ]",[-1.13459679  0.2153467 ],-0.0151639991098,-0.0151639991098,"[[-1.11600066  1.50924796  0.13073617 -0.0443627 ]
 [ 3.85022286  0.74100007  0.          0.        ]]",[-0.40255624 -0.30626196]
37,[-0.06585197 -0.27681619],"[ 0.20863237  0.38562063 -1.22562389  1.57285418  1.14888754 -0.38628596
  0.32331207 -0.09053407 -0.29463212 -0.08671076  0.        ]",[-0.76820538  0.18349778],-0.0159502874164,-0.0159502874164,"[[-1.07946868  1.53248316  0.13073617 -0.0443627 ]
 [-0.18359753  1.57972908  0.          0.        ]]",[-0.40255624 -0.30626196]
38,[ 0.68418682 -0.33374459],"[ 0.16301805  0.33668554 -1.24909005  1.57480726  1.14888558 -0.38628563
  0.01689026  0.01619147 -0.32394984 -0.09951329  0.        ]",[ 0.46035796  1.70982021],-0.0125176000248,-0.0125176000248,"[[-1.11360883  1.57105924  0.13073617 -0.0443627 ]
 [-3.2203167   2.27554635  0.          0.        ]]",[-0.40255624 -0.30626196]
39,[-0.06111933 -1.10176182],"[ 0.10104279  0.22923925 -1.27790979  1.56516414  1.14888362 -0.38628531
  0.20709999  0.61655818 -0.37904599 -0.07759106  0.        ]",[-0.46441999 -0.30318347],-0.00788837854286,-0.00788837854286,"[[-1.15910258  1.65584253  0.13073617 -0.0443627 ]
 [-1.33528899  6.18975096  0.          0.        ]]",[-0.40255624 -0.30626196]
40,[ 0.52035522 -0.96891832],"[ 0.03868398  0.09045205 -1.30354376  1.52395901  1.14888165 -0.38628498
  0.02431329  0.41366533 -0.4493655  -0.02585328  0.        ]",[ 1.23861478 -1.37051237],-0.00983765865478,-0.00983765865478,"[[-1.2039829   1.76636566  0.13073617 -0.0443627 ]
 [-3.14674958  4.86695688  0.          0.        ]]",[-0.40255624 -0.30626196]
41,[-0.13833717 -0.51325297],"[  6.87280947e-03   2.03888975e-02  -1.31537916e+00   1.49042171e+00
   1.14887969e+00  -3.86284652e-01   4.30029903e-01  -2.08519326e-01
  -4.86961406e-01   9.21857243e-04   0.00000000e+00]",[ 0.64803216 -1.44504892],-0.0134217553575,-0.0134217553575,"[[-1.22657655  1.82300501  0.13073617 -0.0443627 ]
 [ 0.87400182  0.81051354  0.          0.        ]]",[-0.40255624 -0.30626196]
42,[-0.5830394   0.02374804],"[ 0.06724326  0.0495726  -1.2922039   1.5054534   1.14887772 -0.38628432
  0.68714467 -0.81835841 -0.46165883  0.03849134  0.        ]",[-0.87169167 -1.96975915],-0.0156312001824,-0.0156312001824,"[[-1.18353077  1.79932329  0.13073617 -0.0443627 ]
 [ 3.42207589 -3.16544339  0.          0.        ]]",[-0.40255624 -0.30626196]
43,[ 0.64781326  0.89312214],"[ 0.1130264   0.17741296 -1.27259263  1.55360438  1.14887576 -0.386284
  0.33223573 -1.41600382 -0.39646785 -0.01927646  0.        ]",[ 0.91796518  0.74352035],-0.01101790935,-0.01101790935,"[[-1.15037951  1.69691966  0.13073617 -0.0443627 ]
 [-0.09514959 -7.06191447  0.          0.        ]]",[-0.40255624 -0.30626196]
44,[-0.50572395  0.41273141],"[ 0.16004237  0.31694628 -1.25053819  1.57445056  1.1488738  -0.38628367
  0.69897689 -0.94308674 -0.3316664  -0.08568671  0.        ]",[ 0.86073228 -0.01846598],-0.0120817548791,-0.0120817548791,"[[-1.11581564  1.58661691  0.13073617 -0.0443627 ]
 [ 3.53934378 -3.97865761  0.          0.        ]]",[-0.40255624 -0.30626196]
45,[-1.59697962  0.34385151],"[  2.96864966e-01   4.17792861e-01  -1.17434909e+00   1.56937077e+00
   1.14887183e+00  -3.86283343e-01   1.03562218e+00  -9.42327545e-01
  -2.60934027e-01  -3.77557466e-04   0.00000000e+00]",[-2.23128047  0.27109762],-0.0224922283443,-0.0224922283443,"[[-1.01155481  1.50709367  0.13073617 -0.0443627 ]
 [ 6.87558718 -3.97371647  0.          0.        ]]",[-0.40255624 -0.30626196]
46,[-0.86390853  0.38816315],"[ 0.41574771  0.50353044 -1.09151932  1.55171164  1.14886987 -0.38628302
  0.62253423 -0.76550966 -0.2033655   0.09376392  0.        ]",[-0.55341717 -0.61587514],-0.0324753976703,-0.0324753976703,"[[-0.91511769  1.43918528  0.13073617 -0.0443627 ]
 [ 2.78180223 -2.82092743  0.          0.        ]]",[-0.40255624 -0.30626196]
47,[-0.11608608  0.93988907],"[ 0.45466091  0.60391798 -1.06047623  1.51510234  1.1488679  -0.38628269
  0.39604319 -1.13091128 -0.15755175  0.06530087  0.        ]",[-0.50515446  1.93492365],-0.0352858952742,-0.0352858952742,"[[-0.88200251  1.35886413  0.13073617 -0.0443627 ]
 [ 0.53723121 -5.20323831  0.          0.        ]]",[-0.40255624 -0.30626196]
48,[ 0.16049781  0.47482985],"[ 0.44368767  0.68184972 -1.06944239  1.47439036  1.14886594 -0.38628236
  0.19317457 -0.50771229 -0.13337973 -0.02413078  0.        ]",[ 0.187861    1.13759615],-0.0346540605442,-0.0346540605442,"[[-0.89142944  1.29556526  0.13073617 -0.0443627 ]
 [-1.47323725 -1.14018786  0.          0.        ]]",[-0.40255624 -0.30626196]
49,[-0.3088972  -0.20029724],"[ 0.41808453  0.66085925 -1.08970805  1.48643831  1.14886398 -0.38628203
  0.27103637  0.1030515  -0.14697849 -0.04481077  0.        ]",[-1.05725732 -0.13030364],-0.0327205291617,-0.0327205291617,"[[-0.91315226  1.31271397  0.13073617 -0.0443627 ]
 [-0.70160922  2.84179051  0.          0.        ]]",[-0.40255624 -0.30626196]
