timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
11,[-0.0592722   0.60674775],"[ 0.94969246 -0.79921608 -0.59692544 -0.7934092   0.99693132  1.46037897
 -0.43830057 -0.23166383 -1.1341888  -1.35843568  0.        ]",[ 0.7103832   0.10849129],-0.212255048487,-0.212255048487,"[[-0.42490968  3.21220574  0.11065761  0.16839151]
 [-7.2376874   0.5823226   0.          0.        ]]",[ 0.0045742  -0.11694638]
12,[-0.06299482  0.61338121],"[ 0.87595822 -0.80208958 -0.75317713 -0.66560903  0.99691845  1.46034935
 -0.17970751 -0.85213154 -1.11548085 -1.30157533  0.        ]",[ 0.64066431 -1.82960288],-0.204544953023,-0.204544953023,"[[-0.54000882  3.16031642  0.11065761  0.16839151]
 [-4.28199128 -3.87945253  0.          0.        ]]",[ 0.0045742  -0.11694638]
13,[-0.06765452  0.63298666],"[ 0.83174449 -0.79635211 -0.82977892 -0.37864419  0.99690558  1.46031973
  0.04961967 -1.39204916 -1.06132112 -1.21718113  0.        ]",[-0.57525962  2.08402984],-0.190812191824,-0.190812191824,"[[-0.59934948  3.04377134  0.11065761  0.16839151]
 [-1.66080215 -7.76211692  0.          0.        ]]",[ 0.0045742  -0.11694638]
14,[-0.06794421  0.64227951],"[ 0.78655697 -0.77449452 -0.89895736 -0.1011436   0.99689271  1.46029012
 -0.14675337 -0.82004576 -0.99470529 -1.15114837  0.        ]",[ 0.28340351  0.76788555],-0.177973532349,-0.177973532349,"[[-0.65508551  2.92979768  0.11065761  0.16839151]
 [-3.90532188 -3.64895732  0.          0.        ]]",[ 0.0045742  -0.11694638]
15,[-0.06527902  0.63981533],"[  7.28597945e-01  -7.62512999e-01  -9.77188992e-01  -9.92039377e-04
   9.96879846e-01   1.46026050e+00  -4.18058986e-02  -3.87163658e-01
  -9.59327276e-01  -1.13545261e+00   0.00000000e+00]",[-1.4203046   0.73545931],-0.173288229585,-0.173288229585,"[[-0.72115669  2.88805015  0.11065761  0.16839151]
 [-2.70580181 -0.53616957  0.          0.        ]]",[ 0.0045742  -0.11694638]
16,[-0.06245427  0.63768727],"[ 0.63910823 -0.76810023 -1.08006495 -0.0454894   0.99686698  1.46023089
 -0.3835087   0.01926295 -0.95602679 -1.1532631   0.        ]",[-0.53757466  0.98733686],-0.17497145769,-0.17497145769,"[[-0.81445866  2.90664977  0.11065761  0.16839151]
 [-6.61138606  2.38638509  0.          0.        ]]",[ 0.0045742  -0.11694638]
17,[-0.05597772  0.62185991],"[ 0.47573796 -0.78858251 -1.22675492 -0.25473653  0.99685411  1.46020128
 -0.55826082  0.55634269 -0.99269429 -1.19997283  0.        ]",[-0.411301    1.66663071],-0.183124086522,-0.183124086522,"[[-0.96672694  2.9931269   0.11065761  0.16839151]
 [-8.60878893  6.24845518  0.          0.        ]]",[ 0.0045742  -0.11694638]
18,[-0.05804948  0.62403166],"[ 0.25093697 -0.79727433 -1.36652998 -0.39894734  0.99684124  1.46017167
 -0.6858468  -0.28867708 -1.01696773 -1.22917903  0.        ]",[ 0.48119327  0.01328398],-0.188338310126,-0.188338310126,"[[ -1.15353488   3.05204149   0.11065761   0.16839151]
 [-10.06711519   0.17209464   0.           0.        ]]",[ 0.0045742  -0.11694638]
19,[-0.0590483   0.62405753],"[ 0.01549926 -0.79577534 -1.45518598 -0.36820454  0.99682838  1.46014206
 -0.50171987 -0.44504514 -0.99133915 -1.235463    0.        ]",[ 1.45116233  0.92220952],-0.186927929678,-0.186927929678,"[[-1.33376291  3.03951664  0.11065761  0.16839151]
 [-7.96267914 -0.95233089  0.          0.        ]]",[ 0.0045742  -0.11694638]
20,[-0.05906303  0.6199044 ],"[-0.14475964 -0.79350985 -1.48716975 -0.3278135   0.99681551  1.46011246
 -0.14151432 -0.40410192 -0.96962438 -1.24359138  0.        ]",[-1.6906952   0.76874888],-0.186102395434,-0.186102395434,"[[-1.45170984  3.02303584  0.11065761  0.16839151]
 [-3.84573289 -0.65794262  0.          0.        ]]",[ 0.0045742  -0.11694638]
21,[-0.06096343  0.62418205],"[-0.30443739 -0.79194991 -1.49799023 -0.30305987  0.99680265  1.46008285
 -0.48126123 -0.36360526 -0.95427849 -1.25547237  0.        ]",[ 0.59195593  0.26673204],-0.186247747291,-0.186247747291,"[[-1.56758535  3.0129202   0.11065761  0.16839151]
 [-7.72887765 -0.36676427  0.          0.        ]]",[ 0.0045742  -0.11694638]
22,[-0.06166346  0.62138832],"[-0.48289723 -0.79098976 -1.48575076 -0.28880376  0.99678978  1.46005325
 -0.26280938 -0.34287957 -0.9429263  -1.27104442  0.        ]",[-1.1613524  -0.07230226],-0.187154148821,-0.187154148821,"[[-1.69711231  3.00708882  0.11065761  0.16839151]
 [-5.23213884 -0.21775165  0.          0.        ]]",[ 0.0045742  -0.11694638]
23,[-0.06521869  0.62672573],"[-0.67685074 -0.78975084 -1.44253262 -0.27125168  0.99677692  1.46002365
 -0.60015912 -0.38211907 -0.93228986 -1.29099319  0.        ]",[-1.37924979  1.58932828],-0.188648628733,-0.188648628733,"[[-1.84044079  2.99990268  0.11065761  0.16839151]
 [-9.08785961 -0.49992651  0.          0.        ]]",[ 0.0045742  -0.11694638]
24,[-0.07086265  0.62723154],"[-0.95814458 -0.79047625 -1.31798336 -0.28160167  0.99676405  1.45999405
 -0.93082263 -0.28454936 -0.93128444 -1.31817011  0.        ]",[-0.65477548  1.55645676],-0.191707636322,-0.191707636322,"[[ -2.06011715   3.00414226   0.11065761   0.16839151]
 [-12.86721411   0.20163743   0.           0.        ]]",[ 0.0045742  -0.11694638]
25,[-0.07977538  0.63044465],"[-1.27058977 -0.79071209 -1.06524012 -0.28511694  0.99675119  1.45996446
 -1.13534581 -0.31291144 -0.93487903 -1.35428142  0.        ]",[ 0.24644316  1.05014761],-0.196147608692,-0.196147608692,"[[ -2.34091668e+00   3.00558215e+00   1.10657605e-01   1.68391509e-01]
 [ -1.52049448e+01  -2.31580269e-03   0.00000000e+00   0.00000000e+00]]",[ 0.0045742  -0.11694638]
26,[-0.08898148  0.62938219],"[-1.51481892 -0.79062999 -0.71228891 -0.28404807  0.99673833  1.45993486
 -1.02362368 -0.31662129 -0.94716078 -1.39026069  0.        ]",[-0.06618275  0.68279317],-0.2011972292,-0.2011972292,"[[ -2.6322056    3.00514542   0.11065761   0.16839151]
 [-13.92820176  -0.02900755   0.           0.        ]]",[ 0.0045742  -0.11694638]
27,[-0.09600013  0.63093925],"[-1.65347487 -0.79047689 -0.31557281 -0.28196254  0.99672546  1.45990527
 -1.02241213 -0.31874468 -0.96712291 -1.41989742  0.        ]",[ 0.35076487  0.3901817 ],-0.206052634041,-0.206052634041,"[[ -2.91063226   3.00429246   0.11065761   0.16839151]
 [-13.91450945  -0.0442919    0.           0.        ]]",[ 0.0045742  -0.11694638]
28,[-0.10176384  0.63059604],"[-1.68946423 -0.79028927  0.08238481 -0.27939826  0.9967126   1.45987568
 -0.87678976 -0.31955392 -0.99202446 -1.44132053  0.        ]",[-0.97848513  0.08412653],-0.210314953321,-0.210314953321,"[[ -3.17222461   3.00324335   0.11065761   0.16839151]
 [-12.25027135  -0.05012707   0.           0.        ]]",[ 0.0045742  -0.11694638]
29,[-0.10769951  0.63768685],"[-1.62335288 -0.79008487  0.50620351 -0.27661651  0.99669974  1.45984609
 -1.19451731 -0.31999928 -1.02355204 -1.45537786  0.        ]",[-0.41764338  1.57782366],-0.214236088457,-0.214236088457,"[[ -3.453667     3.00210503   0.11065761   0.16839151]
 [-15.88186436  -0.05334571   0.           0.        ]]",[ 0.0045742  -0.11694638]
30,[-0.11207267  0.64171225],"[-1.41407066 -0.7900958   0.95497571 -0.27688631  0.99668688  1.4598165
 -1.31166397 -0.30776262 -1.06284197 -1.45757577  0.        ]",[-0.12945586 -1.50059135],-0.217451849274,-0.217451849274,"[[ -3.78474053   3.00221631   0.11065761   0.16839151]
 [-17.22102713   0.03462358   0.           0.        ]]",[ 0.0045742  -0.11694638]
31,[-0.1213043   0.65846944],"[-1.0674383  -0.78240247  1.31669805 -0.18182774  0.99667402  1.45978691
 -1.3266681  -0.85856595 -1.12866551 -1.45777167  0.        ]",[ 1.32477449 -0.48521337],-0.222689693453,-0.222689693453,"[[ -4.13088458   2.96317211   0.11065761   0.16839151]
 [-17.3927848   -3.92585366   0.           0.        ]]",[ 0.0045742  -0.11694638]
32,[-0.12800598  0.6692813 ],"[-0.68621903 -0.75525205  1.51031033  0.05116922  0.99666116  1.45975733
 -0.95011163 -1.11494904 -1.23253975 -1.42887725  0.        ]",[-0.90124272  0.67552102],-0.228461128339,-0.228461128339,"[[ -4.43556031   2.86615789   0.11065761   0.16839151]
 [-13.08911816  -5.76942271   0.           0.        ]]",[ 0.0045742  -0.11694638]
33,[-0.12468782  0.67561251],"[-0.28361698 -0.72113834  1.5684007   0.25575781  0.9966483   1.45972775
 -1.23959195 -0.72711188 -1.31288941 -1.34044719  0.        ]",[-1.72925777  1.05860434],-0.22693895592,-0.22693895592,"[[ -4.73054094   2.77874859   0.11065761   0.16839151]
 [-16.39792413  -2.98083278   0.           0.        ]]",[ 0.0045742  -0.11694638]
34,[-0.11525749  0.67326307],"[ 0.20697877 -0.71239198  1.45777555  0.30008906  0.99663544  1.45969817
 -1.55754418 -0.16830188 -1.31110154 -1.22288122  0.        ]",[-0.24613394  0.54635418],-0.215334038311,-0.215334038311,"[[ -5.09496411   2.7594458    0.11065761   0.16839151]
 [-20.03232049   1.03712415   0.           0.        ]]",[ 0.0045742  -0.11694638]
35,[-0.10480323  0.6668728 ],"[ 0.67159381 -0.73094348  1.1155805   0.2026614   0.99662258  1.45966859
 -1.60807689  0.12962458 -1.24119481 -1.14702386  0.        ]",[-1.47208374  1.11946196],-0.200933224823,-0.200933224823,"[[ -5.5014095    2.8016811    0.11065761   0.16839151]
 [-20.61031079   3.17927259   0.           0.        ]]",[ 0.0045742  -0.11694638]
36,[-0.08004038  0.6648609 ],"[ 0.9963313  -0.76727051  0.53787013 -0.03994733  0.99660973  1.45963901
 -1.91873235  0.67145712 -1.15037332 -1.15653322  0.        ]",[ 1.4952572   1.26341561],-0.1928130238,-0.1928130238,"[[ -5.94924719   2.9043553    0.11065761   0.16839151]
 [-24.16164842   7.07516192   0.           0.        ]]",[ 0.0045742  -0.11694638]
37,[-0.06598989  0.64757442],"[ 1.06504929 -0.79720069 -0.1250479  -0.40069291  0.99659687  1.45960944
 -1.53048311  0.16922922 -1.10159371 -1.21789138  0.        ]",[ 0.70503687  0.59695722],-0.194549493743,-0.194549493743,"[[ -6.38795854   3.05275132   0.11065761   0.16839151]
 [-19.72440948   3.46410116   0.           0.        ]]",[ 0.0045742  -0.11694638]
38,[-0.06367958  0.64317685],"[ 0.92449091 -0.79843077 -0.65546037 -0.4302627   0.99658401  1.45957986
 -1.25209421 -0.44017077 -1.08251835 -1.23572739  0.        ]",[-1.53153442  0.54499818],-0.194735587653,-0.194735587653,"[[ -6.75052416   3.0647853    0.11065761   0.16839151]
 [-16.54268571  -0.91754261   0.           0.        ]]",[ 0.0045742  -0.11694638]
39,[-0.05975005  0.65072227],"[ 0.61876402 -0.79585834 -1.10092984 -0.37296383  0.99657115  1.45955029
 -1.56980342 -0.47229511 -1.03714897 -1.2155332   0.        ]",[ 0.13889333 -0.19132416],-0.18863882142,-0.18863882142,"[[ -7.1178171    3.0414586    0.11065761   0.16839151]
 [-20.17449079  -1.14854404   0.           0.        ]]",[ 0.0045742  -0.11694638]
40,[-0.0599826   0.64905065],"[ 0.15477627 -0.79150683 -1.409052   -0.29863177  0.9965583   1.45952072
 -1.48671947 -0.57451229 -0.97860187 -1.22319348  0.        ]",[ 0.72276382  0.22502931],-0.184618442273,-0.184618442273,"[[ -7.51178229   3.01111353   0.11065761   0.16839151]
 [-19.22518885  -1.88351923   0.           0.        ]]",[ 0.0045742  -0.11694638]
41,[-0.06323369  0.64015555],"[-0.32225413 -0.78641331 -1.4978499  -0.22943548  0.99654544  1.45949116
 -1.20303912 -0.4454039  -0.93107607 -1.26024563  0.        ]",[ 1.28605071  2.10241679],-0.185107067194,-0.185107067194,"[[ -7.86375505   2.98275661   0.11065761   0.16839151]
 [-15.98289622  -0.95526123   0.           0.        ]]",[ 0.0045742  -0.11694638]
42,[-0.06489993  0.62129867],"[-0.69915982 -0.79023407 -1.43538283 -0.28019226  0.99653259  1.45946159
 -0.82894978 -0.0075639  -0.93398464 -1.29151983  0.        ]",[ 0.08368508 -0.67521695],-0.18890485148,-0.18890485148,"[[ -8.14051194   3.00356935   0.11065761   0.16839151]
 [-11.70708802   2.19276979   0.           0.        ]]",[ 0.0045742  -0.11694638]
43,[-0.07139153  0.62701815],"[-0.98914084 -0.79203384 -1.29897593 -0.30707606  0.99651973  1.45943203
 -0.7796901  -0.42945536 -0.93690292 -1.31603905  0.        ]",[ 0.00322655  0.34217049],-0.191939921293,-0.191939921293,"[[ -8.36900558   3.0145685    0.11065761   0.16839151]
 [-11.14413451  -0.84059701   0.           0.        ]]",[ 0.0045742  -0.11694638]
44,[-0.07745974  0.62607616],"[-1.23562869 -0.79044529 -1.10143018 -0.28345587  0.99650688  1.45940246
 -0.75926078 -0.34635691 -0.9333     -1.34998463  0.        ]",[-1.40099201 -0.46804946],-0.195609091523,-0.195609091523,"[[ -8.58954621   3.00490713   0.11065761   0.16839151]
 [-10.91071312  -0.24315144   0.           0.        ]]",[ 0.0045742  -0.11694638]
45,[-0.08819107  0.63950276],"[-1.46456657 -0.7861309  -0.80414995 -0.22635568  0.99649403  1.4593729
 -1.08674489 -0.60348501 -0.93568734 -1.39952399  0.        ]",[ 1.05115547  0.84008218],-0.201549742406,-0.201549742406,"[[ -8.84531884   2.98149527   0.11065761   0.16839151]
 [-14.65406618  -2.09188609   0.           0.        ]]",[ 0.0045742  -0.11694638]
46,[-0.09234166  0.62610513],"[-1.61592975 -0.78448703 -0.45998652 -0.20677669  0.99648117  1.45934334
 -0.71495425 -0.13505968 -0.9548957  -1.43527759  0.        ]",[ 0.10802587  1.38925295],-0.207059570568,-0.207059570568,"[[ -9.09576311   2.97344826   0.11065761   0.16839151]
 [-10.40453514   1.27597213   0.           0.        ]]",[ 0.0045742  -0.11694638]
47,[-0.09613889  0.62030876],"[-1.67880805 -0.79317268 -0.15919898 -0.32583123  0.99646832  1.45931379
 -0.659511   -0.12909385 -0.97605603 -1.42670177  0.        ]",[ 0.38272842  0.34518769],-0.207553180775,-0.207553180775,"[[-9.29749521  3.02223435  0.11065761  0.16839151]
 [-9.77088426  1.31885861  0.          0.        ]]",[ 0.0045742  -0.11694638]
48,[-0.10062206  0.62411863],"[-1.68814491 -0.79376649  0.11358629 -0.33595919  0.99645547  1.45928423
 -0.51001593 -0.36539631 -0.99072628 -1.42248606  0.        ]",[-0.50361841  0.51136143],-0.208126512714,-0.208126512714,"[[-9.47576934  3.02637067  0.11065761  0.16839151]
 [-8.06219714 -0.38009651  0.          0.        ]]",[ 0.0045742  -0.11694638]
49,[-0.1048363  0.6287806],"[-1.65332335 -0.79238435  0.38594628 -0.31334237  0.99644262  1.45925468
 -0.67049703 -0.37460249 -1.00985746 -1.44030003  0.        ]",[ 0.25718464 -0.78175728],-0.211576010818,-0.211576010818,"[[-9.65541814  3.01713417  0.11065761  0.16839151]
 [-9.89656567 -0.44630537  0.          0.        ]]",[ 0.0045742  -0.11694638]
