timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
10,[ 0.21692811 -0.45926285],"[-0.97292948 -0.09869759 -1.33735425  1.49497753  0.01462728 -0.75266072
 -0.21895087  0.86807914  0.26591208 -0.09242843  0.        ]",[-0.19454785 -0.65248811],-0.0788701360466,-0.0788701360466,"[[ -1.87605315e+00   1.99809130e+00   3.45045115e-04  -8.56948473e-02]
 [ -6.18092023e+00   8.10559481e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
11,[ 0.47657302 -0.3577165 ],"[-1.15537251 -0.24909243 -1.26589144  1.31854911  0.01462727 -0.75265969
 -0.28081844  0.45840864  0.16042614 -0.03673921  0.        ]",[-0.35245824 -0.12267189],-0.0671935194713,-0.0671935194713,"[[ -2.00617030e+00   2.13267005e+00   3.45045115e-04  -8.56948473e-02]
 [ -6.82865905e+00   5.36142001e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
12,[ 0.79258698 -0.31098914],"[-1.3512071  -0.35435049 -1.1553758   1.15766248  0.01462726 -0.75265867
 -0.40118649  0.37002817  0.05243504 -0.01493822  0.        ]",[ 1.13630356 -1.04723991],-0.0552236834701,-0.0552236834701,"[[ -2.15538757e+00   2.23395871e+00   3.45045115e-04  -8.56948473e-02]
 [ -8.08888198e+00   4.76940623e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
13,[ 0.47495142 -0.05240464],"[-1.49601416 -0.40793474 -1.04549876  1.06135931  0.01462724 -0.75265765
 -0.00778094 -0.23522279 -0.02802982 -0.01479696  0.        ]",[-0.67572743 -0.03974158],-0.0461552951614,-0.0461552951614,"[[ -2.27583992e+00   2.28866867e+00   3.45045115e-04  -8.56948473e-02]
 [ -3.97004265e+00   7.15136739e-01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
14,[ 0.92864054 -0.00575072],"[-1.61124827 -0.41990926 -0.93548637  1.0383189   0.01462723 -0.75265662
 -0.25577785 -0.26083116 -0.09728005 -0.04657127  0.        ]",[ 0.43568249 -0.44857166],-0.0376964364095,-0.0376964364095,"[[ -2.38129180e+00   2.30125046e+00   3.45045115e-04  -8.56948473e-02]
 [ -6.56649693e+00   5.43597872e-01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
15,[ 0.89833534  0.18500203],"[-1.72099546 -0.41320723 -0.80506908  1.05128208  0.01462722 -0.7526556
 -0.07861998 -0.52761852 -0.17633673 -0.09430914  0.        ]",[ 0.81787829 -0.03768682],-0.0279357677131,-0.0279357677131,"[[ -2.49401218e+00   2.29419201e+00   3.45045115e-04  -8.56948473e-02]
 [ -4.71171039e+00  -1.24347587e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
16,[ 0.61643445  0.17714965],"[-1.77395456 -0.38804438 -0.72976807  1.09835707  0.01462721 -0.75265457
  0.23954043 -0.54623987 -0.22675583 -0.14064778  0.        ]",[ 0.78067499 -1.32335586],-0.021902746067,-0.021902746067,"[[ -2.55482492e+00   2.26807085e+00   3.45045115e-04  -8.56948473e-02]
 [ -1.38067142e+00  -1.36821465e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
17,[ 0.42587489  0.63243985],"[-1.7708815  -0.3211831  -0.73440206  1.21213172  0.01462719 -0.75265355
  0.53734554 -1.13332924 -0.24381017 -0.21465496  0.        ]",[ 0.13494125 -0.36977063],-0.0213503210527,-0.0213503210527,"[[ -2.55115516e+00   2.20124939e+00   3.45045115e-04  -8.56948473e-02]
 [  1.73725562e+00  -5.30083124e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
18,[ 0.52682388  0.8616097 ],"[-1.73657791 -0.19331013 -0.78387659  1.39065927  0.01462718 -0.75265253
  0.58509234 -1.33624315 -0.25298745 -0.33677178  0.        ]",[ 0.44426622 -0.29237017],-0.0268211138426,-0.0268211138426,"[[ -2.51139444e+00   2.08159515e+00   3.45045115e-04  -8.56948473e-02]
 [  2.23715556e+00  -6.66006626e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
19,[ 0.51158768  1.06850839],"[-1.67933049 -0.02841387 -0.85810783  1.55910006  0.01462717 -0.7526515
  0.74883872 -1.48940567 -0.25527132 -0.47493696  0.        ]",[ 1.75142823  0.89369589],-0.0369699188003,-0.0369699188003,"[[ -2.44945020e+00   1.93809995e+00   3.45045115e-04  -8.56948473e-02]
 [  3.95153445e+00  -7.68604991e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
20,[-0.24317795  0.54508519],"[-1.55823193  0.11276255 -0.98895516  1.65710982  0.01462715 -0.75265048
  1.11937184 -0.9384928  -0.18503727 -0.56608117  0.        ]",[-2.19333703  1.01913657],-0.0484714572187,-0.0484714572187,"[[ -2.33149575e+00   1.82140512e+00   3.45045115e-04  -8.56948473e-02]
 [  7.83091013e+00  -3.99577861e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
21,[ 0.21219578  0.31640208],"[-1.42585356  0.16148241 -1.1021366   1.68201981  0.01462714 -0.75264945
  0.72647093 -0.33551194 -0.07594825 -0.56622095  0.        ]",[ 0.58666587  1.05405863],-0.0564102624295,-0.0564102624295,"[[ -2.21615025e+00   1.78201434e+00   3.45045115e-04  -8.56948473e-02]
 [  3.71738356e+00   4.32770629e-02   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
22,[-0.59417635 -0.2819407 ],"[-1.30526453  0.11129726 -1.18481431  1.6562811   0.01462713 -0.75264843
  0.9411917   0.25542096  0.04015761 -0.47325282  0.        ]",[-1.54184329  0.67814405],-0.0615591603825,-0.0615591603825,"[[ -2.11924760e+00   1.82259545e+00   3.45045115e-04  -8.56948473e-02]
 [  5.96545106e+00   4.00163033e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
23,[-0.41978255 -0.53356624],"[-1.20224144 -0.01734009 -1.24284743  1.56821942  0.01462712 -0.75264741
  0.55186065  0.64451085  0.13508722 -0.30126747  0.        ]",[-0.70313539 -0.56472448],-0.0655960879261,-0.0655960879261,"[[ -2.04083573e+00   1.92877799e+00   3.45045115e-04  -8.56948473e-02]
 [  1.88929819e+00   6.60794397e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
24,[-0.14270304 -0.31085652],"[-1.18947342 -0.14349581 -1.24931081  1.44823304  0.0146271  -0.75264638
  0.2824854   0.291196    0.14838446 -0.16698569  0.        ]",[ 1.23914752 -0.93523   ],-0.0652905831587,-0.0652905831587,"[[ -2.03134563e+00   2.03719142e+00   3.45045115e-04  -8.56948473e-02]
 [ -9.30961582e-01   4.24127685e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
25,[-0.59361726  0.03962344],"[-1.16062303 -0.19599395 -1.26336395  1.38734847  0.01462709 -0.75264536
  0.662357   -0.27421291  0.16237169 -0.09664873  0.        ]",[-0.82474477 -0.51813103],-0.0669076146433,-0.0669076146433,"[[ -2.01006110e+00   2.08401698e+00   3.45045115e-04  -8.56948473e-02]
 [  3.04616375e+00   4.53903340e-01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
26,[-0.135856    0.37739524],"[-1.12283294 -0.18311784 -1.2806377   1.40291643  0.01462708 -0.75264433
  0.34478585 -0.58180011  0.18288869 -0.09005942  0.        ]",[-1.20103663  0.44243853],-0.0693062622643,-0.0693062622643,"[[ -1.98249712e+00   2.07242267e+00   3.45045115e-04  -8.56948473e-02]
 [ -2.78684863e-01  -1.60646163e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
27,[ 0.47306991  0.17945665],"[-1.18459028 -0.16720215 -1.25173192  1.42157914  0.01462707 -0.75264331
 -0.03278239 -0.31548074  0.15076733 -0.13968418  0.        ]",[ 0.36311791 -1.37923542],-0.0654890125271,-0.0654890125271,"[[ -2.02773249e+00   2.05819226e+00   3.45045115e-04  -8.56948473e-02]
 [ -4.23168161e+00   1.77464892e-01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
28,[ 0.65837574  0.71103239],"[-1.27661419 -0.12616204 -1.20201268  1.46684071  0.01462705 -0.75264229
  0.11253885 -0.90714706  0.09556086 -0.22903749  0.        ]",[ 1.34017983  1.64830206],-0.0597953103019,-0.0597953103019,"[[ -2.09710109e+00   2.02197685e+00   3.45045115e-04  -8.56948473e-02]
 [ -2.71022358e+00  -3.78579230e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
29,[-0.01929292  0.17547345],"[-1.29469757 -0.08553007 -1.19123806  1.50775129  0.01462704 -0.75264126
  0.49570937 -0.30488739  0.08047822 -0.27921962  0.        ]",[-0.62959908 -0.58281615],-0.0589827143809,-0.0589827143809,"[[ -2.11105507e+00   1.98673749e+00   3.45045115e-04  -8.56948473e-02]
 [  1.30142532e+00   2.48411751e-01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
30,[ 0.48959175  0.52036828],"[-1.29370335 -0.06425338 -1.19183484  1.52768713  0.01462703 -0.75264024
  0.25523386 -0.65010381  0.07886854 -0.30001811  0.        ]",[-0.11138553 -0.0263947 ],-0.0592839095003,-0.0592839095003,"[[ -2.11028733e+00   1.96850446e+00   3.45045115e-04  -8.56948473e-02]
 [ -1.21625375e+00  -2.06400656e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
31,[ 0.70138711  0.56628472],"[-1.33019397 -0.01472878 -1.16906845  1.57030297  0.01462702 -0.75263922
  0.21542598 -0.65960059  0.04605478 -0.36573004  0.        ]",[-0.24729878 -0.28796549],-0.0576611397184,-0.0576611397184,"[[ -2.13879401e+00   1.92658603e+00   3.45045115e-04  -8.56948473e-02]
 [ -1.63302375e+00  -2.12762572e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
32,[ 1.09130907  0.75571179],"[-1.38294289  0.04968076 -1.13350207  1.61813004  0.014627   -0.75263819
  0.12503649 -0.82352196 -0.00772987 -0.44970339  0.        ]",[ 2.67150518 -0.23948307],-0.0556985652079,-0.0556985652079,"[[ -2.18094957e+00   1.87301668e+00   3.45045115e-04  -8.56948473e-02]
 [ -2.57936248e+00  -3.22565077e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
33,[ 0.70794493  0.90218538],"[-1.39689754  0.13964708 -1.12353449  1.67134162  0.01462699 -0.75263717
  0.50798017 -0.95561943 -0.0434796  -0.53656628  0.        ]",[ 0.21302434 -0.07456924],-0.057226199088,-0.057226199088,"[[ -2.19231030e+00   1.79962566e+00   3.45045115e-04  -8.56948473e-02]
 [  1.42989898e+00  -4.11050784e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
34,[ 0.6829564   1.01262355],"[-1.35131212  0.24494311 -1.15520597  1.71458853  0.01462698 -0.75263614
  0.58581192 -0.98756627 -0.03557612 -0.61027003  0.        ]",[ 0.68528155  0.9266981 ],-0.0626067121141,-0.0626067121141,"[[ -2.15553637e+00   1.71526836e+00   3.45045115e-04  -8.56948473e-02]
 [  2.24477056e+00  -4.32451303e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
35,[-0.00506028  0.53524178],"[-1.25931984  0.30652351 -1.21196626  1.7307421   0.01462696 -0.75263512
  0.84056723 -0.42706036  0.02637775 -0.62588098  0.        ]",[ 0.45000432 -0.77434883],-0.0687877975631,-0.0687877975631,"[[ -2.08388005e+00   1.66644850e+00   3.45045115e-04  -8.56948473e-02]
 [  4.91195889e+00  -5.70003544e-01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
36,[-0.2906014   0.99896961],"[-1.1037752   0.35980675 -1.28883866  1.73940106  0.01462695 -0.7526341
  1.0014298  -0.88316892  0.14175424 -0.60011701  0.        ]",[ 0.05423746  1.18668621],-0.0778213728826,-0.0778213728826,"[[ -1.96874276e+00   1.62439456e+00   3.45045115e-04  -8.56948473e-02]
 [  6.59613657e+00  -3.62522409e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
37,[-0.71095312  0.58840692],"[-0.91497365  0.40051142 -1.35441391  1.74272281  0.01462694 -0.75263307
  1.00939296 -0.28136266  0.27816047 -0.53280054  0.        ]",[-2.16408087  0.01257274],-0.0884667963532,-0.0884667963532,"[[ -1.83598362e+00   1.59233598e+00   3.45045115e-04  -8.56948473e-02]
 [  6.67952588e+00   4.05930645e-01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
38,[-0.34937951  0.6889714 ],"[-0.77903455  0.38965938 -1.38492255  1.74210733  0.01462693 -0.75263205
  0.61875478 -0.27504374  0.37486288 -0.43730186  0.        ]",[-1.41116743  0.51069576],-0.0956891701246,-0.0956891701246,"[[ -1.74342729e+00   1.60087901e+00   3.45045115e-04  -8.56948473e-02]
 [  2.58972576e+00   4.48255771e-01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
39,[ 0.07840611  0.44730231],"[-0.7618626   0.35263032 -1.38783657  1.73850121  0.01462691 -0.75263102
  0.23581327  0.02561129  0.38946895 -0.39166714  0.        ]",[ 0.34450683  0.42268205],-0.0961433018203,-0.0961433018203,"[[ -1.73185848e+00   1.63005041e+00   3.45045115e-04  -8.56948473e-02]
 [ -1.41949692e+00   2.46216901e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
40,[-0.29890221  0.15093645],"[-0.78327447  0.26971255 -1.38416295  1.72185094  0.0146269  -0.75263
  0.36870716  0.26815902  0.38083694 -0.3289714   0.        ]",[ 0.58613698  0.33993905],-0.0938637330662,-0.0938637330662,"[[ -1.74628889e+00   1.69559475e+00   3.45045115e-04  -8.56948473e-02]
 [ -2.81551072e-02   4.08685540e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
41,[-0.89132184 -0.0894227 ],"[-0.74954022  0.15154191 -1.38979619  1.67719144  0.01462689 -0.75262898
  0.59033918  0.45697766  0.39936391 -0.19482744  0.        ]",[-1.42485415  1.29194754],-0.0943739313269,-0.0943739313269,"[[ -1.72357125e+00   1.79002183e+00   3.45045115e-04  -8.56948473e-02]
 [  2.29223585e+00   5.35164273e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
42,[-0.62844074 -0.47616768],"[-0.74109296 -0.02559903 -1.39107999  1.56133696  0.01462688 -0.75262795
  0.20793103  1.03234751  0.38383705 -0.01909299  0.        ]",[ 1.26049243  0.45397217],-0.0930001830649,-0.0930001830649,"[[ -1.71789600e+00   1.93572404e+00   3.45045115e-04  -8.56948473e-02]
 [ -1.71139465e+00   9.20571393e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
43,[-0.94334108 -0.58280897],"[-0.73240948 -0.25271936 -1.3923483   1.31344093  0.01462686 -0.75262693
  0.58927724  1.27344456  0.32698411  0.21038167  0.        ]",[-0.14773862  1.29254996],-0.0915854647979,-0.0915854647979,"[[ -1.71206699e+00   2.13604173e+00   3.45045115e-04  -8.56948473e-02]
 [  2.28112367e+00   1.08206985e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
44,[-0.81222004 -0.58819997],"[-0.67368664 -0.50050232 -1.39958562  0.86658952  0.01462685 -0.7526259
  0.52915682  1.8325808   0.2104128   0.49545263  0.        ]",[-0.694571    0.16278285],-0.0930724425744,-0.0930724425744,"[[ -1.67276020e+00   2.39003424e+00   3.45045115e-04  -8.56948473e-02]
 [  1.65169835e+00   1.45660668e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
45,[-0.48111397 -0.43078327],"[-0.66601315 -0.71257978 -1.40035403  0.19823825  0.01462684 -0.75262488
  0.2634382   1.88574338 -0.00229676  0.72304933  0.        ]",[-1.03467706 -2.44478916],-0.092974132863,-0.092974132863,"[[ -1.66763733e+00   2.68492916e+00   3.45045115e-04  -8.56948473e-02]
 [ -1.13024163e+00   1.49222220e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
46,[-0.10377584 -0.1801213 ],"[-0.75870928 -0.81722602 -1.38832406 -0.4689253   0.01462682 -0.75262386
 -0.11259183  1.25049336 -0.22094516  0.83214113  0.        ]",[-0.87280858 -1.07761368],-0.0926979621732,-0.0926979621732,"[[ -1.72974087e+00   2.94068031e+00   3.45045115e-04  -8.56948473e-02]
 [ -5.06708809e+00   1.06670597e+01   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
47,[ 0.1780536   0.01787692],"[-0.95658177 -0.84016247 -1.34232456 -0.84302306  0.01462681 -0.75262283
 -0.43312359 -0.10132199 -0.34274732  0.86828372  0.        ]",[-1.0451742  -1.04552232],-0.0936664909985,-0.0936664909985,"[[ -1.86475184e+00   3.07734104e+00   3.45045115e-04  -8.56948473e-02]
 [ -8.42289619e+00   1.61200744e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
48,[ 0.51314193  0.08582014],"[-1.24270242 -0.83866203 -1.22122226 -0.79806471  0.0146268  -0.75262181
 -0.7953899  -0.76778304 -0.31199071  0.83212192  0.        ]",[ 1.06943168  1.04071723],-0.0907125698813,-0.0907125698813,"[[ -2.07126392e+00   3.06103178e+00   3.45045115e-04  -8.56948473e-02]
 [ -1.22156482e+01  -2.85224406e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
49,[ 0.46504417  0.12528884],"[-1.49314065 -0.83415552 -1.04778424 -0.69897589  0.01462679 -0.75262079
 -0.39410673 -0.49863351 -0.28266362  0.77357715  0.        ]",[ 0.95666435 -0.62092315],-0.0858495155108,-0.0858495155108,"[[ -2.27342449e+00   3.02500310e+00   3.45045115e-04  -8.56948473e-02]
 [ -8.01442727e+00  -1.04936835e+00   0.00000000e+00   0.00000000e+00]]",[-0.31190771 -0.25047004]
