timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
34,[-0.22553691  0.6681881 ],"[ 0.82837346 -0.58222588 -0.61237167  0.10332525 -0.3940915   0.22718595
  0.97346613 -0.47355754  0.14409695 -0.04011735  0.        ]",[-0.80134873  0.03422441],-0.0589238382023,-0.0589238382023,"[[-0.48982071  2.82876963 -0.04681809  0.02621667]
 [ 6.45737124 -0.76833975  0.          0.        ]]",[-0.21667086 -0.15626778]
35,[-0.04874685  0.74519855],"[ 0.88759065 -0.57637778 -0.47832259  0.14461154 -0.39409087  0.22718562
  0.69323962 -0.45232925  0.12755091 -0.02035076  0.        ]",[ 0.5652767   0.42600267],-0.0570607149161,-0.0570607149161,"[[-0.39378879  2.81491357 -0.04681809  0.02621667]
 [ 3.15682235 -0.61775978  0.          0.        ]]",[-0.21667086 -0.15626778]
36,[-0.33636642  0.54897547],"[ 0.92976101 -0.57838414 -0.35512683  0.13065136 -0.39409024  0.22718529
  0.87795341 -0.21280717  0.10241281 -0.01773675  0.        ]",[-0.16807723 -0.00023713],-0.0538955425661,-0.0538955425661,"[[-0.30882367  2.81960578 -0.04681809  0.02621667]
 [ 5.33244328  1.08131354  0.          0.        ]]",[-0.21667086 -0.15626778]
37,[-0.34767532  0.50725383],"[ 0.9663447  -0.58718284 -0.20750273  0.0667061  -0.39408961  0.22718496
  0.81249141 -0.21596552  0.06666389 -0.03230803  0.        ]",[-0.59948407 -0.32034473],-0.0491059660493,-0.0491059660493,"[[-0.20991051  2.84100722 -0.04681809  0.02621667]
 [ 4.5614411   1.05890725  0.          0.        ]]",[-0.21667086 -0.15626778]
38,[-0.17270997  0.59566766],"[ 0.98320253 -0.59041351 -0.10638223  0.04197032 -0.39408898  0.22718463
  0.60330381 -0.39774885  0.0466746  -0.03944939  0.        ]",[-0.14920878  0.81237761],-0.0464490076372,-0.0464490076372,"[[-0.14340214  2.84924734 -0.04681809  0.02621667]
 [ 2.09760348 -0.23059341  0.          0.        ]]",[-0.21667086 -0.15626778]
39,[-0.26165897  0.47793686],"[ 0.9896354  -0.60063788 -0.05181101 -0.04164511 -0.39408835  0.2271843
  0.54963151  0.05635437  0.02890892 -0.06598794  0.        ]",[ 0.22523067 -0.68274679],-0.043885450844,-0.043885450844,"[[-0.10779267  2.87695501 -0.04681809  0.02621667]
 [ 1.46545323  2.9906248   0.          0.        ]]",[-0.21667086 -0.15626778]
40,[-0.24968962  0.50068545],"[ 0.99449056 -0.61123735  0.00659922 -0.13928315 -0.39408772  0.22718396
  0.62287064 -0.33309271  0.01173467 -0.09829627  0.        ]",[ 0.47842345  1.9835826 ],-0.0415667874782,-0.0415667874782,"[[-0.06982846  2.9090497  -0.04681809  0.02621667]
 [ 2.32809003  0.2280509   0.          0.        ]]",[-0.21667086 -0.15626778]
41,[-0.50623357  0.26524168],"[ 0.99798785 -0.62364171  0.10708392 -0.27508289 -0.39408709  0.22718363
  0.77979473  0.22447412 -0.00923601 -0.14592511  0.        ]",[ 0.25452417  0.95669738],-0.0392597452271,-0.0392597452271,"[[-0.00472219  2.95329391 -0.04681809  0.02621667]
 [ 4.17638698  4.18318789  0.          0.        ]]",[-0.21667086 -0.15626778]
42,[-0.55181527  0.23486555],"[ 0.99240723 -0.63945371  0.25027442 -0.52225818 -0.39408646  0.2271833
  0.85832522 -0.16369148 -0.02796159 -0.23851241  0.        ]",[-0.83635132 -0.11384856],-0.039641145921,-0.039641145921,"[[ 0.08808716  3.0329392  -0.04681809  0.02621667]
 [ 5.10135517  1.42971326  0.          0.        ]]",[-0.21667086 -0.15626778]
43,[-0.32956272  0.38359877],"[ 0.98050594 -0.63968702  0.35419228 -0.52732268 -0.39408583  0.22718297
  0.5685977  -0.45134969 -0.03341386 -0.24394038  0.        ]",[-1.03778929 -0.10200602],-0.0392339987643,-0.0392339987643,"[[ 0.15587585  3.03456243 -0.04681809  0.02621667]
 [ 1.68891447 -0.61080795  0.          0.        ]]",[-0.21667086 -0.15626778]
44,[-0.09318748  0.53034872],"[ 0.98188228 -0.63716029  0.34460024 -0.47629853 -0.3940852   0.22718264
  0.22960092 -0.50810971 -0.03344233 -0.22557668  0.        ]",[ 0.16996038  0.08829359],-0.03845465476,-0.03845465476,"[[ 0.14959361  3.0181982  -0.04681809  0.02621667]
 [-2.30383155 -1.01344341  0.          0.        ]]",[-0.21667086 -0.15626778]
45,[-0.10671485  0.5329268 ],"[ 0.98915759 -0.63424025  0.28507129 -0.42477079 -0.39408457  0.22718231
  0.29060755 -0.4559911  -0.02945696 -0.20482153  0.        ]",[ 0.64689714  1.0772977 ],-0.0381720733097,-0.0381720733097,"[[ 0.11072641  3.00163865 -0.04681809  0.02621667]
 [-1.58528296 -0.64374402  0.          0.        ]]",[-0.21667086 -0.15626778]
46,[-0.30450213  0.40399331],"[ 0.99003916 -0.63461404  0.27632888 -0.43103993 -0.39408394  0.22718198
  0.51073466 -0.27775747 -0.02865446 -0.19885604  0.        ]",[ 0.32782931  1.74761056],-0.0380739475517,-0.0380739475517,"[[ 0.10503416  3.0036556  -0.04681809  0.02621667]
 [ 1.0074077   0.62055688  0.          0.        ]]",[-0.21667086 -0.15626778]
47,[-0.39200503  0.35062179],"[ 0.98427026 -0.6354549   0.32688214 -0.44546778 -0.39408331  0.22718165
  0.61924019 -0.36421777 -0.0324345  -0.21457773  0.        ]",[-1.01549719 -0.48749925],-0.0381540681497,-0.0381540681497,"[[ 0.13800485  3.008295   -0.04681809  0.02621667]
 [ 2.28540982  0.00724578  0.          0.        ]]",[-0.21667086 -0.15626778]
48,[-0.0936399   0.55808794],"[ 0.98314842 -0.63177768  0.33533744 -0.38573731 -0.39408268  0.22718132
  0.27923415 -0.63638302 -0.03301465 -0.19531728  0.        ]",[-1.48314537  0.9564303 ],-0.0374240173791,-0.0374240173791,"[[ 0.14353343  2.98906942 -0.04681809  0.02621667]
 [-1.71920457 -1.9233679   0.          0.        ]]",[-0.21667086 -0.15626778]
49,[ 0.03933822  0.58578598],"[ 0.99447236 -0.63175806  0.22205999 -0.385457   -0.39408205  0.22718099
 -0.05401973 -0.09716079 -0.02403424 -0.18806834  0.        ]",[ 0.68952672  1.78055531],-0.0383183362411,-0.0383183362411,"[[ 0.06976769  2.98897927 -0.04681809  0.02621667]
 [-5.64429215  1.90160222  0.          0.        ]]",[-0.21667086 -0.15626778]
