timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
10,[ 0.56991506  0.10989314],"[ 0.79352483  1.36139273  0.90048163 -0.02865526  1.29633499  1.26733461
 -0.07671853 -0.0074908  -0.50494463 -0.07382794  0.        ]",[ 0.88268714 -0.62235886],-0.00927863265945,-0.00927863265945,"[[ 0.57164061  0.46568219  0.14785596  0.14381908]
 [-3.49700316  1.96571672  0.          0.        ]]",[-0.55444729 -0.43008646]
11,[-0.14487672  0.28458872],"[ 0.82008384  1.35312213  0.85689317  0.00405774  1.29633295  1.26733266
  0.31154803 -0.40889752 -0.46991483 -0.12425344  0.        ]",[-0.05723814 -0.60563607],-0.00423793940255,-0.00423793940255,"[[ 0.53743962  0.47986792  0.14785596  0.14381908]
 [ 0.06504442 -0.53878789  0.          0.        ]]",[-0.55444729 -0.43008646]
12,[ 0.21529402  0.94025779],"[ 0.82081873  1.37295338  0.8556361  -0.07644108  1.2963309   1.26733072
  0.28682127 -0.7915222  -0.43807903 -0.15172134  0.        ]",[ 0.67602607  0.81834822],-0.00147748907908,-0.00147748907908,"[[ 0.53646446  0.4451394   0.14785596  0.14381908]
 [-0.16180266 -2.92610721  0.          0.        ]]",[-0.55444729 -0.43008646]
13,[-1.00084448 -0.1419608 ],"[ 0.80266311  1.38659686  0.88585068 -0.13626779  1.29632886  1.26732877
  0.57854807 -0.26305615 -0.44815226 -0.12804635  0.        ]",[-0.24481191  0.70290033],-0.00194928940958,-0.00194928940958,"[[ 0.56008123  0.41969977  0.14785596  0.14381908]
 [ 2.5145666   0.3711554   0.          0.        ]]",[-0.55444729 -0.43008646]
14,[-1.20018613 -0.81892353],"[ 0.77027486  1.36747052  0.93608443 -0.0534958   1.29632681  1.26732683
  0.46745106  0.18189937 -0.53600367 -0.03203798  0.        ]",[-0.62133632 -0.71392333],-0.0138813979475,-0.0138813979475,"[[ 0.60014629  0.45497756  0.14785596  0.14381908]
 [ 1.49534198  3.14737009  0.          0.        ]]",[-0.55444729 -0.43008646]
15,[-0.22644034  0.05189705],"[ 0.76612887  1.34770149  0.94220764  0.0248673   1.29632477  1.26732489
  0.19641208 -0.28101271 -0.57447446 -0.00153227  0.        ]",[ 0.44224293 -0.5399941 ],-0.0185957043378,-0.0185957043378,"[[ 0.6051048   0.48894624  0.14785596  0.14381908]
 [-0.99122543  0.25912008  0.          0.        ]]",[-0.55444729 -0.43008646]
16,[-0.53520674  0.36771509],"[ 0.76785913  1.35736504  0.93965713 -0.01263125  1.29632272  1.26732294
  0.38933661 -0.62462876 -0.55633333 -0.01545294  0.        ]",[ 0.505511    0.03428039],-0.016393387536,-0.016393387536,"[[ 0.60303857  0.47261791  0.14785596  0.14381908]
 [ 0.77870612 -1.88480665  0.          0.        ]]",[-0.55444729 -0.43008646]
17,[-1.27546275  0.08261532],"[ 0.73741804  1.37757872  0.98292516 -0.0963257   1.29632068  1.267321
  0.60563355 -0.59700996 -0.57548479  0.02017544  0.        ]",[-1.21907495 -0.27140811],-0.0197413481809,-0.0197413481809,"[[ 0.63852237  0.43665071  0.14785596  0.14381908]
 [ 2.76306199 -1.71248772  0.          0.        ]]",[-0.55444729 -0.43008646]
18,[ 0.06379092  0.88508523],"[ 0.72407657  1.4005958   1.00090929 -0.20224889  1.29631863  1.26731906
  0.16850631 -0.76357976 -0.55708328  0.01531464  0.        ]",[ 0.6671767   0.45046231],-0.0180217596435,-0.0180217596435,"[[ 0.65354707  0.3919735   0.14785596  0.14381908]
 [-1.24722837 -2.75177031  0.          0.        ]]",[-0.55444729 -0.43008646]
19,[-0.88930786  0.21363127],"[ 0.72248003  1.41769513  1.0030224  -0.29051033  1.29631659  1.26731711
  0.45881376 -0.46913431 -0.52689677 -0.00762623  0.        ]",[-1.47630393 -0.15738266],-0.0144548165528,-0.0144548165528,"[[ 0.65532463  0.3553706   0.14785596  0.14381908]
 [ 1.41611076 -0.91464078  0.          0.        ]]",[-0.55444729 -0.43008646]
20,[ 0.48316088  0.92295837],"[ 0.73286951  1.42817982  0.98911441 -0.34989862  1.29631454  1.26731517
  0.02457823 -0.56587088 -0.48875115 -0.04607453  0.        ]",[ 0.57546156  0.8854289 ],-0.00946513310791,-0.00946513310791,"[[ 0.64367657  0.33102201  0.14785596  0.14381908]
 [-2.56764717 -1.51821111  0.          0.        ]]",[-0.55444729 -0.43008646]
21,[-0.44276109 -0.10868585],"[  7.57200989e-01   1.42603788e+00   9.55168461e-01  -3.37405094e-01
   1.29631250e+00   1.26731322e+00   2.78112283e-01   7.18069793e-04
  -4.53368869e-01  -9.22592505e-02   0.00000000e+00]",[-0.82517794  0.86804278],-0.00425267464916,-0.00425267464916,"[[ 0.61566073  0.33612668  0.14785596  0.14381908]
 [-0.24167802  2.01690074  0.          0.        ]]",[-0.55444729 -0.43008646]
22,[ 0.29639238 -0.54720324],"[ 0.78832833  1.39129267  0.9086086  -0.15792563  1.29631045  1.26731128
 -0.07732959  0.5453908  -0.46514902 -0.10234242  0.        ]",[-0.00926294 -1.65380754],-0.00452844968614,-0.00452844968614,"[[ 0.57810974  0.41056177  0.14785596  0.14381908]
 [-3.50256503  5.41527158  0.          0.        ]]",[-0.55444729 -0.43008646]
23,[ 0.90918344  0.35792491],"[  8.41464371e-01   1.35415830e+00   8.19165242e-01  -8.85288330e-05
   1.29630841e+00   1.26730934e+00  -7.36121187e-02  -1.06420335e-01
  -4.29005642e-01  -1.78324229e-01   0.00000000e+00]",[ 1.62350338  1.01480352],-0.00339565581614,-0.00339565581614,"[[ 0.50840071  0.47806333  0.14785596  0.14381908]
 [-3.46846071  1.34843762  0.          0.        ]]",[-0.55444729 -0.43008646]
24,[-0.68365157 -1.12254786],"[ 0.86174151  1.31256936  0.78088192  0.14991197  1.29630636  1.26730739
  0.36493371  0.52368939 -0.44889652 -0.18271558  0.        ]",[-0.02823243 -0.7539675 ],-0.00420649126259,-0.00420649126259,"[[ 0.47939807  0.54447729  0.14785596  0.14381908]
 [ 0.55483377  5.27987011  0.          0.        ]]",[-0.55444729 -0.43008646]
25,[-0.52071118 -0.60431308],"[ 0.85495731  1.26011087  0.793986    0.31130607  1.29630432  1.26730545
  0.35168557  0.02845745 -0.530561   -0.11582711  0.        ]",[ 0.04926308 -1.06747554],-0.0106395275272,-0.0106395275272,"[[ 0.4892755   0.61907284  0.14785596  0.14381908]
 [ 0.43329538  2.18998155  0.          0.        ]]",[-0.55444729 -0.43008646]
26,[-0.25106427  0.25461131],"[ 0.84757142  1.25740129  0.8079056   0.31896636  1.29630227  1.26730351
  0.37214644 -0.61312494 -0.54863248 -0.09571331  0.        ]",[-1.27491816  1.38192234],-0.0128328160391,-0.0128328160391,"[[ 0.49982487  0.62270895  0.14785596  0.14381908]
 [ 0.62100891 -1.81302867  0.          0.        ]]",[-0.55444729 -0.43008646]
27,[ 0.71706873 -0.12266058],"[ 0.86645809  1.25452403  0.77157295  0.32703715  1.29630023  1.26730156
 -0.06057714  0.02747149 -0.51439003 -0.14022875  0.        ]",[-0.78009554  0.62372512],-0.0088186752287,-0.0088186752287,"[[ 0.47241414  0.62655022  0.14785596  0.14381908]
 [-3.34886335  2.18382544  0.          0.        ]]",[-0.55444729 -0.43008646]
28,[ 1.73543239 -0.29063261],"[ 0.92543684  1.20110251  0.63867579  0.46615922  1.29629818  1.26729962
 -0.3898595   0.41652802 -0.44937635 -0.26938923  0.        ]",[ 1.97493276 -0.56605139],-0.0108815380146,-0.0108815380146,"[[ 0.37512757  0.69458214  0.14785596  0.14381908]
 [-6.36975042  4.61125448  0.          0.        ]]",[-0.55444729 -0.43008646]
29,[ 1.02273583 -0.19735235],"[ 0.96696096  1.14244581  0.51621291  0.5990612   1.29629614  1.26729767
  0.05520029  0.04243945 -0.40653914 -0.38296597  0.        ]",[ 0.04989333  0.73348409],-0.0199821218749,-0.0199821218749,"[[ 0.28869872  0.7633888   0.14785596  0.14381908]
 [-2.28670838  2.27721757  0.          0.        ]]",[-0.55444729 -0.43008646]
30,[ 0.7489562  -0.97932249],"[ 0.98381458  1.07426634  0.45359045  0.73291888  1.29629409  1.26729573
  0.08154678  0.50068538 -0.42398746 -0.41454844  0.        ]",[-0.10189146 -0.87563614],-0.0223665584195,-0.0223665584195,"[[ 0.24538952  0.8376196   0.14785596  0.14381908]
 [-2.04500167  5.13633516  0.          0.        ]]",[-0.55444729 -0.43008646]
31,[ 1.28413463 -0.21422321],"[ 0.99834463  1.00874644  0.38849516  0.84452719  1.29629205  1.26729379
  0.04213356 -0.07129797 -0.43544756 -0.45453701  0.        ]",[ 1.00160804  0.07541848],-0.0255707764503,-0.0255707764503,"[[ 0.2008618   0.90453988  0.14785596  0.14381908]
 [-2.40658349  1.56758394  0.          0.        ]]",[-0.55444729 -0.43008646]
32,[ 0.00356539 -0.82344133],"[ 1.00063932  0.9740566   0.3767955   0.89780585  1.29629001  1.26729184
  0.47858779 -0.02860442 -0.45843209 -0.44868937  0.        ]",[ 0.04953267 -1.50939126],-0.0252659666746,-0.0252659666746,"[[ 0.1929042   0.93856409  0.14785596  0.14381908]
 [ 1.59750571  1.83395971  0.          0.        ]]",[-0.55444729 -0.43008646]
33,[ 0.18666792  0.02346832],"[ 0.99031851  0.97757586  0.42607868  0.89256771  1.29628796  1.2672899
  0.49663498 -0.66905833 -0.49387235 -0.39067136  0.        ]",[-0.04959915 -0.00789282],-0.0214941933217,-0.0214941933217,"[[ 0.22651564  0.93515056  0.14785596  0.14381908]
 [ 1.76307625 -2.16199556  0.          0.        ]]",[-0.55444729 -0.43008646]
34,[ 0.17736809  0.08931273],"[ 0.97862763  1.02127187  0.4740123   0.82433421  1.29628592  1.26728796
  0.47144077 -0.66719671 -0.49164803 -0.35646487  0.        ]",[ 0.32008113  0.72641266],-0.018820941682,-0.018820941682,"[[ 0.25945814  0.89202715  0.14785596  0.14381908]
 [ 1.53194465 -2.150384    0.          0.        ]]",[-0.55444729 -0.43008646]
35,[-0.6633004  -0.80447203],"[ 0.96102863  1.03486926  0.5359901   0.80182305  1.29628387  1.26728601
  0.60607887 -0.19943654 -0.53111393 -0.28917704  0.        ]",[-1.00837113 -0.45157755],-0.0162126660809,-0.0162126660809,"[[ 0.30249002  0.87830145  0.14785596  0.14381908]
 [ 2.76713435  0.76808572  0.          0.        ]]",[-0.55444729 -0.43008646]
36,[ 0.68455422  0.07100296],"[ 0.95423165  1.03754331  0.55755121  0.79731891  1.29628183  1.26728407
  0.16890514 -0.48825866 -0.54753707 -0.26486091  0.        ]",[ 0.94827967 -0.75229718],-0.0160692770238,-0.0160692770238,"[[ 0.31759237  0.87558278  0.14785596  0.14381908]
 [-1.24354467 -1.03394759  0.          0.        ]]",[-0.55444729 -0.43008646]
37,[-0.17659459  0.4107641 ],"[ 0.94811097  1.08599426  0.57606621  0.71125412  1.29627978  1.26728212
  0.58064736 -0.96259507 -0.51544362 -0.26927937  0.        ]",[ 1.20499664  1.62839884],-0.0139276160725,-0.0139276160725,"[[ 0.33062111  0.82521018  0.14785596  0.14381908]
 [ 2.53382589 -3.99345263  0.          0.        ]]",[-0.55444729 -0.43008646]
38,[-2.09763694 -1.09983253],"[ 0.89951648  1.12232619  0.70134603  0.64063162  1.29627774  1.26728018
  1.00629453 -0.31550882 -0.59551764 -0.1389182   0.        ]",[-2.6280342  -2.10224574],-0.0173539754857,-0.0173539754857,"[[ 0.42047713  0.7858491   0.14785596  0.14381908]
 [ 6.43876707  0.04387174  0.          0.        ]]",[-0.55444729 -0.43008646]
39,[-0.81662977  0.18881634],"[ 0.84152614  1.15680921  0.81901595  0.56814872  1.29627569  1.26727824
  0.56129436 -0.95007054 -0.68118676 -0.01870882  0.        ]",[-0.83919708 -0.6620585 ],-0.0280031673362,-0.0280031673362,"[[ 0.50829174  0.74700254  0.14785596  0.14381908]
 [ 2.35629438 -3.91531488  0.          0.        ]]",[-0.55444729 -0.43008646]
40,[ 0.55902892  1.41852379],"[ 0.83182388  1.24187929  0.83644054  0.36171544  1.29627365  1.26727629
  0.19441412 -1.35762355 -0.59900326 -0.04797058  0.        ]",[ 0.54040439  0.87838936],-0.0190791640496,-0.0190791640496,"[[ 0.52164715  0.6431831   0.14785596  0.14381908]
 [-1.00949966 -6.45814813  0.          0.        ]]",[-0.55444729 -0.43008646]
41,[-0.30758727  0.55188686],"[ 0.83075669  1.30873643  0.83832243  0.1625405   1.2962716   1.26727435
  0.42949894 -0.77980239 -0.51359643 -0.10119552  0.        ]",[-0.70987677  0.44477887],-0.00916764357463,-0.00916764357463,"[[ 0.52309624  0.5501919   0.14785596  0.14381908]
 [ 1.14719288 -2.85298886  0.          0.        ]]",[-0.55444729 -0.43008646]
42,[ 0.48768517  0.58599776],"[ 0.83476517  1.33388156  0.83120993  0.07584444  1.29626956  1.26727241
  0.12083763 -0.48831811 -0.47088803 -0.13718891  0.        ]",[ 0.53462374  1.12489375],-0.00423480112136,-0.00423480112136,"[[ 0.51762889  0.51137912  0.14785596  0.14381908]
 [-1.68449248 -1.03435163  0.          0.        ]]",[-0.55444729 -0.43008646]
43,[-0.53327328 -0.60445386],"[ 0.8435363   1.32162243  0.81532685  0.11906415  1.29626751  1.26727046
  0.35485749  0.14946704 -0.47156185 -0.14544899  0.        ]",[-0.40167391 -1.38453779],-0.0043700462822,-0.0043700462822,"[[ 0.50547962  0.53061758  0.14785596  0.14381908]
 [ 0.46242727  2.94493966  0.          0.        ]]",[-0.55444729 -0.43008646]
44,[ 0.34798738  0.48233074],"[ 0.84834261  1.30938712  0.80642614  0.16037013  1.29626547  1.26726852
  0.18080344 -0.49441376 -0.47918092 -0.14462252  0.        ]",[ 0.98344571 -0.78857872],-0.005152710216,-0.005152710216,"[[ 0.49870726  0.54920928  0.14785596  0.14381908]
 [-1.13435714 -1.07238325  0.          0.        ]]",[-0.55444729 -0.43008646]
45,[-0.56324649  0.79930556],"[ 0.83646442  1.34299112  0.82816142  0.0423958   1.29626342  1.26726658
  0.60745891 -0.99168923 -0.45455428 -0.15199718  0.        ]",[-0.27808721  0.54106042],-0.00282070695013,-0.00282070695013,"[[ 0.51529229  0.49663201  0.14785596  0.14381908]
 [ 2.77981564 -4.17500529  0.          0.        ]]",[-0.55444729 -0.43008646]
46,[-0.52551782  0.46645755],"[ 0.80325278  1.37816793  0.8848238  -0.09913238  1.29626138  1.26726463
  0.48145838 -0.63500275 -0.46082142 -0.11754239  0.        ]",[-1.00571508 -0.11386723],-0.00350589109477,-0.00350589109477,"[[ 0.55929073  0.4354605   0.14785596  0.14381908]
 [ 1.62388124 -1.94956045  0.          0.        ]]",[-0.55444729 -0.43008646]
47,[ 0.85710841  1.16018701],"[ 0.80911318  1.40035831  0.87522511 -0.20136692  1.29625933  1.26726269
  0.04675675 -0.70084348 -0.41343383 -0.16474527  0.        ]",[ 0.25407785  1.37365311],-0.00293010797066,-0.00293010797066,"[[ 0.55175566  0.39234765  0.14785596  0.14381908]
 [-2.36409959 -2.36035946  0.          0.        ]]",[-0.55444729 -0.43008646]
48,[ 0.33981317  0.21754697],"[ 0.83666516  1.40375977  0.82779405 -0.21817962  1.29625729  1.26726074
  0.1612545  -0.05878903 -0.35920418 -0.24042271  0.        ]",[ 0.47334395  0.51835526],-0.0112583217371,-0.0112583217371,"[[ 0.51501275  0.38533315  0.14785596  0.14381908]
 [-1.31368947  1.64556154  0.          0.        ]]",[-0.55444729 -0.43008646]
49,[-0.49583849 -0.57969004],"[ 0.84188497  1.37651228  0.81833738 -0.0919904   1.29625524  1.2672588
  0.36812103  0.26483962 -0.39412915 -0.21031495  0.        ]",[-0.1016209   0.14145386],-0.0070927469613,-0.0070927469613,"[[ 0.50778009  0.43850355  0.14785596  0.14381908]
 [ 0.58411764  3.66475284  0.          0.        ]]",[-0.55444729 -0.43008646]
