timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
35,[-0.04600831  0.71557218],"[-1.54028911 -0.5583009  -0.80252028 -0.04166272 -0.42339144 -0.62646169
  1.09289256 -1.09783887  0.2647862   0.41043153  0.        ]",[-1.26704111  2.31080235],-0.090825309707,-0.090825309707,"[[-2.50877981  2.8995111  -0.0506977  -0.07290772]
 [ 8.10080081 -5.16033213  0.          0.        ]]",[-0.16557017 -0.12206806]
36,[-0.03728228  0.65102899],"[-1.43070008 -0.53496619 -0.9450054   0.15619228 -0.42339059 -0.62646021
  0.75839391 -0.52935009  0.30271452  0.38013636  0.        ]",[-0.14663657  2.0185872 ],-0.0929335523429,-0.0929335523429,"[[-2.38809606  2.83705525 -0.0506977  -0.07290772]
 [ 3.98131328 -1.09877727  0.          0.        ]]",[-0.16557017 -0.12206806]
37,[-0.08347027  0.60723978],"[-1.35696321 -0.54221074 -1.02390756  0.09962461 -0.42338974 -0.62645872
  0.70486353  0.02790508  0.30596858  0.41250998  0.        ]",[-1.66205926  1.74845751],-0.0953977928259,-0.0953977928259,"[[-2.31508414  2.85502538 -0.0506977  -0.07290772]
 [ 3.32208331  2.88252285  0.          0.        ]]",[-0.16557017 -0.12206806]
38,[-0.09218717  0.54439539],"[-1.32937715 -0.57381283 -1.05062991 -0.20980466 -0.42338889 -0.62645723
  0.37805164  0.57411072  0.26354785  0.49544295  0.        ]",[-1.86774738  0.43816579],-0.0969049850524,-0.0969049850524,"[[-2.28902486  2.95182949 -0.0506977  -0.07290772]
 [-0.70274767  6.78488206  0.          0.        ]]",[-0.16557017 -0.12206806]
39,[-0.10766323  0.53261226],"[-1.38542845 -0.59389076 -0.99477727 -0.55753059 -0.42338804 -0.62645574
  0.05767281 -0.16200118  0.20350227  0.57148045  0.        ]",[-0.56413952  2.23046582],-0.0974644229574,-0.0974644229574,"[[-2.34266621  3.0585441  -0.0506977  -0.07290772]
 [-4.64835463  1.52575649  0.          0.        ]]",[-0.16557017 -0.12206806]
40,[-0.05511133  0.57040054],"[-1.49530147 -0.59350513 -0.86523798 -0.54677023 -0.42338718 -0.62645426
 -0.11622986 -0.51512269  0.20726637  0.55239568  0.        ]",[ 0.56346833  1.23401052],-0.0961711898413,-0.0961711898413,"[[-2.45712195  3.05526267 -0.0506977  -0.07290772]
 [-6.7900425  -0.99711053  0.          0.        ]]",[-0.16557017 -0.12206806]
41,[-0.03572681  0.5954538 ],"[-1.58892203 -0.59070776 -0.72607699 -0.47831214 -0.42338633 -0.62645277
  0.07583562 -0.50724408  0.21394517  0.52028928  0.        ]",[ 0.92449847  1.27105532],-0.0941058059646,-0.0941058059646,"[[-2.56919038  3.03436064 -0.0506977  -0.07290772]
 [-4.42467675 -0.94083004  0.          0.        ]]",[-0.16557017 -0.12206806]
42,[-0.04235621  0.60919887],"[-1.62654111 -0.5883382  -0.65932929 -0.42945113 -0.42338548 -0.62645128
  0.38016756 -0.45362378  0.21691689  0.5003956   0.        ]",[-0.12230892  1.4692959 ],-0.0927684201114,-0.0927684201114,"[[-2.62007927  3.01941389 -0.0506977  -0.07290772]
 [-0.67670306 -0.5577501   0.          0.        ]]",[-0.16557017 -0.12206806]
43,[-0.03137502  0.61045808],"[-1.63925833 -0.58691159 -0.63488814 -0.4027621  -0.42338463 -0.62644979
  0.34193435 -0.41520784  0.21841585  0.49063533  0.        ]",[-0.00421518 -0.24041605],-0.0921299484269,-0.0921299484269,"[[-2.63833749  3.01123835 -0.0506977  -0.07290772]
 [-1.147551   -0.28329628  0.          0.        ]]",[-0.16557017 -0.12206806]
44,[-0.01412271  0.62692565],"[-1.65461753 -0.58402448 -0.60389807 -0.35334721 -0.42338378 -0.62644831
  0.34241997 -0.5476654   0.22115383  0.47382349  0.        ]",[ 0.25339829 -0.12333279],-0.0910673256947,-0.0910673256947,"[[-2.66122843  2.99607749 -0.0506977  -0.07290772]
 [-1.14156235 -1.22963645  0.          0.        ]]",[-0.16557017 -0.12206806]
45,[ 0.00465732  0.64304358],"[-1.66274603 -0.57756714 -0.58676403 -0.25833831 -0.42338293 -0.62644682
  0.42571836 -0.61260419  0.2274551   0.44508467  0.        ]",[-0.30911741  2.14262307],-0.0894814887586,-0.0894814887586,"[[-2.67376691  2.9668297  -0.0506977  -0.07290772]
 [-0.11570486 -1.69359564  0.          0.        ]]",[-0.16557017 -0.12206806]
46,[-0.00495112  0.602359  ],"[-1.67194176 -0.57903008 -0.56671891 -0.27841322 -0.42338208 -0.62644533
  0.32653847 -0.05369541  0.22459567  0.44879022  0.        ]",[ 0.71201398  1.10010857],-0.089476310356,-0.089476310356,"[[-2.68833594  2.97302152 -0.0506977  -0.07290772]
 [-1.33712843  2.29946958  0.          0.        ]]",[-0.16557017 -0.12206806]
47,[-0.04862136  0.60701603],"[-1.6708032  -0.58927721 -0.56921278 -0.44819902 -0.42338122 -0.62644384
  0.55759001 -0.24220153  0.21089771  0.49971477  0.        ]",[-0.59770846  0.40833615],-0.0921459004407,-0.0921459004407,"[[-2.68652802  3.02515288 -0.0506977  -0.07290772]
 [ 1.50835419  0.95270628  0.          0.        ]]",[-0.16557017 -0.12206806]
48,[-0.03055692  0.61510926],"[-1.66694215 -0.5893954  -0.57764525 -0.45063534 -0.42338037 -0.62644235
  0.36299976 -0.43566948  0.21157535  0.49930266  0.        ]",[-0.29322836 -0.40753393],-0.0921765210994,-0.0921765210994,"[[-2.68040524  3.02589856 -0.0506977  -0.07290772]
 [-0.88807015 -0.42950717  0.          0.        ]]",[-0.16557017 -0.12206806]
49,[ 0.00440453  0.63955343],"[-1.6848823  -0.58502863 -0.53715026 -0.3700371  -0.42337952 -0.62644087
  0.27014998 -0.66035047  0.21620134  0.47220005  0.        ]",[-0.34933904  0.23078219],-0.0904598070153,-0.0904598070153,"[[-2.70963939  3.00120278 -0.0506977  -0.07290772]
 [-2.03153332 -2.03472125  0.          0.        ]]",[-0.16557017 -0.12206806]
