timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
10,[ 0.14343201  0.48369703],"[ 0.21509941 -0.4279633  -1.21847042  1.02934525 -1.24673391 -0.65843744
 -0.97827918  2.32264911  1.65187402  0.8591386   0.        ]",[ 0.05596943  0.77362696],-0.251128398589,-0.251128398589,"[[ -1.06732901   2.25612029  -0.14535532  -0.07510157]
 [-13.49953638  17.5476436    0.           0.        ]]",[-0.359907  -0.2725341]
11,[ 0.19923484  0.3839097 ],"[-0.15649937 -0.73399738 -1.36282277  0.24933197 -1.24673141 -0.65843669
 -0.93011814  2.73413876  1.32887613  0.79676318  0.        ]",[-0.27425786 -0.01445245],-0.215249510972,-0.215249510972,"[[ -1.33242058   2.63431662  -0.14535532  -0.07510157]
 [-13.01116259  20.26298776   0.           0.        ]]",[-0.359907  -0.2725341]
12,[-0.16844708  0.10646433],"[-0.55817561 -0.88660374 -1.40474005 -0.77669483 -1.2467289  -0.65843595
 -1.01182822  2.1477633   0.96649265  0.79836305  0.        ]",[-1.26840625 -0.55424758],-0.178413770242,-0.178413770242,"[[ -1.60095627   3.03497418  -0.14535532  -0.07510157]
 [-13.83977785  16.39381877   0.           0.        ]]",[-0.359907  -0.2725341]
13,[-0.40990579 -0.14841765],"[-1.02134433 -0.89380022 -1.31717833 -1.07443123 -1.2467264  -0.65843521
 -1.37532124 -0.43616712  0.87982014  0.80731064  0.        ]",[-1.14527306  0.72570062],-0.170259071334,-0.170259071334,"[[ -1.91473802   3.14526699  -0.14535532  -0.07510157]
 [-17.52589005  -0.65644318   0.           0.        ]]",[-0.359907  -0.2725341]
14,[-0.15056205 -0.30729467],"[-1.51943027 -0.89284799 -1.02076268 -0.95934469 -1.24672389 -0.65843447
 -1.73154621 -0.73216106  0.94600975  0.74983253  0.        ]",[-1.04102371 -1.68137902],-0.174342686241,-0.174342686241,"[[ -2.30150105   3.10270361  -0.14535532  -0.07510157]
 [-21.13832517  -2.60958605   0.           0.        ]]",[-0.359907  -0.2725341]
15,[ 0.09047115 -0.30578786],"[-1.91253445 -0.88304935 -0.46009068 -0.71311309 -1.24672138 -0.65843372
 -2.08071533 -1.32444797  0.98206783  0.5880978   0.        ]",[ 1.27253031 -0.7397665 ],-0.171943830364,-0.171943830364,"[[ -2.75979512   3.01129942  -0.14535532  -0.07510157]
 [-24.6792475   -6.51785081   0.           0.        ]]",[-0.359907  -0.2725341]
16,[ 0.23914452  0.03037804],"[-2.01774122 -0.84126698  0.20240872 -0.2943882  -1.24671888 -0.65843298
 -1.6420765  -1.74883468  0.88975022  0.34631043  0.        ]",[ 0.25478512  1.40941077],-0.15491545772,-0.15491545772,"[[ -3.20875152   2.85284557  -0.14535532  -0.07510157]
 [-20.23116113  -9.31823412   0.           0.        ]]",[-0.359907  -0.2725341]
17,[ 0.66041547  0.25280273],"[-1.86591315 -0.77639526  0.76700513  0.07161664 -1.24671637 -0.65843224
 -1.5030421  -1.12089168  0.67767977  0.23772174  0.        ]",[ 0.45137478  0.60325067],-0.129255596448,-0.129255596448,"[[ -3.59922855   2.70805445  -0.14535532  -0.07510157]
 [-18.82128262  -5.17471316   0.           0.        ]]",[-0.359907  -0.2725341]
18,[ 0.87808335  0.43774426],"[-1.55013657 -0.73103673  1.19506753  0.26059563 -1.24671387 -0.6584315
 -1.29004006 -0.74346229  0.48808462  0.31884388  0.        ]",[ 0.02711987  1.21018271],-0.111241604324,-0.111241604324,"[[ -3.95398198   2.62954806  -0.14535532  -0.07510157]
 [-16.66130072  -2.68421939   0.           0.        ]]",[-0.359907  -0.2725341]
19,[ 1.05133164  0.50909507],"[-1.14090831 -0.72258608  1.47111374  0.2921359  -1.24671136 -0.65843075
 -1.24691445 -0.13543021  0.39732856  0.49133974  0.        ]",[ 1.55566661  1.77696705],-0.108976038394,-0.108976038394,"[[ -4.28281988   2.61611885  -0.14535532  -0.07510157]
 [-16.22399801   1.32792954   0.           0.        ]]",[-0.359907  -0.2725341]
20,[ 1.06127489  0.56406897],"[-0.73515255 -0.76219055  1.59152267  0.13483434 -1.24670886 -0.65843001
 -0.82483902  0.46060123  0.4303837   0.63349769  0.        ]",[ 2.56808998  0.18854772],-0.119129881939,-0.119129881939,"[[ -4.56435546   2.68213759  -0.14535532  -0.07510157]
 [-11.94382576   5.26089188   0.           0.        ]]",[-0.359907  -0.2725341]
21,[ 1.05938864  0.59140527],"[-0.43915727 -0.81781727  1.60620708 -0.14274427 -1.24670635 -0.65842927
 -0.41111508  0.5579494   0.52656856  0.68043096  0.        ]",[ 0.66188481  0.07589219],-0.130436033731,-0.130436033731,"[[-4.76113761  2.79380009 -0.14535532 -0.07510157]
 [-7.74833822  5.9032547   0.          0.        ]]",[-0.359907  -0.2725341]
22,[ 1.02404177  0.54901665],"[-0.24871438 -0.86098917  1.58474742 -0.45350569 -1.24670385 -0.65842853
 -0.13757617  0.5857849   0.6320588   0.66802933  0.        ]",[ 1.41158031 -0.15370087],-0.139839484147,-0.139839484147,"[[-4.88827311  2.91370795 -0.14535532 -0.07510157]
 [-4.97443795  6.08693324  0.          0.        ]]",[-0.359907  -0.2725341]
23,[ 0.83783084  0.42064676],"[-0.16192514 -0.8836822   1.56669423 -0.72370134 -1.24670134 -0.65842778
  0.26254942  0.02007531  0.70973574  0.64100435  0.        ]",[ 0.17524039  1.87867338],-0.146223341138,-0.146223341138,"[[-4.94705009  3.01524597 -0.14535532 -0.07510157]
 [-0.91684826  2.3540613   0.          0.        ]]",[-0.359907  -0.2725341]
24,[ 0.79064614  0.40405792],"[-0.14552303 -0.88583491  1.56267635 -0.76202257 -1.24669884 -0.65842704
  0.33274756 -0.36736398  0.73530996  0.6303911   0.        ]",[ 1.20298197 -0.40398868],-0.148315110354,-0.148315110354,"[[-4.95824499  3.02951721 -0.14535532 -0.07510157]
 [-0.20498163 -0.20248259  0.          0.        ]]",[-0.359907  -0.2725341]
25,[ 0.57226026  0.25808811],"[-0.19792738 -0.88273336  1.5748188  -0.70818174 -1.24669633 -0.6584263
  0.72357297 -0.60915078  0.71774659  0.63330259  0.        ]",[ -1.11390524e-03   1.36389149e+00],-0.146688961157,-0.146688961157,"[[-4.92257974  3.00945992 -0.14535532 -0.07510157]
 [ 3.75829794 -1.79793078  0.          0.        ]]",[-0.359907  -0.2725341]
26,[ 0.52322757  0.158207  ],"[-0.30842123 -0.88106136  1.59410058 -0.68234594 -1.24669383 -0.65842556
  0.71581034 -0.25026401  0.71681448  0.62199863  0.        ]",[ 0.11655239  0.42125543],-0.146118979529,-0.146118979529,"[[-4.8482034   2.99981697 -0.14535532 -0.07510157]
 [ 3.67958755  0.57020123  0.          0.        ]]",[-0.359907  -0.2725341]
27,[ 0.43042004  0.09473407],"[-0.4247339  -0.88219447  1.60540879 -0.69968213 -1.24669132 -0.65842481
  0.75413001 -0.33201323  0.72445265  0.60768376  0.        ]",[ 0.62705413  0.61755184],-0.146287381057,-0.146287381057,"[[-4.77071267  3.00628944 -0.14535532 -0.07510157]
 [ 4.06818764  0.03077314  0.          0.        ]]",[-0.359907  -0.2725341]
28,[ 0.10385354 -0.14885765],"[-0.58374839 -0.88205806  1.6062923  -0.69757158 -1.24668882 -0.65842407
  0.99100904 -0.34727586  0.73177882  0.59037721  0.        ]",[ 0.43276456 -1.54156175],-0.146320079952,-0.146320079952,"[[-4.6652474   3.00550212 -0.14535532 -0.07510157]
 [ 6.47033651 -0.06993997  0.          0.        ]]",[-0.359907  -0.2725341]
29,[-0.22269258 -0.13592058],"[-0.80118281 -0.87391776  1.58014521 -0.58775184 -1.24668631 -0.65842333
  1.14732285 -0.94712983  0.70542844  0.56638536  0.        ]",[ 0.22225174 -0.51698791],-0.142699971318,-0.142699971318,"[[-4.51993617  2.96438976 -0.14535532 -0.07510157]
 [ 8.05549839 -4.02810919  0.          0.        ]]",[-0.359907  -0.2725341]
30,[-0.46706986 -0.14608556],"[-1.04517163 -0.84523732  1.51095383 -0.32357861 -1.24668381 -0.65842259
  1.21835532 -1.24527676  0.62823922  0.5193993   0.        ]",[-2.5299068  -0.84721325],-0.133027401821,-0.133027401821,"[[-4.35159865  2.86408858 -0.14535532 -0.07510157]
 [ 8.77584584 -5.99545967  0.          0.        ]]",[-0.359907  -0.2725341]
31,[-0.05476427  0.46399438],"[-1.22901505 -0.77832069  1.42721939  0.06264527 -1.2466813  -0.65842184
  0.81078255 -1.73570026  0.50230687  0.45590566  0.        ]",[ 0.28848029  0.61170308],-0.117777955551,-0.117777955551,"[[-4.21755072  2.7117102  -0.14535532 -0.07510157]
 [ 4.64275678 -9.23157557  0.          0.        ]]",[-0.359907  -0.2725341]
32,[-0.21624096  0.21106607],"[-1.36219812 -0.68038047  1.3462884   0.43654032 -1.2466788  -0.6584211
  0.91434514 -1.34094123  0.37024096  0.39363917  0.        ]",[ 0.2050384   0.31544561],-0.10198375513,-0.10198375513,"[[-4.11415815  2.55321378 -0.14535532 -0.07510157]
 [ 5.69297379 -6.62675711  0.          0.        ]]",[-0.359907  -0.2725341]
33,[-0.33930343  0.0629366 ],"[-1.50629663 -0.58955032  1.23488616  0.69236705 -1.24667629 -0.65842036
  0.98326873 -1.13178204  0.28764219  0.3114142   0.        ]",[-1.02505668  0.01572222],-0.0903212903151,-0.0903212903151,"[[-3.99328572  2.43452607 -0.14535532 -0.07510157]
 [ 6.39192692 -5.24662192  0.          0.        ]]",[-0.359907  -0.2725341]
34,[ 0.11088043  0.31702402],"[-1.6009928  -0.49942797  1.14452553  0.89496032 -1.24667379 -0.65841962
  0.58039768 -1.10660428  0.21594901  0.2446038   0.        ]",[ 1.21684297  0.85680819],-0.0804265868633,-0.0804265868633,"[[-3.90643785  2.33126014 -0.14535532 -0.07510157]
 [ 2.30651401 -5.08049781  0.          0.        ]]",[-0.359907  -0.2725341]
35,[-0.37561876 -0.24540675],"[-1.6861041  -0.43633253  1.04801077  1.01460824 -1.24667128 -0.65841887
  0.96625743 -0.57724324  0.18424109  0.17348539  0.        ]",[-0.27834885 -1.32972297],-0.0745858122237,-0.0745858122237,"[[-3.82104763  2.26469701 -0.14535532 -0.07510157]
 [ 6.21943842 -1.58748193  0.          0.        ]]",[-0.359907  -0.2725341]
36,[-0.23284766  0.31423646],"[-1.78476588 -0.36490858  0.91095363  1.1323263  -1.24666878 -0.65841813
  0.84546387 -1.17255617  0.16617626  0.07401967  0.        ]",[-0.33966935 -0.39848071],-0.0697542576364,-0.0697542576364,"[[-3.70894902  2.19353417 -0.14535532 -0.07510157]
 [ 4.99451201 -5.51570162  0.          0.        ]]",[-0.359907  -0.2725341]
37,[-0.10347664  0.66954511],"[-1.84927458 -0.23055578  0.79961123  1.3119126  -1.24666627 -0.65841739
  0.703126   -1.39511771  0.08957872 -0.00991788  0.        ]",[-0.03777307  2.7625009 ],-0.0595917390735,-0.0595917390735,"[[-3.62354122  2.06848501 -0.14535532 -0.07510157]
 [ 3.55110725 -6.98430792  0.          0.        ]]",[-0.359907  -0.2725341]
38,[-0.05637356  0.26721716],"[-1.8941794  -0.11787239  0.70615921  1.42743478 -1.24666377 -0.65841664
  0.68141524 -0.77409761  0.03410962 -0.07894517  0.        ]",[-1.36367161  1.0750867 ],-0.0524892132662,-0.0524892132662,"[[-3.55472779  1.96991374 -0.14535532 -0.07510157]
 [ 3.33095185 -2.88647473  0.          0.        ]]",[-0.359907  -0.2725341]
39,[ 0.42725688  0.00826913],"[-1.90958619 -0.09742278  0.66974558  1.44536527 -1.24666126 -0.6584159
  0.28454774 -0.16531556  0.03365666 -0.10595148  0.        ]",[ 0.73420626  0.47265651],-0.0522507313663,-0.0522507313663,"[[-3.52848824  1.95248888 -0.14535532 -0.07510157]
 [-0.69357767  1.13060922  0.          0.        ]]",[-0.359907  -0.2725341]
40,[ 0.01365414 -0.40128261],"[-1.91819096 -0.14548832  0.64815763  1.40178035 -1.24665876 -0.65841516
  0.57247272  0.1148793   0.08377246 -0.12026337  0.        ]",[ 0.60598707 -0.85053852],-0.0578444816837,-0.0578444816837,"[[-3.513065    1.99365148 -0.14535532 -0.07510157]
 [ 2.22619993  2.97949099  0.          0.        ]]",[-0.359907  -0.2725341]
41,[-0.36949146 -0.20501101],"[-1.95220832 -0.1744905   0.5512808   1.37302272 -1.24665625 -0.65841442
  0.80469756 -0.40447717  0.1544075  -0.18061235  0.        ]",[ 0.70731694 -2.08090409],-0.0659012295354,-0.0659012295354,"[[-3.44491297  2.01885715 -0.14535532 -0.07510157]
 [ 4.58114042 -0.44751102  0.          0.        ]]",[-0.359907  -0.2725341]
42,[-0.72753525  0.16974014],"[-1.99545612 -0.11828218  0.37767554  1.4270525  -1.24665375 -0.65841367
  1.0718694  -1.00325731  0.19636197 -0.29342667  0.        ]",[-0.21043576 -0.00699578],-0.0718968432266,-0.0718968432266,"[[-3.32610623  1.97026462 -0.14535532 -0.07510157]
 [ 7.29047608 -4.39859936  0.          0.        ]]",[-0.359907  -0.2725341]
43,[-0.66694081  0.31379408],"[-2.0192784  -0.01436967  0.17430631  1.50933461 -1.24665124 -0.65841293
  0.97548442 -0.99427066  0.22843428 -0.4295034   0.        ]",[-0.65941365  0.93069344],-0.0786431001406,-0.0786431001406,"[[-3.19010336  1.88288739 -0.14535532 -0.07510157]
 [ 6.31307717 -4.3393108   0.          0.        ]]",[-0.359907  -0.2725341]
44,[-0.41010374  0.01603127],"[-2.01913666  0.04519239  0.0254813   1.54687855 -1.24664874 -0.65841219
  0.705736   -0.42273956  0.27514682 -0.5220396   0.        ]",[-0.89829268  0.39682518],-0.0865977080963,-0.0865977080963,"[[-3.09128759  1.83393935 -0.14535532 -0.07510157]
 [ 3.57763967 -0.56803953  0.          0.        ]]",[-0.359907  -0.2725341]
45,[-0.01723565 -0.07154101],"[-2.01553024  0.03965569 -0.02738056  1.54366733 -1.24664623 -0.65841145
  0.34812237 -0.18285165  0.3138664  -0.54518089  0.        ]",[ 0.61662701 -0.11579102],-0.0914305147399,-0.0914305147399,"[[-3.05612023  1.83846033 -0.14535532 -0.07510157]
 [-0.04881898  1.01486977  0.          0.        ]]",[-0.359907  -0.2725341]
46,[-0.32818359 -0.09828168],"[-2.01207785  0.02073488 -0.06265244  1.53226899 -1.24664373 -0.6584107
  0.58890103 -0.25542187  0.35132668 -0.5538218   0.        ]",[-0.55321276  1.37847424],-0.0956159792121,-0.0956159792121,"[[-3.03259855  1.8539532  -0.14535532 -0.07510157]
 [ 2.39285604  0.53601115  0.          0.        ]]",[-0.359907  -0.2725341]
47,[-0.10756807 -0.54997581],"[-2.00741722 -0.04013708 -0.10065121  1.49095132 -1.24664122 -0.65840996
  0.36826561  0.34307557  0.42123341 -0.54326233  0.        ]",[-0.77803012  0.24804605],-0.102573189888,-0.102573189888,"[[-3.00719007  1.90429711 -0.14535532 -0.07510157]
 [ 0.15545875  4.48521718  0.          0.        ]]",[-0.359907  -0.2725341]
48,[ 0.16615805 -0.50963789],"[-2.01245332 -0.1562477  -0.05903907  1.39130506 -1.24663872 -0.65840922
  0.06426923  0.47850388  0.4788248  -0.47071947  0.        ]",[ 0.19553799  0.48793902],-0.106654235674,-0.106654235674,"[[-3.03501064  2.00296771 -0.14535532 -0.07510157]
 [-2.9272789   5.37884756  0.          0.        ]]",[-0.359907  -0.2725341]
49,[ 0.08667648 -0.57443935],"[-2.0186078  -0.29673845  0.01633795  1.22963877 -1.24663621 -0.65840848
  0.14630102  0.75515055  0.53708232 -0.36457173  0.        ]",[-0.04449567 -1.0379285 ],-0.110825284752,-0.110825284752,"[[-3.08521019  2.12886009 -0.14535532 -0.07510157]
 [-2.09541801  7.20431298  0.          0.        ]]",[-0.359907  -0.2725341]
