timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
29,[-0.00744744  0.31514934],"[-1.35730564 -1.19191794  1.02521831 -0.17382713 -0.67785655 -1.6144755
 -1.14867959 -0.03634757  0.21014222  1.15892022  0.        ]",[-0.20432053  0.50039852],-0.19341230254,-0.19341230254,"[[ -3.87076887   3.04064836  -0.0868859   -0.18711154]
 [-13.85030444   0.93714493   0.           0.        ]]",[ 0.01137072 -0.01780486]
30,[-0.00773559  0.31617457],"[-1.05811764 -1.19143441  1.30206288 -0.16769865 -0.67783698 -1.61436033
 -1.19639203 -0.25494553  0.18131692  1.16084646  0.        ]",[ 0.30232416  0.1957562 ],-0.191657740953,-0.191657740953,"[[ -4.15314155   3.03726855  -0.0868859   -0.18711154]
 [-14.38515318  -0.70671199   0.           0.        ]]",[ 0.01137072 -0.01780486]
31,[-0.00782552  0.31678435],"[-0.71326817 -1.18933722  1.47234485 -0.14080105 -0.67781741 -1.61424518
 -1.06400341 -0.25000681  0.1480059   1.17100209  0.        ]",[ 1.24564402 -1.50448367],-0.19078891803,-0.19078891803,"[[ -4.42597751   3.02241363  -0.0868859   -0.18711154]
 [-12.90337559  -0.66961392   0.           0.        ]]",[ 0.01137072 -0.01780486]
32,[-0.00848506  0.31777567],"[-0.41860998 -1.17980937  1.53062097 -0.04529803 -0.67779784 -1.61413006
 -0.68756098 -0.7747774   0.09584358  1.19080211  0.        ]",[ 0.04786715  0.93112957],-0.190257847829,-0.190257847829,"[[-4.64175869  2.96942764 -0.0868859  -0.18711154]
 [-8.68877723 -4.61583074  0.          0.        ]]",[ 0.01137072 -0.01780486]
33,[-0.00799823  0.31859633],"[-0.18236769 -1.16648462  1.52677396  0.05185465 -0.67777828 -1.61401496
 -0.65523492 -0.27231342  0.05114551  1.22544055  0.        ]",[-0.32928019 -0.09947251],-0.192528547402,-0.192528547402,"[[-4.81190479  2.9150192  -0.0868859  -0.18711154]
 [-8.32705095 -0.83760713  0.          0.        ]]",[ 0.01137072 -0.01780486]
34,[-0.00811952  0.31841996],"[ 0.06035476 -1.1604954   1.4758449   0.08822893 -0.67775871 -1.61389989
 -0.75692927 -0.32249863  0.03605083  1.26479909  0.        ]",[-0.37638055  2.45296692],-0.197170576406,-0.197170576406,"[[-4.98987234  2.89448039 -0.0868859  -0.18711154]
 [-9.4659066  -1.21501983  0.          0.        ]]",[ 0.01137072 -0.01780486]
35,[-0.00836177  0.31843263],"[ 0.32135109 -1.16501432  1.36175778  0.06049532 -0.67773915 -1.61378484
 -0.87324775  0.20727146  0.04898819  1.29545627  0.        ]",[ 0.74317571  0.90215398],-0.201999286063,-0.201999286063,"[[ -5.19226031   2.91014762  -0.0868859   -0.18711154]
 [-10.76856346   2.76846363   0.           0.        ]]",[ 0.01137072 -0.01780486]
36,[-0.00843367  0.31794548],"[ 0.53583487 -1.18561269  1.21018993 -0.10178253 -0.67771959 -1.61366981
 -0.59137833  0.49941553  0.09933828  1.27525361  0.        ]",[-0.98064175  1.26368146],-0.201845535518,-0.201845535518,"[[-5.3759694   3.00080803 -0.0868859  -0.18711154]
 [-7.6129105   4.96520678  0.          0.        ]]",[ 0.01137072 -0.01780486]
37,[-0.00944308  0.31622419],"[ 0.72699246 -1.19114869  1.01129792 -0.16918218 -0.67770003 -1.61355481
 -0.92469505 -0.15217246  0.1195979   1.27310328  0.        ]",[-0.90223283  0.78173129],-0.202692073725,-0.202692073725,"[[ -5.56567429   3.03808007  -0.0868859   -0.18711154]
 [-11.34507953   0.06592369   0.           0.        ]]",[ 0.01137072 -0.01780486]
38,[-0.01050596  0.31493059],"[ 0.92707031 -1.18992649  0.6812327  -0.15326331 -0.67768047 -1.61343983
 -1.22364064 -0.24610397  0.12374538  1.30584559  0.        ]",[ 0.11909264  0.84299104],-0.207333357067,-0.207333357067,"[[ -5.82616399   3.02929422  -0.0868859   -0.18711154]
 [-14.6927192   -0.64036815   0.           0.        ]]",[ 0.01137072 -0.01780486]
39,[-0.01152888  0.31435564],"[ 1.04948515 -1.18819145  0.26714355 -0.13232945 -0.67766092 -1.61332488
 -1.15549133 -0.22423378  0.13910351  1.3400478   0.        ]",[ 1.04225705 -0.23021466],-0.212802752828,-0.212802752828,"[[ -6.11236895   3.01772657  -0.0868859   -0.18711154]
 [-13.93031661  -0.47596843   0.           0.        ]]",[ 0.01137072 -0.01780486]
40,[-0.01232485  0.31427824],"[ 1.06671201 -1.18509892 -0.09191796 -0.09878973 -0.67764136 -1.61320996
 -0.77720607 -0.34420002  0.16105081  1.37012953  0.        ]",[-1.49481074  0.1365461 ],-0.218098233232,-0.218098233232,"[[-6.34848381  2.99915681 -0.0868859  -0.18711154]
 [-9.69528136 -1.37799517  0.          0.        ]]",[ 0.01137072 -0.01780486]
41,[-0.01334043  0.31344414],"[ 1.00876142 -1.18092949 -0.43901776 -0.05941586 -0.67762181 -1.61309505
 -1.11364432 -0.26868684  0.19232922  1.3946573   0.        ]",[-1.3157219   0.93285235],-0.223219164785,-0.223219164785,"[[ -6.58018811   2.97729288  -0.0868859   -0.18711154]
 [-13.46259307  -0.81029998   0.           0.        ]]",[ 0.01137072 -0.01780486]
42,[-0.01389699  0.31278726],"[ 0.82415855 -1.18483728 -0.85831525 -0.09725086 -0.67760226 -1.61298018
 -1.44337246  0.22469843  0.22058191  1.38255788  0.        ]",[-0.76796574  1.99424062],-0.223359400489,-0.223359400489,"[[ -6.88648925   2.99830493  -0.0868859   -0.18711154]
 [-17.15522899   2.89913317   0.           0.        ]]",[ 0.01137072 -0.01780486]
43,[-0.01403399  0.31017894],"[ 0.46116718 -1.1893493  -1.25436026 -0.1494229  -0.67758271 -1.61286532
 -1.68449775 -0.14936427  0.2420735   1.35945179  0.        ]",[-0.37294143 -0.51278635],-0.221717982364,-0.221717982364,"[[ -7.25669537   3.02717666  -0.0868859   -0.18711154]
 [-19.85636718   0.08686319   0.           0.        ]]",[ 0.01137072 -0.01780486]
44,[-0.01377153  0.30906782],"[-0.05917949 -1.18645725 -1.49127846 -0.11568631 -0.67756316 -1.61275049
 -1.78112642 -0.41969424  0.29002008  1.3381617   0.        ]",[-1.40593374  1.17107336],-0.222250906179,-0.222250906179,"[[ -7.66469458   3.00852222  -0.0868859   -0.18711154]
 [-20.93993365  -1.94554335   0.           0.        ]]",[ 0.01137072 -0.01780486]
45,[-0.01271547  0.30883989],"[-0.68505038 -1.18491054 -1.46513807 -0.09974454 -0.67754362 -1.61263569
 -2.09746718 -0.07470866  0.31701286  1.28991498  0.        ]",[-0.2534998  -1.15555403],-0.218090608836,-0.218090608836,"[[ -8.11905739   2.99969216  -0.0868859   -0.18711154]
 [-24.48456262   0.64799516   0.           0.        ]]",[ 0.01137072 -0.01780486]
46,[-0.01148631  0.31044528],"[-1.27859525 -1.17972896 -1.09843064 -0.05131132 -0.67752407 -1.61252091
 -2.14358643 -0.60315606  0.33139514  1.21119441  0.        ]",[-0.21737622  0.77642351],-0.20936766998,-0.20936766998,"[[ -8.61395714   2.97279148  -0.0868859   -0.18711154]
 [-25.00365775  -3.32483703   0.           0.        ]]",[ 0.01137072 -0.01780486]
47,[-0.00950705  0.31292319],"[-1.64598771 -1.1716916  -0.45342444  0.01135976 -0.67750453 -1.61240616
 -2.1759744  -0.18551901  0.29917878  1.12573014  0.        ]",[-1.71336547 -1.18422049],-0.196203085074,-0.196203085074,"[[ -9.11769693   2.93779559  -0.0868859   -0.18711154]
 [-25.3691245   -0.18523423   0.           0.        ]]",[ 0.01137072 -0.01780486]
48,[-0.00891724  0.31438693],"[-1.67269256 -1.15968729  0.36334041  0.08845152 -0.67748499 -1.61229142
 -2.48430301 -0.71183952  0.21172767  1.06419422  0.        ]",[ 1.08761448  2.17605648],-0.181630214853,-0.181630214853,"[[ -9.65976596   2.894392    -0.0868859   -0.18711154]
 [-28.82621036  -4.14198898   0.           0.        ]]",[ 0.01137072 -0.01780486]
49,[-0.00761566  0.31632069],"[-1.32243953 -1.14582539  1.06615287  0.16276903 -0.67746545 -1.61217672
 -2.07962874 -0.17429158  0.09789842  1.07343669  0.        ]",[-0.8080036  -0.65686585],-0.174915367275,-0.174915367275,"[[-10.19083689   2.85209596  -0.0868859   -0.18711154]
 [-24.29603055  -0.10105792   0.           0.        ]]",[ 0.01137072 -0.01780486]
