timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
10,[ 1.36662078  0.31282952],"[-1.66282895  1.4915631  -0.87740531  0.40773594 -0.77714884 -1.52575958
 -0.16433975  0.42088196 -0.57936814 -0.09002578  0.        ]",[ 0.35317712 -0.77763732],-0.0187018063408,-0.0187018063408,"[[-2.43124706  0.55238043 -0.09091963 -0.17411277]
 [-5.50268133  5.07621151  0.          0.        ]]",[-0.31787339 -0.2513032 ]
11,[ 1.33405948  0.58019054],"[ -1.75086752e+00   1.44261823e+00  -7.64105821e-01   5.66763041e-01
  -7.77147787e-01  -1.52575530e+00  -1.90944835e-02  -5.60864681e-02
  -6.53309289e-01   5.26691020e-04   0.00000000e+00]",[ 2.14776039  0.2691139 ],-0.0294833719694,-0.0294833719694,"[[-2.52617912  0.62199654 -0.09091963 -0.17411277]
 [-3.99553994  1.89600667  0.          0.        ]]",[-0.31787339 -0.2513032 ]
12,[ 0.8189742   0.34651545],"[-1.78421202  1.40577039 -0.7146738   0.67241852 -0.77714674 -1.52575102
  0.36975399  0.09788949 -0.66464616  0.03252435  0.        ]",[ 0.62960408  2.5564267 ],-0.0319790188702,-0.0319790188702,"[[-2.56560678  0.67021713 -0.09091963 -0.17411277]
 [ 0.03935731  2.92264674  0.          0.        ]]",[-0.31787339 -0.2513032 ]
13,[ 0.3114205  -0.23419493],"[-1.76263677  1.32421921 -0.74711698  0.87387687 -0.77714568 -1.52574673
  0.60961505  0.68294597 -0.53799822 -0.02888368  0.        ]",[ 1.44343426 -1.2528684 ],-0.0166438176862,-0.0166438176862,"[[-2.53984809  0.76780886 -0.09091963 -0.17411277]
 [ 2.52828569  6.82353135  0.          0.        ]]",[-0.31787339 -0.2513032 ]
14,[-0.32236245  0.18820435],"[-1.68111037  1.23611973 -0.85560892  1.05324297 -0.77714463 -1.52574245
  0.98622547  0.0686258  -0.31453755 -0.13040389  0.        ]",[-0.54649923 -0.01009921],-0.0121259502021,-0.0121259502021,"[[-2.45007295  0.86318311 -0.09091963 -0.17411277]
 [ 6.43620301  2.72753821  0.          0.        ]]",[-0.31787339 -0.2513032 ]
15,[-0.29490617  0.2553764 ],"[-1.57313124  1.18324784 -0.97336798  1.14584502 -0.77714358 -1.52573817
  0.76559066  0.05462062 -0.09967485 -0.20261103  0.        ]",[-0.00551819  0.59637944],-0.0372986403922,-0.0372986403922,"[[-2.34431906  0.91679689 -0.09091963 -0.17411277]
 [ 4.14679526  2.63415872  0.          0.        ]]",[-0.31787339 -0.2513032 ]
16,[-0.60427868 -0.07301503],"[-1.48136743  1.10469313 -1.05629666  1.26610624 -0.77714253 -1.52573389
  0.75552921  0.40096197  0.10080162 -0.220555    0.        ]",[ 0.36083768  0.32442604],-0.0602809863777,-0.0602809863777,"[[-2.26243085  0.9926494  -0.09091963 -0.17411277]
 [ 4.04240296  4.94339621  0.          0.        ]]",[-0.31787339 -0.2513032 ]
17,[-1.12125909 -0.28345793],"[-1.36766621  0.98294297 -1.14213609  1.41780988 -0.77714148 -1.5257296
  0.88541239  0.57887834  0.34719462 -0.18610476  0.        ]",[-2.0434549   0.20539591],-0.0881397164302,-0.0881397164302,"[[-2.16806087  1.10341952 -0.09091963 -0.17411277]
 [ 5.39014943  6.12965909  0.          0.        ]]",[-0.31787339 -0.2513032 ]
18,[-0.97434622 -0.37280363],"[-1.2822544   0.83177721 -1.19638022  1.5570139  -0.77714043 -1.52572532
  0.49381528  0.68280249  0.55152326 -0.09195703  0.        ]",[ 0.76037848 -0.70257336],-0.111511220324,-0.111511220324,"[[-2.10102667  1.23296503 -0.09091963 -0.17411277]
 [ 1.3267488   6.82257929  0.          0.        ]]",[-0.31787339 -0.2513032 ]
19,[-1.42376661 -0.16434163],"[-1.20762891  0.70126973 -1.23752945  1.6394578  -0.77713937 -1.52572104
  0.78134622  0.2452021   0.70561008  0.01627036  0.        ]",[-1.53399935 -0.21222234],-0.129859236151,-0.129859236151,"[[-2.04455659  1.34014237 -0.09091963 -0.17411277]
 [ 4.31032161  3.90488021  0.          0.        ]]",[-0.31787339 -0.2513032 ]
20,[-1.18183136 -0.06018656],"[-1.14568783  0.6155183  -1.2676583   1.67630866 -0.77713832 -1.52571675
  0.39178911  0.10770092  0.80767333  0.10359606  0.        ]",[-1.39506649 -0.50420761],-0.142519586338,-0.142519586338,"[[-1.9989066   1.40904154 -0.09091963 -0.17411277]
 [ 0.26809159  2.98809246  0.          0.        ]]",[-0.31787339 -0.2513032 ]
21,[-0.72499049  0.15014318],"[-1.19247787  0.5663398  -1.24521808  1.69152599 -0.77713727 -1.52571247
  0.00993984 -0.20048592  0.78313753  0.12436763  0.        ]",[-0.97674373  0.01639088],-0.14005404338,-0.14005404338,"[[-2.03329898  1.44818676 -0.09091963 -0.17411277]
 [-3.69415931  0.93325897  0.          0.        ]]",[-0.31787339 -0.2513032 ]
22,[-0.09472588  0.08847672],"[-1.33897453  0.54220581 -1.16124221  1.69744489 -0.77713622 -1.52570819
 -0.35553271 -0.19343269  0.64587293  0.09518493  0.        ]",[ 0.08039058  0.34521504],-0.124083661911,-0.124083661911,"[[-2.14523156  1.46732412 -0.09091963 -0.17411277]
 [-7.48647791  0.98028512  0.          0.        ]]",[-0.31787339 -0.2513032 ]
23,[ 0.07102766 -0.18399566],"[-1.51331436  0.5003275  -1.02892093  1.70532955 -0.77713517 -1.5257039
 -0.31062985  0.00862056  0.47314089  0.09081182  0.        ]",[-0.03775999 -0.49001296],-0.104538713563,-0.104538713563,"[[-2.29028624  1.50044653 -0.09091963 -0.17411277]
 [-7.02054803  2.32747079  0.          0.        ]]",[-0.31787339 -0.2513032 ]
24,[ 0.36881617 -0.02982163],"[-1.66232982  0.46660009 -0.87789384  1.70948848 -0.77713412 -1.52569962
 -0.31161493 -0.28932415  0.30516593  0.10898875  0.        ]",[ 1.19328383 -1.71556456],-0.0861663369211,-0.0861663369211,"[[-2.43079992  1.52706434 -0.09091963 -0.17411277]
 [-7.03077267  0.34093087  0.          0.        ]]",[-0.31787339 -0.2513032 ]
25,[ 0.21679294  0.42370814],"[-1.75438716  0.50838688 -0.75897093  1.7040343  -0.77713307 -1.52569534
  0.08326222 -0.8843312   0.14715357  0.10486173  0.        ]",[ 1.07612791  1.58289436],-0.0687098269347,-0.0687098269347,"[[-2.53030487  1.49407847 -0.09091963 -0.17411277]
 [-2.9333502  -3.62626813  0.          0.        ]]",[-0.31787339 -0.2513032 ]
26,[-0.22542761 -0.08405715],"[-1.77007988  0.54893138 -0.73601884  1.69587261 -0.77713201 -1.52569106
  0.47016985 -0.27981392  0.09578473  0.09193154  0.        ]",[-0.24105654  0.63267032],-0.0627522735822,-0.0627522735822,"[[-2.54869051  1.46199338 -0.09091963 -0.17411277]
 [ 1.08137795  0.40432873  0.          0.        ]]",[-0.31787339 -0.2513032 ]
27,[-0.21344569 -0.40938205],"[-1.7600149   0.50704725 -0.75082722  1.70424407 -0.77713096 -1.52568677
  0.37612759  0.09473549  0.13935754  0.10734469  0.        ]",[ 0.70358351 -1.55000882],-0.067938618961,-0.067938618961,"[[-2.53685373  1.49513613 -0.09091963 -0.17411277]
 [ 0.10555863  2.9016228   0.          0.        ]]",[-0.31787339 -0.2513032 ]
28,[-0.54705387  0.03775495],"[-1.73370892  0.48460342 -0.78785748  1.70748508 -0.77712991 -1.52568249
  0.64433935 -0.5078265   0.19354809  0.11076858  0.        ]",[-1.28587823  0.06245816],-0.0739332686793,-0.0739332686793,"[[-2.50681886  1.51285913 -0.09091963 -0.17411277]
 [ 2.88864555 -1.11593597  0.          0.        ]]",[-0.31787339 -0.2513032 ]
29,[-0.13989019  0.06644022],"[-1.71787999  0.5094321  -0.80905206  1.70383684 -0.77712886 -1.52567821
  0.25743422 -0.46730989  0.20102061  0.09421338  0.        ]",[-0.39646797 -1.10988504],-0.07430173848,-0.07430173848,"[[-2.48932667  1.49325075 -0.09091963 -0.17411277]
 [-1.12604166 -0.84579669  0.          0.        ]]",[-0.31787339 -0.2513032 ]
30,[ 0.30810109  0.63193697],"[-1.75180212  0.58069606 -0.76261721  1.68746916 -0.77712781 -1.52567392
  0.10845585 -1.05862294  0.10310145  0.07076336  0.        ]",[ 0.1226035  -0.16651591],-0.0629296104478,-0.0629296104478,"[[-2.52735804  1.43677783 -0.09091963 -0.17411277]
 [-2.67190142 -4.78835765  0.          0.        ]]",[-0.31787339 -0.2513032 ]
31,[ 0.50722623  0.78863221],"[-1.79209689  0.70718766 -0.7021713   1.63635191 -0.77712676 -1.52566964
  0.16034031 -1.14331172 -0.05185145  0.04378702  0.        ]",[ 0.39922017 -0.1005835 ],-0.0453305173485,-0.0453305173485,"[[-2.57539437  1.33534513 -0.09091963 -0.17411277]
 [-2.13352599 -5.35303047  0.          0.        ]]",[-0.31787339 -0.2513032 ]
32,[ 0.52702874  0.91158998],"[-1.81299029  0.84087872 -0.66815128  1.54993706 -0.77712571 -1.52566536
  0.31667769 -1.18720563 -0.19018939  0.02596391  0.        ]",[-0.91387396  2.38397051],-0.0302441474471,-0.0302441474471,"[[-2.60178843  1.22534802 -0.09091963 -0.17411277]
 [-0.51130481 -5.64570699  0.          0.        ]]",[-0.31787339 -0.2513032 ]
33,[ 1.03702569  0.4859432 ],"[-1.84754356  0.92573749 -0.60702493  1.47632702 -0.77712465 -1.52566108
 -0.03093334 -0.57643968 -0.3226995   0.05066234  0.        ]",[ 2.01095834 -0.01507985],-0.0204058910782,-0.0204058910782,"[[-2.64820407  1.15329213 -0.09091963 -0.17411277]
 [-4.11825112 -1.57345892  0.          0.        ]]",[-0.31787339 -0.2513032 ]
34,[ 0.63557541  0.45209476],"[-1.87624467  0.96232485 -0.55058759  1.43971295 -0.7771236  -1.52565679
  0.3582573  -0.58088451 -0.40986895  0.08764194  0.        ]",[ 0.34422788  0.4611672 ],-0.0205137154278,-0.0205137154278,"[[-2.69005051  1.12152546 -0.09091963 -0.17411277]
 [-0.07985887 -1.60309894  0.          0.        ]]",[-0.31787339 -0.2513032 ]
35,[ 0.41376182  0.21827516],"[-1.86819224  0.97762228 -0.5670015   1.42348399 -0.77712255 -1.52565251
  0.48962617 -0.30230618 -0.4064993   0.07588508  0.        ]",[ 0.66672951 -0.01562667],-0.0194581864957,-0.0194581864957,"[[-2.6779709   1.10809942 -0.09091963 -0.17411277]
 [ 1.28327827  0.25430466  0.          0.        ]]",[-0.31787339 -0.2513032 ]
36,[ 0.02342463  0.21422344],"[-1.83140989  0.97260941 -0.63634554  1.42885576 -0.7771215  -1.52564823
  0.74142531 -0.31245028 -0.33126773  0.02822827  0.        ]",[ 0.03843954 -0.18649615],-0.018138416924,-0.018138416924,"[[-2.62609064  1.11250695 -0.09091963 -0.17411277]
 [ 3.89604748  0.18666756  0.          0.        ]]",[-0.31787339 -0.2513032 ]
37,[-0.09191687  0.35025755],"[-1.76893443  0.97683084 -0.73761114  1.42432615 -0.77712045 -1.52564395
  0.74867268 -0.42377059 -0.22355499 -0.03578197  0.        ]",[-0.4784963   0.23302026],-0.024318488377,-0.024318488377,"[[-2.54741503  1.10879334 -0.09091963 -0.17411277]
 [ 3.971259   -0.55555606  0.          0.        ]]",[-0.31787339 -0.2513032 ]
38,[ 0.02004369  0.29119965],"[-1.71640346  0.97880351 -0.81090945  1.4221921  -0.7771194  -1.52563967
  0.55861046 -0.28366291 -0.13835933 -0.07715802  0.        ]",[-0.18448183  0.44973924],-0.0327531700468,-0.0327531700468,"[[-2.48777704  1.10705485 -0.09091963 -0.17411277]
 [ 1.99911245  0.37860025  0.          0.        ]]",[-0.31787339 -0.2513032 ]
39,[-0.02190724  0.06910414],"[-1.68620265  0.94982847 -0.84920543  1.45253402 -0.77711835 -1.52563538
  0.48440608 -0.01767097 -0.06696033 -0.08964159  0.        ]",[-0.64036168 -0.25647316],-0.0407231599181,-0.0407231599181,"[[-2.45552016  1.13242077 -0.09091963 -0.17411277]
 [ 1.2291472   2.15208124  0.          0.        ]]",[-0.31787339 -0.2513032 ]
40,[ 0.28052562  0.19894123],"[-1.68722876  0.91228048 -0.84793692  1.48899723 -0.77711729 -1.5256311
  0.2378957  -0.17627384 -0.03850184 -0.07900632  0.        ]",[ 0.26293602  0.20672737],-0.044074066821,-0.044074066821,"[[-2.45660099  1.16485247 -0.09091963 -0.17411277]
 [-1.32872663  1.0946085   0.          0.        ]]",[-0.31787339 -0.2513032 ]
41,[ 0.11075076  0.0464099 ],"[-1.70221611  0.87721362 -0.82919523  1.5202496  -0.77711624 -1.52562682
  0.34067807 -0.05679563 -0.03431031 -0.06088129  0.        ]",[ 0.67106824  0.49030509],-0.0447738923692,-0.0447738923692,"[[-2.47247499  1.19473726 -0.09091963 -0.17411277]
 [-0.26221916  1.89121876  0.          0.        ]]",[-0.31787339 -0.2513032 ]
42,[-0.35284111 -0.27477747],"[-1.6818852   0.80929896 -0.85445552  1.57345109 -0.77711519 -1.52562254
  0.59704965  0.22866789  0.04847172 -0.04849344  0.        ]",[-1.43425092 -0.51804516],-0.0543319112662,-0.0543319112662,"[[-2.45102912  1.25165807 -0.09091963 -0.17411277]
 [ 2.39798306  3.79452174  0.          0.        ]]",[-0.31787339 -0.2513032 ]
43,[ 0.04996919 -0.01998615],"[-1.6743672   0.74298114 -0.86351714  1.61652845 -0.77711414 -1.52561825
  0.21117009 -0.09011328  0.10788818 -0.02586262  0.        ]",[-0.24598439  0.83042575],-0.06138677305,-0.06138677305,"[[-2.44324244  1.30622333 -0.09091963 -0.17411277]
 [-1.60602499  1.66907897  0.          0.        ]]",[-0.31787339 -0.2513032 ]
44,[ 0.08897934 -0.49990994],"[-1.71365172  0.66141101 -0.81445576  1.65811031 -0.77711309 -1.52561397
  0.12035133  0.39812633  0.10629724  0.02180966  0.        ]",[-0.15052325  1.20862266],-0.0620777755097,-0.0620777755097,"[[-2.48481802  1.37226635 -0.09091963 -0.17411277]
 [-2.54838768  4.92436865  0.          0.        ]]",[-0.31787339 -0.2513032 ]
45,[ 0.14500964 -0.89799351],"[-1.76367389  0.48883264 -0.74530541  1.70685832 -0.77711204 -1.52560969
  0.06773287  0.97738725  0.14539642  0.11732247  0.        ]",[-0.07530179  0.37496537],-0.0688974909085,-0.0688974909085,"[[-2.54126414  1.50950419 -0.09091963 -0.17411277]
 [-3.09437217  8.78653886  0.          0.        ]]",[-0.31787339 -0.2513032 ]
46,[ 0.19112322 -0.86282724],"[-1.81579261  0.24959256 -0.66327234  1.68969812 -0.77711099 -1.52560541
  0.04490412  1.17397558  0.21375352  0.26000294  0.        ]",[ 1.79162056  0.01605462],-0.081302531088,-0.081302531088,"[[ -2.6055284    1.69838615  -0.09091963  -0.17411277]
 [ -3.33124962  10.09728592   0.           0.        ]]",[-0.31787339 -0.2513032 ]
47,[-0.14998685 -0.87767822],"[-1.83554941  0.00202381 -0.62882583  1.56554972 -0.77710993 -1.52560113
  0.43273335  1.15344941  0.32440446  0.42623841  0.        ]",[-0.20086217 -0.82760416],-0.099839704198,-0.099839704198,"[[-2.63177811  1.89895852 -0.09091963 -0.17411277]
 [ 0.69298186  9.96044499  0.          0.        ]]",[-0.31787339 -0.2513032 ]
48,[-0.19789378 -0.73972684],"[-1.83128944 -0.18903937 -0.63641682  1.38581648 -0.77710888 -1.52559684
  0.35484375  0.63239061  0.42522674  0.58231848  0.        ]",[ 0.25660142 -0.42732876],-0.117362098411,-0.117362098411,"[[-2.6260266   2.06331068 -0.09091963 -0.17411277]
 [-0.11521881  6.4863449   0.          0.        ]]",[-0.31787339 -0.2513032 ]
49,[-0.34362546 -0.67616826],"[-1.82536075 -0.30970923 -0.64681955  1.22646753 -0.77710783 -1.52559256
  0.4529778   0.35934176  0.48380714  0.69946262  0.        ]",[ 0.29004462 -0.1942349 ],-0.129105778449,-0.129105778449,"[[-2.61811427  2.17477166 -0.09091963 -0.17411277]
 [ 0.90305146  4.66582337  0.          0.        ]]",[-0.31787339 -0.2513032 ]
