timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
10,[-0.10380819  0.69102389],"[ 0.25400127 -0.18656257  1.44079115  1.49712947  0.7222033   0.59426983
  0.66778719  2.76473495 -1.29272089  0.07001626  0.        ]",[-1.61519267 -0.74145434],-0.148729666393,-0.148729666393,"[[  1.1485248    2.05876793   0.07918122   0.06888146]
 [  5.6901004   22.02225703   0.           0.        ]]",[ 0.03256661 -0.11143601]
11,[-0.08841558  0.6602214 ],"[ 0.16059816 -0.5701645   1.48290359  0.88629033  0.72219526  0.59426395
  0.30654029  2.29515447 -1.23270829 -0.28172652  0.        ]",[-2.04615698  1.19126718],-0.142635226173,-0.142635226173,"[[  1.22150234   2.46538332   0.07918122   0.06888146]
 [  1.62079298  18.65049222   0.           0.        ]]",[ 0.03256661 -0.11143601]
12,[-0.07199824  0.61845779],"[ 0.17047452 -0.79773136  1.47882439  0.0277874   0.72218721  0.59425806
 -0.04769431  2.794857   -1.02849358 -0.52426839  0.        ]",[ 0.68286404  0.30263919],-0.126217621234,-0.126217621234,"[[  1.21388344   2.87441574   0.07918122   0.06888146]
 [ -2.36952805  22.24075658   0.           0.        ]]",[ 0.03256661 -0.11143601]
13,[-0.07707381  0.63522875],"[ 0.19600616 -0.83930295  1.46789141 -0.73916504  0.72217917  0.59425217
  0.19642303  0.27262428 -0.80275382 -0.64792556  0.        ]",[-0.69638267  0.59198174],-0.110276307343,-0.110276307343,"[[ 1.19408704  3.20086485  0.07918122  0.06888146]
 [ 0.38035701  4.12465858  0.          0.        ]]",[ 0.03256661 -0.11143601]
14,[-0.08284914  0.66226804],"[ 0.22177256 -0.84061994  1.45619776 -0.68605671  0.72217113  0.59424629
 -0.04904521 -0.807137   -0.82949127 -0.63873072  0.        ]",[-0.43083011 -0.00596689],-0.11214529217,-0.11214529217,"[[ 1.1739501   3.17845839  0.07918122  0.06888146]
 [-2.38471308 -3.63082016  0.          0.        ]]",[ 0.03256661 -0.11143601]
15,[-0.08404435  0.67042083],"[ 0.30259546 -0.84046667  1.41509076 -0.50399414  0.72216308  0.5942404
 -0.19628561 -0.83639479 -0.88775469 -0.60909627  0.        ]",[ 1.09328444  0.99742048],-0.115786096778,-0.115786096778,"[[ 1.10961457  3.10170898  0.07918122  0.06888146]
 [-4.04330083 -3.841039    0.          0.        ]]",[ 0.03256661 -0.11143601]
16,[-0.08279715  0.66671968],"[ 0.35199161 -0.83599925  1.38639474 -0.37601259  0.72215504  0.59423452
  0.162319   -0.55171993 -0.92333996 -0.58247298  0.        ]",[ 0.6934147  -0.03157735],-0.117631630807,-0.117631630807,"[[ 1.06927772  3.04764369  0.07918122  0.06888146]
 [-0.00385927 -1.79640325  0.          0.        ]]",[ 0.03256661 -0.11143601]
17,[-0.08377325  0.67015523],"[ 0.31846063 -0.83089816  1.40612651 -0.28919185  0.722147    0.59422863
  0.40605245 -0.56415432 -0.94507179 -0.56866133  0.        ]",[-0.26166186  0.08413019],-0.119108156188,-0.119108156188,"[[ 1.09674709  3.01081917  0.07918122  0.06888146]
 [ 2.7416455  -1.88575178  0.          0.        ]]",[ 0.03256661 -0.11143601]
18,[-0.08448336  0.67304802],"[ 0.26390506 -0.824716    1.43552809 -0.2094034   0.72213895  0.59422274
  0.30926002 -0.51257851 -0.96548953 -0.55892495  0.        ]",[ 0.89862244  0.07053482],-0.120832064091,-0.120832064091,"[[ 1.1406411   2.97682052  0.07918122  0.06888146]
 [ 1.65138937 -1.51534697  0.          0.        ]]",[ 0.03256661 -0.11143601]
19,[-0.08527899  0.67382842],"[ 0.17672291 -0.81875497  1.47598174 -0.14588397  0.72213091  0.59421686
  0.62221447 -0.46949283 -0.98225801 -0.5576029   0.        ]",[ 0.06708231 -0.10401931],-0.12279659311,-0.12279659311,"[[ 1.20903851  2.94961822  0.07918122  0.06888146]
 [ 5.17660151 -1.20591953  0.          0.        ]]",[ 0.03256661 -0.11143601]
20,[-0.08664568  0.67878592],"[ 0.03835601 -0.81168117  1.52504383 -0.08082567  0.72212287  0.59421097
  0.63668694 -0.52351169 -0.99985819 -0.56493533  0.        ]",[ 1.46289735  0.97740791],-0.125525888851,-0.125525888851,"[[ 1.3142069   2.92160674  0.07918122  0.06888146]
 [ 5.33969349 -1.59393613  0.          0.        ]]",[ 0.03256661 -0.11143601]
21,[-0.08732381  0.66343158],"[-0.15907689 -0.8135954   1.56579108 -0.09767135  0.72211483  0.59420509
  0.97880112  0.01973934 -0.99202275 -0.59392093  0.        ]",[ 0.74430435  0.50458025],-0.126776576643,-0.126776576643,"[[ 1.45966632  2.92887605  0.07918122  0.06888146]
 [ 9.19341566  2.30785518  0.          0.        ]]",[ 0.03256661 -0.11143601]
22,[-0.08492656  0.64907354],"[-0.4509298  -0.82808338  1.56747777 -0.25112548  0.72210678  0.5941992
  1.22425661  0.29155552 -0.93325071 -0.63490453  0.        ]",[ 2.24588683 -0.7339939 ],-0.123209322992,-0.123209322992,"[[  1.67127724   2.9946209    0.07918122   0.06888146]
 [ 11.95847049   4.26012203   0.           0.        ]]",[ 0.03256661 -0.11143601]
23,[-0.08337661  0.65880299],"[-0.82099737 -0.83365439  1.46738786 -0.33363799  0.72209874  0.59419332
  1.55468565 -0.32003462 -0.8845679  -0.65554136  0.        ]",[ 1.45778614  0.55574091],-0.119618137483,-0.119618137483,"[[  1.94779448   3.0296912    0.07918122   0.06888146]
 [ 15.68086398  -0.13245697   0.           0.        ]]",[ 0.03256661 -0.11143601]
24,[-0.0802691   0.65728122],"[-1.23091775 -0.83246571  1.18684081 -0.31417968  0.7220907   0.59418743
  1.87855843 -0.3716956  -0.85656627 -0.6740208   0.        ]",[-0.57518672  0.67379147],-0.118366348159,-0.118366348159,"[[  2.29802174   3.0214363    0.07918122   0.06888146]
 [ 19.32970902  -0.50351611   0.           0.        ]]",[ 0.03256661 -0.11143601]
25,[-0.0751656   0.65405703],"[-1.53556635 -0.83112951  0.75396908 -0.29378666  0.72208266  0.59418155
  1.64237098 -0.34950759 -0.82186377 -0.68229944  0.        ]",[ 1.32333449  1.61038948],-0.115618764726,-0.115618764726,"[[  2.65792732   3.01277593   0.07918122   0.06888146]
 [ 16.66971541  -0.34418007   0.           0.        ]]",[ 0.03256661 -0.11143601]
26,[-0.06934144  0.64536411],"[-1.68507003 -0.83033663  0.2145407  -0.28237505  0.72207462  0.59417566
  1.96449039 -0.32404739 -0.78288861 -0.67377324  0.        ]",[-1.82746007  2.26877859],-0.110921783894,-0.110921783894,"[[  3.02773551   3.00792596   0.07918122   0.06888146]
 [ 20.29900808  -0.16134228   0.           0.        ]]",[ 0.03256661 -0.11143601]
27,[-0.06280036  0.63956815],"[-1.65157201 -0.8299579  -0.33719201 -0.27714368  0.72206658  0.59416978
  1.5772997  -0.31163324 -0.74884775 -0.64870334  0.        ]",[ 0.71476178  2.0788458 ],-0.10508800047,-0.10508800047,"[[  3.38995897   3.00570206   0.07918122   0.06888146]
 [ 15.93787107  -0.07220171   0.           0.        ]]",[ 0.03256661 -0.11143601]
28,[-0.05579853  0.6318928 ],"[-1.45852587 -0.82978323 -0.8168683  -0.27483594  0.72205854  0.59416389
  1.800455   -0.30593734 -0.72573385 -0.61289059  0.        ]",[ 0.74416101  1.00484822],-0.0991960947733,-0.0991960947733,"[[  3.73394455   3.00472133   0.07918122   0.06888146]
 [ 18.45230766  -0.03131157   0.           0.        ]]",[ 0.03256661 -0.11143601]
29,[-0.04790495  0.62766933],"[-1.07344084 -0.82970204 -1.24085961 -0.27384419  0.7220505   0.59415801
  2.0295006  -0.30342422 -0.71446765 -0.56335329  0.        ]",[ 0.02289251 -1.37267604],-0.0930673158181,-0.0930673158181,"[[  4.12888731e+00   3.00430034e+00   7.91812198e-02   6.88814553e-02]
 [  2.10333668e+01  -1.32799328e-02   0.00000000e+00   0.00000000e+00]]",[ 0.03256661 -0.11143601]
30,[-0.04374694  0.64016533],"[-0.54062072 -0.82196775 -1.47368571 -0.18011829  0.72204246  0.59415213
  2.00049148 -0.8547493  -0.69439011 -0.52025829  0.        ]",[ 1.67227092  2.08009315],-0.0867766086706,-0.0867766086706,"[[  4.54628424   2.96430667   0.07918122   0.06888146]
 [ 20.70739609  -3.97290158   0.           0.        ]]",[ 0.03256661 -0.11143601]
31,[-0.04428701  0.63973498],"[ 0.07455147 -0.81257098 -1.43344005 -0.08949505  0.72203442  0.59414624
  2.31545448 -0.29250471 -0.693857   -0.4545845   0.        ]",[ 0.68013352  0.23419946],-0.0804631057954,-0.0804631057954,"[[  4.99604466   2.92536302   0.07918122   0.06888146]
 [ 24.25683302   0.06504012   0.           0.        ]]",[ 0.03256661 -0.11143601]
32,[-0.05230638  0.64634776],"[ 0.67034312 -0.81529439 -1.03908332 -0.11406043  0.72202638  0.59414036
  2.511727   -0.16362959 -0.76248994 -0.39760432  0.        ]",[ 0.98746749  1.57525535],-0.0836498399305,-0.0836498399305,"[[  5.50338194   2.93595026   0.07918122   0.06888146]
 [ 26.46952956   0.99058736   0.           0.        ]]",[ 0.03256661 -0.11143601]
33,[-0.06660888  0.64765084],"[ 1.03734974 -0.82809156 -0.28940923 -0.25267149  0.72201834  0.59413448
  2.81208165  0.38490955 -0.8663599  -0.42609426  0.        ]",[-0.69939242 -0.17834348],-0.0987412662812,-0.0987412662812,"[[  6.06674463   2.99528817   0.07918122   0.06888146]
 [ 29.85548637   4.93008405   0.           0.        ]]",[ 0.03256661 -0.11143601]
34,[-0.07946698  0.66082144],"[ 0.98723874 -0.83467031  0.56219469 -0.3537089   0.7220103   0.59412859
  2.51370347 -0.29317146 -0.91642751 -0.50329351  0.        ]",[-1.42647833  0.26425127],-0.110609604926,-0.110609604926,"[[  6.63013965   3.03820461   0.07918122   0.06888146]
 [ 26.49520958   0.06028629   0.           0.        ]]",[ 0.03256661 -0.11143601]
35,[-0.08729482  0.66314554],"[ 0.61841088 -0.83340832  1.17488851 -0.33150873  0.72200226  0.59412271
  2.11566709 -0.39632947 -0.93469721 -0.54664845  0.        ]",[-0.32398715 -0.64593195],-0.116157559108,-0.116157559108,"[[  7.11505579   3.02879554   0.07918122   0.06888146]
 [ 22.01135879  -0.68058372   0.           0.        ]]",[ 0.03256661 -0.11143601]
36,[-0.09078434  0.6739108 ],"[ 0.11712426 -0.82702855  1.4992194  -0.23944214  0.72199423  0.59411683
  1.96306622 -0.7506243  -0.95584689 -0.58061772  0.        ]",[ 1.07860877  1.60526584],-0.121384823913,-0.121384823913,"[[  7.53803916   2.9896544    0.07918122   0.06888146]
 [ 20.29269682  -3.22505535   0.           0.        ]]",[ 0.03256661 -0.11143601]
37,[-0.08668122  0.66072237],"[-0.48531811 -0.82215966  1.56306352 -0.18293839  0.72198619  0.59411095
  2.27870153 -0.19040938 -0.95276094 -0.63678321  0.        ]",[ 1.81477735  0.08470717],-0.125635626106,-0.125635626106,"[[  7.97958844   2.96551992   0.07918122   0.06888146]
 [ 23.85039142   0.79817071   0.           0.        ]]",[ 0.03256661 -0.11143601]
38,[-0.08191183  0.65340412],"[-1.13473709 -0.82606617  1.27354594 -0.22779149  0.72197815  0.59410506
  2.58802672 -0.14594994 -0.88967463 -0.68558796  0.        ]",[-0.15367488 -0.2865204 ],-0.122977908055,-0.122977908055,"[[  8.49158424   2.9846869    0.07918122   0.06888146]
 [ 27.33757075   1.11745025   0.           0.        ]]",[ 0.03256661 -0.11143601]
39,[-0.07414241  0.64883155],"[-1.58595832 -0.82805493  0.63503321 -0.25298172  0.72197011  0.59409918
  2.48587338 -0.30707526 -0.81870172 -0.69311139  0.        ]",[-0.29957337  1.92941497],-0.116401662054,-0.116401662054,"[[  9.02680082   2.99542584   0.07918122   0.06888146]
 [ 26.18791081  -0.03968768   0.           0.        ]]",[ 0.03256661 -0.11143601]
40,[-0.06508651  0.63649327],"[-1.68574929 -0.82986666 -0.12634958 -0.27769943  0.72196208  0.5940933
  2.33450933 -0.25809613 -0.76092608 -0.6601579   0.        ]",[-1.87885314  0.37747278],-0.10743795336,-0.10743795336,"[[  9.53345765   3.00594688   0.07918122   0.06888146]
 [ 24.48341715   0.31203881   0.           0.        ]]",[ 0.03256661 -0.11143601]
41,[-0.05625708  0.63174534],"[-1.48736633 -0.83004078 -0.76708361 -0.28030791  0.72195404  0.59408742
  1.94010239 -0.31280107 -0.7283598  -0.61543432  0.        ]",[ 0.93464667  0.53364985],-0.0997282428308,-0.0997282428308,"[[  9.97853796   3.00705711   0.07918122   0.06888146]
 [ 20.03942663  -0.08083704   0.           0.        ]]",[ 0.03256661 -0.11143601]
42,[-0.04759985  0.6270234 ],"[-1.07290786 -0.82971442 -1.24117785 -0.27584292  0.721946    0.59408154
  2.23316488 -0.31412032 -0.71482582 -0.56274632  0.        ]",[ 0.4024594   1.62127585],-0.0930623671448,-0.0930623671448,"[[ 10.41247484   3.00515915   0.07918122   0.06888146]
 [ 23.34325159  -0.09032917   0.           0.        ]]",[ 0.03256661 -0.11143601]
43,[-0.04266652  0.62640905],"[-0.45675008 -0.82954097 -1.48635026 -0.27356109  0.72193797  0.59407565
  2.33343992 -0.30451882 -0.72489901 -0.50239866  0.        ]",[ 3.01993113  0.31985701],-0.0882565035442,-0.0882565035442,"[[  1.08906910e+01   3.00418946e+00   7.91812198e-02   6.88814553e-02]
 [  2.44745931e+01  -2.13954561e-02   0.00000000e+00   0.00000000e+00]]",[ 0.03256661 -0.11143601]
44,[-0.04471689  0.63391083],"[ 0.25066588 -0.82937335 -1.36168023 -0.27137611  0.72192993  0.59406977
  2.64159616 -0.3089679  -0.76320989 -0.44999607  0.        ]",[-0.1507784  -0.33429141],-0.0879282588991,-0.0879282588991,"[[ 11.41504641   3.00326085   0.07918122   0.06888146]
 [ 27.94936977  -0.0533632    0.           0.        ]]",[ 0.03256661 -0.11143601]
45,[-0.05529097  0.6505869 ],"[ 0.82527887 -0.82679892 -0.83139147 -0.23769699  0.7219219   0.59406389
  2.53939341 -0.49321    -0.81602338 -0.41733215  0.        ]",[-0.0607025   2.44757838],-0.0917798367602,-0.0917798367602,"[[ 11.962492     2.98891837   0.07918122   0.06888146]
 [ 26.79901526  -1.37647586   0.           0.        ]]",[ 0.03256661 -0.11143601]
46,[-0.07104686  0.65425652],"[ 1.06569302 -0.82903184 -0.07575257 -0.26696387  0.72191386  0.59405801
  2.47088758 -0.04297404 -0.88336982 -0.43762994  0.        ]",[-0.29178597 -0.79404448],-0.101735547516,-0.101735547516,"[[ 12.49073969   3.00138504   0.07918122   0.06888146]
 [ 26.02831182   1.85674109   0.           0.        ]]",[ 0.03256661 -0.11143601]
47,[-0.08244535  0.66760856],"[ 0.94489185 -0.82970297  0.67756286 -0.27638988  0.72190583  0.59405213
  2.3225616  -0.49428209 -0.92783167 -0.48355424  0.        ]",[-0.06759266 -0.19422055],-0.110616762341,-0.110616762341,"[[ 12.9945437    3.00539605   0.07918122   0.06888146]
 [ 24.357644    -1.38418557   0.           0.        ]]",[ 0.03256661 -0.11143601]
48,[-0.09074836  0.67339152],"[ 0.53830603 -0.82305884  1.25000458 -0.1940078   0.72189779  0.59404625
  2.25593417 -0.59760884 -0.96515322 -0.5203541   0.        ]",[ 1.52007878  2.43523063],-0.117964577475,-0.117964577475,"[[ 13.47417265   2.97026731   0.07918122   0.06888146]
 [ 23.60774537  -2.12622524   0.           0.        ]]",[ 0.03256661 -0.11143601]
49,[-0.08900905  0.66089404],"[-0.09773488 -0.82254546  1.55655527 -0.18844751  0.72188976  0.59404037
  2.56558235 -0.04040082 -0.96603462 -0.59671986  0.        ]",[-0.5375561   1.74957314],-0.12391186557,-0.12391186557,"[[ 13.98136465   2.96788971   0.07918122   0.06888146]
 [ 27.09984201   1.87510574   0.           0.        ]]",[ 0.03256661 -0.11143601]
