timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
20,[ 0.94381016 -0.02093905],"[-1.60646069 -1.13397693 -0.78748937 -0.85032342 -0.12883094 -0.21816883
 -0.84787678 -0.12448637 -0.09830377  0.08447418  0.        ]",[ 0.41900649 -0.25497675],-0.0368365505016,-0.0368365505016,"[[-2.5265923   2.98431983 -0.01593047 -0.02559486]
 [-9.80371093  1.16652232  0.          0.        ]]",[-0.68836045 -0.55045128]
21,[ 0.67695522  0.07569128],"[-1.73631804 -1.13649739 -0.55807995 -0.88318867 -0.12883087 -0.21816872
 -0.63473872 -0.2956385  -0.12071258  0.06477484  0.        ]",[-0.1483966   0.69040017],-0.0341364692687,-0.0341364692687,"[[-2.70407486  2.99728913 -0.01593047 -0.02559486]
 [-7.95071738  0.13385366  0.          0.        ]]",[-0.68836045 -0.55045128]
22,[ 0.83922571  0.14099908],"[-1.81921817 -1.13805944 -0.32917843 -0.90516021 -0.1288308  -0.2181686
 -0.68421555 -0.28254231 -0.14090826  0.04819514  0.        ]",[ 1.34511088 -0.13969077],-0.0317442611137,-0.0317442611137,"[[-2.86740482  3.00594592 -0.01593047 -0.02559486]
 [-8.38086745  0.21287016  0.          0.        ]]",[-0.68836045 -0.55045128]
23,[ 0.21138737  0.09858477],"[-1.85776179 -1.13776865 -0.14455591 -0.90098497 -0.12883074 -0.21816849
 -0.20972329 -0.37743799 -0.15654097  0.025178    0.        ]",[ 0.11459868 -0.35513388],-0.0295724775326,-0.0295724775326,"[[-2.99363294  3.00430207 -0.01593047 -0.02559486]
 [-4.25569043 -0.35969551  0.          0.        ]]",[-0.68836045 -0.55045128]
24,[ 0.20899133  0.29563251],"[-1.87029894 -1.13371752 -0.02596381 -0.84715909 -0.12883067 -0.21816837
 -0.14784947 -0.60931329 -0.16935564 -0.01672435  0.        ]",[ 1.66575379  0.36976602],-0.0271986021312,-0.0271986021312,"[[-3.07334962  2.98307104 -0.01593047 -0.02559486]
 [-3.71776797 -1.75874465  0.          0.        ]]",[-0.68836045 -0.55045128]
25,[-0.59914416 -0.11811817],"[-1.87282924 -1.12934342  0.02469583 -0.79628295 -0.12883061 -0.21816826
  0.31603429 -0.36085374 -0.1779189  -0.05004041  0.        ]",[-1.18253167 -0.4318072 ],-0.0256421606099,-0.0256421606099,"[[-3.10724108  2.96293718 -0.01593047 -0.02559486]
 [ 0.31517856 -0.25963678  0.          0.        ]]",[-0.68836045 -0.55045128]
26,[ 0.21133119  0.35975093],"[-1.87368494 -1.12389691  0.07480526 -0.7401557  -0.12883054 -0.21816814
 -0.14010116 -0.64340489 -0.18884253 -0.085696    0.        ]",[ 0.43981921  0.55790946],-0.0240148830184,-0.0240148830184,"[[-3.14072552  2.94063957 -0.01593047 -0.02559486]
 [-3.65040243 -1.96444347  0.          0.        ]]",[-0.68836045 -0.55045128]
27,[-0.21701691 -0.04004008],"[-1.87155966 -1.11939487  0.15680631 -0.69819992 -0.12883047 -0.21816803
  0.06851992 -0.27081692 -0.20552624 -0.1144564   0.        ]",[-0.0140822  -0.06228027],-0.0220914256805,-0.0220914256805,"[[-3.19553585  2.92390611 -0.01593047 -0.02559486]
 [-1.83667934  0.28360615  0.          0.        ]]",[-0.68836045 -0.55045128]
28,[-0.17976558  0.00926733],"[-1.86765906 -1.12026558  0.21193266 -0.70606447 -0.12883041 -0.21816791
  0.0662877  -0.31261976 -0.213304   -0.11285094  0.        ]",[ 0.7042819  -0.21315234],-0.0213121694747,-0.0213121694747,"[[-3.23246415  2.9270476  -0.01593047 -0.02559486]
 [-1.8560857   0.03138324  0.          0.        ]]",[-0.68836045 -0.55045128]
29,[-0.81632459 -0.17311901],"[-1.86643734 -1.11806332  0.22500901 -0.68643203 -0.12883034 -0.2181678
  0.39124682 -0.45258613 -0.21804044 -0.12429889  0.        ]",[-0.89586897 -0.06222976],-0.0207842925629,-0.0207842925629,"[[-3.24124023  2.91920208 -0.01593047 -0.02559486]
 [ 0.96906311 -0.81312015  0.          0.        ]]",[-0.68836045 -0.55045128]
30,[-0.00976594  0.21417463],"[-1.86385855 -1.11254159  0.24941254 -0.64009304 -0.12883028 -0.21816768
 -0.01894762 -0.49078014 -0.22891283 -0.15072103  0.        ]",[-0.15884684  0.67432176],-0.0197083521083,-0.0197083521083,"[[-3.25763952  2.90062751 -0.01593047 -0.02559486]
 [-2.5971056  -1.04356945  0.          0.        ]]",[-0.68836045 -0.55045128]
31,[ 0.03259057 -0.04043728],"[-1.85169553 -1.11440873  0.33491322 -0.6553501  -0.12883021 -0.21816757
 -0.08536219 -0.04483321 -0.24159292 -0.14482932  0.        ]",[-0.17095244  1.0572833 ],-0.0183982918326,-0.0183982918326,"[[-3.31537483  2.90675245 -0.01593047 -0.02559486]
 [-3.17450397  1.64709571  0.          0.        ]]",[-0.68836045 -0.55045128]
32,[ 0.13188148 -0.35703176],"[-1.83065746 -1.13288472  0.43688342 -0.83709351 -0.12883015 -0.21816746
 -0.15596987  0.60601239 -0.22623777 -0.0511051   0.        ]",[ 0.2919876  -1.32095347],-0.0208988671092,-0.0208988671092,"[[-3.3850239   2.97909466 -0.01593047 -0.02559486]
 [-3.78835657  5.57403825  0.          0.        ]]",[-0.68836045 -0.55045128]
33,[ 0.19418906  0.24110776],"[-1.80552754 -1.14153392  0.52822236 -0.96021088 -0.12883008 -0.21816734
 -0.01439696 -0.32264286 -0.21529887  0.01115277  0.        ]",[-0.38885143 -0.15882942],-0.0237351399749,-0.0237351399749,"[[-3.44844221  3.02759422 -0.01593047 -0.02559486]
 [-2.55754493 -0.02909252  0.          0.        ]]",[-0.68836045 -0.55045128]
34,[ 0.50871027  0.46795741],"[-1.77339245 -1.14016999  0.62147001 -0.937537   -0.12883001 -0.21816723
 -0.18566515 -0.44567569 -0.23000034 -0.00566389  0.        ]",[ 1.40753969  0.46930186],-0.0218282783499,-0.0218282783499,"[[-3.51453256  3.01868636 -0.01593047 -0.02559486]
 [-4.04652256 -0.77142401  0.          0.        ]]",[-0.68836045 -0.55045128]
35,[-0.46735841 -0.00561661],"[-1.75081574 -1.13849844  0.67732567 -0.91182998 -0.12882995 -0.21816711
  0.27896549 -0.36906332 -0.2420609  -0.02017482  0.        ]",[-0.38797903  0.84358474],-0.0202486110172,-0.0202486110172,"[[-3.55493415  3.0085749  -0.01593047 -0.02559486]
 [-0.00710257 -0.3091777   0.          0.        ]]",[-0.68836045 -0.55045128]
36,[-0.08122191  0.16464725],"[-1.74153925 -1.13786281  0.69857081 -0.90257015 -0.12882988 -0.218167
  0.10229156 -0.33369397 -0.24674915 -0.02507427  0.        ]",[-0.03435581  0.00443692],-0.0196607824063,-0.0196607824063,"[[-3.57048709  3.0049296  -0.01593047 -0.02559486]
 [-1.5430741  -0.09577475  0.          0.        ]]",[-0.68836045 -0.55045128]
37,[-0.0686081   0.18105328],"[-1.72150222 -1.13750333  0.74169615 -0.89745006 -0.12882982 -0.21816688
  0.09015911 -0.33341442 -0.25340679 -0.02811267  0.        ]",[-0.96834302 -0.24084799],-0.0189508067306,-0.0189508067306,"[[-3.60240686  3.00291334 -0.01593047 -0.02559486]
 [-1.64855106 -0.09408917  0.          0.        ]]",[-0.68836045 -0.55045128]
38,[ 0.78042245  0.66543937],"[-1.67211477 -1.13537251  0.83527022 -0.86844834 -0.12882975 -0.21816677
 -0.34708853 -0.49119252 -0.27350069 -0.04167812  0.        ]",[ 1.09726685  0.6940038 ],-0.0166683922793,-0.0166683922793,"[[-3.6735181   2.99148016 -0.01593047 -0.02559486]
 [-5.44990278 -1.04605809  0.          0.        ]]",[-0.68836045 -0.55045128]
39,[-0.26580772 -0.06602746],"[-1.61878548 -1.13666894  0.92140132 -0.88584141 -0.12882969 -0.21816665
  0.12074927 -0.03228669 -0.28094737 -0.03308236  0.        ]",[-1.16279633  0.01170647],-0.0162786107517,-0.0162786107517,"[[-3.74170766  2.9983397  -0.01593047 -0.02559486]
 [-1.38260882  1.72278659  0.          0.        ]]",[-0.68836045 -0.55045128]
40,[ 0.74424505  0.59972048],"[-1.56084283 -1.13933838  1.00232656 -0.92459735 -0.12882962 -0.21816654
 -0.331526   -0.31349492 -0.28023471 -0.01489303  0.        ]",[ 1.06065879  0.70087981],-0.0170273261204,-0.0170273261204,"[[-3.80881092  3.01360014 -0.01593047 -0.02559486]
 [-5.31460426  0.02609419  0.          0.        ]]",[-0.68836045 -0.55045128]
41,[-0.24167617  0.18293813],"[-1.49929735 -1.13889103  1.07731299 -0.91780503 -0.12882955 -0.21816642
  0.13599    -0.35060193 -0.29365685 -0.01631184  0.        ]",[-1.02526678  0.34315398],-0.0158260400987,-0.0158260400987,"[[-3.87432267  3.01092828 -0.01593047 -0.02559486]
 [-1.2501117  -0.19779487  0.          0.        ]]",[-0.68836045 -0.55045128]
42,[ 0.74684125  0.68026882],"[-1.43417903 -1.13820766  1.14692403 -0.90768253 -0.12882949 -0.21816631
 -0.31657853 -0.34689004 -0.30774908 -0.01700036  0.        ]",[ 0.90498583  0.27218101],-0.014632724301,-0.014632724301,"[[-3.93880145  3.00694452 -0.01593047 -0.02559486]
 [-5.18465289 -0.17540009  0.          0.        ]]",[-0.68836045 -0.55045128]
43,[-0.23093422  0.22704703],"[-1.36235027 -1.13770798  1.214259   -0.90047343 -0.12882942 -0.21816619
  0.10737236 -0.33564694 -0.32128497 -0.01500369  0.        ]",[-0.12838599  0.11698443],-0.0136615324017,-0.0136615324017,"[[-4.00551425  3.00410612 -0.01593047 -0.02559486]
 [-1.49891039 -0.1075652   0.          0.        ]]",[-0.68836045 -0.55045128]
44,[-0.11291209  0.29861984],"[-1.32320942 -1.13739368  1.24737308 -0.89602175 -0.12882936 -0.21816608
  0.05231669 -0.32889519 -0.32857066 -0.01357472  0.        ]",[-0.06481904  1.54129158],-0.0131877310214,-0.0131877310214,"[[-4.04029483  3.00235295 -0.01593047 -0.02559486]
 [-1.97755263 -0.06682922  0.          0.        ]]",[-0.68836045 -0.55045128]
45,[-0.07125799  0.32911617],"[-1.27479946 -1.1373828   1.28523353 -0.89588581 -0.12882929 -0.21816596
  0.02730057 -0.3128359  -0.33539629 -0.00993463  0.        ]",[-0.26376147  0.71826684],-0.0128935249626,-0.0128935249626,"[[-4.08202796  3.00229971 -0.01593047 -0.02559486]
 [-2.19503726  0.03006449  0.          0.        ]]",[-0.68836045 -0.55045128]
46,[ 0.18765698  0.48672807],"[-1.21002161 -1.1374483   1.33104199 -0.89682994 -0.12882922 -0.21816585
 -0.08782246 -0.31607144 -0.34348764 -0.0043113   0.        ]",[ 0.49685839  0.47269165],-0.0126694660278,-0.0126694660278,"[[-4.13597061  3.00267196 -0.01593047 -0.02559486]
 [-3.19589217  0.01054161  0.          0.        ]]",[-0.68836045 -0.55045128]
47,[-0.39145312  0.20196992],"[ -1.15603329e+00  -1.13742369e+00   1.36536341e+00  -8.96499230e-01
  -1.28829159e-01  -2.18165733e-01   1.45732139e-01  -3.20188886e-01
  -3.50308048e-01   3.69840672e-04   0.00000000e+00]",[ 0.00738848  0.13047   ],-0.012527024594,-0.012527024594,"[[-4.17951607  3.002542   -0.01593047 -0.02559486]
 [-1.16541983 -0.01430231  0.          0.        ]]",[-0.68836045 -0.55045128]
48,[-0.41328549  0.20144224],"[-1.12721911 -1.13730719  1.38234964 -0.89487247 -0.12882909 -0.21816562
  0.15175055 -0.32395702 -0.35439005  0.00267653  0.        ]",[-0.66736256 -0.15794059],-0.0124331375967,-0.0124331375967,"[[-4.2022995   3.00190146 -0.01593047 -0.02559486]
 [-1.11309646 -0.03703862  0.          0.        ]]",[-0.68836045 -0.55045128]
49,[ 0.32715526  0.683617  ],"[-1.06460297 -1.13601114  1.41627717 -0.8770892  -0.12882903 -0.2181655
 -0.14964585 -0.427505   -0.36881188  0.00549386  0.        ]",[-0.26628188  0.31401154],-0.0118695241041,-0.0118695241041,"[[-4.25085147  2.99489224 -0.01593047 -0.02559486]
 [-3.73336772 -0.66180228  0.          0.        ]]",[-0.68836045 -0.55045128]
