timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
10,[ 0.21783432  0.51234847],"[-0.08630314  0.4204366  -1.39255385  2.33294457  0.34472524 -0.86954754
 -0.24935318  1.42840431  0.3351363   0.40109545  0.        ]",[ 0.59586559  0.68196466],-0.0982356424152,-0.0982356424152,"[[ -1.34762386   1.83504544   0.03764948  -0.10059221]
 [ -8.38464792  12.87937403   0.           0.        ]]",[-0.17657825 -0.12422615]
11,[ 0.10232956  0.46069789],"[-0.28664995  0.06313214 -1.4256547   1.96932109  0.3447246  -0.86954501
 -0.04334057  1.77065337  0.16953326  0.49760335  0.        ]",[ 0.0012281   0.70156394],-0.0884608296646,-0.0884608296646,"[[ -1.48999098   2.11716277   0.03764948  -0.10059221]
 [ -5.86033206  15.32426363   0.           0.        ]]",[-0.17657825 -0.12422615]
12,[ 0.03533451  0.47997272],"[-0.45178844 -0.28210055 -1.429712    1.26264209  0.34472396 -0.86954248
 -0.03346157  2.11702539 -0.03529637  0.65080697  0.        ]",[ 0.4102078  -0.29415086],-0.0887367940818,-0.0887367940818,"[[ -1.60598353   2.44847445   0.03764948  -0.10059221]
 [ -5.73928342  17.79866449   0.           0.        ]]",[-0.17657825 -0.12422615]
13,[-0.07256201  0.46360189],"[-0.58995516 -0.51620099 -1.41717458  0.29905048  0.34472332 -0.86953994
  0.1083703   1.90463069 -0.2715016   0.79306658  0.        ]",[ 0.91836786 -1.17005624],-0.098789330411,-0.098789330411,"[[ -1.7033323    2.78922577   0.03764948  -0.10059221]
 [ -4.0013907   16.28154621   0.           0.        ]]",[-0.17657825 -0.12422615]
14,[-0.24705878  0.47063619],"[-0.6501466  -0.59454891 -1.40709276 -0.51251836  0.34472268 -0.86953741
  0.41155091  0.40539246 -0.44183888  0.86728669  0.        ]",[ 0.0387915   0.78234124],-0.109476137501,-0.109476137501,"[[-1.74608517  3.04378054  0.03764948 -0.10059221]
 [-0.28646227  5.57183036  0.          0.        ]]",[-0.17657825 -0.12422615]
15,[-0.27878731  0.48584574],"[-0.65594446 -0.59798417 -1.40596435 -0.61075114  0.34472204 -0.86953488
  0.42452459 -0.47768332 -0.49024926  0.88302155  0.        ]",[-0.70108315  0.65205062],-0.11269963188,-0.11269963188,"[[-1.75022014  3.07383814  0.03764948 -0.10059221]
 [-0.12748381 -0.73636855  0.          0.        ]]",[-0.17657825 -0.12422615]
16,[-0.16762394  0.51899719],"[-0.69840525 -0.59530268 -1.39692778 -0.5313592   0.3447214  -0.86953235
  0.19819019 -0.55746572 -0.46746836  0.87326854  0.        ]",[ 0.17638202  0.0228292 ],-0.110886622515,-0.110886622515,"[[-1.7805954   3.04955227  0.03764948 -0.10059221]
 [-2.90078232 -1.30629658  0.          0.        ]]",[-0.17657825 -0.12422615]
17,[-0.1548709   0.52837831],"[-0.76828104 -0.59170076 -1.37887002 -0.449952    0.34472076 -0.86952982
  0.25987066 -0.54118568 -0.44521094  0.85900301  0.        ]",[ 2.36295311  0.4710619 ],-0.108657064997,-0.108657064997,"[[-1.83102803  3.02459309  0.03764948 -0.10059221]
 [-2.14499966 -1.19000979  0.          0.        ]]",[-0.17657825 -0.12422615]
18,[-0.27818871  0.49921831],"[-0.77206226 -0.58917041 -1.37777058 -0.40197172  0.34472012 -0.86952729
  0.58646393 -0.43310025 -0.43373083  0.85312903  0.        ]",[ 0.08933188  0.17401766],-0.107694897067,-0.107694897067,"[[-1.8337767   3.00984922  0.03764948 -0.10059221]
 [ 1.85679039 -0.41791777  0.          0.        ]]",[-0.17657825 -0.12422615]
19,[-0.31183794  0.48928636],"[-0.71630409 -0.58815117 -1.39266443 -0.38412783  0.34471948 -0.86952476
  0.61232897 -0.39816333 -0.43121504  0.85710554  0.        ]",[ 0.02274902  0.98667736],-0.108068798604,-0.108068798604,"[[-1.79346088  3.00435893  0.03764948 -0.10059221]
 [ 2.17373363 -0.16835492  0.          0.        ]]",[-0.17657825 -0.12422615]
20,[-0.33759397  0.48280248],"[-0.65494525 -0.58789449 -1.40612372 -0.37976311  0.34471884 -0.86952223
  0.61616697 -0.37568976 -0.43205481  0.86313714  0.        ]",[-0.17740946  0.17805864],-0.10875813372,-0.10875813372,"[[-1.74951417  3.00301551  0.03764948 -0.10059221]
 [ 2.22077815 -0.00782262  0.          0.        ]]",[-0.17657825 -0.12422615]
21,[-0.33630368  0.48115203],"[-0.60300438 -0.58776526 -1.41517426 -0.37759223  0.3447182  -0.86951969
  0.55525188 -0.38050409 -0.4333664   0.86836152  0.        ]",[-1.55024523  0.88966555],-0.109370455382,-0.109370455382,"[[-1.7125873   3.00234736  0.03764948 -0.10059221]
 [ 1.4743977  -0.04221835  0.          0.        ]]",[-0.17657825 -0.12422615]
22,[-0.21169272  0.50331223],"[-0.61784461 -0.58776617 -1.41279546 -0.3776291   0.34471756 -0.86951716
  0.22974224 -0.37149721 -0.43280757  0.86681459  0.        ]",[-1.01407001  1.68310946],-0.109185097818,-0.109185097818,"[[-1.72311699  3.00235893  0.03764948 -0.10059221]
 [-2.51407654  0.0221161   0.          0.        ]]",[-0.17657825 -0.12422615]
23,[-0.0808503   0.52461493],"[-0.74286997 -0.58787919 -1.38585665 -0.37956755  0.34471692 -0.86951463
 -0.08932365 -0.37038062 -0.42942268  0.85376599  0.        ]",[-0.01080979 -0.10922384],-0.107654083427,-0.107654083427,"[[-1.81262399  3.00295597  0.03764948 -0.10059221]
 [-6.42359584  0.03008734  0.          0.        ]]",[-0.17657825 -0.12422615]
24,[-0.02037339  0.55530846],"[-0.91617413 -0.58715291 -1.32685575 -0.36741017  0.34471628 -0.8695121
 -0.08243964 -0.43100933 -0.42298266  0.83254326  0.        ]",[-1.89402567  0.81595748],-0.105140558424,-0.105140558424,"[[-1.94024963  2.9992123   0.03764948 -0.10059221]
 [-6.33924785 -0.40301058  0.          0.        ]]",[-0.17657825 -0.12422615]
25,[ 0.07672849  0.59164512],"[-1.1277382  -0.5878777  -1.21600774 -0.37958539  0.34471564 -0.86950957
 -0.39532395 -0.34927471 -0.42385803  0.80851978  0.        ]",[ 0.9062374   0.08638912],-0.102504877301,-0.102504877301,"[[ -2.10549979   3.00296189   0.03764948  -0.10059221]
 [-10.17301901   0.18084268   0.           0.        ]]",[-0.17657825 -0.12422615]
26,[ 0.09979665  0.62898242],"[-1.31972394 -0.58799681 -1.06893632 -0.3816365   0.34471501 -0.86950704
 -0.08605666 -0.3812626  -0.42620249  0.78337349  0.        ]",[ 0.64041705  0.81847242],-0.0997890958045,-0.0997890958045,"[[-2.27093957  3.00359356  0.03764948 -0.10059221]
 [-6.38358341 -0.04766245  0.          0.        ]]",[-0.17657825 -0.12422615]
27,[ 0.10758788  0.64873689],"[-1.42487266 -0.58791278 -0.96311367 -0.38022528  0.34471437 -0.86950451
  0.13119484 -0.37542093 -0.42876448  0.76756653  0.        ]",[-0.51754832  0.16288753],-0.0981166137651,-0.0981166137651,"[[-2.37190281  3.00315934  0.03764948 -0.10059221]
 [-3.72161274 -0.00593859  0.          0.        ]]",[-0.17657825 -0.12422615]
28,[ 0.14787385  0.67776114],"[-1.51364499 -0.58777591 -0.8544684  -0.377923    0.34471373 -0.86950198
 -0.03002803 -0.38102337 -0.43233277  0.75301693  0.        ]",[-0.14031757 -1.03703197],-0.0966170624689,-0.0966170624689,"[[-2.46615541  3.00245074  0.03764948 -0.10059221]
 [-5.69706308 -0.04596371  0.          0.        ]]",[-0.17657825 -0.12422615]
29,[ 0.21472222  0.75216126],"[-1.61107436 -0.57885244 -0.7060421  -0.24634429  0.34471309 -0.86949945
 -0.06617653 -0.93520717 -0.42583792  0.69955051  0.        ]",[ 1.40342862  1.48167815],-0.0905452503281,-0.0905452503281,"[[-2.58454078  2.96181235  0.03764948 -0.10059221]
 [-6.13998804 -4.00468328  0.          0.        ]]",[-0.17657825 -0.12422615]
30,[ 0.19254768  0.74381751],"[-1.66860711 -0.56800507 -0.5966332  -0.11915718  0.34471245 -0.86949691
  0.2668881  -0.36977788 -0.4249587   0.65013754  0.        ]",[-1.302417    1.85597007],-0.0850961188025,-0.0850961188025,"[[-2.66639438  2.9222435   0.03764948 -0.10059221]
 [-2.05898406  0.0343396   0.          0.        ]]",[-0.17657825 -0.12422615]
31,[ 0.19785231  0.72461998],"[-1.71691088 -0.57905647 -0.48444513 -0.24904565  0.34471181 -0.86949438
 -0.05290336  0.18441121 -0.44257737  0.67683982  0.        ]",[-0.31845706  1.11634845],-0.0885946253627,-0.0885946253627,"[[-2.74688816  2.9626496   0.03764948 -0.10059221]
 [-5.97734293  3.99307193  0.          0.        ]]",[-0.17657825 -0.12422615]
32,[ 0.20300567  0.75459617],"[-1.77720423 -0.59391146 -0.29399986 -0.49799908  0.34471117 -0.86949185
 -0.1461612  -0.19638359 -0.46635809  0.73859006  0.        ]",[ 0.07604303  2.19744002],-0.0961477291005,-0.0961477291005,"[[-2.87789883  3.03933424  0.03764948 -0.10059221]
 [-7.12001858  1.27294847  0.          0.        ]]",[-0.17657825 -0.12422615]
33,[ 0.22059983  0.79957467],"[-1.8151967  -0.59390444 -0.08608361 -0.4978667   0.34471053 -0.86948932
 -0.11009227 -0.46495132 -0.47529326  0.7216598   0.        ]",[ 0.7846978   1.49264119],-0.0946428267029,-0.0946428267029,"[[-3.01586534  3.03929398  0.03764948 -0.10059221]
 [-6.67807502 -0.64550768  0.          0.        ]]",[-0.17657825 -0.12422615]
34,[ 0.20154551  0.81764072],"[-1.82599703 -0.59177691  0.06877059 -0.45193051  0.34470989 -0.86948679
  0.15425997 -0.46525657 -0.48415062  0.69798447  0.        ]",[-0.579963   -0.33530357],-0.092440029548,-0.092440029548,"[[-3.11692838  3.02520351  0.03764948 -0.10059221]
 [-3.43901866 -0.64769486  0.          0.        ]]",[-0.17657825 -0.12422615]
35,[ 0.2391797   0.85978305],"[-1.82327056 -0.58710795  0.20879147 -0.36689641  0.34470925 -0.86948426
 -0.02759366 -0.64933809 -0.49715882  0.66551771  0.        ]",[ 1.06950999  0.55158892],-0.089524480241,-0.089524480241,"[[-3.20806516  2.99905631  0.03764948 -0.10059221]
 [-5.66723042 -1.96264479  0.          0.        ]]",[-0.17657825 -0.12422615]
36,[ 0.18785021  0.83613932],"[-1.81266861 -0.58358114  0.31961968 -0.31194571  0.34470861 -0.86948173
  0.30470476 -0.33812195 -0.51004674  0.64500758  0.        ]",[-1.55696499  1.48739058],-0.0879518323257,-0.0879518323257,"[[-3.28055827  2.98210834  0.03764948 -0.10059221]
 [-1.59565332  0.26044101  0.          0.        ]]",[-0.17657825 -0.12422615]
37,[ 0.22915673  0.85608399],"[-1.79500445 -0.58982877  0.42756559 -0.41436847  0.34470797 -0.8694792
 -0.01585018 -0.2350895  -0.51460371  0.65856006  0.        ]",[-0.63427504 -0.20134193],-0.0895975022982,-0.0895975022982,"[[-3.35187812  3.01366493  0.03764948 -0.10059221]
 [-5.52332808  0.99642213  0.          0.        ]]",[-0.17657825 -0.12422615]
38,[ 0.23682114  0.88697898],"[-1.74249324 -0.5903973   0.62636034 -0.42501254  0.34470733 -0.86947667
 -0.2118878  -0.42261348 -0.52573983  0.66768001  0.        ]",[ 0.05297941  1.75850427],-0.0910987406784,-0.0910987406784,"[[-3.48644486  3.01693673  0.03764948 -0.10059221]
 [-7.92532548 -0.34310776  0.          0.        ]]",[-0.17657825 -0.12422615]
39,[ 0.19432727  0.88926542],"[-1.65216356 -0.58934956  0.84324561 -0.40567126  0.34470669 -0.86947414
 -0.18196251 -0.4078394  -0.54742768  0.65901005  0.        ]",[ 2.03648408  0.94390385],-0.0913149329442,-0.0913149329442,"[[-3.64127254  3.01099126  0.03764948 -0.10059221]
 [-7.55866393 -0.23757911  0.          0.        ]]",[-0.17657825 -0.12422615]
40,[ 0.09983856  0.85409832],"[-1.56969348 -0.58868091  0.98684889 -0.39378878  0.34470605 -0.86947161
  0.15338696 -0.39314021 -0.5633786   0.65619992  0.        ]",[ 0.27084039  1.410438  ],-0.0919038233422,-0.0919038233422,"[[-3.75121957  3.00733641  0.03764948 -0.10059221]
 [-3.44973269 -0.13258529  0.          0.        ]]",[-0.17657825 -0.12422615]
41,[ 0.05230268  0.8354122 ],"[-1.52082745 -0.58833359  1.05788108 -0.38775433  0.34470542 -0.86946908
  0.24647913 -0.3831667  -0.57186222  0.65571986  0.        ]",[-0.89573442  2.23101211],-0.0923394117025,-0.0923394117025,"[[-3.80876989  3.00547974  0.03764948 -0.10059221]
 [-2.30910115 -0.0613479   0.          0.        ]]",[-0.17657825 -0.12422615]
42,[ 0.09442199  0.86775553],"[-1.44551852 -0.58817375  1.15281396 -0.38501697  0.34470478 -0.86946654
 -0.03923553 -0.3783887  -0.58281637  0.65727762  0.        ]",[-0.33139065  0.22516348],-0.0931394050084,-0.0931394050084,"[[-3.89007616  3.00463748  0.03764948 -0.10059221]
 [-5.80985963 -0.02722288  0.          0.        ]]",[-0.17657825 -0.12422615]
43,[ 0.06503544  0.86882293],"[-1.31297023 -0.58794671  1.28823806 -0.38114863  0.34470414 -0.86946401
 -0.13693348 -0.38416883 -0.59972177  0.66206781  0.        ]",[-0.805869    2.02543369],-0.0946447958618,-0.0946447958618,"[[-4.01828384  3.00344697  0.03764948 -0.10059221]
 [-7.00691794 -0.06851653  0.          0.        ]]",[-0.17657825 -0.12422615]
44,[ 0.04915086  0.87843525],"[-1.11360933 -0.58787757  1.43815283 -0.37999229  0.3447035  -0.86946148
 -0.38601898 -0.37317448 -0.62042434  0.67295514  0.        ]",[-0.96590574  1.07885028],-0.0970298767142,-0.0970298767142,"[[ -4.18904342e+00   3.00309121e+00   3.76494777e-02  -1.00592206e-01]
 [ -1.00588709e+01   1.00127543e-02   0.00000000e+00   0.00000000e+00]]",[-0.17657825 -0.12422615]
45,[ 0.01179091  0.87694079],"[-0.80319635 -0.58793616  1.58154771 -0.38101198  0.34470286 -0.86945895
 -0.68188733 -0.37224462 -0.64527307  0.69494994  0.        ]",[ 0.39494076  1.51502504],-0.100813738954,-0.100813738954,"[[ -4.42659335   3.00340534   0.03764948  -0.10059221]
 [-13.68404128   0.01664986   0.           0.        ]]",[-0.17657825 -0.12422615]
46,[-0.15106413  0.81908476],"[-0.44499019 -0.58798804  1.64317625 -0.38191931  0.34470222 -0.86945642
 -0.53215597 -0.37304767 -0.66637535  0.7255224   0.        ]",[-1.03097188  1.8691647 ],-0.105209311659,-0.105209311659,"[[ -4.68186724e+00   3.00368488e+00   3.76494777e-02  -1.00592206e-01]
 [ -1.18494615e+01   1.09085589e-02   0.00000000e+00   0.00000000e+00]]",[-0.17657825 -0.12422615]
47,[-0.20235395  0.78048015],"[-0.05751466 -0.58801775  1.59840844 -0.38244895  0.34470158 -0.86945389
 -0.83614843 -0.37376595 -0.68114181  0.76423972  0.        ]",[ 0.33460213  0.16626789],-0.109981030713,-0.109981030713,"[[ -4.95622772e+00   3.00384814e+00   3.76494777e-02  -1.00592206e-01]
 [ -1.55741742e+01   5.77275042e-03   0.00000000e+00   0.00000000e+00]]",[-0.17657825 -0.12422615]
48,[-0.37794361  0.69177324],"[ 0.32974373 -0.58786375  1.42597844 -0.37984356  0.34470094 -0.86945136
 -0.70286029 -0.38273765 -0.68715443  0.81002066  0.        ]",[ 0.0968125   1.80780951],-0.114879923507,-0.114879923507,"[[ -5.25132582   3.00304632   0.03764948  -0.10059221]
 [-13.94107621  -0.05831832   0.           0.        ]]",[-0.17657825 -0.12422615]
49,[-0.49352965  0.60908622],"[ 0.63159352 -0.58782905  1.16528066 -0.37927524  0.3447003  -0.86944883
 -0.64904983 -0.37214075 -0.6821991   0.85220948  0.        ]",[-0.02230589 -0.26086307],-0.118765925406,-0.118765925406,"[[ -5.5235324    3.00287158   0.03764948  -0.10059221]
 [-13.28178033   0.01737137   0.           0.        ]]",[-0.17657825 -0.12422615]
