timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
35,[ 0.06821987 -0.4600746 ],"[-0.87371728  1.37100518  1.55789637  0.38957609 -1.08492842  1.4826121
  0.20475782  0.44580492 -0.264794   -0.12941492  0.        ]",[-0.07143667 -1.69742428],-0.0185367972934,-0.0185367972934,"[[ 1.82498345  0.59639102 -0.12635382  0.16876677]
 [-1.30622355  5.04157208  0.          0.        ]]",[-0.41127306 -0.31324446]
36,[ 0.27463996  0.11470264],"[-0.83189705  1.32631812  1.56814161  0.51882081 -1.08492673  1.48260869
  0.17876746 -0.1799026  -0.25985739 -0.15194888  0.        ]",[ 0.05831463 -0.13338999],-0.0191221767363,-0.0191221767363,"[[ 1.79629692  0.65649401 -0.12635382  0.16876677]
 [-1.56159628  0.98225503  0.          0.        ]]",[-0.41127306 -0.31324446]
37,[ 0.31255949  0.21564245],"[-0.78992017  1.31526183  1.57715662  0.54841374 -1.08492503  1.48260528
  0.20540965 -0.26432722 -0.22522431 -0.13096035  0.        ]",[ 0.25876872  0.61633818],-0.0228941331291,-0.0228941331291,"[[ 1.76769151  0.67064374 -0.12635382  0.16876677]
 [-1.29981622  0.43454415  0.          0.        ]]",[-0.41127306 -0.31324446]
38,[ 0.03918424 -0.2668466 ],"[-0.76710871  1.28863965  1.58152911  0.61631286 -1.08492333  1.48260187
  0.31213432  0.11046489 -0.22267029 -0.14474502  0.        ]",[ 0.55287378 -1.38073355],-0.0231838394046,-0.0231838394046,"[[ 1.75221649  0.70373048 -0.12635382  0.16876677]
 [-0.25116825  2.86602834  0.          0.        ]]",[-0.41127306 -0.31324446]
39,[-0.26495165  0.12257594],"[-0.79214234  1.27453307  1.57670234  0.65050445 -1.08492163  1.48259846
  0.53539025 -0.50873084 -0.25884398 -0.18227882  0.        ]",[-0.66069186 -0.15079451],-0.0195993772483,-0.0195993772483,"[[ 1.76920277  0.7207465  -0.12635382  0.16876677]
 [ 1.94248301 -1.15103685  0.          0.        ]]",[-0.41127306 -0.31324446]
40,[ 0.21815227  0.42802662],"[-0.81012844  1.29821725  1.57295933  0.59239389 -1.08491993  1.48259505
  0.26547345 -0.59711621 -0.25962337 -0.16859621  0.        ]",[-0.27416793  1.51608008],-0.0193060017086,-0.0193060017086,"[[ 1.78144286  0.69197257 -0.12635382  0.16876677]
 [-0.70963586 -1.72444466  0.          0.        ]]",[-0.41127306 -0.31324446]
41,[ 0.33737743 -0.06540102],"[-0.77341851  1.29367974  1.58034278  0.60378383 -1.08491823  1.48259164
  0.15637207  0.01853856 -0.22529601 -0.14379099  0.        ]",[ 1.14972323 -0.94936671],-0.0228918889378,-0.0228918889378,"[[ 1.75649448  0.69755768 -0.12635382  0.16876677]
 [-1.78163114  2.26964147  0.          0.        ]]",[-0.41127306 -0.31324446]
42,[-0.25263137  0.2097916 ],"[-0.77994686  1.28777628  1.57909455  0.6184133  -1.08491654  1.48258823
  0.56273574 -0.56802856 -0.23655007 -0.15620828  0.        ]",[-1.06775033  0.14819727],-0.021712150709,-0.021712150709,"[[ 1.76092292  0.70476984 -0.12635382  0.16876677]
 [ 2.21117515 -1.53573799  0.          0.        ]]",[-0.41127306 -0.31324446]
43,[ 0.43929976  0.4316116 ],"[-0.78596836  1.30762008  1.57791626  0.56833635 -1.08491484  1.48258482
  0.15561684 -0.47268328 -0.22732022 -0.13710251  0.        ]",[ 1.09031742  1.3886704 ],-0.0226589569607,-0.0226589569607,"[[ 1.76501095  0.68026124 -0.12635382  0.16876677]
 [-1.7890435  -0.91718493  0.          0.        ]]",[-0.41127306 -0.31324446]
44,[-0.42750359 -0.51253563],"[-0.79223074  1.29019592  1.57666382  0.61242674 -1.08491314  1.48258141
  0.56172813  0.14024462 -0.24730718 -0.16337071  0.        ]",[ 0.07208833 -1.39746879],-0.0205927526175,-0.0205927526175,"[[ 1.76926598  0.7018139  -0.12635382  0.16876677]
 [ 2.20127824  3.05920405  0.          0.        ]]",[-0.41127306 -0.31324446]
45,[-0.48999923 -0.03924173],"[-0.86025068  1.2729136   1.56129446  0.65431743 -1.08491144  1.482578
  0.58646086 -0.4794442  -0.32839988 -0.24378098  0.        ]",[ 0.41743123  0.38258451],-0.0148350263707,-0.0148350263707,"[[ 1.81573003  0.7226615  -0.12635382  0.16876677]
 [ 2.44429936 -0.96104587  0.          0.        ]]",[-0.41127306 -0.31324446]
46,[-0.98387694 -0.51944906],"[-0.95400614  1.27612234  1.53453506  0.6466646  -1.08490974  1.48257459
  0.74956532 -0.2430923  -0.4180957  -0.32936306  0.        ]",[-1.75795651 -0.18999216],-0.016857401826,-0.016857401826,"[[ 1.88069551  0.71882509 -0.12635382  0.16876677]
 [ 4.0469171   0.5722911   0.          0.        ]]",[-0.41127306 -0.31324446]
47,[-0.39425009 -0.2341246 ],"[-1.01142068  1.27294144  1.51481489  0.65423861 -1.08490804  1.48257118
  0.33879352 -0.36059288 -0.47476765 -0.3931785   0.        ]",[-0.4585336   0.38549469],-0.0227893930572,-0.0227893930572,"[[ 1.92113848  0.72262258 -0.12635382  0.16876677]
 [ 0.01081577 -0.18999791  0.          0.        ]]",[-0.41127306 -0.31324446]
48,[-0.09197105 -0.34769189],"[-0.98597434  1.2631802   1.5238701   0.67713726 -1.08490634  1.48256777
  0.15409043 -0.12463752 -0.45628677 -0.37905986  0.        ]",[-0.3323223  -0.23983794],-0.0212486606013,-0.0212486606013,"[[ 1.90314609  0.73418131 -0.12635382  0.16876677]
 [-1.80401162  1.34076518  0.          0.        ]]",[-0.41127306 -0.31324446]
49,[ 0.28177011 -0.0540989 ],"[-0.91602642  1.24857535  1.54615783  0.71043131 -1.08490465  1.48256436
  0.0239435  -0.27504926 -0.39819585 -0.32691817  0.        ]",[ 0.68883864  0.33847668],-0.0170016353053,-0.0170016353053,"[[ 1.85423552  0.75120616 -0.12635382  0.16876677]
 [-3.08278922  0.36496623  0.          0.        ]]",[-0.41127306 -0.31324446]
