timestep,avg_action_dist,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist
10,[ 0.31701222  0.29765514],"[-0.79343509  1.45603498 -1.36955153 -1.43796589 -0.50654594 -1.73640563
  0.14909553  1.35801036 -0.43985868 -0.15258742  0.        ]",[ 0.70879793  0.8311273 ],-0.00197435989231,-0.00197435989231,"[[ -1.82316624  -0.08246528  -0.05969617  -0.19935383]
 [ -1.24565379  10.2570433    0.           0.        ]]",[-0.61941856 -0.52150351]
11,[-1.25120878 -0.69274914],"[-0.78853131  1.44523693 -1.37083244 -0.83306321 -0.5065456  -1.7364019
  0.46750946  1.86281261 -0.18719123 -0.22617267  0.        ]",[-0.66364379 -0.49846478],-0.0255879115665,-0.0255879115665,"[[ -1.81971156   0.15364599  -0.05969617  -0.19935383]
 [  1.58174318  13.34380106   0.           0.        ]]",[-0.61941856 -0.52150351]
12,[-1.23654962 -0.68958712],"[-0.7814401   1.35969894 -1.37265318 -0.23023788 -0.50654526 -1.73639818
  0.16844194  1.49699088  0.08324014 -0.21734347  0.        ]",[-1.68298239 -1.19275489],-0.0528249053036,-0.0528249053036,"[[ -1.81472097   0.39807867  -0.05969617  -0.19935383]
 [ -1.07386042  11.10691211   0.           0.        ]]",[-0.61941856 -0.52150351]
13,[-0.24589787 -0.32758427],"[-0.86736579  1.25097728 -1.34792947  0.17819008 -0.50654492 -1.73639445
 -0.27451423  0.81371017  0.15074908 -0.16006299  0.        ]",[-0.74248562 -1.05742918],-0.0594209819313,-0.0594209819313,"[[-1.87566114  0.57829711 -0.05969617 -0.19935383]
 [-5.00714008  6.9288298   0.          0.        ]]",[-0.61941856 -0.52150351]
14,[ 1.14173925  0.1412499 ],"[-1.04296485  1.17733766 -1.27848744  0.38094147 -0.50654458 -1.73639072
 -0.59401677  0.1438713   0.00217754 -0.11143173  0.        ]",[ 1.09860302 -0.65049464],-0.0441289024545,-0.0441289024545,"[[-2.00426869  0.67577855 -0.05969617 -0.19935383]
 [-7.84420054  2.83293768  0.          0.        ]]",[-0.61941856 -0.52150351]
15,[ 0.65317947  0.46632278],"[-1.19223982  1.1525201  -1.19685462  0.44081847 -0.50654424 -1.73638699
 -0.13090053 -0.28677004 -0.18622526 -0.06504607  0.        ]",[ 0.84908566  1.90166845],-0.0252777412683,-0.0252777412683,"[[-2.11989305  0.70601665 -0.05969617 -0.19935383]
 [-3.73191288  0.19967685  0.          0.        ]]",[-0.61941856 -0.52150351]
16,[-0.59840029 -0.52688599],"[-1.241852    1.11510387 -1.16440767  0.52458891 -0.5065439  -1.73638326
  0.25557448  0.35994182 -0.21548555 -0.03628055  0.        ]",[-0.32869952 -1.30332701],-0.022984471211,-0.022984471211,"[[-2.16009983  0.74968658 -0.05969617 -0.19935383]
 [-0.30016873  4.15415104  0.          0.        ]]",[-0.61941856 -0.52150351]
17,[ 0.01272547  0.23855039],"[-1.26481633  1.07693223 -1.14838915  0.60297258 -0.50654356 -1.73637953
  0.10993752 -0.30098833 -0.2058453  -0.0167271   0.        ]",[ 0.62613375  1.37921401],-0.0244480001819,-0.0244480001819,"[[-2.17907804  0.79222082 -0.05969617 -0.19935383]
 [-1.59336522  0.1127379   0.          0.        ]]",[-0.61941856 -0.52150351]
18,[-1.04643428 -0.76944506],"[ -1.27286157e+00   1.03768016e+00  -1.14261936e+00   6.77042546e-01
  -5.06543220e-01  -1.73637580e+00   3.92327445e-01   3.46063343e-01
  -1.74356712e-01  -1.72562906e-03   0.00000000e+00]",[-0.96921338 -0.90910038],-0.0278894650722,-0.0278894650722,"[[-2.18578703  0.83417286 -0.05969617 -0.19935383]
 [ 0.91414343  4.06928613  0.          0.        ]]",[-0.61941856 -0.52150351]
19,[ 0.29168716  0.03761852],"[-1.29704707  0.99440861 -1.12477566  0.75190325 -0.50654288 -1.73637207
 -0.04143088 -0.25560369 -0.16523606  0.02152152  0.        ]",[-0.17934024 -0.28457098],-0.029456888513,-0.029456888513,"[[-2.20614805  0.87864579 -0.05969617 -0.19935383]
 [-2.93745076  0.39025486  0.          0.        ]]",[-0.61941856 -0.52150351]
20,[ 0.91186893  0.29425952],"[-1.37211552  0.99794823 -1.06423731  0.74602566 -0.50654254 -1.73636834
 -0.11475564 -0.44111365 -0.28698791  0.05346891  0.        ]",[ 1.45958958 -0.47848517],-0.0204344708638,-0.0204344708638,"[[-2.27142972  0.87506967 -0.05969617 -0.19935383]
 [-3.58854438 -0.74408926  0.          0.        ]]",[-0.61941856 -0.52150351]
21,[ 0.00375022  0.5975638 ],"[-1.40675949  1.03084226 -1.03340885  0.68931849 -0.5065422  -1.73636461
  0.33887795 -0.74875462 -0.37883759  0.06699861  0.        ]",[-0.51121709  0.81125521],-0.016365387417,-0.016365387417,"[[-2.30278562  0.84131368 -0.05969617 -0.19935383]
 [ 0.43953117 -2.62523226  0.          0.        ]]",[-0.61941856 -0.52150351]
22,[ 0.54024428  0.03684372],"[-1.41933257  1.0496337  -1.02172389  0.65512845 -0.50654186 -1.73636088
  0.11000188 -0.21482103 -0.42049327  0.07289269  0.        ]",[ 0.41857749  0.45102746],-0.0160932740401,-0.0160932740401,"[[-2.31438589  0.82156641 -0.05969617 -0.19935383]
 [-1.59278969  0.63962197  0.          0.        ]]",[-0.61941856 -0.52150351]
23,[-0.11385031 -0.46304452],"[-1.43531798  1.02038993 -1.00646776  0.70775343 -0.50654152 -1.73635715
  0.29999151  0.07508314 -0.4144561   0.08797337  0.        ]",[ 0.08122006 -0.60342055],-0.0172915942871,-0.0172915942871,"[[-2.32931534  0.85214471 -0.05969617 -0.19935383]
 [ 0.09423744  2.41230446  0.          0.        ]]",[-0.61941856 -0.52150351]
24,[-0.14783788 -0.01593977],"[-1.42988139  0.99708496 -1.01170321  0.74745285 -0.50654118 -1.73635342
  0.33605697 -0.32348881 -0.38014002  0.08788203  0.        ]",[-1.06277086  0.25226542],-0.0178793454459,-0.0178793454459,"[[-2.32421738  0.87593802 -0.05969617 -0.19935383]
 [ 0.41448475 -0.02485048  0.          0.        ]]",[-0.61941856 -0.52150351]
25,[ 1.14776504 -0.09588426],"[-1.4630269   0.9876061  -0.97890496  0.76306104 -0.50654084 -1.7363497
 -0.11047568 -0.15985502 -0.42540258  0.11269211  0.        ]",[-0.06460502  0.32091436],-0.0191637496093,-0.0191637496093,"[[-2.35570982  0.88548021 -0.05969617 -0.19935383]
 [-3.55052848  0.97572248  0.          0.        ]]",[-0.61941856 -0.52150351]
26,[ 1.34923029 -0.43149519],"[-1.53573902  0.95521258 -0.89903857  0.81418405 -0.5065405  -1.73634597
 -0.13139849  0.04479624 -0.51708626  0.17697141  0.        ]",[ 1.28465135 -0.77071875],-0.025895180913,-0.025895180913,"[[-2.42858442  0.91755021 -0.05969617 -0.19935383]
 [-3.73631435  2.22710539  0.          0.        ]]",[-0.61941856 -0.52150351]
27,[ 0.40569726  0.01393086],"[-1.56792726  0.94136592 -0.85964646  0.83503073 -0.50654016 -1.73634224
  0.32261098 -0.46169521 -0.56064105  0.20951823  0.        ]",[ 0.05148213 -0.52837933],-0.0300452207838,-0.0300452207838,"[[-2.4628625   0.93101848 -0.05969617 -0.19935383]
 [ 0.29508667 -0.86994239  0.          0.        ]]",[-0.61941856 -0.52150351]
28,[ 0.54321754  0.51411313],"[-1.56062912  0.98028192 -0.86881587  0.77491044 -0.50653981 -1.73633851
  0.3449645  -0.80104081 -0.58816884  0.20056478  0.        ]",[ 0.7095071   1.04155206],-0.0308681678835,-0.0308681678835,"[[-2.45496928  0.89280047 -0.05969617 -0.19935383]
 [ 0.49357757 -2.94494416  0.          0.        ]]",[-0.61941856 -0.52150351]
29,[-0.58766091 -0.41208541],"[-1.52459701  0.99879259 -0.91204236  0.74459626 -0.50653947 -1.73633478
  0.65986269 -0.14409766 -0.5436805   0.16377842  0.        ]",[-0.56917525 -0.37861518],-0.0260987304768,-0.0260987304768,"[[-2.41704306  0.87420561 -0.05969617 -0.19935383]
 [ 3.28973334  1.07206667  0.          0.        ]]",[-0.61941856 -0.52150351]
30,[-0.06201596  0.02424109],"[-1.48229498  0.99265683 -0.95883923  0.75476907 -0.50653913 -1.73633105
  0.39897683 -0.39262721 -0.46357587  0.12700546  0.        ]",[ 1.30929139 -0.41625787],-0.0206366447619,-0.0206366447619,"[[-2.3744909   0.88039942 -0.05969617 -0.19935383]
 [ 0.97318966 -0.44761803  0.          0.        ]]",[-0.61941856 -0.52150351]
31,[-1.24097037  0.22981989],"[-1.42053063  1.01762334 -1.02056643  0.71254768 -0.50653879 -1.73632732
  0.84243651 -0.66093188 -0.38698238  0.07821618  0.        ]",[-0.5324998   0.16762913],-0.0169784113472,-0.0169784113472,"[[-2.3155186   0.85498646 -0.05969617 -0.19935383]
 [ 4.9109117  -2.08822253  0.          0.        ]]",[-0.61941856 -0.52150351]
32,[-0.93108958  0.28607887],"[-1.33575602  1.05081411 -1.09453806  0.65290901 -0.50653845 -1.73632359
  0.59420111 -0.5455154  -0.28688017  0.02205775  0.        ]",[-0.5592437  0.1630232],-0.0187854335025,-0.0187854335025,"[[-2.23941598  0.82030278 -0.05969617 -0.19935383]
 [ 2.70670128 -1.38248843  0.          0.        ]]",[-0.61941856 -0.52150351]
33,[-0.44096288  0.30890387],"[ -1.29922183e+00   1.07029840e+00  -1.12309438e+00   6.15890474e-01
  -5.06538112e-01  -1.73631986e+00   3.38966228e-01  -4.35355370e-01
  -2.51577307e-01  -2.49569897e-04   0.00000000e+00]",[ 0.36190668  0.56581233],-0.0207677480424,-0.0207677480424,"[[-2.20802112  0.79941136 -0.05969617 -0.19935383]
 [ 0.44033741 -0.7088955   0.          0.        ]]",[-0.61941856 -0.52150351]
34,[-1.09425759 -0.24401033],"[-1.27181542  1.06247488 -1.14333069  0.63093703 -0.50653777 -1.73631614
  0.49915654 -0.06674212 -0.20030912 -0.00977791  0.        ]",[ 0.05661919  0.20621522],-0.0251790187491,-0.0251790187491,"[[-2.18494291  0.80784812 -0.05969617 -0.19935383]
 [ 1.86275431  1.54505959  0.          0.        ]]",[-0.61941856 -0.52150351]
35,[-1.48350978 -0.50948071],"[-1.22432766  1.02570612 -1.17614872  0.69839462 -0.50653743 -1.73631241
  0.52020995  0.06177901 -0.08783409 -0.01257192  0.        ]",[-2.07578309 -0.60719377],-0.0360870869361,-0.0360870869361,"[[-2.14581219  0.84663417 -0.05969617 -0.19935383]
 [ 2.04970161  2.33092608  0.          0.        ]]",[-0.61941856 -0.52150351]
36,[-0.29523247  0.12286878],"[-1.2232209   1.00423102 -1.17687851  0.73545236 -0.50653709 -1.73630868
  0.07015754 -0.33875522 -0.06351933 -0.00409451  0.        ]",[-0.57597893  0.22629581],-0.0386750624081,-0.0386750624081,"[[-2.14491355  0.86867972 -0.05969617 -0.19935383]
 [-1.94654652 -0.11821472  0.          0.        ]]",[-0.61941856 -0.52150351]
37,[  6.69348538e-01  -3.84867191e-04],"[-1.29721686  0.99766639 -1.12459761  0.74645417 -0.50653675 -1.73630495
 -0.18217963 -0.19172498 -0.16901859  0.02046691  0.        ]",[ 0.24645726 -0.60771864],-0.0290679464324,-0.0290679464324,"[[-2.20632538  0.87533592 -0.05969617 -0.19935383]
 [-4.18717875  0.78082743  0.          0.        ]]",[-0.61941856 -0.52150351]
38,[ 0.88890743  0.47981864],"[-1.38102344  1.00622282 -1.05644091  0.73207914 -0.50653641 -1.73630122
 -0.06294992 -0.58784476 -0.31024009  0.05631789  0.        ]",[ 1.80884375  0.64669751],-0.0190055854576,-0.0190055854576,"[[-2.27944677  0.86665022 -0.05969617 -0.19935383]
 [-3.12847777 -1.64131939  0.          0.        ]]",[-0.61941856 -0.52150351]
39,[-0.39686808 -0.20687175],"[-1.405543    1.01289822 -1.0344674   0.72068608 -0.50653607 -1.73629749
  0.38950314 -0.16396515 -0.35728931  0.06937229  0.        ]",[-0.44779662 -0.29515709],-0.0173230819005,-0.0173230819005,"[[-2.30170688  0.85982898 -0.05969617 -0.19935383]
 [ 0.88908316  0.95056576  0.          0.        ]]",[-0.61941856 -0.52150351]
40,[ 0.17370924  0.10947126],"[-1.40572294  1.00594485 -1.03429928  0.73254517 -0.50653573 -1.73629376
  0.1880373  -0.35808214 -0.35000556  0.07080382  0.        ]",[ 0.19808214  0.25235058],-0.0177421813583,-0.0177421813583,"[[-2.30187391  0.86693113 -0.05969617 -0.19935383]
 [-0.89983189 -0.2363971   0.          0.        ]]",[-0.61941856 -0.52150351]
41,[-0.0987246  -0.14683032],"[-1.41653261  1.00068695 -1.02428755  0.74139966 -0.50653539 -1.73629003
  0.27826721 -0.19394656 -0.36208976  0.0785734   0.        ]",[-0.09277185 -0.15037912],-0.0177865744726,-0.0177865744726,"[[-2.3118319   0.87227296 -0.05969617 -0.19935383]
 [-0.09863435  0.76723687  0.          0.        ]]",[-0.61941856 -0.52150351]
42,[ 0.04223581 -0.0216018 ],"[-1.42260402  0.99155784 -1.01857414  0.75654945 -0.50653505 -1.73628631
  0.2371711  -0.29379099 -0.36230376  0.08417593  0.        ]",[-0.28240097  0.54625698],-0.0181821397842,-0.0181821397842,"[[-2.31746584  0.8814922  -0.05969617 -0.19935383]
 [-0.4635457   0.15672056  0.          0.        ]]",[-0.61941856 -0.52150351]
43,[ 0.26339307 -0.47829068],"[-1.44432419  0.96665036 -0.99760296  0.79647698 -0.50653471 -1.73628258
  0.11229669  0.05948878 -0.37204156  0.10312186  0.        ]",[ 0.59874153  0.06252342],-0.0192436150945,-0.0192436150945,"[[-2.3378619   0.9063005  -0.05969617 -0.19935383]
 [-1.57236584  2.31690713  0.          0.        ]]",[-0.61941856 -0.52150351]
44,[-0.52298927 -0.7399472 ],"[-1.45206474  0.91671297 -0.98991652  0.87070173 -0.50653437 -1.73627885
  0.38258487  0.09235617 -0.3339633   0.11902852  0.        ]",[ 0.0778015  -1.08149587],-0.0218211796193,-0.0218211796193,"[[-2.34522922  0.954655   -0.05969617 -0.19935383]
 [ 0.82765524  2.51788032  0.          0.        ]]",[-0.61941856 -0.52150351]
45,[-0.4852761   0.06253558],"[-1.4314594   0.90602761 -1.01011872  0.88563337 -0.50653403 -1.73627512
  0.41554204 -0.56336733 -0.28922926  0.10975282  0.        ]",[-0.1718424  0.428333 ],-0.0236009701247,-0.0236009701247,"[[-2.32573981  0.96478372 -0.05969617 -0.19935383]
 [ 1.12030001 -1.49164539  0.          0.        ]]",[-0.61941856 -0.52150351]
46,[-0.42978385 -0.23408139],"[-1.41495398  0.91922026 -1.02574539  0.8671465  -0.50653369 -1.73627139
  0.33641692 -0.28113378 -0.27534064  0.09710491  0.        ]",[-0.25841965  0.99344912],-0.0237322781062,-0.0237322781062,"[[-2.3103831   0.95226592 -0.05969617 -0.19935383]
 [ 0.41771241  0.23411392  0.          0.        ]]",[-0.61941856 -0.52150351]
47,[-0.47831446 -1.10703802],"[-1.41711313  0.87222566 -1.02372474  0.93080346 -0.50653335 -1.73626766
  0.22020848  0.36147295 -0.2330214   0.11270232  0.        ]",[ 0.29293291 -1.19922221],-0.0276087019868,-0.0276087019868,"[[-2.31238204  0.99637235 -0.05969617 -0.19935383]
 [-0.61415589  4.16343057  0.          0.        ]]",[-0.61941856 -0.52150351]
48,[-0.67634118 -0.41898918],"[-1.41767281  0.8254204  -1.02319722  0.98844794 -0.50653301 -1.73626393
  0.35223904 -0.29961942 -0.19000955  0.12950556  0.        ]",[-0.449418   -0.14579336],-0.0317713524499,-0.0317713524499,"[[-2.31290235  1.03908273 -0.05969617 -0.19935383]
 [ 0.55820677  0.12108282  0.          0.        ]]",[-0.61941856 -0.52150351]
49,[-0.10695668 -0.20086068],"[-1.42497557  0.82917859 -1.01630297  0.98401852 -0.50653266 -1.73626021
  0.15075138 -0.39433885 -0.20525708  0.13127975  0.        ]",[-0.45110492 -0.17398459],-0.030679264502,-0.030679264502,"[[-2.31968882  1.03569334 -0.05969617 -0.19935383]
 [-1.23089431 -0.45809429  0.          0.        ]]",[-0.61941856 -0.52150351]
