timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
10,-0.226508908279,[-0.15559733 -0.23907569],"[ 0.70751601 -0.60501029  1.15485117 -0.65969621  1.24891825  1.41678513
  0.66457561  0.76352605 -1.36201834 -1.40070383  0.        ]",-1.04971,"[[ 0.82373973  3.10965724  0.14481423  0.16140483]
 [-7.77316173  8.15020731  0.          0.        ]]",[-0.97282648  0.60311806],[-1.38481218  1.42439235]
11,-0.226740089674,[-0.15559733 -0.23907569],"[ 0.88477548 -0.6057059   0.93836556 -0.76099434  1.24891217  1.41677702
  0.53660516 -0.63022889 -1.3222343  -1.4480332   0.        ]",-1.11462,"[[  0.63008945   3.14137421   0.14481423   0.16140483]
 [-11.57904331  -1.9235612    0.           0.        ]]",[-0.80369842  0.76036811],[-1.92881152  0.48813005]
12,-0.223258008319,[-0.15559733 -0.23907569],"[ 1.06071945 -0.60390628  0.58484578 -0.59792433  1.24890608  1.41676891
  0.41118302 -0.71794943 -1.34681411 -1.37924501  0.        ]",-1.22511,"[[  0.36108295   3.09030408   0.14481423   0.16140483]
 [-15.30914331  -2.55760039   0.           0.        ]]",[-0.77487004  0.79138303],[-0.20406665 -0.31729419]
13,-0.215008286415,[-0.15559733 -0.23907569],"[ 1.14796254 -0.59674308  0.13011738 -0.39660169  1.24889999  1.4167608
  0.39420505 -0.88477897 -1.33753574 -1.28964153  0.        ]",-1.13472,"[[  0.04983409   3.02705374   0.14481423   0.16140483]
 [-15.8140516   -3.76342707   0.           0.        ]]",[-0.7550295   0.83947664],[-0.15976198  0.66710771]
14,-0.20530698986,[-0.15559733 -0.23907569],"[ 1.09981908 -0.5876741  -0.34369182 -0.24468892  1.24889391  1.41675269
  0.3834675  -0.50903115 -1.29129923 -1.22641938  0.        ]",-0.968372,"[[ -0.26965065   2.97903388   0.14481423   0.16140483]
 [-16.13336655  -1.04761947   0.           0.        ]]",[-0.83677149  0.77631283],[-0.71761295  1.63788079]
15,-0.202490698049,[-0.15559733 -0.23907569],"[ 0.89480855 -0.59162974 -0.81224452 -0.30461053  1.24888782  1.41674458
  0.29867653  0.04162562 -1.252382   -1.2390628   0.        ]",-0.818928,"[[ -0.61761888   2.99801431   0.14481423   0.16140483]
 [-18.65506882   2.93239254   0.           0.        ]]",[-0.92673492  0.69091302],[-2.25467654  1.21474144]
16,-0.202356973757,[-0.15559733 -0.23907569],"[ 0.48418352 -0.59676762 -1.2265823  -0.39719126  1.24888174  1.41673647
  0.17796011 -0.35134209 -1.22419176 -1.27003101  0.        ]",-0.938341,"[[ -1.02674148   3.02724001   0.14481423   0.16140483]
 [-22.24521145   0.09211877   0.           0.        ]]",[-0.92129886  0.81952608],[-2.41425238 -0.24027419]
17,-0.200791220966,[-0.15559733 -0.23907569],"[-0.14187086 -0.59531194 -1.4398667  -0.36873895  1.24887565  1.41672836
  0.0596375  -0.49227039 -1.17263263 -1.30755226  0.        ]",-1.12774,"[[ -1.50695256   3.0182702    0.14481423   0.16140483]
 [-25.764162    -0.92648104   0.           0.        ]]",[-0.96613818  0.88522571],[-0.40342523  0.82496832]
18,-0.204589180619,[-0.15559733 -0.23907569],"[-0.84523652 -0.59342191 -1.28559161 -0.33464856  1.24886957  1.41672025
  0.02308114 -0.40223502 -1.14168885 -1.38082378  0.        ]",-1.22264,"[[ -2.03314389   3.00750968   0.14481423   0.16140483]
 [-26.85135673  -0.27573725   0.           0.        ]]",[-1.02728772  0.88238454],[-0.29575245  0.64303316]
19,-0.212981180794,[-0.15559733 -0.23907569],"[-1.39503051 -0.59280406 -0.74678178 -0.32410647  1.24886348  1.41671214
  0.00158181 -0.37666206 -1.15294947 -1.46195585  0.        ]",-1.35146,"[[ -2.57658626   3.00417915   0.14481423   0.16140483]
 [-27.49075156  -0.09090931   0.           0.        ]]",[-1.07284808  0.87406445],[-0.19404052 -0.65533337]
20,-0.225160710526,[-0.15559733 -0.23907569],"[-1.60930735 -0.58706367  0.03610559 -0.23619135  1.2488574   1.41670403
 -0.00595354 -0.73549405 -1.20285106 -1.54844597  0.        ]",-1.36237,"[[ -3.12864997   2.97633926   0.14481423   0.16140483]
 [-27.71485449  -2.68445275   0.           0.        ]]",[-1.07432199  0.93376708],[-1.89349378 -1.18776139]
21,-0.243833645042,[-0.15559733 -0.23907569],"[-1.387142   -0.56038193  0.87110587  0.05382138  1.24885131  1.41669592
 -0.12063017 -1.27609659 -1.33791014 -1.62617735  0.        ]",-1.4146,"[[ -3.71716647   2.8834473    0.14481423   0.16140483]
 [-31.12535654  -6.59180517   0.           0.        ]]",[-1.04364514  1.03501797],[-1.75791651  1.37020067]
22,-0.251918219795,[-0.15559733 -0.23907569],"[-0.68885814 -0.52327482  1.46853207  0.33056446  1.24884523  1.41668782
 -0.2330205  -0.71041752 -1.51422807 -1.52871482  0.        ]",-1.37469,"[[ -4.37320968   2.79263401   0.14481423   0.16140483]
 [-34.4678643   -2.50326338   0.           0.        ]]",[-1.11505103  0.86812699],[-1.8155895   0.63773612]
23,-0.235716816488,[-0.15559733 -0.23907569],"[ 0.28574866 -0.51155761  1.44529785  0.40304072  1.24883914  1.41667971
 -0.34319642 -0.35447918 -1.54139324 -1.28401201  0.        ]",-1.1683,"[[ -5.09544224   2.76838135   0.14481423   0.16140483]
 [-37.74451759   0.06934293   0.           0.        ]]",[-1.02003407  0.76501417],[-0.7609374   2.43554869]
24,-0.208377915235,[-0.15559733 -0.23907569],"[ 1.03528054 -0.5309563   0.65292837  0.27990412  1.24883306  1.4166716
 -0.4193765   0.19283897 -1.39575143 -1.12422266  0.        ]",-0.842864,"[[ -5.87306355   2.8094585    0.14481423   0.16140483]
 [-40.01013695   4.02518473   0.           0.        ]]",[-0.95120275  0.65163022],[-1.67638072  0.64240388]
25,-0.195986779274,[-0.15559733 -0.23907569],"[ 1.02873153 -0.57062735 -0.55805568 -0.04297248  1.24882697  1.41666349
 -0.52588494  0.53344004 -1.24004522 -1.17399868  0.        ]",-0.77615,"[[ -6.70504756   2.91466112   0.14481423   0.16140483]
 [-43.17772534   6.48694432   0.           0.        ]]",[-0.91998726  0.65171999],[-1.15100212  0.90118313]
26,-0.200795072953,[-0.15559733 -0.23907569],"[ 0.11708034 -0.59997188 -1.39475712 -0.47000192  1.24882089  1.41665538
 -0.63029032  0.06925557 -1.19067281 -1.28843388  0.        ]",-1.01109,"[[ -7.59975496   3.05015279   0.14481423   0.16140483]
 [-46.28277665   3.13198035   0.           0.        ]]",[-0.98051512  0.75396454],[-0.90060969  0.14645193]
27,-0.207081362364,[-0.15559733 -0.23907569],"[-1.11650676 -0.60112978 -1.09246548 -0.50122416  1.2488148   1.41664727
 -0.71938573 -0.48907859 -1.1726566  -1.37838074  0.        ]",-1.13754,"[[ -8.55199702   3.05996362   0.14481423   0.16140483]
 [-48.9325203   -0.90346668   0.           0.        ]]",[-0.99946368  0.8962723 ],[-0.68027378  2.09766977]
28,-0.221177793843,[-0.15559733 -0.23907569],"[-1.59896084 -0.5984215   0.23959074 -0.43295404  1.24880872  1.41663916
 -0.77737558 -0.50614793 -1.20837724 -1.49992176  0.        ]",-1.24699,"[[ -9.54795179   3.03850103   0.14481423   0.16140483]
 [-50.65719718  -1.02684628   0.           0.        ]]",[-1.09061384  0.8699193 ],[-1.492677   1.4081448]
29,-0.232661984755,[-0.15559733 -0.23907569],"[-0.77319554 -0.59588438  1.43278455 -0.38001371  1.24880264  1.41663106
 -0.87678163 -0.4517627  -1.3269932  -1.51102652  0.        ]",-1.31817,"[[-10.59075826   3.02182548   0.14481423   0.16140483]
 [-53.61359877  -0.63377799   0.           0.        ]]",[-1.14174891  0.77582419],[-0.91639162  0.48462805]
30,-0.226882636699,[-0.15559733 -0.23907569],"[ 0.65168511 -0.59419546  1.20805359 -0.34857177  1.24879655  1.41662295
 -0.96308887 -0.41462945 -1.38692139 -1.37544793  0.        ]",-1.09153,"[[-11.68878437   3.01190619   0.14481423   0.16140483]
 [-56.18046041  -0.36540004   0.           0.        ]]",[-0.93497562  0.72816646],[-2.15562351 -1.84068018]
31,-0.203778364484,[-0.15559733 -0.23907569],"[ 1.09800298 -0.58439198 -0.35081266 -0.20024982  1.24879047  1.41661484
 -1.05881836 -0.9617764  -1.28568491 -1.21410994  0.        ]",-0.937954,"[[-12.84096011   2.96492203   0.14481423   0.16140483]
 [-59.02755955  -4.31998356   0.           0.        ]]",[-0.73653549  0.92622572],[-0.41304187  1.45860373]
32,-0.194177511027,[-0.15559733 -0.23907569],"[-0.07708238 -0.5719624  -1.43369868 -0.05671916  1.24878438  1.41660673
 -1.07449703 -0.4025335  -1.09735531 -1.30810993  0.        ]",-1.03126,"[[-14.02619029   2.91907805   0.14481423   0.16140483]
 [-59.49397047  -0.27800791   0.           0.        ]]",[-0.86777079  0.91908669],[-0.22872422  0.67644222]
33,-0.21820582866,[-0.15559733 -0.23907569],"[-1.44406909 -0.57809522 -0.65580457 -0.12335062  1.2487783   1.41659862
 -1.06534077 -0.03163906 -1.14098299 -1.52829947  0.        ]",-1.216,"[[-15.21333841   2.94041335   0.14481423   0.16140483]
 [-59.22179412   2.40266278   0.           0.        ]]",[-1.03823948  0.85378563],[-1.50773002 -0.00421585]
34,-0.233750070242,[-0.15559733 -0.23907569],"[-1.2690308  -0.58953137  1.04100482 -0.27231123  1.24877222  1.41659052
 -1.15905245 -0.04093412 -1.29862258 -1.55207139  0.        ]",-1.26277,"[[-16.42573843   2.98779175   0.14481423   0.16140483]
 [-62.00891278   2.3354815    0.           0.        ]]",[-1.13883519  0.76330078],[-1.73791379  0.7241619 ]
35,-0.229822479579,[-0.15559733 -0.23907569],"[ 0.32581865 -0.596012    1.42695634 -0.38267232  1.24876613  1.41658241
 -1.2509078  -0.29279051 -1.37772618 -1.42191414  0.        ]",-1.14119,"[[-17.69332724   3.02266405   0.14481423   0.16140483]
 [-64.74085421   0.51517059   0.           0.        ]]",[-1.00652695  0.70629889],[-1.54460242 -0.29434985]
36,-0.210872695654,[-0.15559733 -0.23907569],"[ 1.13085082 -0.59528541 -0.19130628 -0.3687554   1.24876005  1.4165743
 -1.34093803 -0.47814353 -1.31510736 -1.26570647  0.        ]",-1.01434,"[[-19.01501073   3.01827571   0.14481423   0.16140483]
 [-67.41855069  -0.82448479   0.           0.        ]]",[-0.8014195   0.79560518],[ 0.04840086  0.33337246]
37,-0.200047535091,[-0.15559733 -0.23907569],"[-0.13022722 -0.59343637 -1.43900219 -0.33537374  1.24875396  1.41656619
 -1.28960838 -0.40719987 -1.16465867 -1.30703477  0.        ]",-1.15428,"[[-20.34806735   3.0077394    0.14481423   0.16140483]
 [-65.8922076   -0.31174361   0.           0.        ]]",[-0.86936235  0.89803815],[ 0.71463421  0.23369051]
38,-0.216477907926,[-0.15559733 -0.23907569],"[-1.51768073 -0.59267714 -0.48176292 -0.32242788  1.24874788  1.41655809
 -1.15060158 -0.3813891  -1.16624582 -1.48746565  0.        ]",-1.27326,"[[-21.62443471   3.00364945   0.14481423   0.16140483]
 [-61.75830834  -0.12520168   0.           0.        ]]",[-1.02409065  0.8938055 ],[-0.20322669  1.14647767]
39,-0.233220764565,[-0.15559733 -0.23907569],"[-1.12546058 -0.59251994  1.19519273 -0.31981538  1.2487418   1.41654998
 -1.13654244 -0.36321062 -1.30758588 -1.53711062  0.        ]",-1.36594,"[[ -2.28554072e+01   3.00282399e+00   1.44814226e-01   1.61404832e-01]
 [ -6.13403379e+01   6.17786251e-03   0.00000000e+00   0.00000000e+00]]",[-1.1213181   0.80144417],[-0.2331194   0.83049696]
40,-0.229180912913,[-0.15559733 -0.23907569],"[ 0.45243983 -0.5925518   1.35779318 -0.32037342  1.24873571  1.41654187
 -1.12674155 -0.36280792 -1.39328898 -1.39574462  0.        ]",-1.18281,"[[ -2.40792909e+01   3.00300057e+00   1.44814226e-01   1.61404832e-01]
 [ -6.10490048e+01   9.08273030e-03   0.00000000e+00   0.00000000e+00]]",[-0.97922444  0.7211175 ],[-0.46891327  0.92960278]
41,-0.209289089827,[-0.15559733 -0.23907569],"[ 1.12885645 -0.59259862 -0.20397429 -0.32118319  1.24872963  1.41653377
 -1.14852571 -0.36224954 -1.31056552 -1.25159739  0.        ]",-1.12451,"[[ -2.53067727e+01   3.00325672e+00   1.44814226e-01   1.61404832e-01]
 [ -6.16970155e+01   1.31127803e-02   0.00000000e+00   0.00000000e+00]]",[-0.82761604  0.76570266],[ 1.1734229  -0.24912514]
42,-0.198559608489,[-0.15559733 -0.23907569],"[ 0.06420224 -0.590713   -1.40847956 -0.29064782  1.24872355  1.41652566
 -0.97432353 -0.49903215 -1.16486263 -1.28977814  0.        ]",-0.920337,"[[-26.48873388   2.99359963   0.14481423   0.16140483]
 [-56.51635314  -0.97548873   0.           0.        ]]",[-0.86945462  0.90789998],[-1.24382564  1.89713168]
43,-0.211479585905,[-0.15559733 -0.23907569],"[-1.34718379 -0.5933541  -0.82337716 -0.33410298  1.24871746  1.41651756
 -1.06982728 -0.16116594 -1.15318733 -1.44512044  0.        ]",-1.19293,"[[-27.64755907   3.00733923   0.14481423   0.16140483]
 [-59.35676265   1.46642517   0.           0.        ]]",[-1.02678418  0.85145211],[-0.98119232  0.47934389]
44,-0.22929187588,[-0.15559733 -0.23907569],"[-1.37804775 -0.59499777  0.88608597 -0.3635927   1.24871138  1.41650945
 -1.16094089 -0.37750407 -1.26538882 -1.53479532  0.        ]",-1.34276,"[[-28.86188371   3.01664867   0.14481423   0.16140483]
 [-62.06663476  -0.09715414   0.           0.        ]]",[-1.10759187  0.82506764],[-0.8191313   0.11115717]
45,-0.231405459081,[-0.15559733 -0.23907569],"[ 0.14914277 -0.59412551  1.49622796 -0.34771785  1.2487053   1.41650134
 -1.2286711  -0.40516841 -1.38276764 -1.43492115  0.        ]",-1.31091,"[[-30.12342833   3.01163901   0.14481423   0.16140483]
 [-64.08110629  -0.29710295   0.           0.        ]]",[-1.02718699  0.73374903],[ 0.62028124  0.61999022]
46,-0.213341765012,[-0.15559733 -0.23907569],"[ 1.14809487 -0.59329321  0.12774214 -0.33312806  1.24869922  1.41649324
 -1.10343208 -0.38734916 -1.33596901 -1.27035035  0.        ]",-0.927982,"[[-31.36768157   3.007032     0.14481423   0.16140483]
 [-60.35663181  -0.16832173   0.           0.        ]]",[-0.83549678  0.75091273],[-1.06061384  1.01538762]
47,-0.199449649399,[-0.15559733 -0.23907569],"[ 0.28719249 -0.59291491 -1.3336955  -0.32667486  1.24869313  1.41648513
 -1.19637968 -0.37178932 -1.18973018 -1.27352803  0.        ]",-0.836528,"[[ -3.26025506e+01   3.00499349e+00   1.44814226e-01   1.61404832e-01]
 [ -6.31210626e+01  -5.58701293e-02   0.00000000e+00   0.00000000e+00]]",[-0.86219835  0.86951125],[-1.86043358  1.18060318]
48,-0.211262037162,[-0.15559733 -0.23907569],"[-1.31513417 -0.5927876  -0.86953813 -0.32454176  1.24868705  1.41647703
 -1.28748634 -0.36659724 -1.14766519 -1.44774746  0.        ]",-1.18197,"[[ -3.38921593e+01   3.00431968e+00   1.44814226e-01   1.61404832e-01]
 [ -6.58307752e+01  -1.83505343e-02   0.00000000e+00   0.00000000e+00]]",[-0.98153096  0.90341866],[-1.27821913  0.11125651]
49,-0.231727614094,[-0.15559733 -0.23907569],"[-1.30435836 -0.59256759  0.99522526 -0.32086181  1.24868097  1.41646892
 -1.37678816 -0.37389199 -1.28420646 -1.54346777  0.        ]",-1.19751,"[[-35.23542404   3.00315695   0.14481423   0.16140483]
 [-68.48684686  -0.07107844   0.           0.        ]]",[-1.09265876  0.82728219],[-2.36839749  1.4854429 ]
