timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
29,-0.159607123077,[-0.20012607 -0.33022821],"[-0.34364603 -0.52759824 -1.43392699 -0.26185837  1.44016121 -0.42694077
 -1.1076157  -0.39721515 -1.3037658   0.49960876  0.        ]",-1.02159,"[[ -2.68041294e+01   2.98284338e+00   1.67044779e-01  -5.07035508e-02]
 [ -8.03360755e+01  -1.01076504e-01   0.00000000e+00   0.00000000e+00]]",[-1.47291255  0.75724596],[-1.62486072  0.07223764]
30,-0.164477504615,[-0.20012607 -0.33022821],"[-1.56671107 -0.52778394  0.28490268 -0.26476699  1.44015665 -0.42694025
 -1.17383126 -0.35782408 -1.39515279  0.2763147   0.        ]",-0.941257,"[[ -2.84346189e+01   2.98366546e+00   1.67044779e-01  -5.07035508e-02]
 [ -8.27049855e+01   1.82299731e-01   0.00000000e+00   0.00000000e+00]]",[-1.57972932  0.78355372],[-1.5574084   1.49119074]
31,-0.189956156132,[-0.20012607 -0.33022821],"[ 0.15861585 -0.53395439  1.48333977 -0.37168241  1.44015209 -0.42693973
 -1.23873926 -0.25068783 -1.56438148  0.39925399  0.        ]",-0.933541,"[[ -3.01120165e+01   3.01381084e+00   1.67044779e-01  -5.07035508e-02]
 [ -8.50271325e+01   9.53034953e-01   0.00000000e+00   0.00000000e+00]]",[-2.05800009  0.54528755],[-1.75927085  1.34844786]
32,-0.182570419822,[-0.20012607 -0.33022821],"[ 1.05454593 -0.53474299 -0.55903737 -0.38726096  1.44014752 -0.42693921
 -1.30236041 -0.40796255 -1.45882244  0.58103775  0.        ]",-1.04829,"[[ -3.18353965e+01   3.01819302e+00   1.67044779e-01  -5.07035508e-02]
 [ -8.73032582e+01  -1.78400366e-01   0.00000000e+00   0.00000000e+00]]",[-1.6035738   0.68640816],[-1.69598854  0.69503628]
33,-0.158357426818,[-0.20012607 -0.33022821],"[-1.00329909 -0.53376646 -1.16684781 -0.36807852  1.44014296 -0.42693868
 -1.36471901 -0.4224709  -1.31402598  0.43265592  0.        ]",-1.01977,"[[ -3.36038459e+01   3.01279702e+00   1.67044779e-01  -5.07035508e-02]
 [ -8.95342333e+01  -2.82776750e-01   0.00000000e+00   0.00000000e+00]]",[-1.46086955  0.78030229],[-1.53984358  0.98331959]
34,-0.175599504564,[-0.20012607 -0.33022821],"[-1.10610634 -0.53293464  1.17451693 -0.3523597   1.4401384  -0.42693816
 -1.42584236 -0.40581328 -1.47561978  0.2946619   0.        ]",-0.995537,"[[ -3.54164714e+01   3.00837255e+00   1.67044779e-01  -5.07035508e-02]
 [ -9.17210360e+01  -1.62945844e-01   0.00000000e+00   0.00000000e+00]]",[-1.84180236  0.66643882],[-0.82616893  2.13867818]
35,-0.19124514682,[-0.20012607 -0.33022821],"[ 1.0464742  -0.53248012  0.67280474 -0.34399558  1.44013384 -0.42693764
 -1.46651695 -0.39434887 -1.54366513  0.52511506  0.        ]",-0.845267,"[[ -3.72654934e+01   3.00601724e+00   1.67044779e-01  -5.07035508e-02]
 [ -9.31763113e+01  -8.04746640e-02   0.00000000e+00   0.00000000e+00]]",[-1.87251663  0.60659766],[-2.72347425  0.56866362]
36,-0.16503241825,[-0.20012607 -0.33022821],"[-0.04047129 -0.53216981 -1.43080491 -0.33837261  1.44012927 -0.42693712
 -1.52562448 -0.3927264  -1.33545567  0.53379871  0.        ]",-1.12109,"[[ -3.91502373e+01   3.00443345e+00   1.67044779e-01  -5.07035508e-02]
 [ -9.52910318e+01  -6.88060517e-02   0.00000000e+00   0.00000000e+00]]",[-1.44466496  0.74718869],[-0.71985346  0.80031275]
37,-0.165219456697,[-0.20012607 -0.33022821],"[-1.54961561 -0.5320049   0.37947942 -0.33541671  1.44012471 -0.4269366
 -1.55255666 -0.38633018 -1.39812272  0.29138554  0.        ]",-0.955756,"[[ -4.10657268e+01   3.00360078e+00   1.67044779e-01  -5.07035508e-02]
 [ -9.62547094e+01  -2.27951906e-02   0.00000000e+00   0.00000000e+00]]",[-1.58348751  0.77274334],[-0.61338412  0.46898949]
38,-0.191737408323,[-0.20012607 -0.33022821],"[ 0.55599604 -0.53188008  1.28883872 -0.33319444  1.44012015 -0.42693608
 -1.56717215 -0.38757432 -1.56725663  0.44749558  0.        ]",-0.785694,"[[ -4.29960690e+01   3.00297474e+00   1.67044779e-01  -5.07035508e-02]
 [ -9.67777702e+01  -3.17487703e-02   0.00000000e+00   0.00000000e+00]]",[-1.98325348  0.58780146],[-3.17037273  1.26178974]
39,-0.172937458783,[-0.20012607 -0.33022821],"[ 0.57475414 -0.53188682 -1.18060841 -0.33332696  1.44011558 -0.42693556
 -1.62428583 -0.38057283 -1.38245949  0.58036725  0.        ]",-1.03261,"[[ -4.49521268e+01   3.00301219e+00   1.67044779e-01  -5.07035508e-02]
 [ -9.88212016e+01   1.86162837e-02   0.00000000e+00   0.00000000e+00]]",[-1.43588877  0.74562907],[-1.83818932  1.55189804]
40,-0.160007435123,[-0.20012607 -0.33022821],"[-1.56326256 -0.53196478 -0.21226175 -0.33473413  1.44011102 -0.42693504
 -1.68026824 -0.38065764 -1.35314677  0.32131601  0.        ]",-0.979762,"[[ -4.69486474e+01   3.00340878e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.00824185e+02   1.80029029e-02   0.00000000e+00   0.00000000e+00]]",[-1.48874485  0.79931647],[-0.73158253  0.60636131]
41,-0.189818332004,[-0.20012607 -0.33022821],"[ 0.17534663 -0.53193821  1.4782786  -0.33427033  1.44010646 -0.42693452
 -1.70543527 -0.38567747 -1.56307294  0.40027424  0.        ]",-0.709267,"[[ -4.89741670e+01   3.00327821e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.01724772e+02  -1.81126299e-02   0.00000000e+00   0.00000000e+00]]",[-1.99446964  0.58912486],[-3.37147379  1.03112703]
42,-0.176594678563,[-0.20012607 -0.33022821],"[ 0.79203455 -0.53194875 -0.98124499 -0.33447141  1.4401019  -0.426934
 -1.75980983 -0.38134299 -1.40802813  0.59073115  0.        ]",-1.04117,"[[ -5.10281823e+01   3.00333498e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.03670271e+02   1.30659872e-02   0.00000000e+00   0.00000000e+00]]",[-1.43453038  0.7445904 ],[-1.25621766 -0.08771643]
43,-0.158818940666,[-0.20012607 -0.33022821],"[-1.52822248 -0.53128787 -0.37321045 -0.32278876  1.44009733 -0.42693348
 -1.81310699 -0.43058551 -1.34234493  0.33003205  0.        ]",-1.02943,"[[ -5.31207211e+01   3.00004265e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.05577252e+02  -3.41184259e-01   0.00000000e+00   0.00000000e+00]]",[-1.45683742  0.82746398],[-0.4725304   1.43114579]
44,-0.188901262854,[-0.20012607 -0.33022821],"[ 0.13903738 -0.53302743  1.4889494  -0.35421586  1.44009277 -0.42693296
 -1.80697353 -0.35008354 -1.55742798  0.39388356  0.        ]",-0.698269,"[[ -5.52300669e+01   3.00889621e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.05358112e+02   2.37936660e-01   0.00000000e+00   0.00000000e+00]]",[-1.98724318  0.58400857],[-2.93982251  0.48028637]
45,-0.176141895351,[-0.20012607 -0.33022821],"[ 0.7484994  -0.53300625 -1.02827201 -0.35383341  1.44008821 -0.42693244
 -1.85933653 -0.40089098 -1.40612114  0.58576558  0.        ]",-1.09319,"[[ -5.73560276e+01   3.00878865e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.07231701e+02  -1.27570540e-01   0.00000000e+00   0.00000000e+00]]",[-1.41914749  0.75377846],[-0.6931757   0.01759852]
46,-0.159991861584,[-0.20012607 -0.33022821],"[-1.56126288 -0.53237945 -0.22415581 -0.3422968   1.44008364 -0.42693192
 -1.87670464 -0.40540774 -1.3524068   0.32427129  0.        ]",-1.0198,"[[ -5.95068990e+01   3.00553995e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.07853359e+02  -1.60067139e-01   0.00000000e+00   0.00000000e+00]]",[-1.47355866  0.80982369],[-0.96057541  2.6341853 ]
47,-0.190795291131,[-0.20012607 -0.33022821],"[ 0.35683171 -0.5320681   1.40686896 -0.33667483  1.44007908 -0.4269314
 -1.92332177 -0.38713324 -1.56594235  0.42137045  0.        ]",-0.827465,"[[ -6.16807024e+01   3.00395634e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.09521426e+02  -2.86057280e-02   0.00000000e+00   0.00000000e+00]]",[-1.96016335  0.59803963],[-2.28111266  1.03392748]
48,-0.171461889974,[-0.20012607 -0.33022821],"[ 0.47245873 -0.53202786 -1.24941439 -0.33596377  1.44007452 -0.42693088
 -1.97337863 -0.38307203 -1.37292995  0.57378882  0.        ]",-0.948472,"[[ -6.38891021e+01   3.00375612e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.11312578e+02   6.06913407e-04   0.00000000e+00   0.00000000e+00]]",[-1.40990233  0.752092  ],[-2.33008711  0.87482429]
49,-0.164237257817,[-0.20012607 -0.33022821],"[-1.56687079 -0.53201415  0.28378001 -0.33572971  1.44006996 -0.42693036
 -2.02244361 -0.3838311  -1.39005272  0.29488734  0.        ]",-0.782185,"[[ -6.61329691e+01   3.00369028e+00   1.67044779e-01  -5.07035508e-02]
 [ -1.13068273e+02  -4.85705855e-03   0.00000000e+00   0.00000000e+00]]",[-1.53364515  0.7850281 ],[-1.86233168  0.06539456]
