timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
12,-0.0804593860051,[-0.18231471 -0.36544949],"[ 0.24583403 -0.52801826  1.45325028 -1.17171713  0.61485613 -0.51145802
  0.07851741 -0.65260871 -0.68393985  0.41881725  0.        ]",-0.298621,"[[ -5.04010005   3.23037983   0.07176361  -0.06051344]
 [-41.34622686  -1.91162849   0.           0.        ]]",[-2.62337017  0.39009592],[-3.27700772  0.60001477]
13,-0.0974022741315,[-0.18231471 -0.36544949],"[ 1.08042245 -0.53359862  0.60386558 -0.89812439  0.6148554  -0.51145747
 -0.00643785 -0.96814842 -0.80091731  0.48125028  0.        ]",-0.304817,"[[ -5.89853962   3.15591357   0.07176361  -0.06051344]
 [-44.48719409  -4.18024642   0.           0.        ]]",[-2.30300283  0.51950288],[-2.80760254 -0.02164755]
14,-0.104891421261,[-0.18231471 -0.36544949],"[ 0.98777405 -0.53025382 -0.71270395 -0.59056384  0.61485467 -0.51145691
 -0.08970526 -0.9686137  -0.77063555  0.63211926  0.        ]",-0.49341,"[[ -6.819172     3.0722763    0.07176361  -0.06051344]
 [-47.56575816  -4.18360328   0.           0.        ]]",[-1.99969029  0.65639699],[-2.16380018 -0.23691727]
15,-0.0887519916489,[-0.18231471 -0.36544949],"[-0.12478097 -0.51479767 -1.43776296 -0.25343001  0.61485394 -0.51145635
 -0.17131993 -1.08775584 -0.61006813  0.6140979   0.        ]",-0.469592,"[[ -7.80076275   2.98001153   0.07176361  -0.06051344]
 [-50.58321749  -5.04020295   0.           0.        ]]",[-1.98831785  0.93402791],[-2.75603777 -0.02579287]
16,-0.0647726371869,[-0.18231471 -0.36544949],"[-1.34990995 -0.48393909 -0.77150822  0.10921732  0.61485321 -0.51145579
 -0.25131018 -1.08844199 -0.58273537  0.34814161  0.        ]",-0.416202,"[[ -8.84210016   2.87916022   0.07176361  -0.06051344]
 [-53.54061892  -5.0451509    0.           0.        ]]",[-1.68536556  1.20444798],[-2.40137951  1.15670797]
17,-0.0897506386151,[-0.18231471 -0.36544949],"[-1.39708889 -0.45868286  0.78106246  0.32133494  0.61485248 -0.51145524
 -0.32971437 -0.52436414 -0.83730636  0.24087168  0.        ]",-0.675392,"[[ -9.94199595   2.81894924   0.07176361  -0.06051344]
 [-56.43938163  -0.98965655   0.           0.        ]]",[-1.6681242   0.92115867],[-0.76178452  2.33840678]
18,-0.120137473907,[-0.18231471 -0.36544949],"[-0.06832369 -0.46766812  1.52574075  0.25100672  0.61485174 -0.51145468
 -0.3810722   0.02846704 -0.98247105  0.51274328  0.        ]",-0.481354,"[[-11.08983393   2.83903498   0.07176361  -0.06051344]
 [-58.33819016   2.9849805    0.           0.        ]]",[-2.43292284  0.42779404],[-3.31172536  0.50691833]
19,-0.118409026588,[-0.18231471 -0.36544949],"[ 1.12686954 -0.49760901  0.45925664 -0.03034885  0.61485101 -0.51145412
 -0.45693518  0.2988473  -0.83926223  0.71987222  0.        ]",-0.683784,"[[ -1.22847391e+01   2.91823731e+00   7.17636068e-02  -6.05134423e-02]
 [ -6.11430014e+01   4.92890768e+00   0.00000000e+00   0.00000000e+00]]",[-2.32086372  0.38116243],[-1.94888378  1.41561667]
20,-0.100001587359,[-0.18231471 -0.36544949],"[ 0.58295061 -0.52477307 -1.17863271 -0.43739379  0.61485028 -0.51145357
 -0.5313006   0.00746467 -0.68429348  0.67053731  0.        ]",-0.54037,"[[ -1.35351843e+01   3.03047786e+00   7.17636068e-02  -6.05134423e-02]
 [ -6.38924473e+01   2.83398567e+00   0.00000000e+00   0.00000000e+00]]",[-2.06300259  0.42952093],[-1.73600048 -0.64624099]
21,-0.0834221339529,[-0.18231471 -0.36544949],"[-1.08982056 -0.52644061 -1.0876129  -0.47717284  0.61484955 -0.51145301
 -0.60418386 -0.52125866 -0.63035155  0.53072933  0.        ]",-0.514639,"[[ -1.48400702e+01   3.04134884e+00   7.17636068e-02  -6.05134423e-02]
 [ -6.65870980e+01  -9.67319874e-01   0.00000000e+00   0.00000000e+00]]",[-2.04583979  0.61153156],[-2.30499074  1.57813134]
22,-0.0828330900337,[-0.18231471 -0.36544949],"[-1.41497962 -0.523757    0.74609079 -0.41500571  0.61484882 -0.51145245
 -0.67561694 -0.48211326 -0.72191527  0.38996649  0.        ]",-0.537865,"[[ -1.61983106e+01   3.02435417e+00   7.17636068e-02  -6.05134423e-02]
 [ -6.92281365e+01  -6.85884573e-01   0.00000000e+00   0.00000000e+00]]",[-1.96474266  0.60463452],[-1.80320471  1.23276954]
23,-0.104515168368,[-0.18231471 -0.36544949],"[ 0.24893898 -0.52190395  1.45210768 -0.37692925  0.61484809 -0.5114519
 -0.74563611 -0.4387419  -0.85738054  0.49337071  0.        ]",-0.525266,"[[ -1.76088472e+01   3.01392872e+00   7.17636068e-02  -6.05134423e-02]
 [ -7.18169044e+01  -3.74066166e-01   0.00000000e+00   0.00000000e+00]]",[-2.43077493  0.431918  ],[-1.90932158  0.68022364]
24,-0.108982990486,[-0.18231471 -0.36544949],"[ 1.14763804 -0.5208214  -0.27965736 -0.35607898  0.61484736 -0.51145134
 -0.81426954 -0.41536543 -0.77888091  0.67418953  0.        ]",-0.45896,"[[ -1.90706453e+01   3.00821405e+00   7.17636068e-02  -6.05134423e-02]
 [ -7.43544445e+01  -2.06002355e-01   0.00000000e+00   0.00000000e+00]]",[-2.02672315  0.47253859],[-2.35800651  0.15080454]
25,-0.086955423566,[-0.18231471 -0.36544949],"[-0.42109101 -0.52012914 -1.4203269  -0.34321096  0.61484662 -0.51145078
 -0.8815444  -0.40616197 -0.61710051  0.58678313  0.        ]",-0.490697,"[[ -2.05826902e+01   3.00468503e+00   7.17636068e-02  -6.05134423e-02]
 [ -7.68417621e+01  -1.39836416e-01   0.00000000e+00   0.00000000e+00]]",[-2.07558131  0.5700441 ],[-2.26913827  0.10333411]
26,-0.0787460890166,[-0.18231471 -0.36544949],"[-1.5614304  -0.51969663  0.27248752 -0.33534264  0.61484589 -0.51145022
 -0.94748739 -0.39763809 -0.68926882  0.38342529  0.        ]",-0.526668,"[[ -2.21439875e+01   3.00252635e+00   7.17636068e-02  -6.05134423e-02]
 [ -7.92798450e+01  -7.85563031e-02   0.00000000e+00   0.00000000e+00]]",[-1.80142605  0.64865762],[-1.3412786   0.45800724]
27,-0.104038720262,[-0.18231471 -0.36544949],"[ 0.0645483  -0.51954218  1.50513641 -0.33256905  0.61484516 -0.51144967
 -1.01212486 -0.38850874 -0.86145464  0.47762645  0.        ]",-0.42973,"[[ -2.37535623e+01   3.00176532e+00   7.17636068e-02  -6.05134423e-02]
 [ -8.16696685e+01  -1.29231543e-02   0.00000000e+00   0.00000000e+00]]",[-2.40171766  0.42781165],[-2.58453506  0.2110208 ]
28,-0.108806921334,[-0.18231471 -0.36544949],"[ 1.12836225 -0.51947255 -0.3611981  -0.33132918  0.61484443 -0.51144911
 -1.0754826  -0.38907292 -0.76978247  0.68284001  0.        ]",-0.434472,"[[ -2.54104589e+01   3.00142514e+00   7.17636068e-02  -6.05134423e-02]
 [ -8.40121868e+01  -1.69821468e-02   0.00000000e+00   0.00000000e+00]]",[-1.98841429  0.47013697],[-2.59844933 -0.05934798]
29,-0.0824335126625,[-0.18231471 -0.36544949],"[-0.74823234 -0.51890994 -1.31657867 -0.32135117  0.6148437  -0.51144855
 -1.13758572 -0.42234008 -0.60493298  0.54645994  0.        ]",-0.516523,"[[ -2.71137406e+01   2.99868628e+00   7.17636068e-02  -6.05134423e-02]
 [ -8.63083290e+01  -2.56160927e-01   0.00000000e+00   0.00000000e+00]]",[-2.0572257   0.58615744],[-2.01281773  1.91223836]
30,-0.0843948193815,[-0.18231471 -0.36544949],"[-1.34572842 -0.52034681  0.87076502 -0.34727495  0.61484297 -0.511448
 -1.19845965 -0.35382869 -0.74301278  0.37537443  0.        ]",-0.570332,"[[ -2.88624890e+01   3.00580021e+00   7.17636068e-02  -6.05134423e-02]
 [ -8.85590367e+01   2.36401933e-01   0.00000000e+00   0.00000000e+00]]",[-1.98630536  0.55477732],[-1.3513935   1.28764993]
31,-0.109758518312,[-0.18231471 -0.36544949],"[ 0.8015498  -0.52059203  1.07017208 -0.35184637  0.61484223 -0.51144744
 -1.25812819 -0.39126169 -0.86095011  0.56943191  0.        ]",-0.311258,"[[ -3.06558049e+01   3.00705403e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.07651904e+01  -3.27266951e-02   0.00000000e+00   0.00000000e+00]]",[-2.30411386  0.42843428],[-3.7219522   0.28775928]
32,-0.0982484372022,[-0.18231471 -0.36544949],"[ 0.45577963 -0.52023659 -1.26225118 -0.34525896  0.6148415  -0.51144688
 -1.31661446 -0.40177422 -0.67158621  0.66297634  0.        ]",-0.368476,"[[ -3.24928053e+01   3.00524743e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.29276455e+01  -1.08309752e-01   0.00000000e+00   0.00000000e+00]]",[-1.99345589  0.51941973],[-3.49923481  0.48883097]
33,-0.0765336766719,[-0.18231471 -0.36544949],"[-1.5539977  -0.51990413 -0.22697283 -0.33917712  0.61484077 -0.51144632
 -1.37394235 -0.3951369  -0.65172976  0.41190578  0.        ]",-0.632239,"[[ -3.43726253e+01   3.00357909e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.50472864e+01  -6.05933571e-02   0.00000000e+00   0.00000000e+00]]",[-1.82216597  0.63719726],[-0.0433515   0.81858045]
34,-0.103007972631,[-0.18231471 -0.36544949],"[-0.02193302 -0.51979799  1.52015805 -0.33725793  0.61484004 -0.51144577
 -1.32768874 -0.3875129  -0.85744141  0.46793542  0.        ]",-0.283446,"[[ -3.62564144e+01   3.00305261e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.33373237e+01  -5.78325028e-03   0.00000000e+00   0.00000000e+00]]",[-2.36727548  0.42968923],[-3.47299112 -0.52847523]
35,-0.107626902709,[-0.18231471 -0.36544949],"[ 1.04674222 -0.51522307 -0.5937853  -0.26023961  0.61483931 -0.51144521
 -1.38479631 -0.67934378 -0.73915182  0.70299941  0.        ]",-0.557019,"[[ -3.81443467e+01   2.98188752e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.54488247e+01  -2.10391143e+00   0.00000000e+00   0.00000000e+00]]",[-1.8929615   0.59119272],[-1.70827736  0.86217223]
36,-0.0750725015932,[-0.18231471 -0.36544949],"[-1.19164661 -0.51345284 -0.9846779  -0.23309514  0.61483858 -0.51144465
 -1.44076861 -0.19967018 -0.5983424   0.46454816  0.        ]",-0.667733,"[[ -4.00740868e+01   2.97441137e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.75183662e+01   1.34470543e+00   0.00000000e+00   0.00000000e+00]]",[-2.00783324  0.53817552],[ 0.33567859  1.08941863]
37,-0.0936989838202,[-0.18231471 -0.36544949],"[-0.76027751 -0.52372668  1.4033277  -0.41453356  0.61483785 -0.5114441
 -1.35260994 -0.20335679 -0.80918445  0.40323244  0.        ]",-0.406606,"[[ -4.19917518e+01   3.02422605e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.42590949e+01   1.31819923e+00   0.00000000e+00   0.00000000e+00]]",[-2.27964211  0.41204369],[-2.94727784  0.43628741]
38,-0.109224595398,[-0.18231471 -0.36544949],"[ 1.17631279 -0.52434628  0.17145093 -0.4280531   0.61483711 -0.51144354
 -1.40922738 -0.44373471 -0.8137698   0.63239054  0.        ]",-0.516423,"[[ -4.38979379e+01   3.02792478e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.63524851e+01  -4.10000689e-01   0.00000000e+00   0.00000000e+00]]",[-2.08550596  0.45216411],[-2.2678935   1.19629381]
39,-0.0862422400286,[-0.18231471 -0.36544949],"[-0.59585447 -0.52273964 -1.37675328 -0.39388391  0.61483638 -0.51144298
 -1.46471977 -0.44778329 -0.62234275  0.57313872  0.        ]",-0.609281,"[[ -4.58455741e+01   3.01857393e+00   7.17636068e-02  -6.05134423e-02]
 [ -9.84042944e+01  -4.39111243e-01   0.00000000e+00   0.00000000e+00]]",[-2.05298471  0.56190079],[-1.14814975  1.91888373]
40,-0.0861400666806,[-0.18231471 -0.36544949],"[-1.24424494 -0.52143815  1.01486707 -0.3680215   0.61483565 -0.51144243
 -1.51911307 -0.42395876 -0.75538001  0.38071793  0.        ]",-0.452982,"[[ -4.78338389e+01   3.01148922e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.00415484e+02  -2.67828223e-01   0.00000000e+00   0.00000000e+00]]",[-2.00275564  0.56771338],[-2.39664084  0.78078763]
41,-0.111086948256,[-0.18231471 -0.36544949],"[ 1.07041647 -0.52063545  0.62980933 -0.35276187  0.61483492 -0.51144187
 -1.5724295  -0.40810129 -0.84158057  0.61861802  0.        ]",-0.448274,"[[ -4.98619281e+01   3.00730600e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.02386875e+02  -1.53824111e-01   0.00000000e+00   0.00000000e+00]]",[-2.18031693  0.43944025],[-3.0307129  1.1308339]
42,-0.0881751648285,[-0.18231471 -0.36544949],"[-0.32593081 -0.52024128 -1.4334744  -0.34544732  0.61483419 -0.51144131
 -1.62469024 -0.39518179 -0.62113952  0.59682121  0.        ]",-0.626012,"[[ -5.19290538e+01   3.00530003e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.04319252e+02  -6.09424939e-02   0.00000000e+00   0.00000000e+00]]",[-2.04685211  0.54223561],[-0.7024749   0.95011075]
43,-0.0848604827093,[-0.18231471 -0.36544949],"[-1.32433185 -0.52007293  0.90431816 -0.34236203  0.61483346 -0.51144075
 -1.64405482 -0.39055806 -0.74753214  0.37429586  0.        ]",-0.528933,"[[ -5.40226241e+01   3.00445379e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.05035396e+02  -2.77031262e-02   0.00000000e+00   0.00000000e+00]]",[-1.94086003  0.58324659],[-1.45516637  0.96629222]
44,-0.111372876679,[-0.18231471 -0.36544949],"[ 1.06883087 -0.52000045  0.6337962  -0.34104537  0.61483273 -0.5114402
 -1.69489707 -0.38822964 -0.84249312  0.62128276  0.        ]",-0.400519,"[[ -5.61421943e+01   3.00409268e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.06915355e+02  -1.09658290e-02   0.00000000e+00   0.00000000e+00]]",[-2.17135715  0.43530908],[-2.77923559  0.14928082]
45,-0.0865239665754,[-0.18231471 -0.36544949],"[-0.44444647 -0.51979791 -1.41598135 -0.3373666   0.61483199 -0.51143964
 -1.74473217 -0.39563364 -0.61506289  0.58379614  0.        ]",-0.393335,"[[ -5.82989902e+01   3.00308347e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.08758096e+02  -6.41993919e-02   0.00000000e+00   0.00000000e+00]]",[-2.04888248  0.54480296],[-3.1657782   0.35460059]
46,-0.0880208962539,[-0.18231471 -0.36544949],"[-1.15715736 -0.51961314  1.11437922 -0.33403499  0.61483126 -0.51143908
 -1.79357998 -0.39098042 -0.77280634  0.37791467  0.        ]",-0.45371,"[[ -6.04922749e+01   3.00216938e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.10564354e+02  -3.07480537e-02   0.00000000e+00   0.00000000e+00]]",[-2.02094555  0.55179346],[-1.81332568  0.10298166]
47,-0.111229926358,[-0.18231471 -0.36544949],"[ 1.17280437 -0.51947203  0.21015265 -0.3315078   0.61483053 -0.51143853
 -1.84146018 -0.39120865 -0.81561852  0.65666669  0.        ]",-0.459932,"[[ -6.27213260e+01   3.00147594e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.12334858e+02  -3.23917477e-02   0.00000000e+00   0.00000000e+00]]",[-2.05434132  0.44705796],[-2.39275778  0.40223572]
48,-0.0803507057612,[-0.18231471 -0.36544949],"[-0.95727682 -0.51942993 -1.19455904 -0.33076304  0.6148298  -0.51143797
 -1.88839187 -0.38639174 -0.60604028  0.52050564  0.        ]",-0.526859,"[[ -6.49854356e+01   3.00127163e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.14070313e+02   2.23643416e-03   0.00000000e+00   0.00000000e+00]]",[-2.02877283  0.56453621],[-1.46737161  0.13130326]
49,-0.0970204509824,[-0.18231471 -0.36544949],"[-0.55319099 -0.51939195  1.48225601 -0.3300933   0.61482907 -0.51143741
 -1.93439381 -0.38862548 -0.83061998  0.41766632  0.        ]",-0.249317,"[[ -6.72839095e+01   3.00108791e+00   7.17636068e-02  -6.05134423e-02]
 [ -1.15771415e+02  -1.38256821e-02   0.00000000e+00   0.00000000e+00]]",[-2.23528767  0.46927094],[-3.76325343 -0.71273377]
