timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
33,-0.212088683832,[-0.18917657 -0.33624515],"[-1.43004627 -0.53002341  0.73014433 -0.3240465   1.28886879 -1.45289765
 -1.51109127 -0.28669772 -1.30155383  1.33094016  0.        ]",-1.51512,"[[-35.03425185   3.00034226   0.14945427  -0.16900097]
 [-95.32323452   0.6967168    0.           0.        ]]",[-2.08585811  0.54409927],[-0.77497412  1.34305401]
34,-0.240362457641,[-0.18917657 -0.33624515],"[ 0.80790956 -0.53125399  1.0579452  -0.34614936  1.28886532 -1.45289307
 -1.54398871 -0.37416739 -1.43228991  1.52695606  0.        ]",-1.33521,"[[ -3.69525696e+01   3.00655266e+00   1.49454267e-01  -1.69000974e-01]
 [ -9.65045826e+01   6.74848390e-02   0.00000000e+00   0.00000000e+00]]",[-2.33323622  0.4898333 ],[-2.89015148  0.56489416]
35,-0.229461917972,[-0.18917657 -0.33624515],"[ 0.28996584 -0.5311279  -1.34241615 -0.34385098  1.28886184 -1.45288849
 -1.60104697 -0.39448444 -1.23101029  1.60637723  0.        ]",-1.40159,"[[ -3.89032180e+01   3.00590723e+00   1.49454267e-01  -1.69000974e-01]
 [ -9.85534271e+01  -7.86727408e-02   0.00000000e+00   0.00000000e+00]]",[-2.22669578  0.57164198],[-1.67188291  0.04577946]
36,-0.208601740556,[-0.18917657 -0.33624515],"[-1.5818468  -0.53071586  0.12705132 -0.33638888  1.28885837 -1.45288391
 -1.65697457 -0.3981599  -1.24961263  1.34755305  0.        ]",-1.27329,"[[ -40.89443619    3.00381111    0.14945427   -0.16900097]
 [-100.56169779   -0.10511616    0.            0.        ]]",[-2.01675081  0.58403385],[-1.5420301  0.2271541]
37,-0.237505844799,[-0.18917657 -0.33624515],"[ 0.47350633 -0.53040859  1.34331543 -0.33090136  1.2888549  -1.45287933
 -1.71179424 -0.39097915 -1.44001136  1.48269448  0.        ]",-1.26392,"[[ -4.29254209e+01   3.00226930e+00   1.49454267e-01  -1.69000974e-01]
 [ -1.02530211e+02  -5.34635324e-02   0.00000000e+00   0.00000000e+00]]",[-2.33592486  0.49172324],[-2.50746973 -0.41039105]
38,-0.232021950345,[-0.18917657 -0.33624515],"[ 0.52543427 -0.52670673 -1.21582219 -0.26895828  1.28885142 -1.45287475
 -1.7655269  -0.61766827 -1.23592068  1.63026267  0.        ]",-1.27461,"[[ -44.99538487    2.98484015    0.14945427   -0.16900097]
 [-104.45971963   -1.68419322    0.            0.        ]]",[-2.2240274   0.60801309],[-2.82312965  0.24493271]
39,-0.205341776265,[-0.18917657 -0.33624515],"[-1.58355099 -0.52098064  0.01684233 -0.18500928  1.28884795 -1.45287018
 -1.81818997 -0.47936061 -1.24606752  1.31211114  0.        ]",-1.28692,"[[ -47.10355337    2.96114115    0.14945427   -0.16900097]
 [-106.35084931   -0.68926049    0.            0.        ]]",[-1.97195745  0.62531316],[-2.03153044  1.39010403]
40,-0.239673309246,[-0.18917657 -0.33624515],"[ 0.52165909 -0.52721668  1.31257453 -0.27709248  1.28884447 -1.4528656
 -1.86981682  0.07175399 -1.4493575   1.4985261   0.        ]",-1.41364,"[[ -49.24917064    2.98713165    0.14945427   -0.16900097]
 [-108.2047992     3.27526322    0.            0.        ]]",[-2.34091973  0.42733371],[-2.16237834  0.42320081]
41,-0.230716299185,[-0.18917657 -0.33624515],"[ 0.33863613 -0.53369327 -1.32108847 -0.39338864  1.288841   -1.45286102
 -1.9204294  -0.34817519 -1.2468086   1.60578891  0.        ]",-1.04433,"[[ -51.43150367    3.01980883    0.14945427   -0.16900097]
 [-110.02235866    0.2544417     0.            0.        ]]",[-2.18716383  0.55882108],[-4.74973834  0.53433529]
42,-0.210416515563,[-0.18917657 -0.33624515],"[-1.54339593 -0.53319311  0.40489767 -0.38332082  1.28883752 -1.45285644
 -1.97002989 -0.42852105 -1.2682241   1.34866521  0.        ]",-1.25717,"[[ -53.64982289    3.01698576    0.14945427   -0.16900097]
 [-111.80360627   -0.32354053    0.            0.        ]]",[-2.01461506  0.57378227],[-1.48465641  0.00663629]
43,-0.240838643778,[-0.18917657 -0.33624515],"[ 0.89743562 -0.53190287  0.94228533 -0.35833566  1.28883405 -1.45285186
 -2.01864605 -0.43142982 -1.4268392   1.53888849  0.        ]",-1.39788,"[[ -55.90341255    3.00997522    0.14945427   -0.16900097]
 [-113.54953962   -0.34446893    0.            0.        ]]",[-2.27436733  0.50143057],[-2.25920779  0.74699454]
44,-0.221867258146,[-0.18917657 -0.33624515],"[-0.30391915 -0.53106095 -1.43750261 -0.34273799  1.28883058 -1.45284729
 -2.06629889 -0.40143593 -1.19508228  1.55473413  0.        ]",-1.38091,"[[ -58.19157406    3.00559547    0.14945427   -0.16900097]
 [-115.26091372   -0.12870767    0.            0.        ]]",[-2.11795568  0.58344293],[-0.97643775 -0.77269346]
45,-0.217504418004,[-0.18917657 -0.33624515],"[-1.14307514 -0.52376345  1.13786647 -0.22437256  1.2888271  -1.45284271
 -2.11040664 -0.82759795 -1.36739797  1.31900795  0.        ]",-1.46198,"[[ -60.51268718    2.97226623    0.14945427   -0.16900097]
 [-116.8450292    -3.19436286    0.            0.        ]]",[-2.08170748  0.64932847],[-1.8998362   2.17189002]
46,-0.246548622074,[-0.18917657 -0.33624515],"[ 1.17393953 -0.51763249 -0.00385626 -0.14083443  1.28882363 -1.45283813
 -2.15623107 -0.26994293 -1.36284296  1.673771    0.        ]",-1.35261,"[[ -62.86609921    2.94863104    0.14945427   -0.16900097]
 [-118.49081231    0.81718872    0.            0.        ]]",[-2.25091791  0.51587391],[-2.18611109 -0.25449182]
47,-0.205289836731,[-0.18917657 -0.33624515],"[-1.24028239 -0.51925077 -0.93587022 -0.16184584  1.28882015 -1.45283355
 -2.20116073 -0.41388546 -1.16524103  1.39648992  0.        ]",-1.15134,"[[ -65.25210644    2.95458553    0.14945427   -0.16900097]
 [-120.10449945   -0.21828051    0.            0.        ]]",[-1.96137404  0.62410629],[-2.10434384  0.06851003]
48,-0.236616056781,[-0.18917657 -0.33624515],"[-0.03145249 -0.51878776  1.52382139 -0.1557759   1.28881668 -1.45282897
 -2.24519625 -0.37723155 -1.46789685  1.43736422  0.        ]",-1.53097,"[[ -6.76700652e+01   2.95286611e+00   1.49454267e-01  -1.69000974e-01]
 [ -1.21686113e+02   4.53898272e-02   0.00000000e+00   0.00000000e+00]]",[-2.25530601  0.51308548],[-1.21085849  1.13121459]
49,-0.232394757475,[-0.18917657 -0.33624515],"[ 0.53568937 -0.52856568 -1.20885375 -0.29926701  1.28881321 -1.4528244
 -2.28836501  0.17149489 -1.24326618  1.6276487   0.        ]",-1.22454,"[[ -70.11934332    2.99337472    0.14945427   -0.16900097]
 [-123.2366381     3.99270562    0.            0.        ]]",[-2.15797639  0.48718446],[-2.99390569  0.43829176]
