timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
10,-0.169665586607,[-0.1742232  -0.32900137],"[-1.34234622 -0.20632791  0.89215816  1.48057142  0.34938527 -1.67359703
  0.1306707   1.22567221 -0.90982131  1.26854983  0.        ]",-1.37648,"[[ -3.74353226   2.43506626   0.03868771  -0.19179118]
 [-36.24560979  11.5667711    0.           0.        ]]",[-2.42151523  0.53459835],[-1.41412601  1.84480879]
11,-0.200939370566,[-0.1742232  -0.32900137],"[-0.49472701 -0.41428228  1.50467513  0.68537617  0.34938488 -1.6735907
  0.04056241  1.74349691 -0.84927337  1.62439815  0.        ]",-1.5322,"[[ -4.50098727e+00   2.70379659e+00   3.86877082e-02  -1.91791180e-01]
 [ -3.94890671e+01   1.52939608e+01   0.00000000e+00   0.00000000e+00]]",[-2.73156071  0.38832796],[-2.29397344  0.85199745]
12,-0.197713419515,[-0.1742232  -0.32900137],"[ 0.5853688  -0.54215444  1.26911773 -0.4548467   0.34938449 -1.67358437
 -0.04774961  1.68779459 -0.61973599  1.69566468  0.        ]",-1.3115,"[[ -5.32266298e+00   3.04046183e+00   3.86877082e-02  -1.91791180e-01]
 [ -4.26678674e+01   1.48930787e+01   0.00000000e+00   0.00000000e+00]]",[-2.92008781  0.29216626],[-2.58301653  0.60311214]
13,-0.196610961279,[-0.1742232  -0.32900137],"[ 1.17034361 -0.54947502  0.16216305 -0.80396449  0.3493841  -1.67357805
 -0.13430076 -0.47505177 -0.58599638  1.6963944   0.        ]",-1.26103,"[[ -6.20728087e+00   3.13952743e+00   3.86877082e-02  -1.91791180e-01]
 [ -4.57832853e+01  -6.74473282e-01   0.00000000e+00   0.00000000e+00]]",[-2.9364326   0.45192727],[-2.25425596  1.2602473 ]
14,-0.206531098227,[-0.1742232  -0.32900137],"[ 0.68391289 -0.5481555  -1.08881219 -0.65968371  0.34938371 -1.67357172
 -0.21911832 -0.72650242 -0.53423895  1.80081304  0.        ]",-1.28885,"[[ -7.15357901e+00   3.09864478e+00   3.86877082e-02  -1.91791180e-01]
 [ -4.88363031e+01  -2.48434957e+00   0.00000000e+00   0.00000000e+00]]",[-2.91939354  0.54677874],[-2.51325044  0.33121092]
15,-0.199851938222,[-0.1742232  -0.32900137],"[-0.62130368 -0.54405945 -1.3699291  -0.50463534  0.34938332 -1.6735654
 -0.30225232 -0.62962053 -0.42466704  1.76325345  0.        ]",-1.32123,"[[ -8.16032908e+00   3.05462882e+00   3.86877082e-02  -1.91791180e-01]
 [ -5.18287214e+01  -1.78702865e+00   0.00000000e+00   0.00000000e+00]]",[-2.80918145  0.59412676],[-2.13894396  0.3495149 ]
16,-0.18334611672,[-0.1742232  -0.32900137],"[-1.55774654 -0.54014209 -0.24416414 -0.40905154  0.34938293 -1.67355907
 -0.38374028 -0.51723528 -0.42762406  1.61514324  0.        ]",-1.25894,"[[ -9.22633292e+00   3.02741508e+00   3.86877082e-02  -1.91791180e-01]
 [ -5.47618922e+01  -9.78118043e-01   0.00000000e+00   0.00000000e+00]]",[-2.65322828  0.57209098],[-3.49595047  0.85567958]
17,-0.181602516469,[-0.1742232  -0.32900137],"[-1.03481714 -0.53780106  1.23862787 -0.36162955  0.34938254 -1.67355274
 -0.46361594 -0.44263274 -0.55504969  1.56872069  0.        ]",-1.42319,"[[ -1.03504179e+01   3.01388328e+00   3.86877082e-02  -1.91791180e-01]
 [ -5.76370300e+01  -4.41155482e-01   0.00000000e+00   0.00000000e+00]]",[-2.67377305  0.50118494],[-1.8529455   0.77342955]
18,-0.199527919201,[-0.1742232  -0.32900137],"[ 0.49913241 -0.53666112  1.32916192 -0.34029513  0.34938215 -1.67354642
 -0.54191111 -0.40890854 -0.63972561  1.70546754  0.        ]",-1.39472,"[[ -1.15314349e+01   3.00778807e+00   3.86877082e-02  -1.91791180e-01]
 [ -6.04552813e+01  -1.98422601e-01   0.00000000e+00   0.00000000e+00]]",[-2.84070492  0.4554112 ],[-1.60185474  0.36417744]
19,-0.212993978702,[-0.1742232  -0.32900137],"[ 1.14629867 -0.53605413 -0.24918937 -0.32933235  0.34938177 -1.67354009
 -0.61865663 -0.39750725 -0.55540827  1.85390671  0.        ]",-1.26382,"[[ -1.27682573e+01   3.00465414e+00   3.86877082e-02  -1.91791180e-01]
 [ -6.32177565e+01  -1.16362997e-01   0.00000000e+00   0.00000000e+00]]",[-2.92149043  0.48484716],[-2.85948467 -0.51535635]
20,-0.202904176394,[-0.1742232  -0.32900137],"[-0.09859977 -0.53122196 -1.43477831 -0.24971177  0.34938138 -1.67353377
 -0.69388286 -0.68107352 -0.38927726  1.79561675  0.        ]",-1.19935,"[[ -1.40597809e+01   2.98184965e+00   3.86877082e-02  -1.91791180e-01]
 [ -6.59255496e+01  -2.15738859e+00   0.00000000e+00   0.00000000e+00]]",[-2.82358575  0.60665536],[-3.88659321  1.20004793]
21,-0.179109807203,[-0.1742232  -0.32900137],"[-1.52195627 -0.53052507 -0.39492449 -0.23917138  0.34938099 -1.67352744
 -0.76761474 -0.12548975 -0.41359815  1.57966751  0.        ]",-1.2844,"[[ -1.54049198e+01   2.97882477e+00   3.86877082e-02  -1.91791180e-01]
 [ -6.85795594e+01   1.84152088e+00   0.00000000e+00   0.00000000e+00]]",[-2.59183288  0.53291065],[-2.93291535  1.68119355]
22,-0.183530754832,[-0.1742232  -0.32900137],"[-0.83758097 -0.53956405  1.37224043 -0.39691001  0.3493806  -1.67352112
 -0.8398985  -0.26786274 -0.56431208  1.58346908  0.        ]",-1.36643,"[[ -1.68026161e+01   3.02395307e+00   3.86877082e-02  -1.91791180e-01]
 [ -7.11814508e+01   8.16765617e-01   0.00000000e+00   0.00000000e+00]]",[-2.66636205  0.46232933],[-1.74052121 -0.19939813]
23,-0.204472849599,[-0.1742232  -0.32900137],"[ 0.93512948 -0.53942337  0.88696986 -0.39400306  0.34938021 -1.67351479
 -0.91074623 -0.45756684 -0.62282882  1.75663859  0.        ]",-1.29898,"[[ -1.82518325e+01   3.02312399e+00   3.86877082e-02  -1.91791180e-01]
 [ -7.37316600e+01  -5.48663887e-01   0.00000000e+00   0.00000000e+00]]",[-2.82185745  0.45329839],[-1.6578524  -0.53623547]
24,-0.211207852065,[-0.1742232  -0.32900137],"[ 0.65015235 -0.53323024 -1.11855045 -0.28136275  0.34937982 -1.67350846
 -0.9801881  -0.75150971 -0.4574316   1.85914154  0.        ]",-1.24984,"[[ -1.97515456e+01   2.99092479e+00   3.86877082e-02  -1.91791180e-01]
 [ -7.62312746e+01  -2.66437130e+00   0.00000000e+00   0.00000000e+00]]",[-2.85113716  0.57323891],[-2.8007216   0.03755326]
25,-0.180687159035,[-0.1742232  -0.32900137],"[-1.26888807 -0.52032864 -0.8986662  -0.1030494   0.34937943 -1.67350214
 -1.0482474  -0.72417148 -0.36526061  1.60085109  0.        ]",-1.22755,"[[ -2.13007514e+01   2.93961424e+00   3.86877082e-02  -1.91791180e-01]
 [ -7.86811335e+01  -2.46760820e+00   0.00000000e+00   0.00000000e+00]]",[-2.60089016  0.65087616],[-1.95467609  0.75030401]
26,-0.179237642538,[-0.1742232  -0.32900137],"[-1.05486908 -0.51457529  1.22202738 -0.03707905  0.34937904 -1.67349581
 -1.11496033 -0.30546422 -0.61962353  1.52508988  0.        ]",-1.21681,"[[ -2.28984675e+01   2.92050102e+00   3.86877082e-02  -1.91791180e-01]
 [ -8.10825414e+01   5.46096599e-01   0.00000000e+00   0.00000000e+00]]",[-2.54979491  0.51226872],[-3.74479964  0.13755826]
27,-0.21399794678,[-0.1742232  -0.32900137],"[ 0.94185824 -0.51948792  0.87620691 -0.09302799  0.34937865 -1.67348949
 -1.18036224 -0.23216974 -0.65157423  1.83456156  0.        ]",-1.5028,"[[ -2.45437389e+01   2.93671581e+00   3.86877082e-02  -1.91791180e-01]
 [ -8.34367715e+01   1.07364219e+00   0.00000000e+00   0.00000000e+00]]",[-2.7966156   0.44416219],[-1.33904831  1.39310213]
28,-0.208786630851,[-0.1742232  -0.32900137],"[ 0.4169671  -0.53464134 -1.27923685 -0.30482581  0.34937826 -1.67348316
 -1.24447241  0.314213   -0.43855054  1.84071985  0.        ]",-1.08764,"[[ -2.62356281e+01   2.99764375e+00   3.86877082e-02  -1.91791180e-01]
 [ -8.57445189e+01   5.00630767e+00   0.00000000e+00   0.00000000e+00]]",[-2.80210686  0.45985979],[-4.34421109  0.20151939]
29,-0.186304754083,[-0.1742232  -0.32900137],"[-1.52274367 -0.54236386 -0.39218661 -0.46024536  0.34937787 -1.67347684
 -1.30731873 -0.37563067 -0.42285533  1.64237036  0.        ]",-1.24183,"[[ -2.79732177e+01   3.04200033e+00   3.86877082e-02  -1.91791180e-01]
 [ -8.80067886e+01   4.10667483e-02   0.00000000e+00   0.00000000e+00]]",[-2.54334068  0.53695893],[-3.01304271  0.81287233]
30,-0.188115671954,[-0.1742232  -0.32900137],"[-0.32859629 -0.54087038  1.53184446 -0.42522085  0.34937748 -1.67347051
 -1.36890873 -0.47998233 -0.59449986  1.61577419  0.        ]",-1.38012,"[[ -2.97555983e+01   3.03202485e+00   3.86877082e-02  -1.91791180e-01]
 [ -9.02238530e+01  -7.10021204e-01   0.00000000e+00   0.00000000e+00]]",[-2.67745781  0.46765554],[-1.66226254  0.8617221 ]
31,-0.211496906772,[-0.1742232  -0.32900137],"[ 1.15536968 -0.53874944 -0.19660526 -0.38039403  0.34937709 -1.67346419
 -1.42927723 -0.45425043 -0.56320308  1.83822693  0.        ]",-1.28575,"[[ -3.15818789e+01   3.01924134e+00   3.86877082e-02  -1.91791180e-01]
 [ -9.23969664e+01  -5.24816825e-01   0.00000000e+00   0.00000000e+00]]",[-2.80488372  0.47712475],[-2.87310224  1.21988275]
32,-0.194728320913,[-0.1742232  -0.32900137],"[-0.82322052 -0.53732412 -1.28153892 -0.35276246  0.3493767  -1.67345786
 -1.48845048 -0.42026083 -0.38884434  1.72276753  0.        ]",-1.26774,"[[ -3.34511902e+01   3.01135166e+00   3.86877082e-02  -1.91791180e-01]
 [ -9.45270746e+01  -2.80176456e-01   0.00000000e+00   0.00000000e+00]]",[-2.62213302  0.56527895],[-2.20298015  1.27740759]
33,-0.180308160556,[-0.1742232  -0.32900137],"[-1.16127895 -0.53656648  1.12242468 -0.33874804  0.34937631 -1.67345154
 -1.5464523  -0.40012448 -0.54504881  1.55980034  0.        ]",-1.27003,"[[ -3.53626809e+01   3.00734706e+00   3.86877082e-02  -1.91791180e-01]
 [ -9.66150364e+01  -1.35246274e-01   0.00000000e+00   0.00000000e+00]]",[-2.52772498  0.49665475],[-2.33421493 -0.09738605]
34,-0.209519867849,[-0.1742232  -0.32900137],"[ 1.07406419 -0.5352678   0.60637521 -0.31565499  0.34937592 -1.67344522
 -1.60330539 -0.45412245 -0.6162753   1.80488945  0.        ]",-1.26821,"[[ -3.73155163e+01   3.00074344e+00   3.86877082e-02  -1.91791180e-01]
 [ -9.86616699e+01  -5.23905888e-01   0.00000000e+00   0.00000000e+00]]",[-2.74491835  0.45614743],[-3.94933825  2.16210442]
35,-0.201622988955,[-0.1742232  -0.32900137],"[-0.25899288 -0.5365422  -1.43810193 -0.33832978  0.34937553 -1.67343889
 -1.65903308 -0.35179813 -0.40223226  1.78233218  0.        ]",-1.23307,"[[ -3.93088774e+01   3.00722771e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.00667815e+02   2.12580028e-01   0.00000000e+00   0.00000000e+00]]",[-2.66876078  0.54211193],[-2.22868279  0.75281524]
36,-0.178642735573,[-0.1742232  -0.32900137],"[-1.41509567 -0.53662552  0.76456586 -0.33986248  0.34937514 -1.67343257
 -1.71365708 -0.39203854 -0.50652972  1.55535582  0.        ]",-1.2348,"[[ -4.13419638e+01   3.00766591e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.02634255e+02  -7.70570107e-02   0.00000000e+00   0.00000000e+00]]",[-2.46205878  0.50766265],[-2.55578312  0.20718097]
37,-0.206805382485,[-0.1742232  -0.32900137],"[ 0.95747431 -0.53616533  0.8504186  -0.33153799  0.34937475 -1.67342624
 -1.76719817 -0.39877107 -0.62782083  1.77630901  0.        ]",-1.22418,"[[ -4.34139880e+01   3.00528633e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.04561739e+02  -1.25518286e-01   0.00000000e+00   0.00000000e+00]]",[-2.72304726  0.44377309],[-3.30774055  1.03301706]
38,-0.202594412405,[-0.1742232  -0.32900137],"[-0.16536026 -0.53591747 -1.43860963 -0.32712046  0.34937436 -1.67341992
 -1.81967853 -0.38465204 -0.40366621  1.79076744  0.        ]",-1.16254,"[[ -4.55241789e+01   3.00402330e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.06451066e+02  -2.38986659e-02   0.00000000e+00   0.00000000e+00]]",[-2.65818143  0.54260021],[-3.03330379  0.89914626]
39,-0.1785152194,[-0.1742232  -0.32900137],"[-1.38287698 -0.53585965  0.82463911 -0.32610483  0.34937397 -1.67341359
 -1.87111938 -0.38244218 -0.51453058  1.55206434  0.        ]",-1.10576,"[[ -4.76717813e+01   3.00373297e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.08303000e+02  -7.99614325e-03   0.00000000e+00   0.00000000e+00]]",[-2.44930744  0.5047285 ],[-4.14203478  0.15554837]
40,-0.209000343775,[-0.1742232  -0.32900137],"[ 1.06030359 -0.53568397  0.64184213 -0.32300833  0.34937358 -1.67340727
 -1.92154097 -0.38927069 -0.61786495  1.79959517  0.        ]",-1.17906,"[[ -4.98560545e+01   3.00284750e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.10118271e+02  -5.71480203e-02   0.00000000e+00   0.00000000e+00]]",[-2.7072022   0.44342199],[-3.66181106  0.91169553]
41,-0.198050939718,[-0.1742232  -0.32900137],"[-0.53316201 -0.53564181 -1.39657013 -0.32227701  0.34937319 -1.67340094
 -1.97096345 -0.37932865 -0.38816605  1.75239545  0.        ]",-1.17622,"[[ -5.20762726e+01   3.00263844e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.11897605e+02   1.44072944e-02   0.00000000e+00   0.00000000e+00]]",[-2.59662628  0.54957402],[-2.03056581  0.07510706]
42,-0.181261798546,[-0.1742232  -0.32900137],"[-1.03590112 -0.53553838  1.23773239 -0.32047099  0.3493728  -1.67339462
 -2.01940668 -0.38729898 -0.56313049  1.56295748  0.        ]",-1.31025,"[[ -5.43317239e+01   3.00212197e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.13641718e+02  -4.29627802e-02   0.00000000e+00   0.00000000e+00]]",[-2.49814844  0.48551685],[-2.97658326  1.49042553]
43,-0.212817882893,[-0.1742232  -0.32900137],"[ 1.17064939 -0.53557371 -0.05934454 -0.32110278  0.34937241 -1.6733883
 -2.0668899  -0.37657995 -0.57025771  1.84823786  0.        ]",-1.05436,"[[ -5.66217111e+01   3.00230278e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.15351303e+02   3.41848540e-02   0.00000000e+00   0.00000000e+00]]",[-2.71468639  0.46074206],[-3.66020811 -0.21592088]
44,-0.187106449758,[-0.1742232  -0.32900137],"[-1.2196168  -0.53393877 -0.95957023 -0.29320604  0.34937202 -1.67338197
 -2.11343158 -0.49661748 -0.38455804  1.65536167  0.        ]",-1.28134,"[[ -5.89455505e+01   2.99431908e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.17027026e+02  -8.29794215e-01   0.00000000e+00   0.00000000e+00]]",[-2.47832942  0.57290858],[-1.54028824  1.79523093]
45,-0.191627506039,[-0.1742232  -0.32900137],"[-0.14798528 -0.53651851  1.53651988 -0.33801984  0.34937163 -1.67337565
 -2.15905173 -0.23355505 -0.63208182  1.63506705  0.        ]",-1.2742,"[[ -6.13025706e+01   3.00714010e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.18669607e+02   1.06360438e+00   0.00000000e+00   0.00000000e+00]]",[-2.60617518  0.42727539],[-2.89975296  0.98258725]
46,-0.210562530559,[-0.1742232  -0.32900137],"[ 0.69456559 -0.53781758 -1.07903366 -0.36231711  0.34937124 -1.67336933
 -2.20377005 -0.38929629 -0.47883048  1.84917638  0.        ]",-1.14676,"[[ -6.36921183e+01   3.01408207e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.20279756e+02  -5.73504122e-02   0.00000000e+00   0.00000000e+00]]",[-2.68857193  0.50161988],[-3.22951022  1.12777241]
47,-0.179180146605,[-0.1742232  -0.32900137],"[-1.57129103 -0.53724564  0.25714867 -0.3514767   0.34937085 -1.673363
 -2.24759891 -0.40702969 -0.46145048  1.57087139  0.        ]",-1.35616,"[[ -6.61135477e+01   3.01098581e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.21857919e+02  -1.84990268e-01   0.00000000e+00   0.00000000e+00]]",[-2.38206625  0.52132487],[-1.33656621  2.22908025]
48,-0.206791366994,[-0.1742232  -0.32900137],"[ 0.97173333 -0.53663816  0.82580589 -0.34023986  0.34937046 -1.67335668
 -2.29055871 -0.39917503 -0.62588217  1.77673594  0.        ]",-1.04938,"[[ -6.85662267e+01   3.00777498e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.23404830e+02  -1.28459581e-01   0.00000000e+00   0.00000000e+00]]",[-2.6597259  0.4378438],[-3.29184031 -0.50307125]
49,-0.19477332901,[-0.1742232  -0.32900137],"[-0.69600256 -0.53194757 -1.34186248 -0.26121635  0.34937007 -1.67335035
 -2.332665   -0.67689846 -0.37219012  1.7251951   0.        ]",-1.15859,"[[ -7.10495366e+01   2.98515284e+00   3.86877082e-02  -1.91791180e-01]
 [ -1.24921051e+02  -2.12738309e+00   0.00000000e+00   0.00000000e+00]]",[-2.53556371  0.59717607],[-1.59569385  0.10876633]
