timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
12,-0.140716563769,[-0.02926746 -0.14075339],"[-1.61797691 -0.74330512  0.49222978  0.24246414 -1.2205076  -0.8969389
 -0.59435858  2.37691015  0.63171471  0.49679931  0.        ]",-0.546551,"[[ -3.42752913   2.78869897  -0.13183107  -0.1035328 ]
 [-16.61491157  19.40604263   0.           0.        ]]",[-0.66628683  0.54056507],[ 0.13373968  0.60579139]
13,-0.164013742676,[-0.02926746 -0.14075339],"[-1.42503798 -0.81956466  0.93493179 -0.57594481 -1.22049095 -0.89693003
 -0.53878348  0.71136053  0.7106248   0.69743944  0.        ]",-0.503937,"[[ -3.7512189    3.13663428  -0.13183107  -0.1035328 ]
 [-15.75721519   7.31521146   0.           0.        ]]",[-0.69643384  0.52981222],[-1.04292238 -0.34374061]
14,-0.16923583668,[-0.02926746 -0.14075339],"[-1.08289259 -0.81948236  1.31195967 -0.61682518 -1.2204743  -0.89692116
 -0.77512432 -0.64313523  0.73351382  0.73113052  0.        ]",-0.540621,"[[ -4.1029643    3.15365252  -0.13183107  -0.1035328 ]
 [-19.40502883  -2.51761057   0.           0.        ]]",[-0.68921626  0.53679985],[-0.30650296 -0.61711023]
15,-0.157237194889,[-0.02926746 -0.14075339],"[-0.58378942 -0.81711788  1.55183328 -0.4368626  -1.22045765 -0.89691229
 -0.82885997 -0.97681482  0.65184031  0.70085963  0.        ]",-0.632175,"[[ -4.49938743   3.07870488  -0.13183107  -0.1035328 ]
 [-20.23450673  -4.93998232   0.           0.        ]]",[-0.69585705  0.53945661],[ 0.21877253  1.75850569]
16,-0.151786666308,[-0.02926746 -0.14075339],"[-0.04540232 -0.81022798  1.56190076 -0.29344191 -1.22044101 -0.89690342
 -0.74676461 -0.4919932   0.58099489  0.73526022  0.        ]",-0.640292,"[[ -4.89136545   3.01874153  -0.13183107  -0.1035328 ]
 [-18.9675419   -1.42051933   0.           0.        ]]",[-0.74509037  0.525998  ],[ 0.55780205  1.22461265]
17,-0.154165769872,[-0.02926746 -0.14075339],"[ 0.4102577  -0.8079224   1.37529863 -0.25932548 -1.22042436 -0.89689456
 -0.57933426 -0.33381843  0.56387727  0.78570355  0.        ]",-0.440929,"[[ -5.24478946   3.00442079  -0.13183107  -0.1035328 ]
 [-16.38348655  -0.27229363   0.           0.        ]]",[-0.79633725  0.51628059],[-1.28600778 -0.4780124 ]
18,-0.159881507298,[-0.02926746 -0.14075339],"[ 0.7884766  -0.80342318  1.01370259 -0.20139118 -1.22040771 -0.89688569
 -0.81484683 -0.59385486  0.56255553  0.85177257  0.        ]",-0.639784,"[[ -5.60893048   2.9800351   -0.13183107  -0.1035328 ]
 [-20.01849004  -2.1600027    0.           0.        ]]",[-0.82415038  0.51804703],[-0.26360041  1.73186985]
19,-0.1679572002,[-0.02926746 -0.14075339],"[ 1.04187587 -0.80280367  0.46494461 -0.19416806 -1.22039107 -0.89687682
 -0.85677229 -0.04255546  0.59515017  0.90336132  0.        ]",-0.557668,"[[ -6.01579364   2.97698867  -0.13183107  -0.1035328 ]
 [-20.66568981   1.8420178    0.           0.        ]]",[-0.87452501  0.50508231],[-1.63957887  1.45118447]
20,-0.171805560528,[-0.02926746 -0.14075339],"[ 1.06827444 -0.8107382  -0.21283307 -0.30204287 -1.22037442 -0.89686795
 -1.08679098 -0.17961348  0.63748583  0.89673112  0.        ]",-0.542035,"[[ -6.46472786   3.0223497   -0.13183107  -0.1035328 ]
 [-24.21597509   0.84707695   0.           0.        ]]",[-0.88156998  0.5101248 ],[-1.4915951   0.69895858]
21,-0.178769720883,[-0.02926746 -0.14075339],"[ 0.76517526 -0.81088084 -0.92032518 -0.30448142 -1.22035778 -0.89685909
 -1.31224612 -0.34548319  0.69248936  0.90865362  0.        ]",-0.426873,"[[ -6.98396313   3.02337265  -0.13183107  -0.1035328 ]
 [-27.69593204  -0.3570158    0.           0.        ]]",[-0.85743737  0.5312748 ],[-2.83820172  0.17366485]
22,-0.183957492098,[-0.02926746 -0.14075339],"[ 0.09299624 -0.80956763 -1.40143791 -0.28389978 -1.22034113 -0.89685022
 -1.53322395 -0.3536193   0.75784589  0.88388736  0.        ]",-0.660308,"[[ -7.57210549   3.01474207  -0.13183107  -0.1035328 ]
 [-31.10693243  -0.41609278   0.           0.        ]]",[-0.80005264  0.5526256 ],[-0.50356773  0.92445933]
23,-0.183110056124,[-0.02926746 -0.14075339],"[-0.7709564  -0.80860205 -1.36701858 -0.26965487 -1.22032449 -0.89684136
 -1.62247095 -0.32426548  0.79877214  0.81259815  0.        ]",-0.518866,"[[ -8.20806948   3.00876337  -0.13183107  -0.1035328 ]
 [-32.48487675  -0.20302454   0.           0.        ]]",[-0.73380601  0.5621205 ],[-1.93217596  2.16335902]
24,-0.175305697635,[-0.02926746 -0.14075339],"[-1.48181724 -0.80813898 -0.7129422  -0.26310189 -1.22030785 -0.89683249
 -1.8372867  -0.30836547  0.78855067  0.72242272  0.        ]",-0.480399,"[[ -8.89103946   3.0060118   -0.13183107  -0.1035328 ]
 [-35.80107135  -0.08761865   0.           0.        ]]",[-0.68490994  0.55375099],[-0.85883988  0.48557945]
25,-0.162659797503,[-0.02926746 -0.14075339],"[-1.64391419 -0.80784178  0.37896463 -0.25900237 -1.22029121 -0.89682362
 -2.01162418 -0.30658723  0.72244385  0.65769432  0.        ]",-0.366835,"[[ -9.63406717   3.00429015  -0.13183107  -0.1035328 ]
 [-38.49272892  -0.07472372   0.           0.        ]]",[-0.63943303  0.55107605],[-1.85405543  0.87004942]
26,-0.151796879525,[-0.02926746 -0.14075339],"[-1.02541207 -0.80770485  1.35381673 -0.25718526 -1.22027457 -0.89681476
 -2.21870031 -0.2983561   0.62858241  0.66514583  0.        ]",-0.568818,"[[ -1.04360009e+01   3.00352724e+00  -1.31831070e-01  -1.03532798e-01]
 [ -4.16899948e+01  -1.49868375e-02   0.00000000e+00   0.00000000e+00]]",[-0.63490617  0.54344875],[ 0.37082967  2.07482867]
27,-0.151453972652,[-0.02926746 -0.14075339],"[ 0.05215619 -0.80770011  1.53837835 -0.25721969 -1.22025793 -0.89680589
 -2.07004728 -0.29510348  0.56831613  0.74810661  0.        ]",-0.431623,"[[ -1.12467890e+01   3.00354234e+00  -1.31831070e-01  -1.03532798e-01]
 [ -3.93964580e+01   8.61101197e-03   0.00000000e+00   0.00000000e+00]]",[-0.73143226  0.5219909 ],[-0.89200356  0.32506965]
28,-0.162077601335,[-0.02926746 -0.14075339],"[ 0.91908976 -0.80760203  0.79830439 -0.2559527  -1.22024129 -0.89679703
 -2.24825186 -0.30194911  0.58006791  0.85564327  0.        ]",-0.42456,"[[ -1.20623278e+01   3.00301056e+00  -1.31831070e-01  -1.03532798e-01]
 [ -4.21482492e+01  -4.10940048e-02   0.00000000e+00   0.00000000e+00]]",[-0.82048476  0.50853658],[-1.49865588 -0.09160625]
29,-0.177284190405,[-0.02926746 -0.14075339],"[ 0.99731871 -0.80681886 -0.48914468 -0.24532803 -1.22022465 -0.89678816
 -2.45060538 -0.35198259  0.66604637  0.92414845  0.        ]",-0.49705,"[[-12.93664605   2.99854487  -0.13183107  -0.1035328 ]
 [-45.27315634  -0.40429724   0.           0.        ]]",[-0.84305     0.52592331],[-1.5949058   0.60414719]
30,-0.185040882551,[-0.02926746 -0.14075339],"[ 0.06966258 -0.80769999 -1.40864031 -0.25751997 -1.22020801 -0.8967793
 -2.64892251 -0.27190087  0.76751865  0.88358403  0.        ]",-0.812373,"[[-13.8728412    3.00367035  -0.13183107  -0.1035328 ]
 [-48.33618746   0.17699271   0.           0.        ]]",[-0.77718228  0.55581534],[ 1.37754615  1.04349205]
31,-0.180467169653,[-0.02926746 -0.14075339],"[-1.13162041 -0.80792708 -1.1479659  -0.2608129  -1.22019137 -0.89677044
 -2.33036528 -0.29541714  0.80243358  0.77087805  0.        ]",-0.403526,"[[ -1.47902395e+01   3.00505453e+00  -1.31831070e-01  -1.03532798e-01]
 [ -4.34200241e+01   6.27964327e-03   0.00000000e+00   0.00000000e+00]]",[-0.71320808  0.5563972 ],[-2.10864426  1.0971366 ]
32,-0.166645149488,[-0.02926746 -0.14075339],"[-1.67383408 -0.80788028  0.03457338 -0.26025404 -1.22017474 -0.89676157
 -2.53106192 -0.2989463   0.74705264  0.67125362  0.        ]",-0.486057,"[[ -1.56897406e+01   3.00482038e+00  -1.31831070e-01  -1.03532798e-01]
 [ -4.65197521e+01  -1.93507588e-02   0.00000000e+00   0.00000000e+00]]",[-0.65072095  0.54971945],[-0.04345264  0.74337816]
33,-0.152827801928,[-0.02926746 -0.14075339],"[-1.14585051 -0.80776604  1.26043661 -0.25874817 -1.2201581  -0.89675271
 -2.4824534  -0.30094918  0.6406767   0.65942855  0.        ]",-0.298991,"[[ -1.66126218e+01   3.00418834e+00  -1.31831070e-01  -1.03532798e-01]
 [ -4.57708667e+01  -3.39021497e-02   0.00000000e+00   0.00000000e+00]]",[-0.62830448  0.5446471 ],[-1.63833726 -0.36123954]
34,-0.151012494516,[-0.02926746 -0.14075339],"[ 0.09046214 -0.80507049  1.52688512 -0.22299595 -1.22014146 -0.89674385
 -2.68010735 -0.49811585  0.55750845  0.75687036  0.        ]",-0.459856,"[[-17.55867312   2.98915113  -0.13183107  -0.1035328 ]
 [-48.82407104  -1.46510235   0.           0.        ]]",[-0.71630788  0.52561384],[-1.13682333  1.58199225]
35,-0.166102250525,[-0.02926746 -0.14075339],"[ 1.03551756 -0.80700431  0.48984607 -0.24842304 -1.22012483 -0.89673498
 -2.87380389  0.05112775  0.59556118  0.88222434  0.        ]",-0.481684,"[[-18.5651799    2.99984994  -0.13183107  -0.1035328 ]
 [-51.81667829   2.52168271   0.           0.        ]]",[-0.83233762  0.50231326],[-0.53339411 -0.19241395]
36,-0.179631174088,[-0.02926746 -0.14075339],"[ 0.70788459 -0.8104091  -0.99067705 -0.29860605 -1.2201082  -0.89672612
 -2.94400548 -0.29866942  0.70017911  0.90871347  0.        ]",-0.392457,"[[ -1.96124126e+01   3.02091796e+00  -1.31831070e-01  -1.03532798e-01]
 [ -5.29029260e+01  -1.73817563e-02   0.00000000e+00   0.00000000e+00]]",[-0.8159833   0.53859216],[-2.12456402 -0.27129972]
37,-0.18353763288,[-0.02926746 -0.14075339],"[-0.67271142 -0.80866557 -1.40248522 -0.27205326 -1.22009156 -0.89671726
 -3.13242657 -0.44685064  0.79590882  0.82250013  0.        ]",-0.644506,"[[-20.69968842   3.0097789   -0.13183107  -0.1035328 ]
 [-55.81494117  -1.09299178   0.           0.        ]]",[-0.73227304  0.5644002 ],[ 0.38373688  0.93235672]
38,-0.169575370501,[-0.02926746 -0.14075339],"[-1.64607483 -0.80704306 -0.24264512 -0.24924506 -1.22007493 -0.8967084
 -2.9623012  -0.27227726  0.76467555  0.68205096  0.        ]",-0.319713,"[[-21.78965621   3.0001977   -0.13183107  -0.1035328 ]
 [-53.1905922    0.17414994   0.           0.        ]]",[-0.66165704  0.5481776 ],[-1.95498104  0.68484501]
39,-0.152748334173,[-0.02926746 -0.14075339],"[-1.16008268 -0.80738962  1.24790758 -0.25410426 -1.2200583  -0.89669954
 -3.1503331  -0.28986687  0.64088578  0.65791027  0.        ]",-0.338996,"[[ -2.28826281e+01   3.00224074e+00  -1.31831070e-01  -1.03532798e-01]
 [ -5.60969088e+01   4.64626495e-02   0.00000000e+00   0.00000000e+00]]",[-0.63548702  0.54236645],[-1.02301193  0.49570422]
40,-0.153437654945,[-0.02926746 -0.14075339],"[ 0.33613951 -0.80742895  1.42011419 -0.25474879 -1.22004167 -0.89669067
 -3.33459645 -0.29691394  0.56308463  0.77794741  0.        ]",-0.417192,"[[ -2.40331489e+01   3.00251223e+00  -1.31831070e-01  -1.03532798e-01]
 [ -5.89456817e+01  -4.70131523e-03   0.00000000e+00   0.00000000e+00]]",[-0.73580921  0.51756442],[-0.87662535  0.27375728]
41,-0.172686985657,[-0.02926746 -0.14075339],"[ 1.08381089 -0.80735102 -0.09352414 -0.25376951 -1.22002504 -0.89668181
 -3.48353649 -0.29984939  0.63368556  0.91086568  0.        ]",-0.547418,"[[ -2.52351783e+01   3.00210131e+00  -1.31831070e-01  -1.03532798e-01]
 [ -6.12495794e+01  -2.60211809e-02   0.00000000e+00   0.00000000e+00]]",[-0.82081479  0.52176619],[-0.94046245  1.67368901]
42,-0.185259650748,[-0.02926746 -0.14075339],"[ 0.0077531  -0.80739734 -1.42543306 -0.25451029 -1.22000841 -0.89667295
 -3.64584531 -0.29148323  0.7724717   0.87913116  0.        ]",-0.306776,"[[ -2.64853640e+01   3.00241325e+00  -1.31831070e-01  -1.03532798e-01]
 [ -6.37606167e+01   3.46914275e-02   0.00000000e+00   0.00000000e+00]]",[-0.76091951  0.55783522],[-2.51256363 -0.48839822]
43,-0.174031287233,[-0.02926746 -0.14075339],"[-1.51349387 -0.803956   -0.65040544 -0.20996965 -1.21999178 -0.89666409
 -3.82014668 -0.55838727  0.79128723  0.69887276  0.        ]",-0.444105,"[[-27.78763707   2.98367023  -0.13183107  -0.1035328 ]
 [-66.457675    -1.90263117   0.           0.        ]]",[-0.67257243  0.55783063],[ 0.00071315  0.03934274]
44,-0.147382194248,[-0.02926746 -0.14075339],"[-1.22530308 -0.7961153   1.18603778 -0.12446905 -1.21997515 -0.89665523
 -3.73446887 -0.53217709  0.61340395  0.62974752  0.        ]",-0.356886,"[[-29.10356027   2.94752701  -0.13183107  -0.1035328 ]
 [-65.13903814  -1.71241531   0.           0.        ]]",[-0.62984908  0.54704148],[-1.52613819  2.11446871]
45,-0.154495993643,[-0.02926746 -0.14075339],"[ 0.47542318 -0.79746803  1.33024566 -0.13810634 -1.21995852 -0.89664637
 -3.9069471   0.01748287  0.53597935  0.82252167  0.        ]",-0.375425,"[[-30.43312549   2.95330814  -0.13183107  -0.1035328 ]
 [-67.80866277   2.27720067   0.           0.        ]]",[-0.73902202  0.51460838],[-1.60783006 -0.04767037]
46,-0.177933569966,[-0.02926746 -0.14075339],"[ 0.98213355 -0.80632614 -0.53060218 -0.24036987 -1.21994189 -0.89663751
 -4.0759688  -0.01522041  0.67034809  0.92607897  0.        ]",-0.67583,"[[-31.81555741   2.99646949  -0.13183107  -0.1035328 ]
 [-70.42579749   2.03983005   0.           0.        ]]",[-0.81318337  0.5263207 ],[ 0.98947347  0.3997694 ]
47,-0.183554046925,[-0.02926746 -0.14075339],"[-0.54451411 -0.80962131 -1.43580944 -0.28748107 -1.21992527 -0.89662865
 -3.73185525 -0.28459879  0.78694482  0.8362861   0.        ]",-0.378392,"[[-33.17078043   3.0162574   -0.13183107  -0.1035328 ]
 [-65.11416641   0.08460109   0.           0.        ]]",[-0.74321878  0.55692393],[-1.37190656 -0.29414118]
48,-0.167425535478,[-0.02926746 -0.14075339],"[-1.67170547 -0.80799914 -0.02550132 -0.26357007 -1.21990864 -0.89661979
 -3.9043357  -0.44564391  0.75100192  0.67522996  0.        ]",-0.500492,"[[-34.49985565   3.00622189  -0.13183107  -0.1035328 ]
 [-67.784441    -1.08432066   0.           0.        ]]",[-0.6609515  0.5464406],[ 0.09275402  1.86380749]
49,-0.150754315244,[-0.02926746 -0.14075339],"[-0.68668802 -0.80755049  1.52257678 -0.25734008 -1.21989201 -0.89661093
 -3.79339887 -0.1937932   0.60560648  0.68665654  0.        ]",-0.482416,"[[-35.83839505   3.00360541  -0.13183107  -0.1035328 ]
 [-66.07522052   0.74365059   0.           0.        ]]",[-0.65592313  0.53361666],[-0.84717031  2.87534084]
