timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
13,-0.0634069225743,[-0.18590187 -0.28787628],"[-1.42414576 -0.56461657  0.77243189 -0.51446938  0.37979453  0.31997711
  0.05600182 -0.84601732 -0.51207632 -0.42789328  0.        ]",-0.176242,"[[ -3.64506878   3.05791534   0.04530752   0.03540239]
 [-32.91711271  -3.39614897   0.           0.        ]]",[-1.25376129  0.88442302],[-1.0793652  1.1427439]
14,-0.0732691572016,[-0.18590187 -0.28787628],"[-0.72222411 -0.55892684  1.44093155 -0.38132346  0.37979394  0.31997662
 -0.04333516 -0.51292325 -0.60873118 -0.43496223  0.        ]",-0.0460667,"[[ -4.33659582e+00   3.01870497e+00   4.53075203e-02   3.54023866e-02]
 [ -3.62245976e+01  -9.93035331e-01   0.00000000e+00   0.00000000e+00]]",[-1.39969099  0.72387463],[-1.98952582  0.71463874]
15,-0.0731646908067,[-0.18590187 -0.28787628],"[ 0.29716802 -0.55685335  1.43792696 -0.34245075  0.37979334  0.31997614
 -0.14070891 -0.41573882 -0.66563656 -0.34191184  0.        ]",-0.161993,"[[ -5.09361689e+00   3.00722421e+00   4.53075203e-02   3.54023866e-02]
 [ -3.94667156e+01  -2.91900050e-01   0.00000000e+00   0.00000000e+00]]",[-1.48419547  0.59359229],[-0.03958365 -0.02581608]
16,-0.0645248666645,[-0.18590187 -0.28787628],"[ 1.05087781 -0.55553525  0.64241236 -0.31940557  0.37979275  0.31997566
 -0.12194976 -0.42922842 -0.64556048 -0.22319702  0.        ]",-0.13645,"[[ -5.87668451e+00   3.00040974e+00   4.53075203e-02   3.54023866e-02]
 [ -3.88421262e+01  -3.89226095e-01   0.00000000e+00   0.00000000e+00]]",[-1.42986369  0.56061196],[-0.64897049  0.25062698]
17,-0.0510313828856,[-0.18590187 -0.28787628],"[ 1.06053482 -0.55564411 -0.51337576 -0.32128392  0.37979215  0.31997518
 -0.17602593 -0.3377714  -0.55932532 -0.16350411  0.        ]",-0.112486,"[[ -6.67159189e+00   3.00096556e+00   4.53075203e-02   3.54023866e-02]
 [ -4.06426247e+01   2.70588233e-01   0.00000000e+00   0.00000000e+00]]",[-1.34587717  0.59195077],[-1.29870133 -0.07075302]
18,-0.0403386460646,[-0.18590187 -0.28787628],"[ 0.24120634 -0.55591992 -1.35656297 -0.32605136  0.37979156  0.31997469
 -0.27077519 -0.38663043 -0.45767082 -0.19873675  0.        ]",-0.168401,"[[ -7.51609685e+00   3.00237589e+00   4.53075203e-02   3.54023866e-02]
 [ -4.37973531e+01  -8.19099787e-02   0.00000000e+00   0.00000000e+00]]",[-1.35249043  0.65477693],[-1.43220815  0.36893568]
19,-0.045467931842,[-0.18590187 -0.28787628],"[-0.95926653 -0.5557545  -1.20566353 -0.32321273  0.37979096  0.31997421
 -0.36364797 -0.3775841  -0.41163108 -0.32345897  0.        ]",-0.243828,"[[ -8.42306947e+00   3.00153642e+00   4.53075203e-02   3.54023866e-02]
 [ -4.68896052e+01  -1.66494705e-02   0.00000000e+00   0.00000000e+00]]",[-1.29120708  0.73987859],[-0.88225789  0.46455591]
20,-0.0618333056345,[-0.18590187 -0.28787628],"[-1.59429504 -0.5557462  -0.00492265 -0.32308655  0.37979037  0.31997373
 -0.44068105 -0.37446672 -0.47180706 -0.44817687  0.        ]",-0.25636,"[[ -9.38659570e+00   3.00149924e+00   4.53075203e-02   3.54023866e-02]
 [ -4.94544706e+01   5.83655563e-03   0.00000000e+00   0.00000000e+00]]",[-1.25904238  0.79337996],[-0.52272291  0.92825509]
21,-0.0737006232427,[-0.18590187 -0.28787628],"[-1.00496723 -0.55586858  1.2767446  -0.32521339  0.37978977  0.31997324
 -0.47343531 -0.36965705 -0.59545308 -0.45749996  0.        ]",-0.14581,"[[ -1.03866273e+01   3.00212848e+00   4.53075203e-02   3.54023866e-02]
 [ -5.05450594e+01   4.05317146e-02   0.00000000e+00   0.00000000e+00]]",[-1.37120068  0.72406173],[-0.77538117  0.59373662]
22,-0.0731111963408,[-0.18590187 -0.28787628],"[ 0.34983038 -0.55593828  1.41369191 -0.3264364   0.37978918  0.31997276
 -0.53558582 -0.37464548 -0.66946004 -0.33339299  0.        ]",-0.103437,"[[ -1.14182910e+01   3.00249035e+00   4.53075203e-02   3.54023866e-02]
 [ -5.26144078e+01   4.53863124e-03   0.00000000e+00   0.00000000e+00]]",[-1.46683061  0.59407353],[-1.49194066  1.32022758]
23,-0.0590369789492,[-0.18590187 -0.28787628],"[ 1.1602278  -0.55602163  0.1513041  -0.32789967  0.37978858  0.31997228
 -0.62321617 -0.37144552 -0.61369081 -0.18921144  0.        ]",-0.0118921,"[[ -1.24998535e+01   3.00292326e+00   4.53075203e-02   3.54023866e-02]
 [ -5.55321191e+01   2.76203910e-02   0.00000000e+00   0.00000000e+00]]",[-1.36731315  0.5754391 ],[-2.73857645  1.23903858]
24,-0.0415661041065,[-0.18590187 -0.28787628],"[ 0.44280296 -0.55611525 -1.25965337 -0.32954674  0.37978799  0.31997179
 -0.70911158 -0.37254004 -0.47520554 -0.18463215  0.        ]",-0.167359,"[[ -1.36391907e+01   3.00341049e+00   4.53075203e-02   3.54023866e-02]
 [ -5.83920719e+01   1.97198879e-02   0.00000000e+00   0.00000000e+00]]",[-1.31316924  0.64708507],[-1.0389329   0.04886835]
25,-0.0474120419668,[-0.18590187 -0.28787628],"[-1.10245465 -0.55597653 -1.09180627 -0.32715008  0.37978739  0.31997131
 -0.79330625 -0.38344016 -0.4140786  -0.34247987  0.        ]",-0.217963,"[[ -1.48351589e+01   3.00270186e+00   4.53075203e-02   3.54023866e-02]
 [ -6.11954065e+01  -5.89227782e-02   0.00000000e+00   0.00000000e+00]]",[-1.25373459  0.75957972],[-1.17617772  0.69887825]
26,-0.0679533030041,[-0.18590187 -0.28787628],"[-1.49758086 -0.55589597  0.60403221 -0.32577071  0.3797868   0.31997083
 -0.87583366 -0.37505454 -0.52179194 -0.46994641  0.        ]",-0.185452,"[[ -1.60866369e+01   3.00229405e+00   4.53075203e-02   3.54023866e-02]
 [ -6.39432400e+01   1.57053358e-03   0.00000000e+00   0.00000000e+00]]",[-1.2757864   0.78818715],[-0.99216574  1.50542188]
27,-0.074748418882,[-0.18590187 -0.28787628],"[-0.05985437 -0.55598529  1.53551342 -0.32733568  0.3797862   0.31997035
 -0.95579546 -0.37094728 -0.65898045 -0.3794759   0.        ]",-0.021876,"[[ -1.73922147e+01   3.00275705e+00   4.53075203e-02   3.54023866e-02]
 [ -6.66056628e+01   3.11978658e-02   0.00000000e+00   0.00000000e+00]]",[-1.39299297  0.64520991],[-2.47610367  1.09084539]
28,-0.0596047588115,[-0.18590187 -0.28787628],"[ 1.15656365 -0.55609262  0.19923717 -0.3292197   0.37978561  0.31996986
 -1.0351055  -0.37211687 -0.61708943 -0.19246589  0.        ]",-0.00214034,"[[ -1.87508233e+01   3.00331436e+00   4.53075203e-02   3.54023866e-02]
 [ -6.92463993e+01   2.27557436e-02   0.00000000e+00   0.00000000e+00]]",[-1.33247411  0.58750868],[-1.76322959 -1.53771488]
29,-0.0363815874114,[-0.18590187 -0.28787628],"[ 0.13675212 -0.54739152 -1.39132391 -0.19669105  0.37978501  0.31996938
 -1.11284407 -0.92148798 -0.41948231 -0.2033318   0.        ]",-0.106467,"[[ -2.01617226e+01   2.96400513e+00   4.53075203e-02   3.54023866e-02]
 [ -7.18348295e+01  -3.94065111e+00   0.00000000e+00   0.00000000e+00]]",[-1.19479358  0.89869928],[-1.95711951 -0.01030081]
30,-0.0659746179836,[-0.18590187 -0.28787628],"[-1.50330831 -0.52363349 -0.48404983  0.06493319  0.37978442  0.3199689
 -1.18902685 -0.91703195 -0.42443661 -0.52424155  0.        ]",-0.243202,"[[ -2.16238706e+01   2.88551804e+00   4.53075203e-02   3.54023866e-02]
 [ -7.43714778e+01  -3.90852008e+00   0.00000000e+00   0.00000000e+00]]",[-1.04878306  1.07770324],[-1.19051353  0.75396812]
31,-0.0906761994774,[-0.18590187 -0.28787628],"[-0.78559148 -0.50516815  1.41185894  0.2208108   0.37978382  0.31996841
 -1.26370039 -0.49347341 -0.74480904 -0.47527877  0.        ]",-0.128509,"[[ -2.31362464e+01   2.83800932e+00   4.53075203e-02   3.54023866e-02]
 [ -7.68578955e+01  -8.52801308e-01   0.00000000e+00   0.00000000e+00]]",[-1.27217293  0.85630357],[-1.29339992  0.54685076]
32,-0.0641246546935,[-0.18590187 -0.28787628],"[ 1.0349009  -0.50715412  0.68108611  0.20529479  0.37978323  0.31996793
 -1.33691033 -0.19210771 -0.67468618 -0.07864025  0.        ]",-0.148192,"[[ -2.46978619e+01   2.84276809e+00   4.53075203e-02   3.54023866e-02]
 [ -7.92956050e+01   1.32137019e+00   0.00000000e+00   0.00000000e+00]]",[-1.33599138  0.59107041],[-0.91744563  0.02198653]
33,-0.027499010475,[-0.18590187 -0.28787628],"[ 0.31992716 -0.5178323  -1.32366339  0.1169796   0.37978263  0.31996745
 -1.3988623  -0.1847677  -0.35938055 -0.16828233  0.        ]",-0.124612,"[[ -2.63044717e+01   2.86972624e+00   4.53075203e-02   3.54023866e-02]
 [ -8.13584988e+01   1.37432203e+00   0.00000000e+00   0.00000000e+00]]",[-1.28053832  0.65929317],[-1.77221521  0.57959667]
34,-0.0639692888484,[-0.18590187 -0.28787628],"[-1.52565304 -0.53507542 -0.41635434 -0.04908066  0.37978204  0.31996697
 -1.46940658  0.12854431 -0.43510699 -0.49776112  0.        ]",-0.175579,"[[ -2.79552094e+01   2.91988985e+00   4.53075203e-02   3.54023866e-02]
 [ -8.37075019e+01   3.63467620e+00   0.00000000e+00   0.00000000e+00]]",[-1.28648329  0.68110758],[-1.59518466  0.93244326]
35,-0.0727974877433,[-0.18590187 -0.28787628],"[-0.48010538 -0.56058415  1.51748412 -0.41570205  0.37978144  0.31996648
 -1.53856045  0.40616548 -0.61683703 -0.41745134  0.        ]",-0.0843586,"[[ -2.96524628e+01   3.02884547e+00   4.53075203e-02   3.54023866e-02]
 [ -8.60102390e+01   5.63754375e+00   0.00000000e+00   0.00000000e+00]]",[-1.37211895  0.53367835],[-1.62247486  0.63534054]
36,-0.0615442672073,[-0.18590187 -0.28787628],"[ 1.16299247 -0.56519524  0.08283656 -0.53241305  0.37978085  0.319966
 -1.60633946 -0.44089039 -0.61309417 -0.2458095   0.        ]",-0.215329,"[[ -3.13953142e+01   3.06318846e+00   4.53075203e-02   3.54023866e-02]
 [ -8.82672300e+01  -4.73431946e-01   0.00000000e+00   0.00000000e+00]]",[-1.24161756  0.61961198],[-0.21949476  1.54583983]
37,-0.0433343883958,[-0.18590187 -0.28787628],"[-0.44272356 -0.56282399 -1.42067068 -0.46722911  0.37978025  0.31996552
 -1.57995072 -0.52570397 -0.45308322 -0.25025269  0.        ]",-0.126237,"[[ -3.31518460e+01   3.04402209e+00   4.53075203e-02   3.54023866e-02]
 [ -8.73888563e+01  -1.08531407e+00   0.00000000e+00   0.00000000e+00]]",[-1.27692842  0.74022019],[-1.94989715  0.17629184]
38,-0.065342642571,[-0.18590187 -0.28787628],"[-1.50468734 -0.55989296  0.58426936 -0.40123169  0.37977966  0.31996503
 -1.64689461 -0.48552253 -0.51145066 -0.45056887  0.        ]",-0.0878914,"[[ -3.49219896e+01   3.02457977e+00   4.53075203e-02   3.54023866e-02]
 [ -8.96180674e+01  -7.95437052e-01   0.00000000e+00   0.00000000e+00]]",[-1.22865045  0.81861448],[-1.41479411 -0.39476104]
39,-0.071876310524,[-0.18590187 -0.28787628],"[ 0.57184084 -0.55402835  1.27757759 -0.29470646  0.37977906  0.31996455
 -1.71251184 -0.70065824 -0.67531065 -0.29859096  0.        ]",-0.122006,"[[ -3.67362748e+01   2.99310082e+00   4.53075203e-02   3.54023866e-02]
 [ -9.18031401e+01  -2.34751008e+00   0.00000000e+00   0.00000000e+00]]",[-1.26958585  0.74354506],[-1.06956529  0.57185078]
40,-0.0396905846131,[-0.18590187 -0.28787628],"[ 0.64707835 -0.54867201 -1.11255481 -0.21440646  0.37977847  0.31996407
 -1.7768241  -0.38121586 -0.47198347 -0.15634439  0.        ]",-0.154318,"[[ -3.85938251e+01   2.96927498e+00   4.53075203e-02   3.54023866e-02]
 [ -9.39447984e+01  -4.29492286e-02   0.00000000e+00   0.00000000e+00]]",[-1.22195792  0.66484177],[-0.81036156  0.45546009]
41,-0.0575642327709,[-0.18590187 -0.28787628],"[-1.50954747 -0.5526115  -0.46613459 -0.27227009  0.37977787  0.31996359
 -1.81732056 -0.13201839 -0.4386677  -0.42996099  0.        ]",-0.190005,"[[ -4.04862528e+01   2.98645302e+00   4.53075203e-02   3.54023866e-02]
 [ -9.52935170e+01   1.75484203e+00   0.00000000e+00   0.00000000e+00]]",[-1.25622737  0.72061592],[-1.2830846   1.40138994]
42,-0.0736605698467,[-0.18590187 -0.28787628],"[-0.21403704 -0.55885209  1.54510536 -0.3803834   0.37977728  0.3199631
 -1.87957038 -0.2959941  -0.63850142 -0.39707218  0.        ]",-0.108101,"[[ -4.24129229e+01   3.01842946e+00   4.53075203e-02   3.54023866e-02]
 [ -9.73665692e+01   5.71865745e-01   0.00000000e+00   0.00000000e+00]]",[-1.32044029  0.65015215],[-1.76041174  1.30215866]
43,-0.0523157466361,[-0.18590187 -0.28787628],"[ 1.05529812 -0.55891383 -0.52707661 -0.38161422  0.37977668  0.31996262
 -1.94058055 -0.41180447 -0.56488214 -0.1773277   0.        ]",-0.0673236,"[[ -4.43806404e+01   3.01879288e+00   4.53075203e-02   3.54023866e-02]
 [ -9.93983866e+01  -2.63631023e-01   0.00000000e+00   0.00000000e+00]]",[-1.17479181  0.64571786],[-1.66751472  0.70545002]
44,-0.049286524144,[-0.18590187 -0.28787628],"[-1.23892005 -0.5578228  -0.94948355 -0.36071806  0.37977609  0.31996214
 -2.00037929 -0.41589665 -0.42272383 -0.35519945  0.        ]",-0.237329,"[[ -4.63885898e+01   3.01262386e+00   4.53075203e-02   3.54023866e-02]
 [ -1.01389910e+02  -2.93158071e-01   0.00000000e+00   0.00000000e+00]]",[-1.20817518  0.78340691],[-0.62171404  1.28898625]
45,-0.0745133403372,[-0.18590187 -0.28787628],"[-0.58886513 -0.55700492  1.48951507 -0.34569802  0.37977549  0.31996165
 -2.01401116 -0.3972426  -0.62617857 -0.42744938  0.        ]",-0.0820885,"[[ -4.84209466e+01   3.00818660e+00   4.53075203e-02   3.54023866e-02]
 [ -1.01844265e+02  -1.58586801e-01   0.00000000e+00   0.00000000e+00]]",[-1.29045045  0.71955132],[-1.60152774  0.59576451]
46,-0.0543518486753,[-0.18590187 -0.28787628],"[ 1.13245685 -0.55649283 -0.26187133 -0.33655231  0.3797749   0.31996117
 -2.07235427 -0.39005062 -0.5823465  -0.17255624  0.        ]",-0.0150126,"[[ -5.04773278e+01   3.00548353e+00   4.53075203e-02   3.54023866e-02]
 [ -1.03787381e+02  -1.06706210e-01   0.00000000e+00   0.00000000e+00]]",[-1.16264296  0.64169443],[-2.27846821  0.55200994]
47,-0.0479883577341,[-0.18590187 -0.28787628],"[-1.14185784 -0.55617436 -1.0546129  -0.33096256  0.3797743   0.31996069
 -2.1295409  -0.38361889 -0.41551217 -0.34743304  0.        ]",-0.184605,"[[ -5.25721855e+01   3.00383100e+00   4.53075203e-02   3.54023866e-02]
 [ -1.05692037e+02  -6.03103093e-02   0.00000000e+00   0.00000000e+00]]",[-1.21621537  0.76870167],[-0.82719059 -0.3668904 ]
48,-0.0763828417721,[-0.18590187 -0.28787628],"[-0.5971409  -0.55293748  1.48696776 -0.27745743  0.37977371  0.31996021
 -2.16504452 -0.58579805 -0.64165133 -0.43072588  0.        ]",-0.0923827,"[[ -5.46978932e+01   2.98799191e+00   4.53075203e-02   3.54023866e-02]
 [ -1.06874753e+02  -1.51889289e+00   0.00000000e+00   0.00000000e+00]]",[-1.23566973  0.80100214],[-1.65253155  0.73949543]
49,-0.0512942204028,[-0.18590187 -0.28787628],"[ 1.09954576 -0.5527686  -0.3965949  -0.2748328   0.37977311  0.31995972
 -2.22038948 -0.17686891 -0.5645529  -0.15272203  0.        ]",-0.100471,"[[ -5.68538831e+01   2.98721409e+00   4.53075203e-02   3.54023866e-02]
 [ -1.08718169e+02   1.43122743e+00   0.00000000e+00   0.00000000e+00]]",[-1.17510819  0.58838868],[-0.87496351 -0.09237294]
