timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
12,-0.187226666147,[-0.19478501 -0.3255257 ],"[ 0.66133149 -0.54695569  1.20545592 -0.78158739  0.54698731  1.45377041
  0.8089014  -0.71205324 -0.732184   -1.53811541  0.        ]",-1.06912,"[[  0.89086567   3.12895135   0.06417153   0.16599976]
 [-11.52583092  -2.36882853   0.           0.        ]]",[-1.12843013  0.78056139],[-1.88824022  2.34945457]
13,-0.182742231192,[-0.19478501 -0.3255257 ],"[ 0.91433864 -0.54420811  0.91625894 -0.60132547  0.54698657  1.45376566
  0.70420357 -0.70153192 -0.76823775 -1.47611488  0.        ]",-1.01777,"[[  0.62291333   3.07845485   0.06417153   0.16599976]
 [-15.2569479   -2.29314313   0.           0.        ]]",[-1.11962736  0.79216993],[-1.93150883 -0.16456031]
14,-0.174176632518,[-0.19478501 -0.3255257 ],"[ 1.11925289 -0.53756877  0.46058858 -0.416488    0.54698582  1.45376091
  0.60157854 -0.78582942 -0.77161216 -1.39045871  0.        ]",-1.03158,"[[  0.28107987   3.02650727   0.06417153   0.16599976]
 [-18.91420236  -2.89961191   0.           0.        ]]",[-1.06756973  0.84846926],[-1.29151002  2.54413106]
15,-0.165212117045,[-0.19478501 -0.3255257 ],"[ 1.16116384 -0.53247685 -0.15018269 -0.31875781  0.54698508  1.45375616
  0.50098943 -0.40477985 -0.72958939 -1.32684836  0.        ]",-1.00325,"[[ -0.13317048   2.99892321   0.06417153   0.16599976]
 [-22.49890723  -0.1582422    0.           0.        ]]",[-1.31041265  0.73020619],[-1.01634896 -0.26167845]
16,-0.159305281724,[-0.19478501 -0.3255257 ],"[ 0.91794778 -0.52958228 -0.8157339  -0.27094208  0.54698433  1.45375142
  0.4023869  -0.54844    -0.65915617 -1.30739652  0.        ]",-1.03284,"[[ -0.61840491   2.98538881   0.06417153   0.16599976]
 [-26.01281867  -1.19177648   0.           0.        ]]",[-1.32354879  0.8493005 ],[-0.61288817  1.76752415]
17,-0.160883694148,[-0.19478501 -0.3255257 ],"[ 0.34765967 -0.53299933 -1.31635826 -0.3279146   0.54698359  1.45374667
  0.348748   -0.10376706 -0.60302401 -1.34827426  0.        ]",-1.04366,"[[ -1.1578397    3.00151218   0.06417153   0.16599976]
 [-27.92434814   2.00731446   0.           0.        ]]",[-1.69236517  0.71407109],[-1.14058937 -0.56101166]
18,-0.166832196823,[-0.19478501 -0.3255257 ],"[-0.45237715 -0.53517048 -1.41754673 -0.36786061  0.54698284  1.45374192
  0.25315616 -0.46755431 -0.56594851 -1.41823297  0.        ]",-1.01012,"[[ -1.75050664   3.01279497   0.06417153   0.16599976]
 [-31.3309682   -0.6098664    0.           0.        ]]",[-1.65161967  0.93597233],[-2.21451006  2.04537376]
19,-0.177564996225,[-0.19478501 -0.3255257 ],"[-1.23271947 -0.533882   -0.94654287 -0.34376873  0.54698209  1.45373717
  0.15946132 -0.40531574 -0.55781281 -1.51982719  0.        ]",-1.31159,"[[ -2.41062738   3.00599246   0.06417153   0.16599976]
 [-34.66998461  -0.16211047   0.           0.        ]]",[-1.69869876  0.97759128],[-1.10754201  0.18588097]
20,-0.189318870176,[-0.19478501 -0.3255257 ],"[-1.58504802 -0.53337558  0.04050204 -0.33463571  0.54698135  1.45373242
  0.06762067 -0.39618774 -0.61380678 -1.60840167  0.        ]",-1.44604,"[[ -3.13686553   3.00341212   0.06417153   0.16599976]
 [-37.94292338  -0.09644489   0.           0.        ]]",[-1.74916172  0.97852254],[-0.24147823  0.12373043]
21,-0.1955386473,[-0.19478501 -0.3255257 ],"[-1.20916341 -0.53308039  1.06926732 -0.3293961   0.5469806   1.45372767
  0.06186981 -0.39023426 -0.70976326 -1.62745565  0.        ]",-1.41397,"[[ -3.89778024   3.00193141   0.06417153   0.16599976]
 [-38.14786525  -0.0536176    0.           0.        ]]",[-1.71915853  0.90702641],[-0.7537075   0.59762756]
22,-0.192444759621,[-0.19478501 -0.3255257 ],"[ -2.46227410e-01  -5.33025316e-01   1.53596273e+00  -3.28434765e-01
   5.46979858e-01   1.45372292e+00  -6.75977245e-04  -3.81626780e-01
  -7.91224479e-01  -1.55768976e+00   0.00000000e+00]",-1.0905,"[[ -4.68310131e+00   3.00165980e+00   6.41715314e-02   1.65999757e-01]
 [ -4.03768157e+01   8.30327448e-03   0.00000000e+00   0.00000000e+00]]",[-1.60015821  0.80886817],[-3.03884841  0.94087695]
23,-0.180392015879,[-0.19478501 -0.3255257 ],"[ 0.79306853 -0.53314816  1.07429159 -0.33062166  0.54697911  1.45371818
 -0.08934683 -0.37742553 -0.80541178 -1.43157344  0.        ]",-1.05526,"[[ -5.52234264e+00   3.00227802e+00   6.41715314e-02   1.65999757e-01]
 [ -4.35367876e+01   3.85247188e-02   0.00000000e+00   0.00000000e+00]]",[-1.43793917  0.75498986],[-1.60720525  2.07907558]
24,-0.165636558632,[-0.19478501 -0.3255257 ],"[ 1.1596974  -0.53329433 -0.16168633 -0.33323414  0.54697837  1.45371343
 -0.17626236 -0.37839143 -0.72971056 -1.33088245  0.        ]",-1.04528,"[[ -6.42415579e+00   3.00301647e+00   6.41715314e-02   1.65999757e-01]
 [ -4.66342055e+01   3.15725659e-02   0.00000000e+00   0.00000000e+00]]",[-1.45134008  0.77008021],[-0.43395226 -0.3863034 ]
25,-0.159628074296,[-0.19478501 -0.3255257 ],"[ 0.4422381  -0.53021601 -1.26690023 -0.28114727  0.54697762  1.45370868
 -0.19856966 -0.59128857 -0.60119991 -1.33723872  0.        ]",-0.897232,"[[ -7.36481629   2.98828087   0.06417153   0.16599976]
 [-47.42917801  -1.50005937   0.           0.        ]]",[-1.5138247   0.96016181],[-1.83629437  1.13433275]
26,-0.171867879094,[-0.19478501 -0.3255257 ],"[-0.85460085 -0.53233901 -1.26650805 -0.31650831  0.54697688  1.45370393
 -0.28331896 -0.03701512 -0.54743675 -1.47101006  0.        ]",-1.12254,"[[ -8.34370224   2.99828827   0.06417153   0.16599976]
 [-50.44939624   2.48749506   0.           0.        ]]",[-1.84346139  0.79248637],[-1.72060439  0.41028268]
27,-0.18673625369,[-0.19478501 -0.3255257 ],"[-1.58382192 -0.53672353 -0.01555076 -0.39887701  0.54697613  1.45369918
 -0.36639936 -0.37577585 -0.60831065 -1.58652069  0.        ]",-1.22751,"[[ -9.38239665e+00   3.02154488e+00   6.41715314e-02   1.65999757e-01]
 [ -5.34101414e+01   5.03815839e-02   0.00000000e+00   0.00000000e+00]]",[-1.77640271  0.94908738],[-2.49947919  0.1906318 ]
28,-0.194372467348,[-0.19478501 -0.3255257 ],"[-0.88618187 -0.53581951  1.34282899 -0.38064241  0.54697538  1.45369443
 -0.44783029 -0.43570418 -0.73476308 -1.60485914  0.        ]",-1.37241,"[[-10.47971596   3.01640262   0.06417153   0.16599976]
 [-56.31210614  -0.38075797   0.           0.        ]]",[-1.75704598  0.8782475 ],[-0.80920501  1.54867585]
29,-0.183700203298,[-0.19478501 -0.3255257 ],"[ 0.60822071 -0.53470211  1.24955839 -0.35909692  0.54697464  1.45368969
 -0.50645074 -0.41445428 -0.80512056 -1.46436623  0.        ]",-0.952529,"[[-11.62691841   3.01032233   0.06417153   0.16599976]
 [-58.40117849  -0.22788603   0.           0.        ]]",[-1.52279425  0.79261214],[-2.74849775  0.95377805]
30,-0.164644531388,[-0.19478501 -0.3255257 ],"[ 1.12819019 -0.53405467 -0.33051935 -0.34706847  0.54697389  1.45368494
 -0.58510837 -0.39940668 -0.71672913 -1.32846664  0.        ]",-0.941326,"[[-12.82306676   3.00692576   0.06417153   0.16599976]
 [-61.20431655  -0.11963442   0.           0.        ]]",[-1.49121726  0.8096031 ],[-1.0344952   0.83527716]
31,-0.16385498209,[-0.19478501 -0.3255257 ],"[-0.11976995 -0.53369906 -1.43862488 -0.34059626  0.54697315  1.45368019
 -0.66220893 -0.39193998 -0.57436966 -1.38746038  0.        ]",-1.01411,"[[-14.07472118   3.00509756   0.06417153   0.16599976]
 [-63.95196936  -0.06592119   0.           0.        ]]",[-1.70056176  0.90155017],[-1.29178859  1.60886492]
32,-0.184517055639,[-0.19478501 -0.3255257 ],"[-1.51189462 -0.53354644 -0.43100922 -0.33785254  0.5469724   1.45367544
 -0.7377831  -0.38559447 -0.58210733 -1.57534475  0.        ]",-1.3133,"[[ -1.53807829e+01   3.00432247e+00   6.41715314e-02   1.65999757e-01]
 [ -6.66452323e+01  -2.02738582e-02   0.00000000e+00   0.00000000e+00]]",[-1.75666368  0.97246921],[-1.20955856  0.36605402]
33,-0.195432807791,[-0.19478501 -0.3255257 ],"[-0.91326798 -0.53336682  1.32580116 -0.33464102  0.54697166  1.45367069
 -0.81186103 -0.39006819 -0.74214195 -1.61138889  0.        ]",-1.3951,"[[ -1.67401751e+01   3.00341510e+00   6.41715314e-02   1.65999757e-01]
 [ -6.92851807e+01  -5.24619453e-02   0.00000000e+00   0.00000000e+00]]",[-1.81975162  0.87949753],[-0.42191054  1.69995592]
34,-0.179740234773,[-0.19478501 -0.3255257 ],"[ 0.83045289 -0.53332049  1.03015889 -0.33382545  0.54697091  1.45366594
 -0.82024593 -0.38130607 -0.80344888 -1.42625304  0.        ]",-0.945951,"[[ -1.81288772e+01   3.00318474e+00   6.41715314e-02   1.65999757e-01]
 [ -6.95840425e+01   1.05707907e-02   0.00000000e+00   0.00000000e+00]]",[-1.5441221   0.78929496],[-2.30249867  0.34972717]
35,-0.160725048856,[-0.19478501 -0.3255257 ],"[ 0.85179308 -0.533241   -0.90821834 -0.33242034  0.54697016  1.4536612
 -0.89269118 -0.38732993 -0.65880008 -1.32105298  0.        ]",-0.62631,"[[ -1.95464619e+01   3.00278776e+00   6.41715314e-02   1.65999757e-01]
 [ -7.21658152e+01  -3.27691130e-02   0.00000000e+00   0.00000000e+00]]",[-1.59540153  0.84598088],[-3.39755632  1.22654013]
36,-0.173482568467,[-0.19478501 -0.3255257 ],"[-0.97869437 -0.53325622 -1.18578148 -0.33270378  0.54696942  1.45365645
 -0.96370193 -0.3797044  -0.55055995 -1.48472087  0.        ]",-1.07022,"[[ -2.10151691e+01   3.00286797e+00   6.41715314e-02   1.65999757e-01]
 [ -7.46964758e+01   2.20867154e-02   0.00000000e+00   0.00000000e+00]]",[-1.73448539  0.9429003 ],[-2.06699552  0.34709369]
37,-0.194619681012,[-0.19478501 -0.3255257 ],"[-1.38678689 -0.53320949  0.81673948 -0.33188429  0.54696867  1.4536517
 -1.03330668 -0.38654776 -0.68178674 -1.63086422  0.        ]",-1.44355,"[[ -2.25339869e+01   3.00263648e+00   6.41715314e-02   1.65999757e-01]
 [ -7.71770414e+01  -2.71486090e-02   0.00000000e+00   0.00000000e+00]]",[-1.82447362  0.93234897],[-0.03982764  1.83928722]
38,-0.185531523404,[-0.19478501 -0.3255257 ],"[ 0.45762057 -0.53324087  1.3529961  -0.3324553   0.54696793  1.45364695
 -0.9948571  -0.37931707 -0.81011742 -1.47939737  0.        ]",-1.16425,"[[ -2.40637807e+01   3.00279797e+00   6.41715314e-02   1.65999757e-01]
 [ -7.58068979e+01   2.48665828e-02   0.00000000e+00   0.00000000e+00]]",[-1.6171571   0.80800831],[-1.04005298 -0.08899466]
39,-0.161748663644,[-0.19478501 -0.3255257 ],"[ 1.0226796  -0.53262149 -0.62929102 -0.32156001  0.54696718  1.45364221
 -1.06384485 -0.42887985 -0.68649421 -1.31671424  0.        ]",-0.714345,"[[ -2.56045864e+01   2.99971829e+00   6.41715314e-02   1.65999757e-01]
 [ -7.82654807e+01  -3.31697706e-01   0.00000000e+00   0.00000000e+00]]",[-1.55066693  0.85645664],[-2.7162951   1.67783943]
40,-0.171575764047,[-0.19478501 -0.3255257 ],"[-0.85558775 -0.53383325 -1.26593555 -0.34314728  0.54696644  1.45363746
 -1.13146665 -0.35298039 -0.55264998 -1.46649536  0.        ]",-1.08693,"[[ -2.71940752e+01   3.00581921e+00   6.41715314e-02   1.65999757e-01]
 [ -8.06753976e+01   2.14328429e-01   0.00000000e+00   0.00000000e+00]]",[-1.74001884  0.92324388],[-1.54377612  1.25576667]
41,-0.194248535647,[-0.19478501 -0.3255257 ],"[-1.37661403 -0.53404304  0.83465397 -0.3469958   0.54696569  1.45363271
 -1.19774965 -0.38737236 -0.68136144 -1.62754629  0.        ]",-1.32346,"[[ -2.88312841e+01   3.00690642e+00   6.41715314e-02   1.65999757e-01]
 [ -8.30376171e+01  -3.30943365e-02   0.00000000e+00   0.00000000e+00]]",[-1.82481909  0.92933315],[-1.44504107  1.98883928]
42,-0.182921412711,[-0.19478501 -0.3255257 ],"[ 0.65079322 -0.53384592  1.21456495 -0.34340354  0.54696495  1.45362796
 -1.26271945 -0.39019411 -0.80715281 -1.45541276  0.        ]",-1.04437,"[[ -3.05152680e+01   3.00589183e+00   6.41715314e-02   1.65999757e-01]
 [ -8.53530530e+01  -5.33976702e-02   0.00000000e+00   0.00000000e+00]]",[-1.59790003  0.81919193],[-1.6999571  -0.04558484]
43,-0.160384624244,[-0.19478501 -0.3255257 ],"[ 0.72580928 -0.53326942 -1.05046109 -0.333026    0.5469642   1.45362321
 -1.32640248 -0.4158946  -0.64217353 -1.3258274   0.        ]",-0.864394,"[[ -3.22451007e+01   3.00295982e+00   6.41715314e-02   1.65999757e-01]
 [ -8.76226483e+01  -2.38293075e-01   0.00000000e+00   0.00000000e+00]]",[-1.62222767  0.87881982],[-1.33409187 -0.07398828]
44,-0.181811962437,[-0.19478501 -0.3255257 ],"[-1.39046983 -0.531697   -0.71503485 -0.30577076  0.54696345  1.45361847
 -1.3888236  -0.45664591 -0.56393923 -1.55658802  0.        ]",-1.14161,"[[ -3.40198743e+01   2.99525330e+00   6.41715314e-02   1.65999757e-01]
 [ -8.98472905e+01  -5.31465634e-01   0.00000000e+00   0.00000000e+00]]",[-1.72251153  1.00624895],[-2.08934696  1.48170758]
45,-0.194522070978,[-0.19478501 -0.3255257 ],"[-0.59971684 -0.53517825  1.47458041 -0.36837261  0.54696271  1.45361372
 -1.45001055 -0.29303855 -0.76952649 -1.58903882  0.        ]",-1.3891,"[[ -3.58386985e+01   3.01294227e+00   6.41715314e-02   1.65999757e-01]
 [ -9.20279686e+01   6.45536270e-01   0.00000000e+00   0.00000000e+00]]",[-1.83426166  0.84223866],[ 0.03789953  1.5598314 ]
46,-0.169490863198,[-0.19478501 -0.3255257 ],"[ 1.17230563 -0.53560817  0.10654067 -0.37673081  0.54696196  1.45360897
 -1.39467491 -0.40542171 -0.75138765 -1.35606228  0.        ]",-0.91172,"[[ -3.76594741e+01   3.01530092e+00   6.41715314e-02   1.65999757e-01]
 [ -9.00561323e+01  -1.62959827e-01   0.00000000e+00   0.00000000e+00]]",[-1.52703619  0.83767164],[-1.32767356  0.54148298]
47,-0.16727540629,[-0.19478501 -0.3255257 ],"[-0.49675182 -0.53474546 -1.40802382 -0.36015179  0.54696122  1.45360422
 -1.45574385 -0.41627177 -0.56284471 -1.42329927  0.        ]",-0.792884,"[[ -3.94824341e+01   3.01062207e+00   6.41715314e-02   1.65999757e-01]
 [ -9.22326111e+01  -2.41019579e-01   0.00000000e+00   0.00000000e+00]]",[-1.69927013  0.93539679],[-3.19377695  0.61445693]
48,-0.193990525149,[-0.19478501 -0.3255257 ],"[-1.41102531 -0.53399606  0.77158261 -0.3462236   0.54696047  1.45359948
 -1.51560304 -0.40362851 -0.67525678 -1.62764781  0.        ]",-1.23201,"[[ -4.13484913e+01   3.00668912e+00   6.41715314e-02   1.65999757e-01]
 [ -9.43659981e+01  -1.50066738e-01   0.00000000e+00   0.00000000e+00]]",[-1.81640708  0.94043905],[-2.30648312  1.82054501]
49,-0.179916335261,[-0.19478501 -0.3255257 ],"[ 0.82605437 -0.53364249  1.03554439 -0.33979959  0.54695973  1.45359473
 -1.57427684 -0.38966514 -0.80286848 -1.42826383  0.        ]",-1.21728,"[[ -4.32567925e+01   3.00487451e+00   6.41715314e-02   1.65999757e-01]
 [ -9.64571619e+01  -4.96168774e-02   0.00000000e+00   0.00000000e+00]]",[-1.58242381  0.83314258],[ 0.18149725  2.55040311]
