timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
11,-0.0809820756424,[-0.10545296 -0.22187981],"[-0.90645846 -0.6473192  -1.26184229 -0.92074258  0.64318709  0.24016133
  0.02898042 -0.5999872  -0.78420325 -0.12508085  0.        ]",-0.329091,"[[ -2.07139348   3.20891802   0.07689637   0.02714545]
 [-20.26315833  -1.79587936   0.           0.        ]]",[-0.81913579  0.70059502],[-0.2026869  -0.10612761]
12,-0.0721077660192,[-0.10545296 -0.22187981],"[-1.333279   -0.65032123 -0.86521411 -0.71614764  0.64318474  0.24016067
  0.01352179 -0.90276758 -0.70785806 -0.17927607  0.        ]",-0.210014,"[[ -2.48068537   3.14003642   0.07689637   0.02714545]
 [-20.66463742  -3.98260855   0.           0.        ]]",[-0.76730734  0.77329826],[-1.58440186  1.02775179]
13,-0.0732973793052,[-0.10545296 -0.22187981],"[-1.59279031 -0.64735937 -0.25788896 -0.5223034   0.6431824   0.24016002
 -0.12317271 -0.69729891 -0.68536341 -0.27348283  0.        ]",-0.195022,"[[ -2.92959777   3.07477253   0.07689637   0.02714545]
 [-24.21476298  -2.49872111   0.           0.        ]]",[-0.80493093  0.75317782],[-1.16280343  0.46617193]
14,-0.0823072356943,[-0.10545296 -0.22187981],"[-1.55907898 -0.64308427  0.51411862 -0.41081488  0.64318005  0.24015936
 -0.25716097 -0.53681814 -0.72530188 -0.34638311  0.        ]",-0.268766,"[[ -3.44880739e+00   3.03712488e+00   7.68963662e-02   2.71454515e-02]
 [ -2.76946055e+01  -1.33973397e+00   0.00000000e+00   0.00000000e+00]]",[-0.8609308   0.71418411],[ 0.81761111 -0.16684724]
15,-0.0929335802387,[-0.10545296 -0.22187981],"[-1.182224   -0.6377694   1.16275887 -0.31297808  0.64317771  0.24015871
 -0.11140471 -0.62464426 -0.80002444 -0.37198984  0.        ]",-0.155951,"[[ -3.96471903   3.00396607   0.07689637   0.02714545]
 [-23.90916983  -1.97403353   0.           0.        ]]",[-0.89426601  0.69564497],[-0.37472738 -0.69981228]
16,-0.104597639863,[-0.10545296 -0.22187981],"[-0.59818215 -0.62265913  1.51393659 -0.11707708  0.64317536  0.24015805
 -0.15030624 -1.002976   -0.90460498 -0.34128693  0.        ]",-0.159041,"[[ -4.45303961   2.93707109   0.07689637   0.02714545]
 [-24.91949111  -4.70639207   0.           0.        ]]",[-0.8887763   0.71581161],[-1.33367583  1.69690958]
17,-0.108713876666,[-0.10545296 -0.22187981],"[ 0.1284271  -0.60639639  1.50818829  0.03761834  0.64317302  0.2401574
 -0.28374844 -0.44192739 -0.96978228 -0.21815021  0.        ]",-0.143529,"[[ -4.98620098e+00   2.88359782e+00   7.68963662e-02   2.71454515e-02]
 [ -2.83851282e+01  -6.54495091e-01   0.00000000e+00   0.00000000e+00]]",[-0.90670186  0.63009524],[-0.49221988 -0.99776137]
18,-0.102637921369,[-0.10545296 -0.22187981],"[ 0.79655159 -0.58681707  1.04623862  0.18769987  0.64317067  0.24015674
 -0.3371476  -0.98731403 -0.9475228  -0.04325483  0.        ]",-0.149245,"[[ -5.56781885e+00   2.83098888e+00   7.68963662e-02   2.71454515e-02]
 [ -2.97719754e+01  -4.59331891e+00   0.00000000e+00   0.00000000e+00]]",[-0.87111783  0.67602891],[-1.8604129   0.41129897]
19,-0.0835426607705,[-0.10545296 -0.22187981],"[ 1.12952822 -0.55306162  0.1883273   0.39618916  0.64316833  0.24015609
 -0.46688466 -0.74943779 -0.80367064  0.11435535  0.        ]",-0.157218,"[[ -6.19706471e+00   2.75635998e+00   7.68963662e-02   2.71454515e-02]
 [ -3.31413883e+01  -2.87539635e+00   0.00000000e+00   0.00000000e+00]]",[-0.79610401  0.68310952],[-0.94806652  0.4120539 ]
20,-0.0521138203726,[-0.10545296 -0.22187981],"[ 0.88765268 -0.53181532 -0.80082913  0.50703925  0.64316599  0.24015543
 -0.58613979 -0.51593731 -0.58017885  0.08397202  0.        ]",-0.10515,"[[ -6.89096740e+00   2.71577247e+00   7.68963662e-02   2.71454515e-02]
 [ -3.62385856e+01  -1.18906777e+00   0.00000000e+00   0.00000000e+00]]",[-0.71570194  0.7224344 ],[-1.48709096  2.02336945]
21,-0.0383241343634,[-0.10545296 -0.22187981],"[ 0.03720422 -0.54051087 -1.41483229  0.46314297  0.64316364  0.24015478
 -0.71096182  0.03522456 -0.45942291 -0.14784965  0.        ]",-0.0673288,"[[ -7.64826411e+00   2.73192920e+00   7.68963662e-02   2.71454515e-02]
 [ -3.94803729e+01   2.79141686e+00   0.00000000e+00   0.00000000e+00]]",[-0.7695756   0.70103395],[-2.20258414  1.6302515 ]
22,-0.0633340884482,[-0.10545296 -0.22187981],"[-1.04109732 -0.58514241 -1.17005923  0.19924926  0.6431613   0.24015412
 -0.83333022  0.57546296 -0.54696858 -0.3642743   0.        ]",-0.131351,"[[ -8.46975770e+00   2.82690318e+00   7.68963662e-02   2.71454515e-02]
 [ -4.26584566e+01   6.69301588e+00   0.00000000e+00   0.00000000e+00]]",[-0.81868196  0.67115277],[-1.29330596  0.49145474]
23,-0.0804222257284,[-0.10545296 -0.22187981],"[-1.62021198 -0.63278621 -0.04732858 -0.23942745  0.64315895  0.24015347
 -0.95328144  0.8262665  -0.69459124 -0.37481605  0.        ]",-0.152941,"[[ -9.35418427e+00   2.97893546e+00   7.68963662e-02   2.71454515e-02]
 [ -4.57737894e+01   8.50433396e+00   0.00000000e+00   0.00000000e+00]]",[-0.88022232  0.62309539],[-0.23274274  0.45426175]
24,-0.0868144679818,[-0.10545296 -0.22187981],"[-1.15983212 -0.64573752  1.1849084  -0.47454991  0.64315661  0.24015281
 -0.95388795 -0.29706763 -0.76508081 -0.33966448  0.        ]",-0.109474,"[[ -1.02698205e+01   3.05865717e+00   7.68963662e-02   2.71454515e-02]
 [ -4.57896627e+01   3.91664722e-01   0.00000000e+00   0.00000000e+00]]",[-0.90352166  0.65201139],[-0.58477208  2.33284768]
25,-0.0953159484279,[-0.10545296 -0.22187981],"[ 0.03514121 -0.64436818  1.53299359 -0.44013352  0.64315426  0.24015216
 -1.00813065 -0.48989425 -0.85020439 -0.2913067   0.        ]",-0.188686,"[[ -1.11997496e+01   3.04703347e+00   7.68963662e-02   2.71454515e-02]
 [ -4.71985164e+01  -1.00092762e+00   0.00000000e+00   0.00000000e+00]]",[-0.88903654  0.60717952],[-0.11863719  1.56650552]
26,-0.0926224188728,[-0.10545296 -0.22187981],"[ 1.01063983 -0.641785    0.68272702 -0.38470552  0.64315192  0.2401515
 -0.99023254 -0.46069602 -0.86166289 -0.16783577  0.        ]",-0.187385,"[[ -1.21390575e+01   3.02828539e+00   7.68963662e-02   2.71454515e-02]
 [ -4.67338223e+01  -7.90070713e-01   0.00000000e+00   0.00000000e+00]]",[-0.83069545  0.59323901],[ 0.43648899  0.27913282]
27,-0.0792973226587,[-0.10545296 -0.22187981],"[ 0.97832138 -0.63972173 -0.63732068 -0.34635248  0.64314957  0.24015085
 -0.88805936 -0.42039749 -0.77648376 -0.09173485  0.        ]",-0.10525,"[[ -1.30471116e+01   3.01528982e+00   7.68963662e-02   2.71454515e-02]
 [ -4.40804262e+01  -4.99047809e-01   0.00000000e+00   0.00000000e+00]]",[-0.76464009  0.62485605],[-0.41411797  0.14727483]
28,-0.0661211074846,[-0.10545296 -0.22187981],"[ 0.03050584 -0.63841883 -1.41633813 -0.32408024  0.64314723  0.24015019
 -0.91758639 -0.38870129 -0.67453001 -0.13158712  0.        ]",-0.157617,"[[ -1.39364151e+01   3.00773351e+00   7.68963662e-02   2.71454515e-02]
 [ -4.48473747e+01  -2.70149680e-01   0.00000000e+00   0.00000000e+00]]",[-0.77799761  0.67961937],[-0.62425586  0.54363822]
29,-0.0668486414512,[-0.10545296 -0.22187981],"[-1.14565729 -0.6377969  -1.08074879 -0.3139049   0.64314489  0.24014954
 -0.97856479 -0.36545857 -0.64117575 -0.25617132  0.        ]",-0.164777,"[[ -1.48492531e+01   3.00427894e+00   7.68963662e-02   2.71454515e-02]
 [ -4.64311494e+01  -1.02301430e-01   0.00000000e+00   0.00000000e+00]]",[-0.77378613  0.7427687 ],[-0.66001741  0.04266213]
30,-0.0816346104749,[-0.10545296 -0.22187981],"[-1.61843106 -0.63745824  0.18952541 -0.30848793  0.64314254  0.24014888
 -1.04378759 -0.36174087 -0.71031493 -0.36478745  0.        ]",-0.0805047,"[[ -1.57948728e+01   3.00243933e+00   7.68963662e-02   2.71454515e-02]
 [ -4.81251712e+01  -7.54603783e-02   0.00000000e+00   0.00000000e+00]]",[-0.8341372   0.72330153],[-1.4298195   1.29091563]
31,-0.0959473543807,[-0.10545296 -0.22187981],"[-0.89502894 -0.63743018  1.38626578 -0.30807544  0.6431402   0.24014823
 -1.159549   -0.34735317 -0.83057552 -0.35730431  0.        ]",-0.0758219,"[[ -1.67875421e+01   3.00229951e+00   7.68963662e-02   2.71454515e-02]
 [ -5.11317481e+01   2.84380636e-02   0.00000000e+00   0.00000000e+00]]",[-0.89769387  0.64872372],[-0.45408722 -1.06282071]
32,-0.100836472228,[-0.10545296 -0.22187981],"[ 0.46375461 -0.62920264  1.35059056 -0.19308051  0.64313785  0.24014757
 -1.18979354 -0.89595427 -0.91439704 -0.20571066  0.        ]",-0.165012,"[[ -1.78180604e+01   2.96311776e+00   7.68963662e-02   2.71454515e-02]
 [ -5.19174103e+01  -3.93349294e+00   0.00000000e+00   0.00000000e+00]]",[-0.84669518  0.6427108 ],[-0.73615068  0.82024864]
33,-0.0835601305379,[-0.10545296 -0.22187981],"[ 1.13419599 -0.61718556  0.02003442 -0.06107379  0.64313551  0.24014692
 -1.26242462 -0.43579824 -0.81176056 -0.02370154  0.        ]",-0.122499,"[[ -1.88753360e+01   2.91779139e+00   7.68963662e-02   2.71454515e-02]
 [ -5.38039070e+01  -6.10338093e-01   0.00000000e+00   0.00000000e+00]]",[-0.7661407   0.61812472],[-0.72403457  0.75822337]
34,-0.0609107042329,[-0.10545296 -0.22187981],"[ 0.356459   -0.62227647 -1.29613739 -0.11337184  0.64313317  0.24014626
 -1.33178151 -0.0188061  -0.64381561 -0.09001307  0.        ]",-0.0386059,"[[ -1.99694886e+01   2.93579927e+00   7.68963662e-02   2.71454515e-02]
 [ -5.56054016e+01   2.40109784e+00   0.00000000e+00   0.00000000e+00]]",[-0.77865708  0.62623274],[-2.28698429 -0.31721505]
35,-0.0657585896921,[-0.10545296 -0.22187981],"[-1.12229374 -0.63094777 -1.10226534 -0.21531746  0.64313082  0.24014561
 -1.44184398 -0.19968903 -0.62320449 -0.27611182  0.        ]",-0.118153,"[[ -2.11102792e+01   2.97071431e+00   7.68963662e-02   2.71454515e-02]
 [ -5.84641046e+01   1.09479591e+00   0.00000000e+00   0.00000000e+00]]",[-0.77677768  0.72543848],[-0.82563691  1.14449984]
36,-0.0855450376138,[-0.10545296 -0.22187981],"[-1.558057   -0.63993202  0.51751678 -0.35044189  0.64312848  0.24014495
 -1.52314204 -0.16847604 -0.73711239 -0.37622498  0.        ]",-0.0700756,"[[ -2.23007478e+01   3.01667775e+00   7.68963662e-02   2.71454515e-02]
 [ -6.05758210e+01   1.32020572e+00   0.00000000e+00   0.00000000e+00]]",[-0.85844541  0.68535215],[-0.93489443 -0.28573771]
37,-0.0970408059087,[-0.10545296 -0.22187981],"[-0.27836686 -0.64066807  1.5638022  -0.36386075  0.64312613  0.2401443
 -1.61948187 -0.41567217 -0.85691237 -0.31059322  0.        ]",-0.0498927,"[[ -2.35373723e+01   3.02122652e+00   7.68963662e-02   2.71454515e-02]
 [ -6.30782476e+01  -4.64992381e-01   0.00000000e+00   0.00000000e+00]]",[-0.88378358  0.61200857],[-1.26575209 -0.06541679]
38,-0.0913131871709,[-0.10545296 -0.22187981],"[ 1.07034238 -0.63868881  0.51321451 -0.32897586  0.64312379  0.24014364
 -1.72383188 -0.45059273 -0.85724826 -0.13719673  0.        ]",-0.0365004,"[[ -2.48261329e+01   3.00939697e+00   7.68963662e-02   2.71454515e-02]
 [ -6.57887829e+01  -7.17189509e-01   0.00000000e+00   0.00000000e+00]]",[-0.77426851  0.59624052],[-1.4052179  -0.79775688]
39,-0.0651307278038,[-0.10545296 -0.22187981],"[ 0.45862489 -0.62927049 -1.23623883 -0.1941172   0.64312145  0.24014299
 -1.82611059 -0.88644414 -0.67474823 -0.08719272  0.        ]",-0.123993,"[[ -2.61685660e+01   2.96347388e+00   7.68963662e-02   2.71454515e-02]
 [ -6.84456092e+01  -3.86481633e+00   0.00000000e+00   0.00000000e+00]]",[-0.65606248  0.76420873],[-0.07764665  0.64684059]
40,-0.0681263384846,[-0.10545296 -0.22187981],"[-1.25605876 -0.61562422 -0.9644002  -0.04603812  0.6431191   0.24014233
 -1.78574045 -0.52175704 -0.60583749 -0.34373026  0.        ]",-0.137569,"[[ -2.75269632e+01   2.91260334e+00   7.68963662e-02   2.71454515e-02]
 [ -6.73976445e+01  -1.23116160e+00   0.00000000e+00   0.00000000e+00]]",[-0.72733963  0.80139494],[-0.19062795  0.88242195]
41,-0.098393008067,[-0.10545296 -0.22187981],"[-1.38679264 -0.61875169  0.902354   -0.07685873  0.64311676  0.24014168
 -1.76340687 -0.03517026 -0.81608633 -0.43123334  0.        ]",-0.128224,"[[ -2.88691005e+01   2.92323660e+00   7.68963662e-02   2.71454515e-02]
 [ -6.68180940e+01   2.28282325e+00   0.00000000e+00   0.00000000e+00]]",[-0.86753762  0.67181081],[ 0.12723005  0.73677867]
42,-0.0994309369755,[-0.10545296 -0.22187981],"[ 0.21806288 -0.63653908  1.47706107 -0.29445828  0.64311441  0.24014102
 -1.69307307  0.3620682  -0.89181871 -0.2561795   0.        ]",-0.0497086,"[[ -3.01871389e+01   2.99767342e+00   7.68963662e-02   2.71454515e-02]
 [ -6.49918510e+01   5.15156185e+00   0.00000000e+00   0.00000000e+00]]",[-0.86395735  0.56264877],[-1.8063912   0.19990052]
43,-0.0867595232348,[-0.10545296 -0.22187981],"[ 1.12806644 -0.64384642 -0.08826166 -0.42899187  0.64311207  0.24014037
 -1.79597548 -0.34574075 -0.82456978 -0.13462907  0.        ]",-0.210934,"[[ -3.15137966e+01   3.04326963e+00   7.68963662e-02   2.71454515e-02]
 [ -6.76649123e+01   3.99928429e-02   0.00000000e+00   0.00000000e+00]]",[-0.75018334  0.59571832],[ 0.87442444  1.79545178]
44,-0.0686556833859,[-0.10545296 -0.22187981],"[-0.01413977 -0.64245813 -1.42542153 -0.3990657   0.64310973  0.24013971
 -1.61108252 -0.45091213 -0.69214538 -0.13624208  0.        ]",-0.126855,"[[ -3.28189187e+01   3.03314865e+00   7.68963662e-02   2.71454515e-02]
 [ -6.28632832e+01  -7.19528416e-01   0.00000000e+00   0.00000000e+00]]",[-0.74619621  0.68730962],[-0.88534421  0.72602648]
45,-0.0718725173646,[-0.10545296 -0.22187981],"[-1.48108753 -0.64042996 -0.60765726 -0.35980682  0.64310738  0.24013906
 -1.69811383 -0.42817326 -0.66335039 -0.29689545  0.        ]",-0.0744169,"[[ -3.40988679e+01   3.01985411e+00   7.68963662e-02   2.71454515e-02]
 [ -6.51241005e+01  -5.55325945e-01   0.00000000e+00   0.00000000e+00]]",[-0.78389084  0.74522543],[-1.13801442  1.31570611]
46,-0.092681656136,[-0.10545296 -0.22187981],"[-1.13312487 -0.63904908  1.21007472 -0.33540158  0.64310504  0.2401384
 -1.80089764 -0.39162641 -0.80056447 -0.36607429  0.        ]",0.0132506,"[[ -3.54281391e+01   3.01157894e+00   7.68963662e-02   2.71454515e-02]
 [ -6.77941245e+01  -2.91406774e-01   0.00000000e+00   0.00000000e+00]]",[-0.87849265  0.66112053],[-2.07914006  0.6128248 ]
47,-0.097254388273,[-0.10545296 -0.22187981],"[ 0.62483306 -0.63824912  1.22754014 -0.32197239  0.6431027   0.24013775
 -1.90164346 -0.37450273 -0.88678475 -0.21103712  0.        ]",-0.131873,"[[ -3.68102807e+01   3.00702182e+00   7.68963662e-02   2.71454515e-02]
 [ -7.04113086e+01  -1.67754290e-01   0.00000000e+00   0.00000000e+00]]",[-0.82119322  0.58883947],[-1.96914966  2.16821283]
48,-0.0774090435483,[-0.10545296 -0.22187981],"[ 0.93477545 -0.63788236 -0.72176621 -0.31598696  0.64310035  0.24013709
 -2.00039095 -0.35898471 -0.76371531 -0.08362102  0.        ]",-0.0736686,"[[ -3.82442461e+01   3.00498996e+00   7.68963662e-02   2.71454515e-02]
 [ -7.29766913e+01  -5.56970116e-02   0.00000000e+00   0.00000000e+00]]",[-0.72596067  0.62261993],[-0.82646794  1.23630404]
49,-0.0647403143795,[-0.10545296 -0.22187981],"[-0.84709597 -0.63775836 -1.29524663 -0.31400774  0.64309801  0.24013644
 -2.07072686 -0.35380502 -0.63968717 -0.21797203  0.        ]",-0.11546,"[[ -3.97221163e+01   3.00431816e+00   7.68963662e-02   2.71454515e-02]
 [ -7.48042334e+01  -1.82989505e-02   0.00000000e+00   0.00000000e+00]]",[-0.74531543  0.72250921],[-0.94090436 -0.60623488]
