timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
10,-0.00211295087478,[-0.08406975 -0.17610563],"[-0.72542124 -0.70781388 -1.36128377 -0.55788094  0.10780845  0.02191257
 -0.17635531  1.45734438 -0.22179213  0.00940989  0.        ]",-0.152223,"[[ -1.91178854e+00   3.09942254e+00   1.68749885e-02   1.86029749e-03]
 [ -1.90096317e+01   1.29319181e+01   0.00000000e+00   0.00000000e+00]]",[-0.76044595  0.56874609],[-1.14307278  0.66300504]
11,-0.0150060896256,[-0.08406975 -0.17610563],"[-1.21205528 -0.70848638 -1.0351897  -0.74709403  0.10780807  0.02191249
 -0.34197753 -0.57675019 -0.30682137  0.05757906  0.        ]",-0.141675,"[[ -2.32793907e+00   3.16854270e+00   1.68749885e-02   1.86029749e-03]
 [ -2.25932810e+01  -1.75342584e+00   0.00000000e+00   0.00000000e+00]]",[-0.68568295  0.66416156],[-1.20119999  0.52736743]
12,-0.00664445828912,[-0.08406975 -0.17610563],"[-1.5714794  -0.7083696  -0.42115391 -0.59107682  0.10780769  0.02191242
 -0.50429236 -0.75665336 -0.26262936 -0.02056227  0.        ]",-0.195802,"[[ -2.81504315e+00   3.11155666e+00   1.68749885e-02   1.86029749e-03]
 [ -2.61053753e+01  -3.05227968e+00   0.00000000e+00   0.00000000e+00]]",[-0.67383617  0.67039216],[ 0.46496718 -1.84516212]
13,-0.0203321055285,[-0.08406975 -0.17610563],"[-1.62407706 -0.69806176  0.32265191 -0.31779618  0.1078073   0.02191234
 -0.39532742 -1.296736   -0.29024286 -0.15011948  0.        ]",-0.0635639,"[[ -3.31349580e+00   3.01138904e+00   1.68749885e-02   1.86029749e-03]
 [ -2.37477146e+01  -6.95152681e+00   0.00000000e+00   0.00000000e+00]]",[-0.65471077  0.71318179],[-1.60260609  1.04294925]
14,-0.0372664798073,[-0.08406975 -0.17610563],"[-1.33566435 -0.6756267   1.01707239 -0.05405189  0.10780692  0.02191226
 -0.55656509 -0.72931112 -0.40662728 -0.21719409  0.        ]",-0.161343,"[[ -3.82345403e+00   2.91346109e+00   1.68749885e-02   1.86029749e-03]
 [ -2.72364901e+01  -2.85498721e+00   0.00000000e+00   0.00000000e+00]]",[-0.69930351  0.65902698],[ 0.58466893  1.40210814]
15,-0.0431316031759,[-0.08406975 -0.17610563],"[-0.76657254 -0.67055782  1.47234819 -0.00930334  0.10780654  0.02191219
 -0.42464906 -0.17310983 -0.49253731 -0.15298702  0.        ]",-0.0546093,"[[ -4.33954593e+00   2.89665028e+00   1.68749885e-02   1.86029749e-03]
 [ -2.43822510e+01   1.16053994e+00   0.00000000e+00   0.00000000e+00]]",[-0.71753442  0.61814177],[-1.00412233  0.22159153]
16,-0.0414166795889,[-0.08406975 -0.17610563],"[-0.0576699  -0.6798313   1.55932167 -0.0940341   0.10780616  0.02191211
 -0.58532595 -0.05487193 -0.50467357 -0.05471237  0.        ]",-0.0823832,"[[ -4.86207299e+00   2.92842590e+00   1.68749885e-02   1.86029749e-03]
 [ -2.78588786e+01   2.01416189e+00   0.00000000e+00   0.00000000e+00]]",[-0.70872694  0.59744948],[-0.87396111  0.26068546]
17,-0.0360349728397,[-0.08406975 -0.17610563],"[ 0.66344822 -0.69190136  1.18472985 -0.22913676  0.10780577  0.02191203
 -0.71975967  0.08246525 -0.46846326  0.02383982  0.        ]",-0.113027,"[[ -5.44843565e+00   2.97865721e+00   1.68749885e-02   1.86029749e-03]
 [ -3.07676992e+01   3.00567196e+00   0.00000000e+00   0.00000000e+00]]",[-0.72018147  0.56752402],[-0.85802029  0.5710554 ]
18,-0.0293557058558,[-0.08406975 -0.17610563],"[ 1.09201132 -0.70127708  0.35164065 -0.37504432  0.10780539  0.02191196
 -0.84862011 -0.22422144 -0.41570925  0.0566142   0.        ]",-0.151424,"[[ -6.09176460e+00   3.03244726e+00   1.68749885e-02   1.86029749e-03]
 [ -3.35559539e+01   7.91544282e-01   0.00000000e+00   0.00000000e+00]]",[-0.69304454  0.57477558],[ -7.67983484e-04   9.15045842e-01]
19,-0.0236675463596,[-0.08406975 -0.17610563],"[ 0.96557748 -0.70101459 -0.62510919 -0.3700553   0.10780501  0.02191188
 -0.81805671 -0.40675808 -0.35524883  0.10053792  0.        ]",-0.123894,"[[ -6.75624997e+00   3.03061470e+00   1.68749885e-02   1.86029749e-03]
 [ -3.28947600e+01  -5.26284882e-01   0.00000000e+00   0.00000000e+00]]",[-0.66731215  0.63097543],[-0.56743772  1.43104321]
20,-0.0146964685771,[-0.08406975 -0.17610563],"[ 0.30426452 -0.69938038 -1.3145646  -0.34036813  0.10780463  0.0219118
 -0.8917878  -0.40152203 -0.27686662  0.09106338  0.        ]",-0.0939144,"[[ -7.43015270e+00   3.01969941e+00   1.68749885e-02   1.86029749e-03]
 [ -3.44901923e+01  -4.88495293e-01   0.00000000e+00   0.00000000e+00]]",[-0.66689056  0.67439222],[-0.71599436 -0.05968936]
21,-0.00262828889149,[-0.08406975 -0.17610563],"[-0.65523923 -0.69739976 -1.38625752 -0.30763605  0.10780424  0.02191173
 -0.99124231 -0.43302779 -0.21914745  0.01427019  0.        ]",-0.0810118,"[[ -8.14154862e+00   3.00764750e+00   1.68749885e-02   1.86029749e-03]
 [ -3.66422252e+01  -7.15961767e-01   0.00000000e+00   0.00000000e+00]]",[-0.67241931  0.68895996],[-1.74984172  1.08692437]
22,-0.010925347778,[-0.08406975 -0.17610563],"[-1.46332036 -0.69630424 -0.68477904 -0.29077599  0.10780386  0.02191165
 -1.14069384 -0.34326791 -0.22806395 -0.09564848  0.        ]",-0.196068,"[[ -8.90683939e+00   3.00143232e+00   1.68749885e-02   1.86029749e-03]
 [ -3.98760868e+01  -6.79586871e-02   0.00000000e+00   0.00000000e+00]]",[-0.68501908  0.65781611],[ 0.55142648  0.26436072]
23,-0.022517091618,[-0.08406975 -0.17610563],"[-1.60156435 -0.69619331  0.43773912 -0.28915876  0.10780348  0.02191157
 -1.003298   -0.33473215 -0.3019365  -0.16269339  0.        ]",-0.112844,"[[ -9.67453539e+00   3.00083624e+00   1.68749885e-02   1.86029749e-03]
 [ -3.69034213e+01  -6.34514620e-03   0.00000000e+00   0.00000000e+00]]",[-0.71510422  0.62880713],[-0.58212042  1.57740602]
24,-0.03061333791,[-0.08406975 -0.17610563],"[-1.00542653 -0.69633649  1.33944285 -0.29137042  0.1078031   0.02191149
 -1.07604642 -0.32576811 -0.39276034 -0.15135926  0.        ]",-0.043801,"[[ -1.04283985e+01   3.00165237e+00   1.68749885e-02   1.86029749e-03]
 [ -3.84776467e+01   5.83603370e-02   0.00000000e+00   0.00000000e+00]]",[-0.72968912  0.60154104],[-0.8203859   0.24206599]
25,-0.034545354799,[-0.08406975 -0.17610563],"[ 0.04762424 -0.69637695  1.53731136 -0.29203637  0.10780271  0.02191142
 -1.19095241 -0.33557787 -0.45424615 -0.06528199  0.        ]",-0.0742182,"[[ -1.12228986e+01   3.00189837e+00   1.68749885e-02   1.86029749e-03]
 [ -4.09640747e+01  -1.24690644e-02   0.00000000e+00   0.00000000e+00]]",[-0.7070111   0.58229464],[-0.79344321  0.11505584]
26,-0.0329068558207,[-0.08406975 -0.17610563],"[ 0.94767638 -0.69628848  0.7900232  -0.29075249  0.10780233  0.02191134
 -1.2986508  -0.33750543 -0.44214958  0.05285743  0.        ]",-0.0555615,"[[ -1.20655630e+01   3.00142528e+00   1.68749885e-02   1.86029749e-03]
 [ -4.32946020e+01  -2.63942243e-02   0.00000000e+00   0.00000000e+00]]",[-0.69132441  0.57152009],[-1.61197717  0.01106283]
27,-0.0248292987416,[-0.08406975 -0.17610563],"[ 1.0102695  -0.69618404 -0.51971256 -0.28923297  0.10780195  0.02191126
 -1.44201049 -0.33736089 -0.35156657  0.1221896   0.        ]",-0.111851,"[[ -1.29625805e+01   3.00086525e+00   1.68749885e-02   1.86029749e-03]
 [ -4.63968101e+01  -2.53603039e-02   0.00000000e+00   0.00000000e+00]]",[-0.64329803  0.62009871],[-0.59680787  1.16404105]
28,-0.0110950547782,[-0.08406975 -0.17610563],"[ 0.05410902 -0.69630285 -1.40779284 -0.29107671  0.10780157  0.02191119
 -1.50875089 -0.32578756 -0.24538134  0.07756805  0.        ]",-0.170404,"[[ -1.39050093e+01   3.00154567e+00   1.68749885e-02   1.86029749e-03]
 [ -4.78412514e+01   5.81815401e-02   0.00000000e+00   0.00000000e+00]]",[-0.66622931  0.67314863],[ 0.43022938  0.87647293]
29,-0.00484849839172,[-0.08406975 -0.17610563],"[-1.15110524 -0.69646841 -1.09460187 -0.29364015  0.10780118  0.02191111
 -1.38623977 -0.32886246 -0.21363455 -0.04653841  0.        ]",-0.137659,"[[ -1.48352411e+01   3.00249143e+00   1.68749885e-02   1.86029749e-03]
 [ -4.51907657e+01   3.59738555e-02   0.00000000e+00   0.00000000e+00]]",[-0.67277634  0.66889477],[-0.3986551   0.05740093]
30,-0.0194420191667,[-0.08406975 -0.17610563],"[-1.64340169 -0.69640472  0.12132196 -0.29272659  0.1078008   0.02191103
 -1.41782667 -0.33958076 -0.27723123 -0.15004517  0.        ]",-0.0486598,"[[ -1.57459170e+01   3.00215495e+00   1.68749885e-02   1.86029749e-03]
 [ -4.58745424e+01  -4.14134969e-02   0.00000000e+00   0.00000000e+00]]",[-0.71227407  0.62939906],[-1.2797668   0.34600004]
31,-0.0304648613696,[-0.08406975 -0.17610563],"[-1.02575287 -0.69631007  1.32496631 -0.29134682  0.10780042  0.02191096
 -1.55882054 -0.33581292 -0.39078207 -0.15250142  0.        ]",-0.0339717,"[[ -1.66940209e+01   3.00164652e+00   1.68749885e-02   1.86029749e-03]
 [ -4.89256760e+01  -1.42221724e-02   0.00000000e+00   0.00000000e+00]]",[-0.73097575  0.59444302],[-1.27089002  0.76265275]
32,-0.0347066779371,[-0.08406975 -0.17610563],"[ 0.3042472  -0.69635438  1.44243195 -0.2920711   0.10780004  0.02191088
 -1.69701792 -0.33028654 -0.45916083 -0.03740484  0.        ]",-0.0750821,"[[ -1.77025414e+01   3.00191404e+00   1.68749885e-02   1.86029749e-03]
 [ -5.19164097e+01   2.56644988e-02   0.00000000e+00   0.00000000e+00]]",[-0.70062798  0.5674668 ],[-1.0060604  0.3001843]
33,-0.0298262713939,[-0.08406975 -0.17610563],"[ 1.1129205  -0.69635047  0.18367659 -0.29206566  0.10779966  0.0219108
 -1.83247333 -0.33565068 -0.40649808  0.09671359  0.        ]",0.0325367,"[[ -1.87702826e+01   3.00191244e+00   1.68749885e-02   1.86029749e-03]
 [ -5.48479401e+01  -1.30695493e-02   0.00000000e+00   0.00000000e+00]]",[-0.6581037   0.58332813],[-3.3520626  -0.29441724]
34,-0.0156120062525,[-0.08406975 -0.17610563],"[ 0.42765476 -0.69411156 -1.24524217 -0.25961864  0.10779927  0.02191073
 -1.96524028 -0.49738606 -0.26556525  0.10755389  0.        ]",-0.131821,"[[ -1.98960723e+01   2.98993670e+00   1.68749885e-02   1.86029749e-03]
 [ -5.77214414e+01  -1.18067458e+00   0.00000000e+00   0.00000000e+00]]",[-0.63294363  0.68599641],[-0.07245246  2.07419322]
35,-0.0032200529128,[-0.08406975 -0.17610563],"[-1.06763419 -0.69711027 -1.16551371 -0.30386747  0.10779889  0.02191065
 -1.92565312 -0.05742808 -0.21449922 -0.03324346  0.        ]",-0.108793,"[[ -2.10419128e+01   3.00626410e+00   1.68749885e-02   1.86029749e-03]
 [ -5.68655438e+01   1.99543115e+00   0.00000000e+00   0.00000000e+00]]",[-0.69372022  0.6346224 ],[-1.01604161  2.23402088]
36,-0.0198836116148,[-0.08406975 -0.17610563],"[-1.61214427 -0.69941427  0.38880184 -0.3419527   0.10779851  0.02191057
 -2.05657334 -0.33916877 -0.29260547 -0.14408772  0.        ]",0.0337759,"[[ -2.22076555e+01   3.02028810e+00   1.68749885e-02   1.86029749e-03]
 [ -5.96992325e+01  -3.84897184e-02   0.00000000e+00   0.00000000e+00]]",[-0.72520769  0.61108792],[-2.28180177  0.06752406]
37,-0.0320784031379,[-0.08406975 -0.17610563],"[-0.44589321 -0.69852069  1.5629644  -0.32675898  0.10779813  0.0219105
 -2.18488676 -0.3846585  -0.42367824 -0.11129749  0.        ]",-0.109303,"[[ -2.34295073e+01   3.01469708e+00   1.68749885e-02   1.86029749e-03]
 [ -6.24766874e+01  -3.66894291e-01   0.00000000e+00   0.00000000e+00]]",[-0.72157496  0.57267666],[ 0.12905564  0.4328177 ]
38,-0.032317718345,[-0.08406975 -0.17610563],"[ 0.96676898 -0.69749584  0.75047705 -0.31011872  0.10779774  0.02191042
 -2.10407417 -0.36682705 -0.43837812  0.05043321  0.        ]",-0.0864735,"[[ -2.46615047e+01   3.00856912e+00   1.68749885e-02   1.86029749e-03]
 [ -6.07288746e+01  -2.38178782e-01   0.00000000e+00   0.00000000e+00]]",[-0.67278844  0.56297475],[-1.0159348   0.38196788]
39,-0.0198715330103,[-0.08406975 -0.17610563],"[ 0.72678276 -0.69686759 -0.98992489 -0.30031209  0.10779736  0.02191034
 -2.23143912 -0.35176169 -0.30762211  0.11670232  0.        ]",-0.0683706,"[[ -2.59037446e+01   3.00495555e+00   1.68749885e-02   1.86029749e-03]
 [ -6.34859309e+01  -1.29431572e-01   0.00000000e+00   0.00000000e+00]]",[-0.62964737  0.64895129],[-0.27479708  0.16997242]
40,-0.00104528929949,[-0.08406975 -0.17610563],"[-0.88674267 -0.69649632 -1.28558428 -0.29466055  0.10779698  0.02191027
 -2.22359192 -0.34471728 -0.21235225 -0.01322515  0.        ]",-0.122058,"[[ -2.71717696e+01   3.00287243e+00   1.68749885e-02   1.86029749e-03]
 [ -6.33171261e+01  -7.85877969e-02   0.00000000e+00   0.00000000e+00]]",[-0.67052186  0.67162299],[-0.58096323  1.92473508]
41,-0.0213145412985,[-0.08406975 -0.17610563],"[-1.62345462 -0.69644325  0.32615944 -0.29390594  0.1077966   0.02191019
 -2.27191456 -0.33099252 -0.29253261 -0.15784729  0.        ]",-0.0111677,"[[ -2.84486144e+01   3.00259459e+00   1.68749885e-02   1.86029749e-03]
 [ -6.43638682e+01   2.04817276e-02   0.00000000e+00   0.00000000e+00]]",[-0.72375298  0.61219108],[-1.00165646 -0.90376391]
42,-0.0371266263955,[-0.08406975 -0.17610563],"[-0.37705563 -0.6893077   1.57108235 -0.19781618  0.10779621  0.02191011
 -2.39593922 -0.82716318 -0.46416239 -0.10309711  0.        ]",-0.047246,"[[ -2.97628329e+01   2.96706765e+00   1.68749885e-02   1.86029749e-03]
 [ -6.70489708e+01  -3.56138810e+00   0.00000000e+00   0.00000000e+00]]",[-0.70617592  0.59962267],[-0.59648497 -0.39442024]
43,-0.0390506697028,[-0.08406975 -0.17610563],"[ 1.0548908  -0.66536879  0.51333997  0.03267397  0.10779583  0.02191003
 -2.44365236 -1.0343194  -0.43668313  0.18385465  0.        ]",-0.145806,"[[ -3.11141856e+01   2.88083801e+00   1.68749885e-02   1.86029749e-03]
 [ -6.80827864e+01  -5.05689243e+00   0.00000000e+00   0.00000000e+00]]",[-0.62147969  0.65702856],[ 0.23356841  0.21865513]
44,-0.0246953821979,[-0.08406975 -0.17610563],"[ 0.4388932  -0.62987479 -1.23805611  0.27148396  0.10779545  0.02190996
 -2.33854745 -0.90131643 -0.11840456  0.15841866  0.        ]",-0.0987554,"[[ -3.24530317e+01   2.78933537e+00   1.68749885e-02   1.86029749e-03]
 [ -6.58094000e+01  -4.09679191e+00   0.00000000e+00   0.00000000e+00]]",[-0.57725954  0.78423911],[-1.05517394  1.78838047]
45,-0.0340531846832,[-0.08406975 -0.17610563],"[-1.26284738 -0.61044265 -0.97972701  0.37721776  0.10779507  0.02190988
 -2.46121045 -0.34259528 -0.12368579 -0.26322843  0.        ]",-0.0886732,"[[ -3.37958655e+01   2.74786984e+00   1.68749885e-02   1.86029749e-03]
 [ -6.84652608e+01  -6.34238989e-02   0.00000000e+00   0.00000000e+00]]",[-0.64370584  0.73066473],[-0.48288047 -0.55272984]
46,-0.0570951101197,[-0.08406975 -0.17610563],"[-1.39276302 -0.59862711  0.93426554  0.43583455  0.10779469  0.0219098
 -2.4868515  -0.6467025  -0.51193668 -0.32307918  0.        ]",-0.0165285,"[[ -3.51707527e+01   2.72457566e+00   1.68749885e-02   1.86029749e-03]
 [ -6.90215225e+01  -2.25877382e+00   0.00000000e+00   0.00000000e+00]]",[-0.689246    0.66913855],[-1.33776738  0.35152213]
47,-0.0625646401371,[-0.08406975 -0.17610563],"[ 0.33567731 -0.58199883  1.42637822  0.51253522  0.1077943   0.02190973
 -2.60656657 -0.44895559 -0.63362037  0.15298902  0.        ]",-0.112963,"[[ -3.65771929e+01   2.69372490e+00   1.68749885e-02   1.86029749e-03]
 [ -7.16139042e+01  -8.31270581e-01   0.00000000e+00   0.00000000e+00]]",[-0.68399429  0.59625041],[-1.66949392  0.7722288 ]
48,-0.0417523542149,[-0.08406975 -0.17610563],"[ 1.04013199 -0.58974278 -0.43450226  0.47756496  0.10779392  0.02190965
 -2.72392402 -0.0244892  -0.22771728  0.33417345  0.        ]",-0.114339,"[[ -3.80349703e+01   2.70784403e+00   1.68749885e-02   1.86029749e-03]
 [ -7.41555129e+01   2.23290433e+00   0.00000000e+00   0.00000000e+00]]",[-0.62939548  0.62656009],[-2.07125462  1.2445798 ]
49,-0.0221684530238,[-0.08406975 -0.17610563],"[-0.63607783 -0.63090109 -1.39227678  0.2654242   0.10779354  0.02190957
 -2.83898181  0.51655872 -0.07506    -0.07931318  0.        ]",-0.0347106,"[[ -3.95430834e+01   2.79168783e+00   1.68749885e-02   1.86029749e-03]
 [ -7.66476195e+01   6.13867188e+00   0.00000000e+00   0.00000000e+00]]",[-0.69309974  0.62303138],[-1.68579043  1.43819902]
