timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
20,-0.190554430055,[-0.18070313 -0.26136664],"[ 0.05681111 -0.57968168 -1.40804163 -0.34084907 -0.6686573  -1.36835716
 -1.06254658 -0.40292888  0.41778853  1.47043621  0.        ]",-0.813862,"[[-13.93284233   3.01230896  -0.07829143  -0.15603055]
 [-65.30041294  -0.25865657   0.           0.        ]]",[-2.51058912  0.64368683],[-2.53858003  0.95727868]
21,-0.173512542188,[-0.18070313 -0.26136664],"[-1.46997659 -0.5789295  -0.5837419  -0.32749888 -0.66865581 -1.3683511
 -1.14623916 -0.38871809  0.43518041  1.2868689   0.        ]",-0.816961,"[[-15.26560498   3.00816364  -0.07829143  -0.15603055]
 [-67.96696709  -0.15583487   0.           0.        ]]",[-2.24823904  0.66267467],[-3.29829538  1.33370786]
22,-0.15722810779,[-0.18070313 -0.26136664],"[-1.03324653 -0.57851134  1.26716122 -0.32026444 -0.66865432 -1.36834504
 -1.22827438 -0.37776657  0.28210815  1.22908621  0.        ]",-0.725172,"[[-16.65116915   3.00591642  -0.07829143  -0.15603055]
 [-70.58074012  -0.07659661   0.           0.        ]]",[-2.25252414  0.56193912],[-2.96372967  0.07655175]
23,-0.17210528772,[-0.18070313 -0.26136664],"[ 0.77588449 -0.57812375  1.0880508  -0.31366693 -0.66865283 -1.36833898
 -1.30868485 -0.38141138  0.20888165  1.40947645  0.        ]",-0.669086,"[[-18.08848969   3.00386646  -0.07829143  -0.15603055]
 [-73.14277432  -0.10297459   0.           0.        ]]",[-2.48787236  0.53783166],[-2.44370178  0.33673301]
24,-0.191680140124,[-0.18070313 -0.26136664],"[ 0.80772462 -0.57785079 -0.9375426  -0.30908548 -0.66865133 -1.36833292
 -1.38750246 -0.37359085  0.35602345  1.51881422  0.        ]",-0.586114,"[[ -1.95765420e+01   3.00244263e+00  -7.82914334e-02  -1.56030552e-01]
 [ -7.56540879e+01  -4.63916261e-02   0.00000000e+00   0.00000000e+00]]",[-2.54772425  0.60044777],[-4.09473554  0.89432082]
25,-0.180601890893,[-0.18070313 -0.26136664],"[-1.10553931 -0.57784187 -1.09322603 -0.30895541 -0.66864984 -1.36832686
 -1.46475885 -0.36432636  0.45708608  1.3430308   0.        ]",-0.86567,"[[ -2.11143218e+01   3.00240236e+00  -7.82914334e-02  -1.56030552e-01]
 [ -7.81156919e+01   2.06396156e-02   0.00000000e+00   0.00000000e+00]]",[-2.26225042  0.66625983],[-1.40927501 -0.27756071]
26,-0.156581030017,[-0.18070313 -0.26136664],"[-1.26966608 -0.57571776  1.03108329 -0.27469664 -0.66864835 -1.3683208
 -1.54048456 -0.51682033  0.30173564  1.21033509  0.        ]",-0.90733,"[[ -2.27008449e+01   2.99174507e+00  -7.82914334e-02  -1.56030552e-01]
 [ -8.05285618e+01  -1.08277901e+00   0.00000000e+00   0.00000000e+00]]",[-2.16336322  0.59314746],[-1.31371061  1.55462953]
27,-0.171124397093,[-0.18070313 -0.26136664],"[ 0.74046845 -0.57811513  1.12691518 -0.31359932 -0.66864686 -1.36831474
 -1.61470859 -0.16755809  0.21067153  1.39949685  0.        ]",-0.45812,"[[ -2.43351449e+01   3.00384606e+00  -7.82914334e-02  -1.56030552e-01]
 [ -8.28936243e+01   1.44439739e+00   0.00000000e+00   0.00000000e+00]]",[-2.43060064  0.52224869],[-4.34069589 -0.44175506]
28,-0.19137859107,[-0.18070313 -0.26136664],"[ 0.65215741 -0.57939697 -1.0996224  -0.3359033  -0.66864537 -1.36830868
 -1.68746717 -0.4459178   0.36960093  1.50807025  0.        ]",-0.829308,"[[ -2.60162791e+01   3.01077470e+00  -7.82914334e-02  -1.56030552e-01]
 [ -8.52120360e+01  -5.69750069e-01   0.00000000e+00   0.00000000e+00]]",[-2.47681713  0.60617125],[-0.97717622  0.83898274]
29,-0.174819018742,[-0.18070313 -0.26136664],"[-1.41214856 -0.57826126 -0.70207761 -0.31612145 -0.66864387 -1.36830262
 -1.75594226 -0.38609593  0.44194063  1.2951058   0.        ]",-0.889433,"[[ -2.77424122e+01   3.00463021e+00  -7.82914334e-02  -1.56030552e-01]
 [ -8.73940150e+01  -1.36899403e-01   0.00000000e+00   0.00000000e+00]]",[-2.15685868  0.66216516],[-1.41262884  0.95716166]
30,-0.157528052232,[-0.18070313 -0.26136664],"[-0.6734075  -0.57802915  1.47025685 -0.31220372 -0.66864238 -1.36829656
 -1.8258977  -0.36924807  0.24858046  1.25167641  0.        ]",-0.618352,"[[ -2.95126587e+01   3.00341283e+00  -7.82914334e-02  -1.56030552e-01]
 [ -8.96232019e+01  -1.49974326e-02   0.00000000e+00   0.00000000e+00]]",[-2.19685411  0.53536004],[-3.12771583 -0.47675968]
31,-0.185424655296,[-0.18070313 -0.26136664],"[ 1.15108628 -0.57409847  0.18926199 -0.25022965 -0.66864089 -1.3682905
 -1.89446593 -0.63082591  0.25774872  1.51072667  0.        ]",-0.779595,"[[ -3.13270463e+01   2.98412422e+00  -7.82914334e-02  -1.56030552e-01]
 [ -9.18082379e+01  -1.90771201e+00   0.00000000e+00   0.00000000e+00]]",[-2.47044063  0.55956393],[-1.17932557  0.47146363]
32,-0.188386356585,[-0.18070313 -0.26136664],"[-0.49447475 -0.5697035  -1.40993699 -0.18902309 -0.6686394  -1.36828444
 -1.96166929 -0.36849548  0.47967553  1.40572125  0.        ]",-0.607006,"[[ -3.31846980e+01   2.96501635e+00  -7.82914334e-02  -1.56030552e-01]
 [ -9.39498376e+01  -9.56823608e-03   0.00000000e+00   0.00000000e+00]]",[-2.28594112  0.65725279],[-3.87331597 -0.01299136]
33,-0.154848731928,[-0.18070313 -0.26136664],"[-1.41540726 -0.56951364  0.80904462 -0.18654469 -0.66863791 -1.36827838
 -2.02754678 -0.3765412   0.31210767  1.1862736   0.        ]",-0.79183,"[[ -3.50847588e+01   2.96424139e+00  -7.82914334e-02  -1.56030552e-01]
 [ -9.60492454e+01  -6.77894577e-02   0.00000000e+00   0.00000000e+00]]",[-2.05733085  0.59715062],[-1.07961291 -0.23047086]
34,-0.177249682538,[-0.18070313 -0.26136664],"[ 0.85594916 -0.56685662  0.9884712  -0.15277343 -0.66863642 -1.36827232
 -2.09211687 -0.50350413  0.19289157  1.46409217  0.        ]",-0.574213,"[[ -3.70263906e+01   2.95366950e+00  -7.82914334e-02  -1.56030552e-01]
 [ -9.81070519e+01  -9.86461784e-01   0.00000000e+00   0.00000000e+00]]",[-2.38085008  0.53260821],[-3.41577036 -0.16307767]
35,-0.196083806105,[-0.18070313 -0.26136664],"[ 0.13308467 -0.55965041 -1.38844362 -0.06971214 -0.66863492 -1.36826626
 -2.1554016  -0.59122548  0.4801077   1.48337452  0.        ]",-0.698851,"[[ -3.90087682e+01   2.92757418e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.00123962e+02  -1.62119502e+00   0.00000000e+00   0.00000000e+00]]",[-2.35879493  0.65576309],[-3.36882835  1.08405932]
36,-0.155527218605,[-0.18070313 -0.26136664],"[-1.57783596 -0.56182294  0.33952863 -0.09363292 -0.66863343 -1.3682602
 -2.21743465 -0.04088734  0.35452154  1.16312671  0.        ]",-0.808632,"[[ -4.10310830e+01   2.93510377e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.02101050e+02   2.36087588e+00   0.00000000e+00   0.00000000e+00]]",[-2.00828981  0.59954739],[-0.92904462  0.54751364]
37,-0.169846138663,[-0.18070313 -0.26136664],"[ 0.64250521 -0.57804112  1.22114279 -0.31254136 -0.66863194 -1.36825415
 -2.26943797  0.12316972  0.20520485  1.39006408  0.        ]",-0.74196,"[[ -4.30897344e+01   3.00351797e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.03758630e+02   3.54794000e+00   0.00000000e+00   0.00000000e+00]]",[-2.30849719  0.49435607],[-2.52652301  1.5828138 ]
38,-0.189822972003,[-0.18070313 -0.26136664],"[ 0.27458806 -0.58254624 -1.33844099 -0.39675848 -0.66863045 -1.36824809
 -2.3292218  -0.36521756  0.38837021  1.48167705  0.        ]",-0.656452,"[[ -4.51840270e+01   3.02964793e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.05664169e+02   1.41314885e-02   0.00000000e+00   0.00000000e+00]]",[-2.31625748  0.60188305],[-2.20174332  0.19866271]
39,-0.164937123881,[-0.18070313 -0.26136664],"[-1.57736725 -0.58133938  0.34214076 -0.37239829 -0.66862896 -1.36824203
 -2.38780973 -0.44024885  0.37835474  1.2413482   0.        ]",-0.799847,"[[ -4.73160478e+01   3.02209868e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.07531669e+02  -5.28774465e-01   0.00000000e+00   0.00000000e+00]]",[-2.00914788  0.6153354 ],[-1.17766064 -0.14006592]
40,-0.171644443593,[-0.18070313 -0.26136664],"[ 0.75727826 -0.57850583  1.10882824 -0.32052682 -0.66862746 -1.36823597
 -2.44523349 -0.51635094  0.20922545  1.40492187  0.        ]",-0.657641,"[[ -4.94850471e+01   3.00600002e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.09362142e+02  -1.07942914e+00   0.00000000e+00   0.00000000e+00]]",[-2.29008579  0.51346308],[-2.43155133  0.42910211]
41,-0.190920286488,[-0.18070313 -0.26136664],"[-0.02241505 -0.57735044 -1.42324134 -0.30109585 -0.66862597 -1.36822991
 -2.50151665 -0.29459573  0.43264644  1.4641778   0.        ]",-0.65767,"[[ -5.16902913e+01   2.99996071e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.11156341e+02   5.25106466e-01   0.00000000e+00   0.00000000e+00]]",[-2.2606504   0.61287349],[-2.70994443  0.60917337]
42,-0.159707960806,[-0.18070313 -0.26136664],"[-1.41765104 -0.57892291  0.80483708 -0.32780794 -0.66862448 -1.36822385
 -2.5566886  -0.35047852  0.3348327   1.21927217  0.        ]",-0.776809,"[[ -5.39310654e+01   3.00826214e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.12915202e+02   1.20755305e-01   0.00000000e+00   0.00000000e+00]]",[-1.98821378  0.57741779],[-1.62180958  0.65942794]
43,-0.179001955352,[-0.18070313 -0.26136664],"[ 1.0766384  -0.57880956  0.55810333 -0.32584811 -0.66862299 -1.36821779
 -2.61076343 -0.38140509  0.23403932  1.4618956   0.        ]",-0.79317,"[[ -5.62066667e+01   3.00765359e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.14639178e+02  -1.03022245e-01   0.00000000e+00   0.00000000e+00]]",[-2.31894612  0.51483744],[-1.20566199  1.22140702]
44,-0.185100216263,[-0.18070313 -0.26136664],"[-0.75648081 -0.57848748 -1.32286151 -0.32029085 -0.6686215  -1.36821173
 -2.6637643  -0.37646215  0.45523981  1.39011707  0.        ]",-0.709365,"[[ -5.85164049e+01   3.00592738e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.16329006e+02  -6.72618482e-02   0.00000000e+00   0.00000000e+00]]",[-2.13215089  0.64951456],[-2.44861673  0.92425244]
45,-0.157359473955,[-0.18070313 -0.26136664],"[-0.7622144  -0.57828217  1.43324039 -0.31679262 -0.66862    -1.36820568
 -2.71571312 -0.37285047  0.25657701  1.2454042   0.        ]",-0.749519,"[[ -6.08596040e+01   3.00484061e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.17985386e+02  -4.11339385e-02   0.00000000e+00   0.00000000e+00]]",[-2.0351696   0.52775753],[-1.76970052  0.5722385 ]
46,-0.18935190248,[-0.18070313 -0.26136664],"[ 1.04561168 -0.57809544 -0.53109419 -0.31363693 -0.66861851 -1.36819962
 -2.76663055 -0.37365803  0.31432301  1.51925     0.        ]",-0.722409,"[[ -6.32356018e+01   3.00386012e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.19608978e+02  -4.69818488e-02   0.00000000e+00   0.00000000e+00]]",[-2.32426453  0.54937297],[-1.45882362  0.97918378]
47,-0.171209045928,[-0.18070313 -0.26136664],"[-1.52844757 -0.57803115 -0.42772549 -0.31256866 -0.66861702 -1.36819356
 -2.81653694 -0.36705489  0.42761649  1.26878009  0.        ]",-0.791195,"[[ -6.56437489e+01   3.00352829e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.21200430e+02   7.90996973e-04   0.00000000e+00   0.00000000e+00]]",[-1.96464109  0.64311618],[-1.24197697  0.70759759]
48,-0.16751193632,[-0.18070313 -0.26136664],"[ 0.48523606 -0.57799533  1.33997539 -0.31198321 -0.66861553 -1.3681875
 -2.86545228 -0.368955    0.20378387  1.36891587  0.        ]",-0.661262,"[[ -6.80834090e+01   3.00334650e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.22760381e+02  -1.29620286e-02   0.00000000e+00   0.00000000e+00]]",[-2.18029141  0.49315044],[-2.07621186  0.00727875]
49,-0.190691782289,[-0.18070313 -0.26136664],"[-0.04168965 -0.57780723 -1.42616306 -0.30883886 -0.66861404 -1.36818144
 -2.91339587 -0.37559026  0.43180939  1.46241408  0.        ]",-0.698885,"[[ -7.05539582e+01   3.00236934e+00  -7.82914334e-02  -1.56030552e-01]
 [ -1.24289445e+02  -6.09766117e-02   0.00000000e+00   0.00000000e+00]]",[-2.18344927  0.6171484 ],[-2.65491276  1.85775291]
