timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
33,-0.117488593437,[ 0.00283095 -0.10798573],"[ 0.59771695 -0.87223769  1.20380057 -0.24280714  0.63852057  0.6074989
  0.31270994 -0.30527348 -0.87511244 -0.52404842  0.        ]",-0.329755,"[[ 0.85787601  3.00813455  0.07914327  0.07031529]
 [-0.62503849 -0.24217915  0.          0.        ]]",[-0.25043255  0.59461737],[ 0.02731156  2.46452304]
34,-0.11738480821,[ 0.00283095 -0.10798573],"[ 0.60949726 -0.87175466  1.19243285 -0.2363924   0.63851451  0.60749329
  0.32156378 -0.28258062 -0.87629887 -0.52076253  0.        ]",-0.387305,"[[ 0.84658442  3.00526297  0.07914327  0.07031529]
 [-0.50452325 -0.07614036  0.          0.        ]]",[-0.25033832  0.59444243],[ 1.95952061  0.60871881]
35,-0.117766623148,[ 0.00283095 -0.10798573],"[ 0.57820753 -0.87152569  1.22197874 -0.23347025  0.63850845  0.60748769
  0.61324796 -0.27927144 -0.87750261 -0.52384764  0.        ]",-0.289518,"[[ 0.87631901  3.0039549   0.07914327  0.07031529]
 [ 3.46475518 -0.05194062  0.          0.        ]]",[-0.24979633  0.59545439],[-0.06567543  0.93040688]
36,-0.118557402652,[ 0.00283095 -0.10798573],"[ 0.50600272 -0.87144089  1.28383819 -0.23248026  0.6385024   0.60748208
  0.58909356 -0.27276781 -0.87872173 -0.53225508  0.        ]",-0.282315,"[[ 0.94231701  3.00351218  0.07914327  0.07031529]
 [ 3.13613928 -0.00436571  0.          0.        ]]",[-0.25136396  0.59459352],[-0.11415515  0.64603437]
37,-0.11920572747,[ 0.00283095 -0.10798573],"[ 0.44011419 -0.87138364  1.33340662 -0.23185754  0.63849634  0.60747648
  0.55131185 -0.27449519 -0.87929995 -0.53974751  0.        ]",-0.37799,"[[ 0.99988208  3.00323396  0.07914327  0.07031529]
 [ 2.62208099 -0.01702001  0.          0.        ]]",[-0.25263587  0.59399617],[ 1.55582534  1.11033819]
38,-0.120143428215,[ 0.00283095 -0.10798573],"[ 0.33018967 -0.87138651  1.40349053 -0.23203058  0.63849028  0.60747087
  0.83844741 -0.27025387 -0.87917345 -0.55195215  0.        ]",-0.277746,"[[ 1.09152775  3.00331221  0.07914327  0.07031529]
 [ 6.52946387  0.01400053  0.          0.        ]]",[-0.25232631  0.59548241],[-0.69882065  1.55307568]
39,-0.121044359388,[ 0.00283095 -0.10798573],"[ 0.20218158 -0.87142418  1.46783698 -0.23266466  0.63848422  0.60746527
  0.62561343 -0.27044213 -0.87771021 -0.56549833  0.        ]",-0.353616,"[[ 1.19305958  3.00359699  0.07914327  0.07031529]
 [ 3.6333705   0.01260869  0.          0.        ]]",[-0.25668576  0.59319782],[ 1.20481611  0.48907809]
40,-0.121901643018,[ 0.00283095 -0.10798573],"[ 0.05536063 -0.87135607  1.52170994 -0.23189796  0.63847817  0.60745966
  0.91127765 -0.27626963 -0.87512238 -0.57987794  0.        ]",-0.274313,"[[ 1.30473013  3.00325428  0.07914327  0.07031529]
 [ 7.52073015 -0.03004682  0.          0.        ]]",[-0.25689274  0.59496427],[-0.30953501  0.84278881]
41,-0.122709782932,[ 0.00283095 -0.10798573],"[-0.13025675 -0.87131375  1.56261987 -0.2314735   0.63847211  0.60745406
  0.81026461 -0.27187656 -0.86993976 -0.59697206  0.        ]",-0.338465,"[[  1.44135472e+00   3.00306487e+00   7.91432695e-02   7.03152946e-02]
 [  6.14630905e+00   2.08342154e-03   0.00000000e+00   0.00000000e+00]]",[-0.26299739  0.59243506],[ 0.67799573  0.78470981]
42,-0.123262061929,[ 0.00283095 -0.10798573],"[-0.33586796 -0.8713093   1.57507303 -0.23154945  0.63846605  0.60744845
  0.99858075 -0.27197485 -0.861785   -0.6145367   0.        ]",-0.254434,"[[  1.58999336e+00   3.00309964e+00   7.91432695e-02   7.03152946e-02]
 [  8.70901525e+00   1.34986937e-03   0.00000000e+00   0.00000000e+00]]",[-0.26487342  0.59378105],[-0.52228516 -0.03082545]
43,-0.123595769389,[ 0.00283095 -0.10798573],"[-0.5450793  -0.87108409  1.55307944 -0.22872214  0.63846     0.60744285
  0.83393543 -0.28912651 -0.85213342 -0.63090076  0.        ]",-0.37697,"[[ 1.7416961   3.00183371  0.07914327  0.07031529]
 [ 6.46872369 -0.12416491  0.          0.        ]]",[-0.2712689   0.59186351],[ 0.78948148  1.49771392]
44,-0.123509685166,[ 0.00283095 -0.10798573],"[-0.75904926 -0.87101645  1.49274142 -0.22797118  0.63845394  0.60743724
  1.05422007 -0.26675777 -0.83905481 -0.64615538  0.        ]",-0.247628,"[[ 1.90114783  3.00149796  0.07914327  0.07031529]
 [ 9.46645824  0.03949288  0.          0.        ]]",[-0.2708154   0.59514517],[-1.05577326  0.61569439]
45,-0.122990706571,[ 0.00283095 -0.10798573],"[-0.94720815 -0.87109912  1.40410166 -0.22918625  0.63844788  0.60743164
  0.74947738 -0.26973052 -0.82441712 -0.65781935  0.        ]",-0.482605,"[[ 2.04887189  3.0020431   0.07914327  0.07031529]
 [ 5.31976627  0.01772718  0.          0.        ]]",[-0.27758873  0.59326088],[ 1.67277333  0.37606367]
46,-0.12222554587,[ 0.00283095 -0.10798573],"[-1.11847209 -0.87108658  1.28831779 -0.22915562  0.63844183  0.60742604
  1.03268729 -0.27349732 -0.80914558 -0.66697132  0.        ]",-0.402716,"[[ 2.1939354   3.0020301   0.07914327  0.07031529]
 [ 9.17374172 -0.00984868  0.          0.        ]]",[-0.27286911  0.59876877],[ 0.59149498  0.59781513]
47,-0.120632912803,[ 0.00283095 -0.10798573],"[-1.33087514 -0.87108026  1.08082423 -0.22920642  0.63843577  0.60742043
  1.19142528 -0.27124793 -0.78588039 -0.67550189  0.        ]",-0.303015,"[[  2.39908516e+00   3.00205359e+00   7.91432695e-02   7.03152946e-02]
 [  1.13340346e+01   6.59542103e-03   0.00000000e+00   0.00000000e+00]]",[-0.2686533   0.60425752],[-0.96540263  1.0386637 ]
48,-0.118644791861,[ 0.00283095 -0.10798573],"[-1.48666877 -0.8711658   0.85491491 -0.23046425  0.63842972  0.60741483
  0.89402946 -0.26727399 -0.7635648  -0.6781495   0.        ]",-0.433846,"[[ 2.5851642   3.00261783  0.07914327  0.07031529]
 [ 7.28735439  0.0356579   0.          0.        ]]",[-0.27122873  0.60483605],[ 0.10686222  0.12065764]
49,-0.11683439452,[ 0.00283095 -0.10798573],"[-1.58205727 -0.87110372  0.65418391 -0.22978205  0.63842366  0.60740923
  0.91450911 -0.27748539 -0.74598323 -0.67735506  0.        ]",-0.255953,"[[ 2.73370888  3.00231294  0.07914327  0.07031529]
 [ 7.56618573 -0.03907126  0.          0.        ]]",[-0.2680411   0.60887522],[-2.01628443  0.71556418]
