timestep,original_rewards,logstd_action_dist,obs,rewards,human_obs,avg_action_dist,actions
36,-0.0700059289909,[-0.15967537 -0.22364996],"[-1.13576846 -0.59680936 -1.07642628 -0.31859755 -0.43648809  0.18814963
 -1.3252619  -0.35983508  0.25581021 -0.20922053  0.        ]",-0.129577,"[[ -2.11352849e+01   3.00277514e+00  -4.84647046e-02   2.06063625e-02]
 [ -6.57281515e+01   2.09368005e-02   0.00000000e+00   0.00000000e+00]]",[-1.08212817  0.71662509],[-1.13026954  1.00550766]
37,-0.0623695483374,[-0.15967537 -0.22364996],"[-1.45161637 -0.59689765  0.75464587 -0.32009605 -0.43648707  0.18814925
 -1.41576879 -0.3596305   0.13644539 -0.33252624  0.        ]",-0.0475631,"[[ -2.24765176e+01   3.00325247e+00  -4.84647046e-02   2.06063625e-02]
 [ -6.83862588e+01   2.24099467e-02   0.00000000e+00   0.00000000e+00]]",[-1.05761385  0.67909718],[-1.41391314  0.84308402]
38,-0.0397838541477,[-0.15967537 -0.22364996],"[ 0.18753232 -0.5969327   1.48347696 -0.3207081  -0.43648605  0.18814886
 -1.50448233 -0.36243034  0.00647573 -0.21525243  0.        ]",-0.0399574,"[[ -2.38703844e+01   3.00344755e+00  -4.84647046e-02   2.06063625e-02]
 [ -7.09917450e+01   2.16328085e-03   0.00000000e+00   0.00000000e+00]]",[-1.06285489  0.54818398],[-2.34759703 -0.34853888]
39,-0.0429918049511,[-0.15967537 -0.22364996],"[ 1.12530504 -0.59420465 -0.21752231 -0.27729057 -0.43648502  0.18814848
 -1.59143764 -0.55379629  0.09025706 -0.0272815   0.        ]",-0.0459067,"[[ -2.53158437e+01   2.98961114e+00  -4.84647046e-02   2.06063625e-02]
 [ -7.35456455e+01  -1.38128323e+00   0.00000000e+00   0.00000000e+00]]",[-1.02673578  0.56112045],[-1.60842931 -0.48045393]
40,-0.072474551389,[-0.15967537 -0.22364996],"[-0.38047439 -0.58315904 -1.43464585 -0.13216483 -0.436484    0.1881481
 -1.67666309 -0.81375362  0.29228983 -0.13471023  0.        ]",-0.155298,"[[ -2.68118721e+01   2.94313199e+00  -4.84647046e-02   2.06063625e-02]
 [ -7.60487978e+01  -3.26060183e+00   0.00000000e+00   0.00000000e+00]]",[-1.04188442  0.79723322],[-0.6789319   0.54171866]
41,-0.0713618615347,[-0.15967537 -0.22364996],"[ -1.60754624e+00  -5.70337021e-01   1.60783344e-01   1.20411217e-03
  -4.36482978e-01   1.88147713e-01  -1.71690550e+00  -5.08902476e-01
   1.66072612e-01  -4.10951135e-01   0.00000000e+00]",-0.132297,"[[ -2.83447088e+01   2.90003387e+00  -4.84647046e-02   2.06063625e-02]
 [ -7.72309774e+01  -1.05676398e+00   0.00000000e+00   0.00000000e+00]]",[-1.00333846  0.80075258],[-0.80765328  1.52627543]
42,-0.0355099874079,[-0.15967537 -0.22364996],"[-0.14726715 -0.57621335  1.55142464 -0.05662524 -0.43648196  0.18814733
 -1.77371738  0.04083649 -0.0481383  -0.23117174  0.        ]",-0.325639,"[[ -2.99060710e+01   2.91877266e+00  -4.84647046e-02   2.06063625e-02]
 [ -7.88997875e+01   2.91743461e+00   0.00000000e+00   0.00000000e+00]]",[-1.06258631  0.54862559],[ 0.19677311  1.24937769]
43,-0.0404698454464,[-0.15967537 -0.22364996],"[ 1.1469966  -0.59921225 -0.01152449 -0.36085694 -0.43648093  0.18814695
 -1.69400415  0.37120912  0.06887659 -0.06001679  0.        ]",-0.104678,"[[ -3.14605824e+01   3.01621870e+00  -4.84647046e-02   2.06063625e-02]
 [ -7.65592311e+01   5.30578075e+00   0.00000000e+00   0.00000000e+00]]",[-1.00893641  0.50305533],[-1.46440063 -0.43481537]
44,-0.059579287888,[-0.15967537 -0.22364996],"[-0.27208466 -0.60423898 -1.44277706 -0.46843464 -0.43647991  0.18814656
 -1.77721424 -0.40712771  0.20283685 -0.10187627  0.        ]",0.00315952,"[[ -3.30162904e+01   3.05034358e+00  -4.84647046e-02   2.06063625e-02]
 [ -7.90032943e+01  -3.20993424e-01   0.00000000e+00   0.00000000e+00]]",[-1.09456313  0.65846556],[-2.55060507  0.3593401 ]
45,-0.0658555831848,[-0.15967537 -0.22364996],"[-1.60823209 -0.60217481  0.14955872 -0.42008072 -0.43647889  0.18814618
 -1.85876115 -0.48675844  0.19275658 -0.28631759  0.        ]",0.0548977,"[[ -3.46203892e+01   3.03502124e+00  -4.84647046e-02   2.06063625e-02]
 [ -8.13985766e+01  -8.96669086e-01   0.00000000e+00   0.00000000e+00]]",[-1.03342247  0.73476559],[-2.66200706  0.26459385]
46,-0.0438212754888,[-0.15967537 -0.22364996],"[-0.03384763 -0.59974983  1.53877719 -0.37099776 -0.43647787  0.1881458
 -1.93868944 -0.44900477  0.02510264 -0.24304973  0.        ]",-0.158174,"[[ -3.62719171e+01   3.01944210e+00  -4.84647046e-02   2.06063625e-02]
 [ -8.37463905e+01  -6.23748050e-01   0.00000000e+00   0.00000000e+00]]",[-1.05326474  0.56906998],[-0.85470792 -0.30160536]
47,-0.0442466712457,[-0.15967537 -0.22364996],"[ 1.10019597 -0.59529836 -0.33724578 -0.29440076 -0.43647684  0.18814541
 -1.99744523 -0.61306824  0.09926924 -0.02860722  0.        ]",-0.114396,"[[ -3.79641636e+01   2.99506858e+00  -4.84647046e-02   2.06063625e-02]
 [ -8.54724767e+01  -1.80980519e+00   0.00000000e+00   0.00000000e+00]]",[-1.01124394  0.58150619],[-2.01111697  1.30909229]
48,-0.0690443504561,[-0.15967537 -0.22364996],"[-0.80198125 -0.59605133 -1.30919676 -0.3064548  -0.43647582  0.18814503
 -2.07462026 -0.06107951  0.259842   -0.16762628  0.        ]",-0.207462,"[[ -3.96963588e+01   2.99890990e+00  -4.84647046e-02   2.06063625e-02]
 [ -8.77395631e+01   2.18061768e+00   0.00000000e+00   0.00000000e+00]]",[-1.09017122  0.66483939],[ 0.00383898  0.45751892]
49,-0.060992094966,[-0.15967537 -0.22364996],"[-1.37550209 -0.59976184  0.89284148 -0.37131406 -0.4364748   0.18814465
 -2.01494527 -0.35679073  0.13190857 -0.32010419  0.        ]",-0.0413049,"[[ -4.14335727e+01   3.01954318e+00  -4.84647046e-02   2.06063625e-02]
 [ -8.59876255e+01   4.28675998e-02   0.00000000e+00   0.00000000e+00]]",[-1.05106473  0.67531878],[-1.46902226  0.8010616 ]
